RCFA2170,RCFA3128,RCFA3792,RCFA5310,RCFA5311,RCFA7204,RCFA7205,RCFA7206,RCFA8274,RCFAA223,RCFAA224,RCFAB530,RCFAB596,RCFAH015,RCFAH036,RCFAH311,RCFAH313,RCFAH314,RCFAJJ30,RCFAJJ31,RCFAJJ32,RCFAKW00,RCFAKW03,RCFAKX77,RCFAKX78,RCFAKX79,RCFAKX80,RCFAKX81,RCFAKX82,RCFAKX83,RCFALB58,RCFALB59,RCFALB60,RCFALB61,RCFAP742,RCFAP793,RCFAP839,RCFAP840,RCFAP841,RCFAP842,RCFAP843,RCFAP844,RCFAP846,RCFAP847,RCFAP848,RCFAP849,RCFAP850,RCFAP852,RCFAP857,RCFAP858,RCFAP859,RCFAP860,RCFAP861,RCFAP862,RCFAP863,RCFAP864,RCFAP865,RCFAP866,RCFAP867,RCFAP868,RCFAP870,RCFAP872,RCFAP875,RCFAQ258,RCFAS540,RCFW3792,RCFW5310,RCFW5311,RCFW7205,RCFW7206,RCFWA223,RCFWH312,RCFWP793,RCFWP851,RCFWP852,RCFWP853,RCFWP854,RCFWP855,RCFWP856,RCFWP857,RCFWP858,RCFWP859,RCFWP870,RCOA2170,RCOA3128,RCOA3792,RCOA5310,RCOA5311,RCOA7204,RCOA7205,RCOA7206,RCOA8274,RCOAA223,RCOAA224,RCOAB530,RCOAB596,RCOAH311,RCOAH313,RCOAH314,RCOAJJ29,RCOAJJ30,RCOAJJ31,RCOAJJ32,RCOAKW00,RCOAKX77,RCOAKX78,RCOAKX79,RCOAKX80,RCOAKX81,RCOAKX82,RCOAKX83,RCOALB58,RCOALB59,RCOALB60,RCOALB61,RCOALE74,RCOANC99,RCOAP742,RCOAP793,RCOAP838,RCOAP839,RCOAP840,RCOAP841,RCOAP842,RCOAP843,RCOAP844,RCOAP846,RCOAP847,RCOAP848,RCOAP849,RCOAP850,RCOAP852,RCOAP857,RCOAP858,RCOAP859,RCOAP860,RCOAP861,RCOAP862,RCOAP863,RCOAP864,RCOAP865,RCOAP866,RCOAP867,RCOAP868,RCOAP870,RCOAP872,RCOAP875,RCOAQ258,RCOAS540,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19139,428,428,20.97%,56.82%,55.55%,18711,33682,89230,783,0,,,,,,,,,,,,,,,,,,,,,,4700,55.55%,1,0,19678,0,0,0,783,0,0,0,,0,18711,0,0,18711,0,0,0,0,0,0,0,0,0,428,0,0,184,,37,2015-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5146,189,189,11.70%,20.86%,20.09%,4957,24675,42353,253,0,,,,,,,,,,,,,,,,,,,,,,240,20.09%,1,0,5210,0,0,0,253,0,0,0,,0,4957,0,0,4957,0,0,0,0,0,0,0,0,0,189,0,0,0,,242,2015-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27619,722,722,14.88%,24.21%,23.58%,26897,114080,180798,160,0,,,,,,,,,,,,,,,,,,,,,,1,23.58%,1,0,27057,0,0,0,160,0,0,0,,0,26897,0,0,26897,0,0,0,0,0,0,0,0,0,722,0,0,0,,279,2015-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058,47,47,9.34%,29.75%,28.43%,1011,3556,10829,-23,0,,,,,,,,,,,,,,,,,,,,,,525,28.43%,1,0,1013,0,0,25,-23,0,0,0,,0,1011,0,0,1011,0,0,0,0,15,0,0,0,0,47,0,40,0,,354,2015-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4694,452,452,10.30%,13.00%,11.74%,4242,36119,41187,1,0,,,,,,,,,,,,,,,,,,,,,,3500,11.74%,1,0,4243,0,0,0,1,0,0,0,,0,4242,0,0,4242,0,0,0,0,0,0,0,0,0,452,0,0,0,,457,2015-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38651,3206,3206,8.31%,15.13%,13.88%,35445,255411,426588,-1771,0,,,,,,,,,,,,,,,,,,,,,,17133,13.87%,1,0,34629,978,0,0,1254,0,-3025,0,,0,35422,0,0,35422,0,0,23,23,0,23,0,0,0,3206,0,978,0,,505,2015-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20952,2066,2066,8.63%,12.68%,11.43%,18886,165178,218955,365,0,,,,,,,,,,,,,,,,,,,,,,6500,11.43%,1,0,19251,0,0,0,365,0,0,0,,0,18886,0,0,18886,0,0,0,0,0,0,0,0,0,2066,0,0,0,,1155,2015-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24095,1336,1336,14.28%,22.53%,21.28%,22759,106934,159422,0,0,,,,,,,,,,,,,,,,,,,,,,0,21.28%,1,0,22762,0,0,0,3,0,0,0,,0,22759,0,0,22759,0,0,0,0,0,0,0,0,0,1336,0,0,0,,1351,2015-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73779,2844,2853,9.75%,25.72%,24.72%,70926,286909,727219,4011,0,,,,,,,,,,,,,,,,,,,,,,2214,24.72%,1,0,74937,0,0,0,4011,0,0,0,,0,70926,0,0,70926,0,0,0,0,0,0,0,0,0,2853,0,0,0,,1454,2015-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10786,451,105,12.79%,17.01%,16.85%,10681,63398,83506,-15,0,,,,,,,,,,,,,,,,,,,,,,9824,16.85%,1,0,10866,70,130,0,-15,0,0,0,,0,10681,0,0,10681,0,0,0,0,0,0,0,0,0,451,346,200,0,,1557,2015-03-31
