RCFA2170,RCFA3128,RCFA3792,RCFA5310,RCFA5311,RCFA7204,RCFA7205,RCFA7206,RCFA8274,RCFAA223,RCFAA224,RCFAB530,RCFAB596,RCFAH015,RCFAH036,RCFAH311,RCFAH313,RCFAH314,RCFAJJ30,RCFAJJ31,RCFAJJ32,RCFAKW00,RCFAKW03,RCFAKX77,RCFAKX78,RCFAKX79,RCFAKX80,RCFAKX81,RCFAKX82,RCFAKX83,RCFALB58,RCFALB59,RCFALB60,RCFALB61,RCFAP742,RCFAP793,RCFAP839,RCFAP840,RCFAP841,RCFAP842,RCFAP843,RCFAP844,RCFAP846,RCFAP847,RCFAP848,RCFAP849,RCFAP850,RCFAP852,RCFAP857,RCFAP858,RCFAP859,RCFAP860,RCFAP861,RCFAP862,RCFAP863,RCFAP864,RCFAP865,RCFAP866,RCFAP867,RCFAP868,RCFAP870,RCFAP872,RCFAP875,RCFAQ258,RCFAS540,RCFW3792,RCFW5310,RCFW5311,RCFW7205,RCFW7206,RCFWA223,RCFWH312,RCFWP793,RCFWP851,RCFWP852,RCFWP853,RCFWP854,RCFWP855,RCFWP856,RCFWP857,RCFWP858,RCFWP859,RCFWP870,RCOA2170,RCOA3128,RCOA3792,RCOA5310,RCOA5311,RCOA7204,RCOA7205,RCOA7206,RCOA8274,RCOAA223,RCOAA224,RCOAB530,RCOAB596,RCOAH311,RCOAH313,RCOAH314,RCOAJJ29,RCOAJJ30,RCOAJJ31,RCOAJJ32,RCOAKW00,RCOAKX77,RCOAKX78,RCOAKX79,RCOAKX80,RCOAKX81,RCOAKX82,RCOAKX83,RCOALB58,RCOALB59,RCOALB60,RCOALB61,RCOALE74,RCOANC99,RCOAP742,RCOAP793,RCOAP838,RCOAP839,RCOAP840,RCOAP841,RCOAP842,RCOAP843,RCOAP844,RCOAP846,RCOAP847,RCOAP848,RCOAP849,RCOAP850,RCOAP852,RCOAP857,RCOAP858,RCOAP859,RCOAP860,RCOAP861,RCOAP862,RCOAP863,RCOAP864,RCOAP865,RCOAP866,RCOAP867,RCOAP868,RCOAP870,RCOAP872,RCOAP875,RCOAQ258,RCOAS540,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93961,4539,4539,14.8165%,19.6240%,18.6760%,89422,478806,603530,-350,0,11.6240%,,,,,,,,,,,,,,,,,,,,,5789,18.6760%,1,0,89962,0,890,0,-350,0,0,0,,0,89422,0,0,89422,0,0,0,0,0,0,0,0,0,4539,0,890,0,,2732,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7786,609,609,12.6065%,16.0563%,14.8004%,7177,48492,56931,-186,0,8.0563%,,,,,,,,,,,,,,,,,,,,,6417,14.8004%,1,0,7155,0,0,0,-186,0,0,0,,0,7177,0,0,7177,0,0,0,0,0,0,0,0,0,609,0,0,0,,2750,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26604,1490,1490,13.0949%,22.7319%,21.4587%,25114,117034,191785,-360,0,14.7319%,,,,,,,,,,,,,,,,,,,,,500,21.4587%,1,0,24754,0,0,0,-360,0,0,0,,0,25114,0,0,25114,0,0,0,0,0,0,0,0,0,1490,0,0,0,,3252,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4999,443,443,9.9422%,14.1055%,12.8555%,4556,35440,45825,-1,0,6.1055%,,,,,,,,,,,,,,,,,,,,,1201,12.8555%,1,0,4555,0,0,0,-1,0,0,0,,0,4556,0,0,4556,0,0,0,0,0,0,0,0,0,443,0,0,0,,3458,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37055,844,844,13.6405%,22.7882%,22.2692%,36211,162606,265467,-766,0,14.7882%,,,,,,,,,,,,,,,,,,,,,21000,22.2692%,1,0,35445,0,0,0,-766,0,0,0,,0,36211,0,0,36211,0,0,0,0,0,0,0,0,0,844,0,0,0,,3720,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114076,9035,9032,13.0845%,15.8123%,14.5603%,105044,721439,802815,-150,0,7.8123%,,,,,,,,,,,,,,,,,,,,,171278,14.5603%,1,0,114847,9937,0,13,-154,0,0,0,,0,105047,3,3,105044,0,0,0,0,3,0,0,0,0,9032,0,9953,0,,3971,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23152,1914,1914,10.2430%,15.1266%,13.8761%,21238,153055,207342,-559,0,7.1266%,,,,,,,,,,,,,,,,,,,,,7857,13.8761%,1,0,22462,1783,0,0,-559,0,0,0,,0,21238,0,0,21238,0,0,0,0,0,0,0,0,0,1914,0,1783,0,,4156,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17044,614,614,14.2724%,31.8973%,30.7482%,16430,53434,115117,-606,0,23.8973%,,,,,,,,,,,,,,,,,,,,,12600,30.7482%,1,0,16011,0,0,149,-605,0,0,0,,0,16467,37,37,16430,0,0,0,0,37,0,0,0,0,614,0,186,0,,4231,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45295,3410,3410,12.1422%,16.6677%,15.4129%,41885,271753,344954,-1182,0,8.6677%,,,,,,,,,,,,,,,,,,,,,16715,15.4129%,1,0,40703,0,0,0,-1238,56,0,0,,0,41885,0,0,41885,0,0,0,0,0,0,0,0,0,3410,0,0,0,,4839,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182512,4819,4819,37.7205%,48.3714%,47.0942%,177693,377314,471078,3302,0,40.3714%,,,,,,,,,,,,,,,,,,,,,8628,47.0942%,1,0,181007,0,0,0,3302,0,0,0,,0,177693,0,0,177693,0,0,0,0,0,0,0,0,0,4819,0,0,0,,5069,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67834,4115,4115,12.6420%,20.6221%,19.3711%,63719,328938,504027,-498,0,12.6221%,,,,,,,,,,,,,,,,,,,,,25042,19.3711%,1,0,65433,1042,0,0,672,0,0,0,,0,63719,0,0,63719,0,0,0,0,0,0,0,0,0,4115,0,1042,0,,5135,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152868,14057,14057,8.6951%,13.5845%,12.3353%,138811,1125315,1596435,-7173,-6136,5.5845%,,,,,,,,,,,,,,,,,,,,,48151,12.3353%,1,0,143288,10275,1362,0,-1031,0,-6136,0,,0,138811,0,0,138811,0,0,0,0,0,0,0,0,0,14057,0,11637,0,,5210,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63415,5756,5756,9.0698%,13.7870%,12.5356%,57659,459961,635722,-474,0,5.7870%,,,,,,,,,,,,,,,,,,,,,6300,12.5356%,1,0,57185,0,0,0,-474,0,0,0,,0,57659,0,0,57659,0,0,0,0,0,0,0,0,0,5756,0,0,0,,5461,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33964,1894,1894,16.3151%,22.4327%,21.1817%,32070,151404,196566,608,0,14.4327%,,,,,,,,,,,,,,,,,,,,,9352,21.1817%,1,0,33916,1089,149,0,608,0,0,0,,0,32070,0,0,32070,0,0,0,0,0,0,0,0,0,1894,0,1238,0,,5751,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30979,2570,2570,10.4593%,15.0842%,13.8328%,28409,205374,271614,-132,0,7.0842%,,,,,,,,,,,,,,,,,,,,,31037,13.8328%,1,0,28514,0,0,190,-132,0,0,0,,0,28456,47,47,28409,0,0,0,0,47,0,0,0,0,2570,0,237,0,,6039,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6312,276,276,10.5737%,20.7019%,19.7967%,6036,30490,57085,0,0,12.7019%,,,,,,,,,,,,,,,,,,,,,4800,19.7967%,1,0,6152,0,0,93,0,0,0,0,,0,6059,23,23,6036,0,0,0,0,23,0,0,0,0,276,0,116,0,,6141,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69628,6940,6940,9.5613%,12.6066%,11.3501%,62688,552312,655643,-100,0,4.6066%,,,,,,,,,,,,,,,,,,,,,25000,11.3501%,1,0,63630,0,0,834,-100,0,0,0,,0,62896,208,208,62688,0,0,0,0,208,0,0,0,0,6940,0,1042,0,,6329,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71145,0,1148,8.6392%,23.2622%,22.8869%,69997,305839,810227,1228,0,15.2622%,,,,,,,,,,,,,,,,,,,,,1052,22.8869%,1,0,71225,0,0,0,1228,0,0,0,,0,69997,0,0,69997,0,0,0,0,0,0,0,0,0,1148,0,0,0,,7009,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20429,1034,1034,8.9835%,20.7870%,19.7348%,19395,98278,215895,-747,0,12.7870%,,,,,,,,,,,,,,,,,,,,,2425,19.7348%,1,0,19394,0,0,0,-1,0,0,0,,0,19395,0,0,19395,0,0,0,0,0,0,0,0,0,1034,0,0,0,,7045,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29277,2001,2001,8.8467%,13.7072%,12.7703%,27276,213589,308317,-115,0,5.7072%,,,,,,,,,,,,,,,,,,,,,4061,12.7703%,1,0,34762,3848,863,2312,-183,0,68,0,,0,27854,578,578,27276,0,0,0,0,578,0,0,0,0,2001,0,7601,0,,7072,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8437,850,850,8.4994%,11.6664%,10.4910%,7587,72319,89265,56,0,3.6664%,,,,,,,,,,,,,,,,,,,,,5500,10.4910%,1,0,7643,0,0,0,56,0,0,0,,0,7587,0,0,7587,0,0,0,0,0,0,0,0,0,850,0,0,0,,7456,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9959,581,581,14.0137%,21.5909%,20.3313%,9378,46126,66920,-107,0,13.5909%,,,,,,,,,,,,,,,,,,,,,8260,20.3313%,1,0,9271,0,0,0,-107,0,0,0,,0,9378,0,0,9378,0,0,0,0,0,0,0,0,0,581,0,0,0,,7634,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34500,1249,1249,13.1751%,19.1384%,18.4455%,33251,180266,252378,-32,0,11.1384%,,,,,,,,,,,,,,,,,,,,,6000,18.4455%,1,0,33251,0,0,0,0,0,0,0,,0,33251,0,0,33251,0,0,0,0,0,0,0,0,0,1249,0,0,0,,8033,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22597,952,952,12.4520%,29.7188%,28.4668%,21645,76036,173828,-667,0,21.7188%,,,,,,,,,,,,,,,,,,,,,700,28.4668%,1,0,20978,0,0,0,-667,0,0,0,,0,21645,0,0,21645,0,0,0,0,0,0,0,0,0,952,0,0,0,,8462,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7273,427,427,10.8165%,19.2861%,18.1539%,6846,37711,63292,-171,0,11.2861%,,,,,,,,,,,,,,,,,,,,,1300,18.1539%,1,0,6675,0,0,0,-171,0,0,0,,0,6846,0,0,6846,0,0,0,0,0,0,0,0,0,427,0,0,0,,8631,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58911,3313,3313,11.3169%,18.7071%,17.6550%,55598,314913,491285,-673,0,10.7071%,,,,,,,,,,,,,,,,,,,,,55160,17.6550%,1,0,81672,26747,0,0,-673,0,0,0,,0,55598,0,0,55598,0,0,0,0,0,0,0,0,0,3313,0,26747,0,,9357,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16214,1006,1006,9.0447%,13.2463%,12.4244%,15208,122404,168143,-799,0,5.2463%,,,,,,,,,,,,,,,,,,,,,2100,12.4244%,1,0,14532,0,0,0,-479,0,0,-319,,0,15208,0,0,15208,0,0,0,0,0,0,0,0,0,1006,0,0,0,,9553,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377414,27655,27655,14.0188%,17.0875%,15.8354%,349759,2208718,2494935,-601,0,9.0875%,,,,,,,,,,,,,,,,,,,,,132272,15.8354%,1,0,349158,0,0,0,-601,0,0,0,,0,349759,0,0,349759,0,0,0,0,0,0,0,0,0,27655,0,0,0,,9807,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191,1194,1194,12.7360%,21.2075%,19.9534%,18997,95207,149160,-246,0,13.2075%,,,,,,,,,,,,,,,,,,,,,3133,19.9534%,1,0,18751,0,0,0,-246,0,0,0,,0,18997,0,0,18997,0,0,0,0,0,0,0,0,0,1194,0,0,0,,9955,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41080,2985,2985,9.3212%,14.2578%,13.2218%,38095,288123,408693,-730,0,6.2578%,,,,,,,,,,,,,,,,,,,,,32300,13.2218%,1,0,37553,0,0,150,-730,0,0,0,,0,38133,38,38,38095,0,0,0,0,38,0,0,0,0,2985,0,188,0,,10250,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26598,1083,1083,9.1715%,17.6557%,16.9368%,25515,150648,278198,-1244,0,9.6557%,,,,,,,,,,,,,,,,,,,,,15391,16.9368%,1,0,25911,694,0,757,-1244,0,0,0,,0,25704,189,189,25515,0,0,0,0,189,0,0,0,0,1083,0,1452,0,,10849,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23813,2242,2242,8.9009%,12.5897%,11.4044%,21571,189146,242345,-49,0,4.5897%,,,,,,,,,,,,,,,,,,,,,12000,11.4044%,1,0,21972,450,0,0,-49,0,0,0,,0,21571,0,0,21571,0,0,0,0,0,0,0,0,0,2242,0,450,0,,11145,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47257,3595,3595,11.5783%,16.4373%,15.1868%,43662,287499,377103,-510,0,8.4373%,,,,,,,,,,,,,,,,,,,,,39895,15.1868%,1,0,43152,0,0,0,-510,0,0,0,,0,43662,0,0,43662,0,0,0,0,0,0,0,0,0,3595,0,0,0,,11640,2017-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14819,673,673,15.0585%,27.5877%,26.3348%,14146,53716,93940,-300,0,19.5877%,,,,,,,,,,,,,,,,,,,,,12000,26.3348%,1,0,13846,0,0,0,-300,0,0,0,,0,14146,0,0,14146,0,0,0,0,0,0,0,0,0,673,0,0,0,,11837,2017-12-31
