RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,,,,,,,37,2015-09-30
,,,,,,,,,,,,,,,242,2015-09-30
,,,,,,,,,,,,,,,279,2015-09-30
,,,,,,,,,,,,,,,354,2015-09-30
,,,,,,,,,,,,,,,457,2015-09-30
,,,,,,,,,49636,0,,1605,,47813,505,2015-09-30
,,,,,,,,,,,,,,,1155,2015-09-30
,,,,,,,,,,,,,,,1351,2015-09-30
,,,,,,,,,147747,4873,,5096,,136051,1454,2015-09-30
,,,,,,,,,,,,,,,1557,2015-09-30
,,,,,,,,,,,,,,,1669,2015-09-30
,,,,,,,,,8278,2084,,1894,,2413,1829,2015-09-30
,,,,,,,,,,,,,,,1856,2015-09-30
,,,,,,,,,,,,,,,2040,2015-09-30
,,,,,,,,,,,,,,,2161,2015-09-30
,,,,,,,,,9790,0,,3049,,487,2376,2015-09-30
,,,,,,,,,,,,,,,2554,2015-09-30
,,,,,,,,,71195,0,,2749,,53938,2732,2015-09-30
,,,,,,,,,,,,,,,2750,2015-09-30
,,,,,,,,,115514,324,,8028,,106258,3177,2015-09-30
,,,,,,,,,,,,,,,3252,2015-09-30
,,,,,,,,,,,,,,,3458,2015-09-30
,,,,,,,,,,,,,,,3720,2015-09-30
,,,,,,,,,67025,397,,4673,,47930,3971,2015-09-30
,,,,,,,,,,,,,,,4156,2015-09-30
,,,,,,,,,,,,,,,4231,2015-09-30
,,,,,,,,,,,,,,,4437,2015-09-30
,,,,,,,,,22737,1353,,2085,,1834,4839,2015-09-30
,,,,,,,,,42306,101,,194,,40845,5069,2015-09-30
,,,,,,,,,41406,1854,,4209,,35014,5135,2015-09-30
,,,,,,,,,46089,5521,,7481,,29202,5210,2015-09-30
,,,,,,,,,49249,5988,,7785,,30454,5461,2015-09-30
,,,,,,,,,,,,,,,5751,2015-09-30
,,,,,,,,,,,,,,,6039,2015-09-30
,,,,,,,,,,,,,,,6141,2015-09-30
,,,,,,,,,41824,20,,8349,,26228,6329,2015-09-30
