RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,,,,,,,37,2016-06-30
,,,,,,,,,,,,,,,242,2016-06-30
,,,,,,,,,,,,,,,279,2016-06-30
,,,,,,,,,,,,,,,354,2016-06-30
,,,,,,,,,,,,,,,457,2016-06-30
,,,,,,,,,16130,0,,1367,,13372,505,2016-06-30
,,,,,,,,,,,,,,,1155,2016-06-30
,,,,,,,,,,,,,,,1351,2016-06-30
,,,,,,,,,327947,4797,,6160,,316230,1454,2016-06-30
,,,,,,,,,,,,,,,1557,2016-06-30
,,,,,,,,,,,,,,,1669,2016-06-30
,,,,,,,,,10431,3501,,1868,,3191,1829,2016-06-30
,,,,,,,,,,,,,,,1856,2016-06-30
,,,,,,,,,,,,,,,2040,2016-06-30
,,,,,,,,,,,,,,,2161,2016-06-30
,,,,,,,,,16555,0,,3050,,500,2376,2016-06-30
,,,,,,,,,,,,,,,2554,2016-06-30
,,,,,,,,,42177,0,,2939,,25876,2732,2016-06-30
,,,,,,,,,,,,,,,2750,2016-06-30
,,,,,,,,,86206,305,,9197,,75897,3177,2016-06-30
,,,,,,,,,,,,,,,3252,2016-06-30
,,,,,,,,,,,,,,,3458,2016-06-30
,,,,,,,,,,,,,,,3720,2016-06-30
,,,,,,,,,43204,2099,,4565,,27609,3971,2016-06-30
,,,,,,,,,,,,,,,4156,2016-06-30
,,,,,,,,,,,,,,,4231,2016-06-30
,,,,,,,,,15041,1638,,1901,,3148,4839,2016-06-30
,,,,,,,,,86711,470,,168,,85053,5069,2016-06-30
,,,,,,,,,73536,0,,4578,,68491,5135,2016-06-30
,,,,,,,,,46218,6624,,7667,,27220,5210,2016-06-30
,,,,,,,,,32745,8591,,8468,,10848,5461,2016-06-30
,,,,,,,,,,,,,,,5751,2016-06-30
,,,,,,,,,,,,,,,6039,2016-06-30
,,,,,,,,,,,,,,,6141,2016-06-30
,,,,,,,,,31890,12,,9015,,10393,6329,2016-06-30
,,,,,,,,,150101,217,,13,,141569,7009,2016-06-30
