RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,,,,,,,37,2017-09-30
,,,,,,,,,,,,,,,242,2017-09-30
,,,,,,,,,,,,,,,279,2017-09-30
,,,,,,,,,,,,,,,354,2017-09-30
,,,,,,,,,,,,,,,457,2017-09-30
,,,,,,,,,,,,,,,505,2017-09-30
,,,,,,,,,,,,,,,1155,2017-09-30
,,,,,,,,,,,,,,,1351,2017-09-30
,,,,,,,,,,,,,,,1454,2017-09-30
,,,,,,,,,,,,,,,1557,2017-09-30
,,,,,,,,,,,,,,,1669,2017-09-30
,,,,,,,,,,,,,,,1856,2017-09-30
,,,,,,,,,,,,,,,2040,2017-09-30
,,,,,,,,,,,,,,,2161,2017-09-30
,,,,,,,,,31042,0,,2679,,338,2376,2017-09-30
,,,,,,,,,,,,,,,2554,2017-09-30
,,,,,,,,,,,,,,,2732,2017-09-30
,,,,,,,,,,,,,,,2750,2017-09-30
,,,,,,,,,,,,,,,3252,2017-09-30
,,,,,,,,,,,,,,,3458,2017-09-30
,,,,,,,,,,,,,,,3720,2017-09-30
,,,,,,,,,,,,,,,3971,2017-09-30
,,,,,,,,,,,,,,,4156,2017-09-30
,,,,,,,,,,,,,,,4231,2017-09-30
,,,,,,,,,,,,,,,4839,2017-09-30
,,,,,,,,,,,,,,,5069,2017-09-30
,,,,,,,,,,,,,,,5135,2017-09-30
,,,,,,,,,49491,9735,,8131,,27996,5210,2017-09-30
,,,,,,,,,46695,7697,,7743,,26315,5461,2017-09-30
,,,,,,,,,,,,,,,5751,2017-09-30
,,,,,,,,,,,,,,,6039,2017-09-30
,,,,,,,,,,,,,,,6141,2017-09-30
,,,,,,,,,50498,9,,11178,,28014,6329,2017-09-30
,,,,,,,,,,,,,,,7009,2017-09-30
,,,,,,,,,,,,,,,7045,2017-09-30
,,,,,,,,,,,,,,,7072,2017-09-30
,,,,,,,,,,,,,,,7456,2017-09-30
,,,,,,,,,,,,,,,7634,2017-09-30
,,,,,,,,,,,,,,,8033,2017-09-30
,,,,,,,,,,,,,,,8462,2017-09-30
,,,,,,,,,,,,,,,8631,2017-09-30
,,,,,,,,,87255,8704,,360,,74007,9357,2017-09-30
,,,,,,,,,,,,,,,9553,2017-09-30
,,,,,,,,,227579,7158,,5055,,205948,9807,2017-09-30
,,,,,,,,,,,,,,,9955,2017-09-30
