RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1588,,,,,,37,2004-12-31
,,,,,,,,,1346,,,,,,242,2004-12-31
,,,,,,,,,2654,,,,,,279,2004-12-31
,,,,,,,,,178,,,,,,354,2004-12-31
,,,,,,,,,6307,,,,,,439,2004-12-31
,,,,,,,,,1806,,,,,,457,2004-12-31
,,,,,,,,,8049,,,,,,505,2004-12-31
,,,,,,,,,18115,3366,0,1964,3178,9607,1146,2004-12-31
,,,,,,,,,5883,,,,,,1155,2004-12-31
,,,,,,,,,1981,,,,,,1351,2004-12-31
,,,,,,,,,18425,6139,0,4924,922,6440,1454,2004-12-31
,,,,,,,,,1421,,,,,,1557,2004-12-31
,,,,,,,,,5897,,,,,,1632,2004-12-31
,,,,,,,,,12851,,,,,,1669,2004-12-31
,,,,,,,,,7830,,,,,,1829,2004-12-31
,,,,,,,,,324,,,,,,1856,2004-12-31
,,,,,,,,,3741,,,,,,2040,2004-12-31
,,,,,,,,,15552,,,,,,2161,2004-12-31
,,,,,,,,,13320,0,0,2781,10426,113,2376,2004-12-31
,,,,,,,,,2760,,,,,,2451,2004-12-31
,,,,,,,,,1310,,,,,,2554,2004-12-31
,,,,,,,,,22009,5002,0,3385,10121,3501,2732,2004-12-31
,,,,,,,,,1824,,,,,,2750,2004-12-31
,,,,,,,,,8641,,,,,,2938,2004-12-31
,,,,,,,,,2423,,,,,,2956,2004-12-31
,,,,,,,,,8278,,,,,,3252,2004-12-31
,,,,,,,,,4442,,,,,,3458,2004-12-31
,,,,,,,,,33110,16360,153,12477,994,3126,3506,2004-12-31
,,,,,,,,,10800,3397,0,3550,756,3097,3579,2004-12-31
,,,,,,,,,4591,,,,,,3720,2004-12-31
,,,,,,,,,3515,,,,,,3953,2004-12-31
,,,,,,,,,6286,,,,,,4138,2004-12-31
,,,,,,,,,2847,,,,,,4147,2004-12-31
,,,,,,,,,4620,,,,,,4156,2004-12-31
,,,,,,,,,2131,,,,,,4231,2004-12-31
,,,,,,,,,5119,,,,,,4437,2004-12-31
,,,,,,,,,4692,,,,,,4839,2004-12-31
,,,,,,,,,4520,0,0,1281,1315,1924,5005,2004-12-31
,,,,,,,,,2704,,,,,,5050,2004-12-31
,,,,,,,,,2806,0,63,119,2611,13,5069,2004-12-31
,,,,,,,,,7078,,,,,,5135,2004-12-31
,,,,,,,,,22695,7475,0,7832,1194,6194,5210,2004-12-31
,,,,,,,,,30702,45,0,8831,18823,3003,5247,2004-12-31
,,,,,,,,,9257,,,,,,5274,2004-12-31
,,,,,,,,,9081,,,,,,5331,2004-12-31
,,,,,,,,,13427,,,,,,5461,2004-12-31
,,,,,,,,,1606,,,,,,5751,2004-12-31
,,,,,,,,,3135,,,,,,6039,2004-12-31
,,,,,,,,,307,,,,,,6057,2004-12-31
,,,,,,,,,3213,,,,,,6141,2004-12-31
