RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,2892,,,,,,37,2002-09-30
,,,,,,,,,924,,,,,,242,2002-09-30
,,,,,,,,,8517,,,,,,279,2002-09-30
,,,,,,,,,250,,,,,,354,2002-09-30
,,,,,,,,,6407,,,,,,439,2002-09-30
,,,,,,,,,973,,,,,,457,2002-09-30
,,,,,,,,,9326,,,,,,505,2002-09-30
,,,,,,,,,14647,4739,0,1174,2139,6595,1146,2002-09-30
,,,,,,,,,6299,,,,,,1155,2002-09-30
,,,,,,,,,1829,,,,,,1351,2002-09-30
,,,,,,,,,25117,,,,,,1454,2002-09-30
,,,,,,,,,1481,,,,,,1557,2002-09-30
,,,,,,,,,6456,,,,,,1632,2002-09-30
,,,,,,,,,12265,,,,,,1669,2002-09-30
,,,,,,,,,10100,,,,,,1829,2002-09-30
,,,,,,,,,1160,,,,,,1856,2002-09-30
,,,,,,,,,3919,,,,,,2040,2002-09-30
,,,,,,,,,12780,,,,,,2161,2002-09-30
,,,,,,,,,11195,0,0,2743,8419,33,2376,2002-09-30
,,,,,,,,,220,,,,,,2451,2002-09-30
,,,,,,,,,468,,,,,,2554,2002-09-30
,,,,,,,,,19555,5229,0,3958,7074,3294,2732,2002-09-30
,,,,,,,,,800,,,,,,2750,2002-09-30
,,,,,,,,,7895,,,,,,2938,2002-09-30
,,,,,,,,,3522,,,,,,2956,2002-09-30
,,,,,,,,,6841,,,,,,3252,2002-09-30
,,,,,,,,,4167,,,,,,3458,2002-09-30
,,,,,,,,,26148,16206,265,6942,74,2661,3506,2002-09-30
,,,,,,,,,7250,,,,,,3579,2002-09-30
,,,,,,,,,3084,,,,,,3720,2002-09-30
,,,,,,,,,2814,,,,,,3953,2002-09-30
,,,,,,,,,7206,,,,,,4138,2002-09-30
,,,,,,,,,764,,,,,,4147,2002-09-30
,,,,,,,,,3466,,,,,,4156,2002-09-30
,,,,,,,,,1200,,,,,,4231,2002-09-30
,,,,,,,,,3642,,,,,,4437,2002-09-30
,,,,,,,,,528,,,,,,4745,2002-09-30
,,,,,,,,,7171,,,,,,4839,2002-09-30
,,,,,,,,,5573,,,,,,5005,2002-09-30
,,,,,,,,,3316,,,,,,5050,2002-09-30
,,,,,,,,,1661,,,,,,5069,2002-09-30
,,,,,,,,,2284,,,,,,5135,2002-09-30
,,,,,,,,,25652,12825,0,8262,1244,3321,5210,2002-09-30
,,,,,,,,,23383,43,0,6334,14284,2722,5247,2002-09-30
,,,,,,,,,4221,,,,,,5274,2002-09-30
,,,,,,,,,8190,,,,,,5331,2002-09-30
,,,,,,,,,20949,,,,,,5461,2002-09-30
,,,,,,,,,1383,,,,,,5751,2002-09-30
,,,,,,,,,64616,31946,8,9175,13746,9741,5939,2002-09-30
,,,,,,,,,3365,,,,,,6039,2002-09-30
,,,,,,,,,371,,,,,,6057,2002-09-30
,,,,,,,,,2696,,,,,,6141,2002-09-30
,,,,,,,,,8495,,,,,,6329,2002-09-30
,,,,,,,,,36828,3971,0,6763,18299,7795,6972,2002-09-30
,,,,,,,,,5597,4,5000,10,558,25,7009,2002-09-30
,,,,,,,,,4868,,,,,,7045,2002-09-30
,,,,,,,,,1782,,,,,,7157,2002-09-30
,,,,,,,,,14597,10434,0,1984,382,1797,7166,2002-09-30
