RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1583,,,,,,37,2003-09-30
,,,,,,,,,731,,,,,,242,2003-09-30
,,,,,,,,,4925,,,,,,279,2003-09-30
,,,,,,,,,110,,,,,,354,2003-09-30
,,,,,,,,,7836,,,,,,439,2003-09-30
,,,,,,,,,1018,,,,,,457,2003-09-30
,,,,,,,,,11599,,,,,,505,2003-09-30
,,,,,,,,,17881,4482,0,1455,6282,5662,1146,2003-09-30
,,,,,,,,,5553,,,,,,1155,2003-09-30
,,,,,,,,,1672,,,,,,1351,2003-09-30
,,,,,,,,,18695,,,,,,1454,2003-09-30
,,,,,,,,,2094,,,,,,1557,2003-09-30
,,,,,,,,,2224,,,,,,1632,2003-09-30
,,,,,,,,,11737,,,,,,1669,2003-09-30
,,,,,,,,,11400,,,,,,1829,2003-09-30
,,,,,,,,,1903,,,,,,1856,2003-09-30
,,,,,,,,,3669,,,,,,2040,2003-09-30
,,,,,,,,,10749,,,,,,2161,2003-09-30
,,,,,,,,,12063,0,0,2738,9239,86,2376,2003-09-30
,,,,,,,,,225,,,,,,2451,2003-09-30
,,,,,,,,,608,,,,,,2554,2003-09-30
,,,,,,,,,20944,2808,0,899,12197,5040,2732,2003-09-30
,,,,,,,,,1099,,,,,,2750,2003-09-30
,,,,,,,,,16143,,,,,,2938,2003-09-30
,,,,,,,,,3280,,,,,,2956,2003-09-30
,,,,,,,,,7185,,,,,,3252,2003-09-30
,,,,,,,,,5204,,,,,,3458,2003-09-30
,,,,,,,,,50388,17966,28,10780,15315,6299,3506,2003-09-30
,,,,,,,,,16260,0,0,3433,6757,6070,3579,2003-09-30
,,,,,,,,,4477,,,,,,3720,2003-09-30
,,,,,,,,,2871,,,,,,3953,2003-09-30
,,,,,,,,,3887,,,,,,4138,2003-09-30
,,,,,,,,,1226,,,,,,4147,2003-09-30
,,,,,,,,,8071,,,,,,4156,2003-09-30
,,,,,,,,,3186,,,,,,4231,2003-09-30
,,,,,,,,,6391,,,,,,4437,2003-09-30
,,,,,,,,,412,,,,,,4745,2003-09-30
,,,,,,,,,5272,,,,,,4839,2003-09-30
,,,,,,,,,5770,,,,,,5005,2003-09-30
,,,,,,,,,5250,,,,,,5050,2003-09-30
,,,,,,,,,2398,,,,,,5069,2003-09-30
,,,,,,,,,5960,,,,,,5135,2003-09-30
,,,,,,,,,21999,6540,0,7626,1342,6491,5210,2003-09-30
,,,,,,,,,21502,43,0,7300,14159,0,5247,2003-09-30
,,,,,,,,,6958,,,,,,5274,2003-09-30
,,,,,,,,,9510,,,,,,5331,2003-09-30
,,,,,,,,,24164,,,,,,5461,2003-09-30
,,,,,,,,,1856,,,,,,5751,2003-09-30
,,,,,,,,,73379,49876,46,8800,2193,12464,5939,2003-09-30
,,,,,,,,,3081,,,,,,6039,2003-09-30
,,,,,,,,,735,,,,,,6057,2003-09-30
,,,,,,,,,3062,,,,,,6141,2003-09-30
,,,,,,,,,11481,,,,,,6329,2003-09-30
,,,,,,,,,75828,2612,0,7215,61363,4638,6972,2003-09-30
,,,,,,,,,6656,2,5000,10,1619,25,7009,2003-09-30
,,,,,,,,,3426,,,,,,7045,2003-09-30
,,,,,,,,,2075,,,,,,7157,2003-09-30
,,,,,,,,,12565,8718,0,2248,1564,35,7166,2003-09-30
,,,,,,,,,1149,,,,,,7456,2003-09-30
,,,,,,,,,1554,,,,,,7634,2003-09-30
,,,,,,,,,2631,,,,,,8033,2003-09-30
,,,,,,,,,154141,0,0,0,75146,78995,8417,2003-09-30
,,,,,,,,,6561,,,,,,8462,2003-09-30
,,,,,,,,,16655,0,0,3545,8221,4889,8547,2003-09-30
,,,,,,,,,2630,,,,,,8631,2003-09-30
,,,,,,,,,68474,46580,0,15935,197,5762,9115,2003-09-30
,,,,,,,,,38145,10297,0,1611,22124,4113,9357,2003-09-30
,,,,,,,,,2753,,,,,,9553,2003-09-30
,,,,,,,,,72879,13786,0,5240,44648,9205,9807,2003-09-30
,,,,,,,,,7935,,,,,,9955,2003-09-30
,,,,,,,,,2943,,,,,,10157,2003-09-30
,,,,,,,,,17261,,,,,,10250,2003-09-30
,,,,,,,,,11105,,,,,,10849,2003-09-30
,,,,,,,,,13277,737,0,1485,10365,690,10858,2003-09-30
,,,,,,,,,7509,,,,,,11145,2003-09-30
,,,,,,,,,14269,,,,,,11640,2003-09-30
,,,,,,,,,2166,,,,,,11837,2003-09-30
,,,,,,,,,5977,,,,,,12030,2003-09-30
,,,,,,,,,5132,,,,,,12058,2003-09-30
,,,,,,,,,10035,,,,,,12142,2003-09-30
,,,,,,,,,2496,,,,,,12245,2003-09-30
811482,631625,,0,0,,0,125091,54766,811482,443679,0,187946,125091,54766,12311,2003-09-30
,,,,,,,,,3507,,,,,,12357,2003-09-30
,,,,,,,,,6668,,,,,,12647,2003-09-30
,,,,,,,,,310,,,,,,12656,2003-09-30
,,,,,,,,,7363,,,,,,12937,2003-09-30
,,,,,,,,,7490,3157,0,3115,1117,101,12946,2003-09-30
,,,,,,,,,3058,,,,,,12955,2003-09-30
,,,,,,,,,3062,,,,,,13037,2003-09-30
,,,,,,,,,15697,0,0,2024,12967,706,13103,2003-09-30
,,,,,,,,,1892,,,,,,13251,2003-09-30
,,,,,,,,,46375,5537,0,11779,2747,26312,13309,2003-09-30
,,,,,,,,,607,,,,,,13457,2003-09-30
,,,,,,,,,3610,,,,,,14052,2003-09-30
,,,,,,,,,2337,,,,,,14155,2003-09-30
,,,,,,,,,21049,7839,0,3332,1194,8684,14258,2003-09-30
193285,102995,,0,0,,0,90290,0,193285,1716,0,101279,90290,0,14409,2003-09-30
,,,,,,,,,697,,,,,,14454,2003-09-30
,,,,,,,,,6272,,,,,,14650,2003-09-30
,,,,,,,,,1646,,,,,,14753,2003-09-30
,,,,,,,,,4650,,,,,,14865,2003-09-30
,,,,,,,,,2194,,,,,,14931,2003-09-30
,,,,,,,,,1056,,,,,,14940,2003-09-30
,,,,,,,,,44553,7059,0,6134,16144,15215,15536,2003-09-30
,,,,,,,,,12484,,,,,,16337,2003-09-30
,,,,,,,,,6884,,,,,,16458,2003-09-30
,,,,,,,,,1216,,,,,,16551,2003-09-30
,,,,,,,,,2870,,,,,,16748,2003-09-30
,,,,,,,,,11396,1434,0,1489,4434,4039,16766,2003-09-30
,,,,,,,,,2742,,,,,,16944,2003-09-30
,,,,,,,,,1508,,,,,,16953,2003-09-30
,,,,,,,,,19990,,,,,,17110,2003-09-30
,,,,,,,,,34692,18352,0,11115,1868,3357,17147,2003-09-30
,,,,,,,,,990,,,,,,17259,2003-09-30
,,,,,,,,,86336,18720,0,5061,52933,9622,17464,2003-09-30
,,,,,,,,,7219,,,,,,17549,2003-09-30
,,,,,,,,,3531,,,,,,17839,2003-09-30
,,,,,,,,,2949,,,,,,17950,2003-09-30
,,,,,,,,,10722,,,,,,18050,2003-09-30
,,,,,,,,,11398,,,,,,18135,2003-09-30
,,,,,,,,,17358,14946,0,1667,142,603,18368,2003-09-30
,,,,,,,,,7965,,,,,,18377,2003-09-30
,,,,,,,,,5201,,,,,,18827,2003-09-30
,,,,,,,,,4950,,,,,,18836,2003-09-30
,,,,,,,,,770,,,,,,18854,2003-09-30
,,,,,,,,,22948,14554,0,3475,4890,29,18863,2003-09-30
,,,,,,,,,3168,,,,,,18957,2003-09-30
,,,,,,,,,3225,,,,,,19356,2003-09-30
,,,,,,,,,156026,44300,0,19478,87902,4346,19730,2003-09-30
,,,,,,,,,7020,,,,,,19936,2003-09-30
,,,,,,,,,11906,,,,,,19972,2003-09-30
,,,,,,,,,2031,,,,,,20053,2003-09-30
,,,,,,,,,2692,,,,,,20147,2003-09-30
,,,,,,,,,2983,,,,,,20259,2003-09-30
,,,,,,,,,5762,,,,,,20370,2003-09-30
,,,,,,,,,3967,,,,,,20512,2003-09-30
,,,,,,,,,5022,,,,,,20633,2003-09-30
,,,,,,,,,446,,,,,,20754,2003-09-30
,,,,,,,,,4919,,,,,,20839,2003-09-30
,,,,,,,,,13392,,,,,,20857,2003-09-30
,,,,,,,,,8355,,,,,,20866,2003-09-30
,,,,,,,,,1006,,,,,,21256,2003-09-30
,,,,,,,,,1309,,,,,,21359,2003-09-30
,,,,,,,,,3606,,,,,,21630,2003-09-30
,,,,,,,,,4022,,,,,,21658,2003-09-30
,,,,,,,,,5016,,,,,,22048,2003-09-30
,,,,,,,,,9189,,,,,,22235,2003-09-30
,,,,,,,,,8455,,,,,,22356,2003-09-30
,,,,,,,,,2385,,,,,,22459,2003-09-30
