RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,3070,,,,,,37,2007-06-30
,,,,,,,,,728,,,,,,242,2007-06-30
,,,,,,,,,3348,,,,,,279,2007-06-30
,,,,,,,,,40,,,,,,354,2007-06-30
,,,,,,,,,8454,,,,,,439,2007-06-30
,,,,,,,,,629,,,,,,457,2007-06-30
,,,,,,,,,5336,18,0,1243,4001,74,505,2007-06-30
,,,,,,,,,18278,,,,,,1155,2007-06-30
,,,,,,,,,2610,,,,,,1351,2007-06-30
,,,,,,,,,24729,10334,0,5680,612,8103,1454,2007-06-30
,,,,,,,,,1192,,,,,,1557,2007-06-30
,,,,,,,,,10137,5873,0,2525,1739,0,1632,2007-06-30
,,,,,,,,,12426,,,,,,1669,2007-06-30
,,,,,,,,,8132,0,0,1916,2710,3506,1829,2007-06-30
,,,,,,,,,2725,,,,,,1856,2007-06-30
,,,,,,,,,4622,,,,,,2040,2007-06-30
,,,,,,,,,9382,,,,,,2161,2007-06-30
,,,,,,,,,60381,0,0,1861,58009,511,2376,2007-06-30
,,,,,,,,,662,,,,,,2451,2007-06-30
,,,,,,,,,379,,,,,,2554,2007-06-30
,,,,,,,,,17960,7336,0,3705,2107,4812,2732,2007-06-30
,,,,,,,,,828,,,,,,2750,2007-06-30
,,,,,,,,,8120,4889,0,1600,1631,0,2938,2007-06-30
,,,,,,,,,5505,,,,,,3252,2007-06-30
,,,,,,,,,3771,,,,,,3458,2007-06-30
,,,,,,,,,5624,,,,,,3720,2007-06-30
,,,,,,,,,3023,,,,,,3953,2007-06-30
,,,,,,,,,8895,,,,,,4138,2007-06-30
,,,,,,,,,4583,,,,,,4156,2007-06-30
,,,,,,,,,1716,,,,,,4231,2007-06-30
,,,,,,,,,4480,,,,,,4437,2007-06-30
,,,,,,,,,6581,,,,,,4839,2007-06-30
,,,,,,,,,7726,0,0,1373,6285,68,5005,2007-06-30
,,,,,,,,,2645,0,63,131,2442,9,5069,2007-06-30
,,,,,,,,,4612,,,2660,,203,5135,2007-06-30
,,,,,,,,,17579,9527,0,6791,1150,111,5210,2007-06-30
,,,,,,,,,4887,1347,0,1332,1735,473,5331,2007-06-30
,,,,,,,,,17142,10836,0,5658,264,384,5461,2007-06-30
,,,,,,,,,1020,,,,,,5751,2007-06-30
,,,,,,,,,8055,,,,,,6039,2007-06-30
,,,,,,,,,394,,,,,,6057,2007-06-30
,,,,,,,,,1700,,,,,,6141,2007-06-30
,,,,,,,,,13381,225,0,6177,6281,698,6329,2007-06-30
,,,,,,,,,20624,12340,0,6370,1688,226,6972,2007-06-30
,,,,,,,,,25966,5,2000,10,23926,25,7009,2007-06-30
,,,,,,,,,6933,,,,,,7045,2007-06-30
,,,,,,,,,970,,,,,,7157,2007-06-30
,,,,,,,,,844,,,,,,7456,2007-06-30
,,,,,,,,,1801,,,,,,7634,2007-06-30
,,,,,,,,,2505,,,,,,8033,2007-06-30
,,,,,,,,,7562,,,,,,8462,2007-06-30
,,,,,,,,,2157,,,,,,8631,2007-06-30
,,,,,,,,,14605,11076,0,703,2156,670,9357,2007-06-30
,,,,,,,,,1764,,,,,,9553,2007-06-30
,,,,,,,,,278763,13735,0,5776,256865,2387,9807,2007-06-30
,,,,,,,,,7238,,,,,,9955,2007-06-30
,,,,,,,,,1943,,,,,,10157,2007-06-30
,,,,,,,,,9413,5540,0,1468,2405,0,10250,2007-06-30
,,,,,,,,,4165,,,,,,10849,2007-06-30
,,,,,,,,,12031,3909,0,1606,5910,606,10858,2007-06-30
,,,,,,,,,6229,,,,,,11145,2007-06-30
,,,,,,,,,12807,,,,,,11640,2007-06-30
,,,,,,,,,15839,,,,,,11837,2007-06-30
,,,,,,,,,9161,4,0,2580,6577,0,12030,2007-06-30
,,,,,,,,,3588,,,,,,12058,2007-06-30
,,,,,,,,,6254,,,,,,12142,2007-06-30
,,,,,,,,,2317,,,,,,12245,2007-06-30
1027080,773357,,0,459,,0,246146,7118,1027080,582586,459,190771,246146,7118,12311,2007-06-30
,,,,,,,,,3329,,,,,,12647,2007-06-30
,,,,,,,,,335,0,0,213,111,11,12656,2007-06-30
,,,,,,,,,14446,,,,,,12937,2007-06-30
,,,,,,,,,8477,3971,0,3174,1239,93,12946,2007-06-30
,,,,,,,,,2171,,,,,,12955,2007-06-30
,,,,,,,,,3422,,,,,,13037,2007-06-30
,,,,,,,,,15202,0,0,2798,12180,224,13103,2007-06-30
,,,,,,,,,1405,,,,,,13251,2007-06-30
,,,,,,,,,429,,,,,,13457,2007-06-30
,,,,,,,,,4334,,,,,,14052,2007-06-30
,,,,,,,,,2209,,,,,,14155,2007-06-30
,,,,,,,,,14974,6607,0,4116,405,3846,14258,2007-06-30
206033,165450,,0,0,,0,33143,7440,206033,31859,0,133591,33143,7440,14409,2007-06-30
,,,,,,,,,564,,,,,,14454,2007-06-30
,,,,,,,,,2119,,,,,,14650,2007-06-30
,,,,,,,,,1273,,,,,,14753,2007-06-30
,,,,,,,,,4515,,,,,,14865,2007-06-30
,,,,,,,,,73533,20925,486,15287,26636,10199,15536,2007-06-30
,,,,,,,,,15332,30,0,4511,10791,0,16337,2007-06-30
,,,,,,,,,5543,,,,,,16458,2007-06-30
,,,,,,,,,4277,,,,,,16551,2007-06-30
,,,,,,,,,1777,,,,,,16748,2007-06-30
,,,,,,,,,1590,,,,,,16944,2007-06-30
,,,,,,,,,1255,,,,,,16953,2007-06-30
,,,,,,,,,13943,,,,,,17110,2007-06-30
,,,,,,,,,60407,0,0,17703,37158,5546,17147,2007-06-30
,,,,,,,,,1128,,,,,,17259,2007-06-30
,,,,,,,,,59778,43040,0,8347,607,7784,17464,2007-06-30
,,,,,,,,,4167,,,,,,17839,2007-06-30
,,,,,,,,,4516,,,,,,17950,2007-06-30
,,,,,,,,,10210,,,,,,18050,2007-06-30
,,,,,,,,,7813,,,,,,18135,2007-06-30
,,,,,,,,,5418,,,,,,18377,2007-06-30
,,,,,,,,,5523,,,,,,18827,2007-06-30
,,,,,,,,,4173,,,,,,18836,2007-06-30
,,,,,,,,,7594,,,,,,18854,2007-06-30
,,,,,,,,,1717,,,,,,18957,2007-06-30
,,,,,,,,,3138,,,,,,19356,2007-06-30
,,,,,,,,,73032,24859,0,41080,6346,747,19730,2007-06-30
,,,,,,,,,7387,,,,,,19936,2007-06-30
,,,,,,,,,7002,,,,,,19972,2007-06-30
,,,,,,,,,8583,,,,,,20053,2007-06-30
,,,,,,,,,2705,,,,,,20147,2007-06-30
,,,,,,,,,4282,,,,,,20259,2007-06-30
,,,,,,,,,12506,,,,,,20370,2007-06-30
,,,,,,,,,3517,,,,,,20512,2007-06-30
,,,,,,,,,4485,,,,,,20633,2007-06-30
,,,,,,,,,3655,,,,,,20839,2007-06-30
,,,,,,,,,9407,,,,,,20857,2007-06-30
,,,,,,,,,5943,,,,,,20866,2007-06-30
,,,,,,,,,1263,,,,,,21256,2007-06-30
,,,,,,,,,587,,,,,,21359,2007-06-30
,,,,,,,,,2200,,,,,,21630,2007-06-30
,,,,,,,,,2924,,,,,,21658,2007-06-30
,,,,,,,,,7105,,,,,,22048,2007-06-30
,,,,,,,,,7542,36,0,2566,4940,0,22235,2007-06-30
,,,,,,,,,6299,,,,,,22356,2007-06-30
,,,,,,,,,2782,,,,,,22459,2007-06-30
,,,,,,,,,641,,,,,,22543,2007-06-30
,,,,,,,,,773,,,,,,22552,2007-06-30
,,,,,,,,,1895,,,,,,22730,2007-06-30
,,,,,,,,,7873,,,,,,22936,2007-06-30
,,,,,,,,,641,,,,,,22954,2007-06-30
,,,,,,,,,9127,5608,0,2691,828,0,23036,2007-06-30
,,,,,,,,,1413,,,,,,23045,2007-06-30
,,,,,,,,,75528,6371,0,27648,29086,12423,23241,2007-06-30
,,,,,,,,,1682,,,,,,23456,2007-06-30
,,,,,,,,,14152,7427,0,4938,593,1194,23504,2007-06-30
,,,,,,,,,2917,,,,,,23540,2007-06-30
,,,,,,,,,3918,,,,,,23643,2007-06-30
,,,,,,,,,3183,,,,,,23755,2007-06-30
,,,,,,,,,30522,0,0,4579,20816,5127,23812,2007-06-30
,,,,,,,,,20990,7021,0,3274,4239,6456,24006,2007-06-30
,,,,,,,,,24572,,,,,,24453,2007-06-30
,,,,,,,,,1431,,,,,,24659,2007-06-30
,,,,,,,,,15644,,,,,,24668,2007-06-30
,,,,,,,,,2359,,,,,,24855,2007-06-30
,,,,,,,,,15907,0,0,4723,11132,52,24949,2007-06-30
,,,,,,,,,6596,,,,,,25357,2007-06-30
,,,,,,,,,3306,,,,,,25647,2007-06-30
,,,,,,,,,10192,5,0,3943,6122,122,25852,2007-06-30
,,,,,,,,,1179,,,,,,26149,2007-06-30
,,,,,,,,,8864,0,0,2418,6076,370,26242,2007-06-30
,,,,,,,,,252,,,,,,26457,2007-06-30
,,,,,,,,,3838,,,,,,26765,2007-06-30
,,,,,,,,,10869,53,0,3511,6408,897,26859,2007-06-30
,,,,,,,,,7213,6,0,1783,5312,112,26916,2007-06-30
,,,,,,,,,17737,9172,0,4117,3733,715,27548,2007-06-30
,,,,,,,,,4864,,,,,,27614,2007-06-30
,,,,,,,,,7221,1,0,1265,5807,148,27838,2007-06-30
,,,,,,,,,10314,0,0,3036,6229,1049,27847,2007-06-30
