RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,17431,,,,,,37,2011-03-31
,,,,,,,,,1445,,,,,,242,2011-03-31
,,,,,,,,,5750,,,,,,279,2011-03-31
,,,,,,,,,406,,,,,,354,2011-03-31
,,,,,,,,,2909,,,,,,457,2011-03-31
,,,,,,,,,76126,4,,1211,,74739,505,2011-03-31
,,,,,,,,,27592,,,,,,1155,2011-03-31
,,,,,,,,,2758,,,,,,1351,2011-03-31
,,,,,,,,,60726,5700,,6580,,48126,1454,2011-03-31
,,,,,,,,,3501,,,,,,1557,2011-03-31
,,,,,,,,,27038,,,,,,1669,2011-03-31
,,,,,,,,,61189,2887,,2168,,51758,1829,2011-03-31
,,,,,,,,,48138,,,,,,1856,2011-03-31
,,,,,,,,,3720,,,,,,2040,2011-03-31
,,,,,,,,,24312,,,,,,2161,2011-03-31
,,,,,,,,,21729,0,,2382,,7761,2376,2011-03-31
,,,,,,,,,4369,,,,,,2554,2011-03-31
,,,,,,,,,60342,2202,,3247,,40323,2732,2011-03-31
,,,,,,,,,894,,,,,,2750,2011-03-31
,,,,,,,,,5942,,,,,,3252,2011-03-31
,,,,,,,,,9816,,,,,,3458,2011-03-31
,,,,,,,,,21705,,,,,,3720,2011-03-31
,,,,,,,,,3913,,,,,,3953,2011-03-31
,,,,,,,,,4098,,,,,,4156,2011-03-31
,,,,,,,,,9430,,,,,,4231,2011-03-31
,,,,,,,,,20086,,,,,,4437,2011-03-31
,,,,,,,,,4337,903,,1963,,503,4839,2011-03-31
,,,,,,,,,52524,1453,,1202,,47152,5005,2011-03-31
,,,,,,,,,54720,0,,132,,52539,5069,2011-03-31
,,,,,,,,,41038,0,,3733,,37189,5135,2011-03-31
,,,,,,,,,38395,4922,,6693,,25111,5210,2011-03-31
,,,,,,,,,7089,461,,1155,,3131,5331,2011-03-31
,,,,,,,,,29833,5677,,7638,,16057,5461,2011-03-31
,,,,,,,,,1325,,,,,,5751,2011-03-31
,,,,,,,,,16864,,,,,,6039,2011-03-31
,,,,,,,,,4925,,,,,,6141,2011-03-31
,,,,,,,,,50951,178,,6982,,28616,6329,2011-03-31
,,,,,,,,,11994,5220,,4960,,1098,6972,2011-03-31
,,,,,,,,,9769,289,,12,,25,7009,2011-03-31
,,,,,,,,,27025,,,,,,7045,2011-03-31
,,,,,,,,,657,,,,,,7157,2011-03-31
,,,,,,,,,5959,,,,,,7456,2011-03-31
,,,,,,,,,11834,,,,,,7634,2011-03-31
,,,,,,,,,19969,,,,,,8033,2011-03-31
,,,,,,,,,20008,,,,,,8462,2011-03-31
,,,,,,,,,3230,,,,,,8631,2011-03-31
,,,,,,,,,32980,5137,,546,,26175,9357,2011-03-31
,,,,,,,,,7022,,,,,,9553,2011-03-31
,,,,,,,,,87031,5530,,5167,,72006,9807,2011-03-31
,,,,,,,,,21309,,,,,,9955,2011-03-31
,,,,,,,,,25764,2658,,1775,,13000,10250,2011-03-31
,,,,,,,,,18709,36,,1386,,15139,10849,2011-03-31
,,,,,,,,,58842,3225,,1881,,45561,10858,2011-03-31
,,,,,,,,,12925,,,,,,11145,2011-03-31
,,,,,,,,,13723,184,,4755,,842,11640,2011-03-31
,,,,,,,,,4491,,,,,,11837,2011-03-31
,,,,,,,,,34804,11,,4207,,27888,12030,2011-03-31
,,,,,,,,,16767,,,,,,12142,2011-03-31
,,,,,,,,,2061,,,,,,12245,2011-03-31
1338401,542139,,0,1714,,0,151766,642782,1338401,247992,1714,294147,151766,642782,12311,2011-03-31
,,,,,,,,,5849,,,,,,12647,2011-03-31
,,,,,,,,,625,0,,266,,9,12656,2011-03-31
,,,,,,,,,22323,,,,,,12937,2011-03-31
,,,,,,,,,10678,3571,,4241,,594,12946,2011-03-31
,,,,,,,,,7487,,,,,,12955,2011-03-31
,,,,,,,,,5330,,,,,,13037,2011-03-31
,,,,,,,,,34653,0,,2987,,20941,13103,2011-03-31
,,,,,,,,,11179,,,,,,13251,2011-03-31
,,,,,,,,,1134,,,,,,13457,2011-03-31
,,,,,,,,,8681,,,,,,14052,2011-03-31
,,,,,,,,,2803,,,,,,14155,2011-03-31
,,,,,,,,,3729,,,,,,14650,2011-03-31
,,,,,,,,,4123,,,,,,14753,2011-03-31
,,,,,,,,,10258,,,,,,14865,2011-03-31
,,,,,,,,,13877,,,,,,14977,2011-03-31
,,,,,,,,,15411,,,,,,16458,2011-03-31
,,,,,,,,,2259,,,,,,16551,2011-03-31
,,,,,,,,,6745,,,,,,16748,2011-03-31
,,,,,,,,,6080,,,,,,16944,2011-03-31
,,,,,,,,,8738,,,,,,16953,2011-03-31
,,,,,,,,,12278,,,,,,17110,2011-03-31
,,,,,,,,,105374,0,,23838,,0,17147,2011-03-31
,,,,,,,,,945,,,,,,17259,2011-03-31
,,,,,,,,,208826,12144,,10185,,177883,17464,2011-03-31
