RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,2192,,,,,,37,2005-06-30
,,,,,,,,,924,,,,,,242,2005-06-30
,,,,,,,,,2730,,,,,,279,2005-06-30
,,,,,,,,,274,,,,,,354,2005-06-30
,,,,,,,,,7631,,,,,,439,2005-06-30
,,,,,,,,,732,,,,,,457,2005-06-30
,,,,,,,,,8069,,,,,,505,2005-06-30
,,,,,,,,,25829,5021,0,2146,2270,16392,1146,2005-06-30
,,,,,,,,,4500,,,,,,1155,2005-06-30
,,,,,,,,,2019,,,,,,1351,2005-06-30
,,,,,,,,,21818,7534,0,5195,760,8329,1454,2005-06-30
,,,,,,,,,855,,,,,,1557,2005-06-30
,,,,,,,,,10232,,,,,,1632,2005-06-30
,,,,,,,,,12976,,,,,,1669,2005-06-30
,,,,,,,,,6280,2,0,1739,1578,2961,1829,2005-06-30
,,,,,,,,,623,,,,,,1856,2005-06-30
,,,,,,,,,3661,,,,,,2040,2005-06-30
,,,,,,,,,13710,,,,,,2161,2005-06-30
,,,,,,,,,8309,0,0,2978,5208,123,2376,2005-06-30
,,,,,,,,,366,,,,,,2451,2005-06-30
,,,,,,,,,662,,,,,,2554,2005-06-30
,,,,,,,,,18095,3203,0,4328,6077,4487,2732,2005-06-30
,,,,,,,,,1854,,,,,,2750,2005-06-30
,,,,,,,,,12541,8726,0,2639,1176,0,2938,2005-06-30
,,,,,,,,,2345,,,,,,2956,2005-06-30
,,,,,,,,,8235,,,,,,3252,2005-06-30
,,,,,,,,,4566,,,,,,3458,2005-06-30
,,,,,,,,,35953,19768,81,11600,876,3628,3506,2005-06-30
,,,,,,,,,5676,,,,,,3720,2005-06-30
,,,,,,,,,3445,,,,,,3953,2005-06-30
,,,,,,,,,5213,,,,,,4138,2005-06-30
,,,,,,,,,2466,,,,,,4147,2005-06-30
,,,,,,,,,5272,,,,,,4156,2005-06-30
,,,,,,,,,1723,,,,,,4231,2005-06-30
,,,,,,,,,7013,,,,,,4437,2005-06-30
,,,,,,,,,6275,,,,,,4839,2005-06-30
,,,,,,,,,7531,0,0,1236,2612,3683,5005,2005-06-30
,,,,,,,,,2941,,,,,,5050,2005-06-30
,,,,,,,,,3041,0,63,145,2011,822,5069,2005-06-30
,,,,,,,,,6107,,,,,,5135,2005-06-30
,,,,,,,,,17279,6731,0,8595,1085,868,5210,2005-06-30
,,,,,,,,,32692,49,0,7481,20798,4364,5247,2005-06-30
,,,,,,,,,5997,,,,,,5274,2005-06-30
,,,,,,,,,7348,717,0,1852,2974,1805,5331,2005-06-30
,,,,,,,,,15535,9952,0,5148,298,137,5461,2005-06-30
,,,,,,,,,912,,,,,,5751,2005-06-30
,,,,,,,,,3536,,,,,,6039,2005-06-30
,,,,,,,,,371,,,,,,6057,2005-06-30
,,,,,,,,,3459,,,,,,6141,2005-06-30
,,,,,,,,,15221,,,,,,6329,2005-06-30
,,,,,,,,,36065,1496,0,7022,16519,11028,6972,2005-06-30
,,,,,,,,,6122,2,2000,10,4085,25,7009,2005-06-30
,,,,,,,,,4415,,,,,,7045,2005-06-30
,,,,,,,,,1171,,,,,,7157,2005-06-30
,,,,,,,,,19290,10528,0,2446,5806,510,7166,2005-06-30
,,,,,,,,,673,,,,,,7456,2005-06-30
,,,,,,,,,1679,,,,,,7634,2005-06-30
,,,,,,,,,2214,,,,,,8033,2005-06-30
,,,,,,,,,488652,0,0,0,480692,7960,8417,2005-06-30
,,,,,,,,,6514,,,,,,8462,2005-06-30
,,,,,,,,,1454,,,,,,8631,2005-06-30
,,,,,,,,,17601,10784,0,659,3898,2260,9357,2005-06-30
,,,,,,,,,1731,,,,,,9553,2005-06-30
,,,,,,,,,43448,14918,0,6093,19584,2853,9807,2005-06-30
,,,,,,,,,6673,,,,,,9955,2005-06-30
,,,,,,,,,2151,,,,,,10157,2005-06-30
,,,,,,,,,9749,,,,,,10250,2005-06-30
,,,,,,,,,7637,,,,,,10849,2005-06-30
,,,,,,,,,9802,956,0,1852,6696,298,10858,2005-06-30
,,,,,,,,,5152,,,,,,11145,2005-06-30
,,,,,,,,,9440,,,,,,11640,2005-06-30
,,,,,,,,,1436,,,,,,11837,2005-06-30
,,,,,,,,,7936,,,,,,12030,2005-06-30
,,,,,,,,,3272,,,,,,12058,2005-06-30
,,,,,,,,,9678,,,,,,12142,2005-06-30
,,,,,,,,,2515,,,,,,12245,2005-06-30
862180,676240,,0,426,,0,94824,90690,862180,486441,426,189799,94824,90690,12311,2005-06-30
,,,,,,,,,1432,,,,,,12647,2005-06-30
,,,,,,,,,381,0,0,178,192,11,12656,2005-06-30
,,,,,,,,,3389,,,,,,12937,2005-06-30
,,,,,,,,,9808,5849,0,3354,329,276,12946,2005-06-30
,,,,,,,,,2639,,,,,,12955,2005-06-30
,,,,,,,,,2879,,,,,,13037,2005-06-30
,,,,,,,,,15960,0,0,3784,11469,707,13103,2005-06-30
,,,,,,,,,1269,,,,,,13251,2005-06-30
,,,,,,,,,573,,,,,,13457,2005-06-30
,,,,,,,,,3916,,,,,,14052,2005-06-30
,,,,,,,,,2600,,,,,,14155,2005-06-30
,,,,,,,,,15803,6659,0,3673,253,5218,14258,2005-06-30
532852,164197,,0,0,,0,357677,10978,532852,19163,0,145034,357677,10978,14409,2005-06-30
,,,,,,,,,463,,,,,,14454,2005-06-30
,,,,,,,,,3876,,,,,,14650,2005-06-30
,,,,,,,,,1322,,,,,,14753,2005-06-30
,,,,,,,,,6024,,,,,,14865,2005-06-30
,,,,,,,,,37047,7791,0,7549,17531,4176,15536,2005-06-30
,,,,,,,,,13550,46,0,3424,10080,0,16337,2005-06-30
,,,,,,,,,6257,,,,,,16458,2005-06-30
,,,,,,,,,2949,,,,,,16551,2005-06-30
,,,,,,,,,1849,,,,,,16748,2005-06-30
,,,,,,,,,1889,,,,,,16944,2005-06-30
,,,,,,,,,1183,,,,,,16953,2005-06-30
,,,,,,,,,7361,,,,,,17110,2005-06-30
,,,,,,,,,36665,3761,0,6463,22272,4169,17147,2005-06-30
,,,,,,,,,911,,,,,,17259,2005-06-30
,,,,,,,,,81014,30142,0,6351,39613,4908,17464,2005-06-30
,,,,,,,,,7449,,,,,,17549,2005-06-30
,,,,,,,,,3668,,,,,,17839,2005-06-30
,,,,,,,,,5096,,,,,,17950,2005-06-30
,,,,,,,,,8939,,,,,,18050,2005-06-30
,,,,,,,,,8208,,,,,,18135,2005-06-30
,,,,,,,,,16492,13192,0,1843,600,857,18368,2005-06-30
,,,,,,,,,9697,,,,,,18377,2005-06-30
,,,,,,,,,7170,,,,,,18827,2005-06-30
,,,,,,,,,4197,,,,,,18836,2005-06-30
,,,,,,,,,3910,,,,,,18854,2005-06-30
,,,,,,,,,1888,,,,,,18957,2005-06-30
,,,,,,,,,2976,,,,,,19356,2005-06-30
,,,,,,,,,89926,39528,0,39863,9127,1408,19730,2005-06-30
,,,,,,,,,7226,,,,,,19936,2005-06-30
,,,,,,,,,6226,,,,,,19972,2005-06-30
,,,,,,,,,3844,,,,,,20053,2005-06-30
,,,,,,,,,1354,,,,,,20147,2005-06-30
,,,,,,,,,3764,,,,,,20259,2005-06-30
,,,,,,,,,7349,,,,,,20370,2005-06-30
,,,,,,,,,5033,,,,,,20512,2005-06-30
,,,,,,,,,9020,,,,,,20633,2005-06-30
,,,,,,,,,489,,,,,,20754,2005-06-30
,,,,,,,,,1901,,,,,,20839,2005-06-30
,,,,,,,,,861,,,,,,20857,2005-06-30
,,,,,,,,,5477,,,,,,20866,2005-06-30
,,,,,,,,,549,,,,,,21256,2005-06-30
,,,,,,,,,1231,,,,,,21359,2005-06-30
,,,,,,,,,1827,,,,,,21630,2005-06-30
,,,,,,,,,3049,,,,,,21658,2005-06-30
,,,,,,,,,5811,,,,,,22048,2005-06-30
,,,,,,,,,10613,18,0,2763,7832,0,22235,2005-06-30
,,,,,,,,,11546,,,,,,22356,2005-06-30
,,,,,,,,,2425,,,,,,22459,2005-06-30
,,,,,,,,,2963,,,,,,22543,2005-06-30
,,,,,,,,,741,,,,,,22552,2005-06-30
,,,,,,,,,1635,,,,,,22730,2005-06-30
,,,,,,,,,5248,,,,,,22936,2005-06-30
,,,,,,,,,1212,,,,,,22954,2005-06-30
,,,,,,,,,9551,1,0,2412,7138,0,23036,2005-06-30
,,,,,,,,,1184,,,,,,23045,2005-06-30
,,,,,,,,,72698,25043,0,27356,17988,2311,23241,2005-06-30
