RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1890,,,,,,37,2007-12-31
,,,,,,,,,1287,,,,,,242,2007-12-31
,,,,,,,,,3218,,,,,,279,2007-12-31
,,,,,,,,,82,,,,,,354,2007-12-31
,,,,,,,,,888,,,,,,457,2007-12-31
,,,,,,,,,6038,3,0,1823,4124,88,505,2007-12-31
,,,,,,,,,6683,,,,,,1155,2007-12-31
,,,,,,,,,4214,,,,,,1351,2007-12-31
,,,,,,,,,43147,11938,0,6066,15659,9484,1454,2007-12-31
,,,,,,,,,3324,,,,,,1557,2007-12-31
,,,,,,,,,18013,15341,0,2589,83,0,1632,2007-12-31
,,,,,,,,,9745,,,,,,1669,2007-12-31
,,,,,,,,,6470,0,0,1871,1225,3374,1829,2007-12-31
,,,,,,,,,628,,,,,,1856,2007-12-31
,,,,,,,,,3116,,,,,,2040,2007-12-31
,,,,,,,,,3405,,,,,,2161,2007-12-31
,,,,,,,,,25384,0,0,2219,23153,12,2376,2007-12-31
,,,,,,,,,933,,,,,,2451,2007-12-31
,,,,,,,,,400,,,,,,2554,2007-12-31
,,,,,,,,,12454,1581,0,3831,1880,5162,2732,2007-12-31
,,,,,,,,,1465,,,,,,2750,2007-12-31
,,,,,,,,,12057,7232,0,3692,1133,0,2938,2007-12-31
,,,,,,,,,4782,,,,,,3252,2007-12-31
,,,,,,,,,4120,,,,,,3458,2007-12-31
,,,,,,,,,6539,,,,,,3720,2007-12-31
,,,,,,,,,4121,,,,,,3953,2007-12-31
,,,,,,,,,6062,,,,,,4138,2007-12-31
,,,,,,,,,2953,,,,,,4156,2007-12-31
,,,,,,,,,2830,,,,,,4231,2007-12-31
,,,,,,,,,5014,,,,,,4437,2007-12-31
,,,,,,,,,6393,,,,,,4839,2007-12-31
,,,,,,,,,4212,0,0,1345,2836,31,5005,2007-12-31
,,,,,,,,,2258,0,63,177,2011,7,5069,2007-12-31
,,,,,,,,,8148,,,,,,5135,2007-12-31
,,,,,,,,,19196,10364,0,7524,1190,118,5210,2007-12-31
,,,,,,,,,4381,1305,0,1458,1346,272,5331,2007-12-31
,,,,,,,,,13633,7798,0,5359,207,269,5461,2007-12-31
,,,,,,,,,2311,,,,,,5751,2007-12-31
,,,,,,,,,12990,,,,,,6039,2007-12-31
,,,,,,,,,703,,,,,,6057,2007-12-31
,,,,,,,,,1935,,,,,,6141,2007-12-31
,,,,,,,,,13712,433,0,6414,6817,48,6329,2007-12-31
,,,,,,,,,20813,12969,0,6937,874,33,6972,2007-12-31
,,,,,,,,,42206,7,2000,10,40164,25,7009,2007-12-31
,,,,,,,,,23480,,,,,,7045,2007-12-31
,,,,,,,,,640,,,,,,7157,2007-12-31
,,,,,,,,,1388,,,,,,7456,2007-12-31
,,,,,,,,,1136,,,,,,7634,2007-12-31
,,,,,,,,,3764,,,,,,8033,2007-12-31
,,,,,,,,,9671,,,,,,8462,2007-12-31
,,,,,,,,,2179,,,,,,8631,2007-12-31
,,,,,,,,,17469,15636,0,719,993,121,9357,2007-12-31
,,,,,,,,,2915,,,,,,9553,2007-12-31
,,,,,,,,,67313,19002,0,6473,39530,2308,9807,2007-12-31
,,,,,,,,,7553,,,,,,9955,2007-12-31
,,,,,,,,,2067,,,,,,10157,2007-12-31
,,,,,,,,,13169,5409,0,1462,6298,0,10250,2007-12-31
,,,,,,,,,13141,,,,,,10849,2007-12-31
,,,,,,,,,15007,9425,0,2075,2897,610,10858,2007-12-31
,,,,,,,,,4218,,,,,,11145,2007-12-31
,,,,,,,,,8908,,,,,,11640,2007-12-31
,,,,,,,,,1269,,,,,,11837,2007-12-31
,,,,,,,,,12377,1,0,3139,9237,0,12030,2007-12-31
,,,,,,,,,2617,,,,,,12058,2007-12-31
,,,,,,,,,7919,,,,,,12142,2007-12-31
,,,,,,,,,3011,,,,,,12245,2007-12-31
1590578,1342579,,0,2188,,0,241952,3859,1590578,981048,2188,361531,241952,3859,12311,2007-12-31
,,,,,,,,,4526,,,,,,12647,2007-12-31
,,,,,,,,,569,0,0,184,374,11,12656,2007-12-31
,,,,,,,,,11599,,,,,,12937,2007-12-31
,,,,,,,,,9995,4313,0,3238,2155,289,12946,2007-12-31
,,,,,,,,,7726,,,,,,12955,2007-12-31
,,,,,,,,,3174,,,,,,13037,2007-12-31
,,,,,,,,,12899,0,0,2844,9297,758,13103,2007-12-31
,,,,,,,,,2114,,,,,,13251,2007-12-31
,,,,,,,,,885,,,,,,13457,2007-12-31
,,,,,,,,,5684,,,,,,14052,2007-12-31
,,,,,,,,,1779,,,,,,14155,2007-12-31
,,,,,,,,,20199,13179,0,4720,177,2123,14258,2007-12-31
,,,,,,,,,3194,,,,,,14454,2007-12-31
,,,,,,,,,3368,,,,,,14650,2007-12-31
,,,,,,,,,793,,,,,,14753,2007-12-31
,,,,,,,,,6187,,,,,,14865,2007-12-31
,,,,,,,,,18550,,,,,,14977,2007-12-31
,,,,,,,,,68882,33638,618,16903,12236,5487,15536,2007-12-31
,,,,,,,,,12168,2,0,4627,7539,0,16337,2007-12-31
,,,,,,,,,6056,,,,,,16458,2007-12-31
,,,,,,,,,5223,,,,,,16551,2007-12-31
,,,,,,,,,2008,,,,,,16748,2007-12-31
,,,,,,,,,1895,,,,,,16944,2007-12-31
,,,,,,,,,1599,,,,,,16953,2007-12-31
,,,,,,,,,21400,,,,,,17110,2007-12-31
,,,,,,,,,99568,0,0,17262,79668,2638,17147,2007-12-31
,,,,,,,,,1408,,,,,,17259,2007-12-31
,,,,,,,,,62519,46446,0,12442,1688,1943,17464,2007-12-31
,,,,,,,,,5364,,,,,,17839,2007-12-31
,,,,,,,,,4688,,,,,,17950,2007-12-31
,,,,,,,,,10744,,,,,,18050,2007-12-31
,,,,,,,,,7217,,,,,,18135,2007-12-31
,,,,,,,,,5111,,,,,,18377,2007-12-31
,,,,,,,,,5766,,,,,,18827,2007-12-31
,,,,,,,,,3476,,,,,,18836,2007-12-31
,,,,,,,,,2880,,,,,,18854,2007-12-31
,,,,,,,,,1917,,,,,,18957,2007-12-31
,,,,,,,,,3180,,,,,,19356,2007-12-31
,,,,,,,,,73183,21915,0,45131,3004,3133,19730,2007-12-31
,,,,,,,,,8525,,,,,,19936,2007-12-31
,,,,,,,,,9134,,,,,,19972,2007-12-31
,,,,,,,,,7604,,,,,,20053,2007-12-31
,,,,,,,,,1159,,,,,,20147,2007-12-31
,,,,,,,,,2674,,,,,,20259,2007-12-31
,,,,,,,,,7823,,,,,,20370,2007-12-31
,,,,,,,,,3112,,,,,,20512,2007-12-31
,,,,,,,,,5149,,,,,,20633,2007-12-31
,,,,,,,,,4256,,,,,,20839,2007-12-31
,,,,,,,,,57070,,,,,,20857,2007-12-31
,,,,,,,,,6037,,,,,,20866,2007-12-31
,,,,,,,,,1225,,,,,,21256,2007-12-31
,,,,,,,,,759,,,,,,21359,2007-12-31
,,,,,,,,,2290,,,,,,21630,2007-12-31
,,,,,,,,,2459,,,,,,21658,2007-12-31
,,,,,,,,,5180,,,,,,22048,2007-12-31
,,,,,,,,,8887,19,0,2731,6137,0,22235,2007-12-31
,,,,,,,,,16928,,,,,,22356,2007-12-31
,,,,,,,,,3672,,,,,,22459,2007-12-31
,,,,,,,,,2479,,,,,,22543,2007-12-31
,,,,,,,,,1466,,,,,,22552,2007-12-31
,,,,,,,,,2619,,,,,,22730,2007-12-31
,,,,,,,,,17646,,,,,,22936,2007-12-31
,,,,,,,,,3612,,,,,,22954,2007-12-31
,,,,,,,,,11143,5869,0,4141,1133,0,23036,2007-12-31
,,,,,,,,,1198,,,,,,23045,2007-12-31
,,,,,,,,,75582,7665,0,30772,33331,3814,23241,2007-12-31
,,,,,,,,,1500,,,,,,23456,2007-12-31
,,,,,,,,,14348,6682,0,6530,321,815,23504,2007-12-31
,,,,,,,,,2927,,,,,,23540,2007-12-31
,,,,,,,,,7453,,,,,,23643,2007-12-31
,,,,,,,,,3991,,,,,,23755,2007-12-31
,,,,,,,,,29100,0,0,4745,23226,1129,23812,2007-12-31
,,,,,,,,,29702,10560,0,3709,11036,4397,24006,2007-12-31
,,,,,,,,,1743,,,,,,24453,2007-12-31
,,,,,,,,,1277,,,,,,24659,2007-12-31
,,,,,,,,,14204,,,,,,24668,2007-12-31
,,,,,,,,,2821,,,,,,24855,2007-12-31
,,,,,,,,,16417,0,0,5322,11049,46,24949,2007-12-31
