RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1893,,,,,,37,2006-06-30
,,,,,,,,,1124,,,,,,242,2006-06-30
,,,,,,,,,2257,,,,,,279,2006-06-30
,,,,,,,,,191,,,,,,354,2006-06-30
,,,,,,,,,9695,,,,,,439,2006-06-30
,,,,,,,,,1150,,,,,,457,2006-06-30
,,,,,,,,,6219,5,0,1664,3780,770,505,2006-06-30
,,,,,,,,,19108,6005,0,2276,2546,8281,1146,2006-06-30
,,,,,,,,,5924,,,,,,1155,2006-06-30
,,,,,,,,,2346,,,,,,1351,2006-06-30
,,,,,,,,,26044,11691,0,5199,1211,7943,1454,2006-06-30
,,,,,,,,,1053,,,,,,1557,2006-06-30
,,,,,,,,,13576,340,0,2156,11080,0,1632,2006-06-30
,,,,,,,,,13481,,,,,,1669,2006-06-30
,,,,,,,,,5882,1,0,1588,672,3621,1829,2006-06-30
,,,,,,,,,272,,,,,,1856,2006-06-30
,,,,,,,,,3376,,,,,,2040,2006-06-30
,,,,,,,,,6706,,,,,,2161,2006-06-30
,,,,,,,,,7273,0,0,1864,5145,264,2376,2006-06-30
,,,,,,,,,1238,,,,,,2451,2006-06-30
,,,,,,,,,474,,,,,,2554,2006-06-30
,,,,,,,,,14909,4314,0,3453,1860,5282,2732,2006-06-30
,,,,,,,,,1548,,,,,,2750,2006-06-30
,,,,,,,,,15112,11466,0,1702,1944,0,2938,2006-06-30
,,,,,,,,,5993,,,,,,3252,2006-06-30
,,,,,,,,,4140,,,,,,3458,2006-06-30
,,,,,,,,,39639,22464,77,12526,661,3911,3506,2006-06-30
,,,,,,,,,5113,,,,,,3720,2006-06-30
,,,,,,,,,3225,,,,,,3953,2006-06-30
,,,,,,,,,4675,,,,,,4138,2006-06-30
,,,,,,,,,3439,,,,,,4147,2006-06-30
,,,,,,,,,6422,,,,,,4156,2006-06-30
,,,,,,,,,1961,,,,,,4231,2006-06-30
