RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,8829,,,,,,37,2013-06-30
,,,,,,,,,2060,,,,,,242,2013-06-30
,,,,,,,,,7082,,,,,,279,2013-06-30
,,,,,,,,,437,,,,,,354,2013-06-30
,,,,,,,,,1525,,,,,,457,2013-06-30
,,,,,,,,,46575,0,,1115,,45167,505,2013-06-30
,,,,,,,,,36269,,,,,,1155,2013-06-30
,,,,,,,,,2520,,,,,,1351,2013-06-30
,,,,,,,,,80955,8162,,6196,,65159,1454,2013-06-30
,,,,,,,,,7635,,,,,,1557,2013-06-30
,,,,,,,,,35274,,,,,,1669,2013-06-30
,,,,,,,,,48718,2468,,1948,,34184,1829,2013-06-30
,,,,,,,,,28864,,,,,,1856,2013-06-30
,,,,,,,,,9353,,,,,,2040,2013-06-30
,,,,,,,,,22151,,,,,,2161,2013-06-30
,,,,,,,,,11994,0,,3338,,7713,2376,2013-06-30
,,,,,,,,,5607,,,,,,2554,2013-06-30
,,,,,,,,,123783,2678,,2712,,107511,2732,2013-06-30
,,,,,,,,,2970,,,,,,2750,2013-06-30
,,,,,,,,,117654,525,,9093,,106742,3177,2013-06-30
,,,,,,,,,6814,,,,,,3252,2013-06-30
,,,,,,,,,7663,,,,,,3458,2013-06-30
,,,,,,,,,24032,,,,,,3720,2013-06-30
,,,,,,,,,86962,523,,3706,,37,3971,2013-06-30
,,,,,,,,,8708,,,,,,4156,2013-06-30
,,,,,,,,,10615,,,,,,4231,2013-06-30
,,,,,,,,,24556,,,,,,4437,2013-06-30
,,,,,,,,,7443,2451,,1718,,1205,4839,2013-06-30
,,,,,,,,,8610,637,,956,,6455,5005,2013-06-30
,,,,,,,,,73778,557,,85,,72308,5069,2013-06-30
,,,,,,,,,40588,3401,,3205,,33351,5135,2013-06-30
,,,,,,,,,38218,7951,,6661,,20411,5210,2013-06-30
,,,,,,,,,33189,16661,,5232,,5427,5461,2013-06-30
,,,,,,,,,3344,,,,,,5751,2013-06-30
,,,,,,,,,22272,,,,,,6039,2013-06-30
,,,,,,,,,7366,,,,,,6141,2013-06-30
,,,,,,,,,56726,200,,6566,,38894,6329,2013-06-30
,,,,,,,,,5795,253,,9,,25,7009,2013-06-30
,,,,,,,,,6431,,,,,,7045,2013-06-30
,,,,,,,,,3592,,,,,,7072,2013-06-30
,,,,,,,,,830,,,,,,7157,2013-06-30
,,,,,,,,,6414,,,,,,7456,2013-06-30
,,,,,,,,,14830,,,,,,7634,2013-06-30
,,,,,,,,,5676,,,,,,8033,2013-06-30
,,,,,,,,,20399,,,,,,8462,2013-06-30
,,,,,,,,,8733,,,,,,8631,2013-06-30
,,,,,,,,,8668,6365,,333,,880,9357,2013-06-30
,,,,,,,,,10553,,,,,,9553,2013-06-30
,,,,,,,,,126388,12568,,4990,,100067,9807,2013-06-30
,,,,,,,,,18091,,,,,,9955,2013-06-30
,,,,,,,,,33437,3543,,1493,,18600,10250,2013-06-30
,,,,,,,,,20796,76,,1170,,17493,10849,2013-06-30
,,,,,,,,,37864,3280,,2091,,14442,10858,2013-06-30
,,,,,,,,,11941,,,,,,11145,2013-06-30
,,,,,,,,,66812,8351,,4557,,48741,11275,2013-06-30
,,,,,,,,,15448,153,,2797,,5741,11640,2013-06-30
,,,,,,,,,2008,,,,,,11837,2013-06-30
,,,,,,,,,36154,0,,3246,,27836,12030,2013-06-30
,,,,,,,,,18807,,,,,,12142,2013-06-30
,,,,,,,,,5301,,,,,,12179,2013-06-30
,,,,,,,,,3988,,,,,,12245,2013-06-30
965134,520313,,0,1696,,0,100767,342358,965134,274208,1696,246105,100767,342358,12311,2013-06-30
,,,,,,,,,13833,,,,,,12647,2013-06-30
,,,,,,,,,599,0,,270,,8,12656,2013-06-30
,,,,,,,,,39991,,,,,,12937,2013-06-30
,,,,,,,,,13142,5165,,4448,,1556,12946,2013-06-30
,,,,,,,,,31361,,,,,,12955,2013-06-30
,,,,,,,,,31645,0,,2955,,14099,13103,2013-06-30
,,,,,,,,,15533,,,,,,13251,2013-06-30
,,,,,,,,,4645,,,,,,13457,2013-06-30
,,,,,,,,,8798,,,,,,14052,2013-06-30
,,,,,,,,,2171,,,,,,14155,2013-06-30
,,,,,,,,,6327,,,,,,14650,2013-06-30
,,,,,,,,,3814,,,,,,14753,2013-06-30
,,,,,,,,,7237,,,,,,14865,2013-06-30
,,,,,,,,,8616,,,,,,14977,2013-06-30
,,,,,,,,,21419,,,,,,16458,2013-06-30
,,,,,,,,,6541,,,,,,16551,2013-06-30
,,,,,,,,,6737,,,,,,16748,2013-06-30
