RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1864,,,,,,37,2007-03-31
,,,,,,,,,799,,,,,,242,2007-03-31
,,,,,,,,,2567,,,,,,279,2007-03-31
,,,,,,,,,83,,,,,,354,2007-03-31
,,,,,,,,,8169,,,,,,439,2007-03-31
,,,,,,,,,355,,,,,,457,2007-03-31
,,,,,,,,,4973,2,0,1310,3165,496,505,2007-03-31
,,,,,,,,,20040,7120,0,1042,3270,8608,1146,2007-03-31
,,,,,,,,,14302,,,,,,1155,2007-03-31
,,,,,,,,,2440,,,,,,1351,2007-03-31
,,,,,,,,,29766,16027,0,5651,599,7489,1454,2007-03-31
,,,,,,,,,2048,,,,,,1557,2007-03-31
,,,,,,,,,13441,87,0,2885,10469,0,1632,2007-03-31
,,,,,,,,,13014,,,,,,1669,2007-03-31
,,,,,,,,,7766,0,0,1617,2084,4065,1829,2007-03-31
,,,,,,,,,405,,,,,,1856,2007-03-31
,,,,,,,,,2834,,,,,,2040,2007-03-31
,,,,,,,,,9023,,,,,,2161,2007-03-31
,,,,,,,,,135772,0,0,1589,133899,284,2376,2007-03-31
,,,,,,,,,2776,,,,,,2451,2007-03-31
,,,,,,,,,672,,,,,,2554,2007-03-31
,,,,,,,,,12300,2701,0,2941,2111,4547,2732,2007-03-31
,,,,,,,,,1305,,,,,,2750,2007-03-31
,,,,,,,,,12590,6947,0,1703,3940,0,2938,2007-03-31
,,,,,,,,,5722,,,,,,3252,2007-03-31
,,,,,,,,,4007,,,,,,3458,2007-03-31
,,,,,,,,,5560,,,,,,3720,2007-03-31
,,,,,,,,,3129,,,,,,3953,2007-03-31
,,,,,,,,,6661,,,,,,4138,2007-03-31
,,,,,,,,,3598,,,,,,4156,2007-03-31
,,,,,,,,,4129,,,,,,4231,2007-03-31
