RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1437,,,,,,37,2002-03-31
,,,,,,,,,1088,,,,,,242,2002-03-31
,,,,,,,,,1562,,,,,,279,2002-03-31
,,,,,,,,,0,,,,,,354,2002-03-31
,,,,,,,,,7270,,,,,,439,2002-03-31
,,,,,,,,,575,,,,,,457,2002-03-31
,,,,,,,,,7703,,,,,,505,2002-03-31
,,,,,,,,,19533,5312,0,1201,6248,6772,1146,2002-03-31
,,,,,,,,,4730,,,,,,1155,2002-03-31
,,,,,,,,,1732,,,,,,1351,2002-03-31
,,,,,,,,,15856,,,,,,1454,2002-03-31
,,,,,,,,,1234,,,,,,1557,2002-03-31
,,,,,,,,,5487,,,,,,1632,2002-03-31
,,,,,,,,,12710,,,,,,1669,2002-03-31
,,,,,,,,,10424,,,,,,1829,2002-03-31
,,,,,,,,,997,,,,,,1856,2002-03-31
,,,,,,,,,2839,,,,,,2040,2002-03-31
,,,,,,,,,11099,,,,,,2161,2002-03-31
,,,,,,,,,3717,0,0,1544,2147,26,2376,2002-03-31
,,,,,,,,,110,,,,,,2451,2002-03-31
,,,,,,,,,898,,,,,,2554,2002-03-31
,,,,,,,,,18584,4081,0,3844,8536,2123,2732,2002-03-31
,,,,,,,,,1355,,,,,,2750,2002-03-31
,,,,,,,,,8496,,,,,,2938,2002-03-31
,,,,,,,,,3028,,,,,,2956,2002-03-31
,,,,,,,,,6310,,,,,,3252,2002-03-31
,,,,,,,,,4236,,,,,,3458,2002-03-31
,,,,,,,,,16720,9612,29,5286,75,1718,3506,2002-03-31
,,,,,,,,,5318,,,,,,3579,2002-03-31
,,,,,,,,,4132,,,,,,3720,2002-03-31
,,,,,,,,,2970,,,,,,3953,2002-03-31
,,,,,,,,,7978,,,,,,4138,2002-03-31
,,,,,,,,,769,,,,,,4147,2002-03-31
,,,,,,,,,2747,,,,,,4156,2002-03-31
,,,,,,,,,3423,,,,,,4231,2002-03-31
,,,,,,,,,2667,,,,,,4437,2002-03-31
,,,,,,,,,316,,,,,,4745,2002-03-31
,,,,,,,,,5682,,,,,,4839,2002-03-31
,,,,,,,,,6015,,,,,,5005,2002-03-31
,,,,,,,,,2659,,,,,,5050,2002-03-31
,,,,,,,,,1788,,,,,,5069,2002-03-31
,,,,,,,,,3616,,,,,,5135,2002-03-31
,,,,,,,,,18344,8020,0,6443,1021,2860,5210,2002-03-31
,,,,,,,,,28180,46,0,5082,20681,2371,5247,2002-03-31
,,,,,,,,,5471,,,,,,5274,2002-03-31
,,,,,,,,,8825,,,,,,5331,2002-03-31
,,,,,,,,,12812,,,,,,5461,2002-03-31
,,,,,,,,,2114,,,,,,5751,2002-03-31
,,,,,,,,,65978,38317,176,12034,12868,2583,5939,2002-03-31
,,,,,,,,,3881,,,,,,6039,2002-03-31
,,,,,,,,,355,,,,,,6057,2002-03-31
,,,,,,,,,2142,,,,,,6141,2002-03-31
,,,,,,,,,7147,,,,,,6329,2002-03-31
,,,,,,,,,1425,,,,,,6842,2002-03-31
,,,,,,,,,31522,3338,0,5897,14868,7419,6972,2002-03-31
,,,,,,,,,21082,15704,5000,10,343,25,7009,2002-03-31
,,,,,,,,,3441,,,,,,7045,2002-03-31
,,,,,,,,,1488,,,,,,7157,2002-03-31
,,,,,,,,,13928,9884,0,2518,1475,51,7166,2002-03-31
,,,,,,,,,837,,,,,,7456,2002-03-31
