RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,11347,,,,,,37,2011-06-30
,,,,,,,,,1768,,,,,,242,2011-06-30
,,,,,,,,,5941,,,,,,279,2011-06-30
,,,,,,,,,376,,,,,,354,2011-06-30
,,,,,,,,,1768,,,,,,457,2011-06-30
,,,,,,,,,59256,0,,1302,,57491,505,2011-06-30
,,,,,,,,,31399,,,,,,1155,2011-06-30
,,,,,,,,,3957,,,,,,1351,2011-06-30
,,,,,,,,,85164,4281,,5496,,73809,1454,2011-06-30
,,,,,,,,,2665,,,,,,1557,2011-06-30
,,,,,,,,,26745,,,,,,1669,2011-06-30
,,,,,,,,,62069,2135,,2291,,49297,1829,2011-06-30
,,,,,,,,,45737,,,,,,1856,2011-06-30
,,,,,,,,,5744,,,,,,2040,2011-06-30
,,,,,,,,,15786,,,,,,2161,2011-06-30
,,,,,,,,,133168,0,,2641,,15728,2376,2011-06-30
,,,,,,,,,4365,,,,,,2554,2011-06-30
,,,,,,,,,58183,1890,,3351,,38137,2732,2011-06-30
,,,,,,,,,1297,,,,,,2750,2011-06-30
,,,,,,,,,5674,,,,,,3252,2011-06-30
,,,,,,,,,5994,,,,,,3458,2011-06-30
,,,,,,,,,18651,,,,,,3720,2011-06-30
,,,,,,,,,5974,,,,,,3953,2011-06-30
,,,,,,,,,3047,,,,,,4156,2011-06-30
,,,,,,,,,9228,,,,,,4231,2011-06-30
,,,,,,,,,21153,,,,,,4437,2011-06-30
,,,,,,,,,5741,862,,1701,,2140,4839,2011-06-30
,,,,,,,,,46723,464,,1173,,43372,5005,2011-06-30
,,,,,,,,,95431,0,,140,,93725,5069,2011-06-30
,,,,,,,,,28586,0,,3254,,25044,5135,2011-06-30
,,,,,,,,,41892,6192,,6860,,27197,5210,2011-06-30
,,,,,,,,,19677,937,,1024,,10287,5331,2011-06-30
,,,,,,,,,38963,7657,,6094,,24596,5461,2011-06-30
,,,,,,,,,1469,,,,,,5751,2011-06-30
,,,,,,,,,17423,,,,,,6039,2011-06-30
,,,,,,,,,6126,,,,,,6141,2011-06-30
,,,,,,,,,39663,60,,6782,,22893,6329,2011-06-30
,,,,,,,,,33199,5797,,4668,,21948,6972,2011-06-30
,,,,,,,,,4215,285,,15,,25,7009,2011-06-30
,,,,,,,,,22249,,,,,,7045,2011-06-30
,,,,,,,,,654,,,,,,7157,2011-06-30
,,,,,,,,,3972,,,,,,7456,2011-06-30
,,,,,,,,,12463,,,,,,7634,2011-06-30
,,,,,,,,,17118,,,,,,8033,2011-06-30
,,,,,,,,,18297,,,,,,8462,2011-06-30
,,,,,,,,,4997,,,,,,8631,2011-06-30
,,,,,,,,,14805,5803,,652,,7734,9357,2011-06-30
,,,,,,,,,7525,,,,,,9553,2011-06-30
,,,,,,,,,165453,8691,,5424,,144487,9807,2011-06-30
,,,,,,,,,23730,,,,,,9955,2011-06-30
,,,,,,,,,28606,3562,,1717,,19000,10250,2011-06-30
,,,,,,,,,11171,34,,1378,,6837,10849,2011-06-30
,,,,,,,,,31078,3835,,1940,,11045,10858,2011-06-30
,,,,,,,,,9343,,,,,,11145,2011-06-30
,,,,,,,,,12377,19,,4634,,851,11640,2011-06-30
,,,,,,,,,13799,,,,,,11837,2011-06-30
,,,,,,,,,24722,27,,3362,,18087,12030,2011-06-30
,,,,,,,,,13245,,,,,,12142,2011-06-30
,,,,,,,,,2059,,,,,,12245,2011-06-30
1108942,687625,,0,968,,0,141208,279141,1108942,342125,968,345500,141208,279141,12311,2011-06-30
,,,,,,,,,5307,,,,,,12647,2011-06-30
,,,,,,,,,417,0,,278,,9,12656,2011-06-30
,,,,,,,,,27923,,,,,,12937,2011-06-30
,,,,,,,,,11343,4000,,4176,,951,12946,2011-06-30
,,,,,,,,,8940,,,,,,12955,2011-06-30
,,,,,,,,,17470,0,,3447,,327,13103,2011-06-30
,,,,,,,,,12743,,,,,,13251,2011-06-30
,,,,,,,,,1056,,,,,,13457,2011-06-30
,,,,,,,,,9704,,,,,,14052,2011-06-30
,,,,,,,,,1938,,,,,,14155,2011-06-30
,,,,,,,,,3733,,,,,,14650,2011-06-30
,,,,,,,,,2207,,,,,,14753,2011-06-30
,,,,,,,,,8868,,,,,,14865,2011-06-30
,,,,,,,,,11298,,,,,,14977,2011-06-30
,,,,,,,,,11994,,,,,,16458,2011-06-30
,,,,,,,,,3392,,,,,,16551,2011-06-30
,,,,,,,,,6783,,,,,,16748,2011-06-30
,,,,,,,,,6363,,,,,,16944,2011-06-30
,,,,,,,,,6782,,,,,,16953,2011-06-30
,,,,,,,,,16456,,,,,,17110,2011-06-30
,,,,,,,,,65702,0,,24023,,0,17147,2011-06-30
,,,,,,,,,1225,,,,,,17259,2011-06-30
,,,,,,,,,216896,12691,,10025,,184332,17464,2011-06-30
,,,,,,,,,8813,,,,,,17950,2011-06-30
,,,,,,,,,12669,73,,4261,,3824,18050,2011-06-30
,,,,,,,,,8348,,,,,,18135,2011-06-30
,,,,,,,,,15198,,,,,,18377,2011-06-30
,,,,,,,,,21399,3473,,2584,,10841,18827,2011-06-30
,,,,,,,,,9632,,,,,,18836,2011-06-30
,,,,,,,,,24245,,,,,,18854,2011-06-30
,,,,,,,,,2640,,,,,,18957,2011-06-30
,,,,,,,,,2251,,,,,,19356,2011-06-30
,,,,,,,,,240724,4584,,18405,,202745,19730,2011-06-30
,,,,,,,,,61987,,,,,,19936,2011-06-30
,,,,,,,,,26471,,,,,,19972,2011-06-30
,,,,,,,,,5508,,,,,,20053,2011-06-30
,,,,,,,,,2575,,,,,,20512,2011-06-30
,,,,,,,,,8658,1177,,3257,,27,20633,2011-06-30
,,,,,,,,,68400,,,,,,20857,2011-06-30
,,,,,,,,,2257,,,,,,21256,2011-06-30
,,,,,,,,,3759,,,,,,21359,2011-06-30
,,,,,,,,,2254,,,,,,21630,2011-06-30
,,,,,,,,,11637,,,,,,21658,2011-06-30
,,,,,,,,,7288,,,,,,22048,2011-06-30
,,,,,,,,,8664,,,,,,22356,2011-06-30
,,,,,,,,,11361,,,,,,22543,2011-06-30
,,,,,,,,,533,,,,,,22552,2011-06-30
,,,,,,,,,5740,,,,,,22730,2011-06-30
,,,,,,,,,36858,0,,2146,,34354,22936,2011-06-30
,,,,,,,,,5394,,,,,,22954,2011-06-30
,,,,,,,,,4026,,,,,,23045,2011-06-30
,,,,,,,,,300544,0,,26142,,261870,23241,2011-06-30
,,,,,,,,,1865,,,,,,23456,2011-06-30
,,,,,,,,,29917,8690,,6374,,11627,23504,2011-06-30
,,,,,,,,,55057,,,,,,23540,2011-06-30
,,,,,,,,,6982,,,,,,23643,2011-06-30
