RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1809,,,,,,37,2003-06-30
,,,,,,,,,1329,,,,,,242,2003-06-30
,,,,,,,,,3028,,,,,,279,2003-06-30
,,,,,,,,,218,,,,,,354,2003-06-30
,,,,,,,,,9186,,,,,,439,2003-06-30
,,,,,,,,,1159,,,,,,457,2003-06-30
,,,,,,,,,9323,,,,,,505,2003-06-30
,,,,,,,,,14756,6605,0,1362,3093,3696,1146,2003-06-30
,,,,,,,,,8060,,,,,,1155,2003-06-30
,,,,,,,,,1720,,,,,,1351,2003-06-30
,,,,,,,,,20134,,,,,,1454,2003-06-30
,,,,,,,,,1933,,,,,,1557,2003-06-30
,,,,,,,,,8080,,,,,,1632,2003-06-30
,,,,,,,,,13961,,,,,,1669,2003-06-30
,,,,,,,,,11680,,,,,,1829,2003-06-30
,,,,,,,,,778,,,,,,1856,2003-06-30
,,,,,,,,,3782,,,,,,2040,2003-06-30
,,,,,,,,,11933,,,,,,2161,2003-06-30
,,,,,,,,,9974,0,0,2809,7105,60,2376,2003-06-30
,,,,,,,,,242,,,,,,2451,2003-06-30
,,,,,,,,,873,,,,,,2554,2003-06-30
,,,,,,,,,17064,6209,0,3912,3945,2998,2732,2003-06-30
,,,,,,,,,1123,,,,,,2750,2003-06-30
,,,,,,,,,18231,,,,,,2938,2003-06-30
,,,,,,,,,3626,,,,,,2956,2003-06-30
,,,,,,,,,7895,,,,,,3252,2003-06-30
,,,,,,,,,4574,,,,,,3458,2003-06-30
,,,,,,,,,44583,23478,127,10660,1997,8321,3506,2003-06-30
,,,,,,,,,16901,46,0,2878,8045,5932,3579,2003-06-30
,,,,,,,,,4480,,,,,,3720,2003-06-30
,,,,,,,,,3549,,,,,,3953,2003-06-30
,,,,,,,,,6751,,,,,,4138,2003-06-30
,,,,,,,,,3681,,,,,,4147,2003-06-30
,,,,,,,,,3496,,,,,,4156,2003-06-30
,,,,,,,,,1562,,,,,,4231,2003-06-30
,,,,,,,,,6576,,,,,,4437,2003-06-30
,,,,,,,,,459,,,,,,4745,2003-06-30
,,,,,,,,,5032,,,,,,4839,2003-06-30
,,,,,,,,,5510,,,,,,5005,2003-06-30
,,,,,,,,,3563,,,,,,5050,2003-06-30
,,,,,,,,,1702,,,,,,5069,2003-06-30
,,,,,,,,,4706,,,,,,5135,2003-06-30
,,,,,,,,,25922,12177,0,7891,1240,4614,5210,2003-06-30
,,,,,,,,,22807,44,0,6497,14326,1940,5247,2003-06-30
,,,,,,,,,8018,,,,,,5274,2003-06-30
,,,,,,,,,9985,,,,,,5331,2003-06-30
,,,,,,,,,25615,,,,,,5461,2003-06-30
,,,,,,,,,1472,,,,,,5751,2003-06-30
,,,,,,,,,75712,37503,70,8293,17036,12810,5939,2003-06-30
,,,,,,,,,3773,,,,,,6039,2003-06-30
,,,,,,,,,751,,,,,,6057,2003-06-30
,,,,,,,,,2920,,,,,,6141,2003-06-30
,,,,,,,,,9616,,,,,,6329,2003-06-30
,,,,,,,,,49186,4052,0,7405,32219,5510,6972,2003-06-30
,,,,,,,,,6969,8,5000,10,1926,25,7009,2003-06-30
,,,,,,,,,5676,,,,,,7045,2003-06-30
,,,,,,,,,2107,,,,,,7157,2003-06-30
,,,,,,,,,22956,9162,0,2064,11343,387,7166,2003-06-30
,,,,,,,,,1124,,,,,,7456,2003-06-30
,,,,,,,,,1759,,,,,,7634,2003-06-30
,,,,,,,,,2754,,,,,,8033,2003-06-30
,,,,,,,,,160760,0,0,0,135123,25637,8417,2003-06-30
,,,,,,,,,3535,,,,,,8462,2003-06-30
,,,,,,,,,13140,4,0,3252,5368,4516,8547,2003-06-30
,,,,,,,,,2090,,,,,,8631,2003-06-30
,,,,,,,,,119225,67625,0,23232,22138,6230,9115,2003-06-30
,,,,,,,,,32968,,,,,,9160,2003-06-30
,,,,,,,,,49723,19129,0,1948,17956,10690,9357,2003-06-30
,,,,,,,,,3522,,,,,,9553,2003-06-30
,,,,,,,,,107584,22178,0,3722,72061,9623,9807,2003-06-30
,,,,,,,,,7580,,,,,,9955,2003-06-30
,,,,,,,,,3495,,,,,,10157,2003-06-30
,,,,,,,,,11662,,,,,,10250,2003-06-30
,,,,,,,,,2731,,,,,,10849,2003-06-30
,,,,,,,,,15374,911,0,1787,12676,0,10858,2003-06-30
,,,,,,,,,7293,,,,,,11145,2003-06-30
,,,,,,,,,14089,,,,,,11640,2003-06-30
,,,,,,,,,1076,,,,,,11837,2003-06-30
,,,,,,,,,7971,,,,,,12030,2003-06-30
,,,,,,,,,4970,,,,,,12058,2003-06-30
,,,,,,,,,14561,,,,,,12142,2003-06-30
,,,,,,,,,2989,,,,,,12245,2003-06-30
1202120,890381,,0,0,,0,92018,219721,1202120,703919,0,186462,92018,219721,12311,2003-06-30
,,,,,,,,,3387,,,,,,12357,2003-06-30
,,,,,,,,,6320,,,,,,12647,2003-06-30
,,,,,,,,,447,,,,,,12656,2003-06-30
,,,,,,,,,8032,,,,,,12937,2003-06-30
,,,,,,,,,8531,4119,0,3400,116,896,12946,2003-06-30
,,,,,,,,,6821,,,,,,12955,2003-06-30
,,,,,,,,,5178,,,,,,13037,2003-06-30
,,,,,,,,,17771,0,0,1903,15750,118,13103,2003-06-30
,,,,,,,,,2069,,,,,,13251,2003-06-30
,,,,,,,,,43899,5144,0,12536,1001,25218,13309,2003-06-30
,,,,,,,,,684,,,,,,13457,2003-06-30
,,,,,,,,,4296,,,,,,14052,2003-06-30
,,,,,,,,,2364,,,,,,14155,2003-06-30
,,,,,,,,,22148,6747,0,4194,390,10817,14258,2003-06-30
117674,90444,,0,1622,,0,25608,0,117673,4298,1622,86145,25608,0,14409,2003-06-30
,,,,,,,,,681,,,,,,14454,2003-06-30
,,,,,,,,,4663,,,,,,14650,2003-06-30
,,,,,,,,,1622,,,,,,14753,2003-06-30
,,,,,,,,,2892,,,,,,14865,2003-06-30
,,,,,,,,,2462,,,,,,14931,2003-06-30
,,,,,,,,,6112,,,,,,14940,2003-06-30
,,,,,,,,,33420,14077,0,5419,12328,1595,15536,2003-06-30
,,,,,,,,,14418,,,,,,16337,2003-06-30
,,,,,,,,,5633,,,,,,16458,2003-06-30
,,,,,,,,,1964,,,,,,16551,2003-06-30
,,,,,,,,,3787,,,,,,16748,2003-06-30
,,,,,,,,,12758,1998,0,1036,8269,1455,16766,2003-06-30
,,,,,,,,,2012,,,,,,16944,2003-06-30
,,,,,,,,,1558,,,,,,16953,2003-06-30
,,,,,,,,,15169,,,,,,17110,2003-06-30
,,,,,,,,,32796,12099,0,9477,7064,4156,17147,2003-06-30
,,,,,,,,,1180,,,,,,17259,2003-06-30
,,,,,,,,,26713,19259,0,5035,726,1693,17464,2003-06-30
,,,,,,,,,11261,,,,,,17549,2003-06-30
,,,,,,,,,5629,,,,,,17839,2003-06-30
,,,,,,,,,3402,,,,,,17950,2003-06-30
,,,,,,,,,11224,,,,,,18050,2003-06-30
,,,,,,,,,11740,,,,,,18135,2003-06-30
,,,,,,,,,18966,3654,0,1770,80,13462,18368,2003-06-30
,,,,,,,,,7473,,,,,,18377,2003-06-30
,,,,,,,,,4626,,,,,,18827,2003-06-30
,,,,,,,,,6992,,,,,,18836,2003-06-30
,,,,,,,,,924,,,,,,18854,2003-06-30
,,,,,,,,,33083,20817,0,3313,8776,177,18863,2003-06-30
,,,,,,,,,3074,,,,,,18957,2003-06-30
,,,,,,,,,3447,,,,,,19356,2003-06-30
,,,,,,,,,136428,17140,0,11722,103979,3587,19730,2003-06-30
,,,,,,,,,9407,,,,,,19936,2003-06-30
,,,,,,,,,14645,,,,,,19972,2003-06-30
,,,,,,,,,1358,,,,,,20053,2003-06-30
,,,,,,,,,3662,,,,,,20147,2003-06-30
,,,,,,,,,3140,,,,,,20259,2003-06-30
,,,,,,,,,11585,,,,,,20370,2003-06-30
