RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1406,,,,,,37,2001-09-30
,,,,,,,,,1083,,,,,,242,2001-09-30
,,,,,,,,,2727,,,,,,279,2001-09-30
,,,,,,,,,443,,,,,,354,2001-09-30
,,,,,,,,,5315,,,,,,439,2001-09-30
,,,,,,,,,682,,,,,,457,2001-09-30
,,,,,,,,,9165,,,,,,505,2001-09-30
,,,,,,,,,14142,,,,,,1146,2001-09-30
,,,,,,,,,4994,,,,,,1155,2001-09-30
,,,,,,,,,1903,,,,,,1351,2001-09-30
,,,,,,,,,24290,,,,,,1454,2001-09-30
,,,,,,,,,1026,,,,,,1557,2001-09-30
,,,,,,,,,8911,,,,,,1632,2001-09-30
,,,,,,,,,13322,,,,,,1669,2001-09-30
,,,,,,,,,8129,,,,,,1829,2001-09-30
,,,,,,,,,1391,,,,,,1856,2001-09-30
,,,,,,,,,1544,,,,,,1959,2001-09-30
,,,,,,,,,3084,,,,,,2040,2001-09-30
,,,,,,,,,10378,,,,,,2161,2001-09-30
,,,,,,,,,23961,0,0,1598,22202,161,2376,2001-09-30
,,,,,,,,,277,,,,,,2451,2001-09-30
,,,,,,,,,629,,,,,,2554,2001-09-30
,,,,,,,,,16446,2956,0,3785,6470,3235,2732,2001-09-30
,,,,,,,,,600,,,,,,2750,2001-09-30
,,,,,,,,,10989,,,,,,2938,2001-09-30
,,,,,,,,,3572,,,,,,2956,2001-09-30
,,,,,,,,,3753,,,,,,3252,2001-09-30
,,,,,,,,,3466,,,,,,3458,2001-09-30
,,,,,,,,,23148,12808,46,5914,63,4317,3506,2001-09-30
,,,,,,,,,6037,,,,,,3579,2001-09-30
,,,,,,,,,3389,,,,,,3720,2001-09-30
,,,,,,,,,2639,,,,,,3953,2001-09-30
,,,,,,,,,6288,,,,,,4138,2001-09-30
,,,,,,,,,1037,,,,,,4147,2001-09-30
,,,,,,,,,2362,,,,,,4156,2001-09-30
,,,,,,,,,1434,,,,,,4231,2001-09-30
,,,,,,,,,4935,,,,,,4437,2001-09-30
,,,,,,,,,519,,,,,,4745,2001-09-30
,,,,,,,,,5066,,,,,,4839,2001-09-30
,,,,,,,,,5559,,,,,,5005,2001-09-30
,,,,,,,,,3856,,,,,,5050,2001-09-30
,,,,,,,,,1944,,,,,,5069,2001-09-30
,,,,,,,,,3094,,,,,,5135,2001-09-30
,,,,,,,,,48495,13414,0,7110,26413,1558,5210,2001-09-30
,,,,,,,,,31792,18,0,7885,19865,4024,5247,2001-09-30
,,,,,,,,,3384,,,,,,5274,2001-09-30
,,,,,,,,,4806,,,,,,5331,2001-09-30
,,,,,,,,,12929,,,,,,5461,2001-09-30
,,,,,,,,,2007,,,,,,5751,2001-09-30
,,,,,,,,,68094,39946,114,11737,8222,8075,5939,2001-09-30
,,,,,,,,,2208,,,,,,6039,2001-09-30
,,,,,,,,,391,,,,,,6057,2001-09-30
,,,,,,,,,2018,,,,,,6141,2001-09-30
,,,,,,,,,6447,,,,,,6329,2001-09-30
,,,,,,,,,1359,,,,,,6842,2001-09-30
,,,,,,,,,35317,4859,0,6345,15317,8796,6972,2001-09-30
,,,,,,,,,58210,4903,5000,10,48272,25,7009,2001-09-30
,,,,,,,,,3363,,,,,,7045,2001-09-30
,,,,,,,,,1334,,,,,,7157,2001-09-30
,,,,,,,,,19873,10833,0,2503,2808,3729,7166,2001-09-30
,,,,,,,,,1355,,,,,,7456,2001-09-30
,,,,,,,,,1840,,,,,,7634,2001-09-30
,,,,,,,,,1632,,,,,,8033,2001-09-30
,,,,,,,,,601,,,,,,8154,2001-09-30
,,,,,,,,,297128,0,0,0,254826,42302,8417,2001-09-30
,,,,,,,,,3420,,,,,,8462,2001-09-30
,,,,,,,,,4632,,,,,,8547,2001-09-30
,,,,,,,,,2634,,,,,,8631,2001-09-30
,,,,,,,,,40561,7183,0,12553,20479,346,9115,2001-09-30
,,,,,,,,,32229,,,,,,9160,2001-09-30
,,,,,,,,,8818,,,,,,9339,2001-09-30
,,,,,,,,,20513,,,,,,9357,2001-09-30
,,,,,,,,,541,,,,,,9553,2001-09-30
,,,,,,,,,25916,16830,0,4236,1621,3229,9807,2001-09-30
,,,,,,,,,6200,,,,,,9955,2001-09-30
,,,,,,,,,1605,,,,,,10157,2001-09-30
,,,,,,,,,8660,,,,,,10250,2001-09-30
,,,,,,,,,2022,,,,,,10577,2001-09-30
,,,,,,,,,15526,,,,,,10849,2001-09-30
,,,,,,,,,11745,645,0,1774,8945,381,10858,2001-09-30
,,,,,,,,,5353,,,,,,11145,2001-09-30
,,,,,,,,,3107,,,,,,11350,2001-09-30
,,,,,,,,,6982,,,,,,11640,2001-09-30
,,,,,,,,,967,,,,,,11837,2001-09-30
,,,,,,,,,6053,,,,,,12030,2001-09-30
,,,,,,,,,2888,,,,,,12058,2001-09-30
,,,,,,,,,7427,,,,,,12142,2001-09-30
,,,,,,,,,1962,,,,,,12245,2001-09-30
1084607,798956,,0,0,,0,60169,225482,1084607,599179,0,199777,60169,225482,12311,2001-09-30
,,,,,,,,,2568,,,,,,12357,2001-09-30
,,,,,,,,,18600,5872,0,6197,3220,3311,12405,2001-09-30
,,,,,,,,,1606,,,,,,12647,2001-09-30
,,,,,,,,,811,,,,,,12656,2001-09-30
,,,,,,,,,6585,,,,,,12937,2001-09-30
,,,,,,,,,12444,4673,0,2790,3631,1350,12946,2001-09-30
,,,,,,,,,3549,,,,,,12955,2001-09-30
,,,,,,,,,3789,,,,,,13037,2001-09-30
,,,,,,,,,17067,0,0,1802,10524,4741,13103,2001-09-30
,,,,,,,,,1416,,,,,,13251,2001-09-30
,,,,,,,,,59186,11393,0,15153,2292,30348,13309,2001-09-30
,,,,,,,,,553,,,,,,13457,2001-09-30
,,,,,,,,,4426,,,,,,14052,2001-09-30
,,,,,,,,,1699,,,,,,14155,2001-09-30
,,,,,,,,,15325,5334,0,3567,288,6136,14258,2001-09-30
242865,51570,,0,0,,0,183564,7731,242865,1920,0,49650,183564,7731,14409,2001-09-30
,,,,,,,,,519,,,,,,14454,2001-09-30
,,,,,,,,,2416,,,,,,14650,2001-09-30
,,,,,,,,,781,,,,,,14753,2001-09-30
,,,,,,,,,2925,,,,,,14865,2001-09-30
,,,,,,,,,1282,,,,,,14931,2001-09-30
,,,,,,,,,1605,,,,,,14940,2001-09-30
,,,,,,,,,25696,9093,0,7748,5410,3445,15536,2001-09-30
,,,,,,,,,6148,,,,,,15732,2001-09-30
,,,,,,,,,6784,,,,,,16337,2001-09-30
,,,,,,,,,1164,,,,,,16355,2001-09-30
,,,,,,,,,5424,,,,,,16458,2001-09-30
,,,,,,,,,1622,,,,,,16551,2001-09-30
,,,,,,,,,2141,,,,,,16748,2001-09-30
,,,,,,,,,8462,,,,,,16766,2001-09-30
,,,,,,,,,1469,,,,,,16944,2001-09-30
,,,,,,,,,781,,,,,,16953,2001-09-30
,,,,,,,,,5184,,,,,,17110,2001-09-30
,,,,,,,,,29119,16453,0,8834,1538,2294,17147,2001-09-30
,,,,,,,,,1071,,,,,,17259,2001-09-30
,,,,,,,,,24112,18963,0,4081,297,771,17464,2001-09-30
,,,,,,,,,5660,,,,,,17549,2001-09-30
,,,,,,,,,826,,,,,,17642,2001-09-30
,,,,,,,,,4595,,,,,,17839,2001-09-30
,,,,,,,,,1139,,,,,,17950,2001-09-30
,,,,,,,,,10154,,,,,,18050,2001-09-30
,,,,,,,,,37657,9043,0,6397,21833,384,18126,2001-09-30
,,,,,,,,,12176,,,,,,18135,2001-09-30
,,,,,,,,,19044,15206,0,1469,1456,913,18368,2001-09-30
,,,,,,,,,2555,,,,,,18377,2001-09-30
,,,,,,,,,4810,,,,,,18827,2001-09-30
,,,,,,,,,5410,,,,,,18836,2001-09-30
,,,,,,,,,1302,,,,,,18854,2001-09-30
,,,,,,,,,22868,9809,0,1626,10791,642,18863,2001-09-30
,,,,,,,,,1475,,,,,,18957,2001-09-30
,,,,,,,,,3776,,,,,,19356,2001-09-30
,,,,,,,,,31165,16401,0,6774,3380,4610,19730,2001-09-30
,,,,,,,,,6368,,,,,,19936,2001-09-30
,,,,,,,,,7217,,,,,,19972,2001-09-30
,,,,,,,,,324,,,,,,20053,2001-09-30
,,,,,,,,,2127,,,,,,20147,2001-09-30
,,,,,,,,,3501,,,,,,20259,2001-09-30
,,,,,,,,,6463,,,,,,20370,2001-09-30
,,,,,,,,,9175,,,,,,20512,2001-09-30
,,,,,,,,,2707,,,,,,20633,2001-09-30
,,,,,,,,,390,,,,,,20754,2001-09-30
,,,,,,,,,1265,,,,,,20839,2001-09-30
,,,,,,,,,1855,,,,,,20857,2001-09-30
,,,,,,,,,4404,,,,,,20866,2001-09-30
,,,,,,,,,464,,,,,,21256,2001-09-30
,,,,,,,,,696,,,,,,21359,2001-09-30
,,,,,,,,,3974,,,,,,21630,2001-09-30
,,,,,,,,,1900,,,,,,21658,2001-09-30
,,,,,,,,,4734,,,,,,22048,2001-09-30
,,,,,,,,,6868,,,,,,22235,2001-09-30
,,,,,,,,,17276,,,,,,22356,2001-09-30
,,,,,,,,,2177,,,,,,22459,2001-09-30
,,,,,,,,,501,,,,,,22543,2001-09-30
,,,,,,,,,780,,,,,,22552,2001-09-30
,,,,,,,,,1455,,,,,,22730,2001-09-30
,,,,,,,,,1339,0,0,0,756,583,22860,2001-09-30
,,,,,,,,,4135,,,,,,22936,2001-09-30
,,,,,,,,,2521,,,,,,22954,2001-09-30
,,,,,,,,,5922,,,,,,23036,2001-09-30
,,,,,,,,,786,,,,,,23045,2001-09-30
,,,,,,,,,75347,21960,0,29887,19325,4175,23241,2001-09-30
,,,,,,,,,3425,,,,,,23344,2001-09-30
,,,,,,,,,1834,,,,,,23456,2001-09-30
,,,,,,,,,13529,5588,0,3317,3299,1325,23504,2001-09-30
,,,,,,,,,14270,,,,,,23540,2001-09-30
,,,,,,,,,5115,,,,,,23643,2001-09-30
,,,,,,,,,3484,,,,,,23755,2001-09-30
,,,,,,,,,24517,0,0,6740,16971,806,23812,2001-09-30
,,,,,,,,,34545,10174,0,3427,16375,4569,24006,2001-09-30
,,,,,,,,,95742,33,0,20825,16663,58221,24266,2001-09-30
,,,,,,,,,1996,,,,,,24453,2001-09-30
,,,,,,,,,1530,,,,,,24659,2001-09-30
,,,,,,,,,13093,,,,,,24668,2001-09-30
,,,,,,,,,1306,,,,,,24855,2001-09-30
,,,,,,,,,10851,,,,,,24949,2001-09-30
,,,,,,,,,3831,,,,,,25357,2001-09-30
,,,,,,,,,515681,188346,112161,26226,53389,135559,25450,2001-09-30
,,,,,,,,,4069,,,,,,25647,2001-09-30
,,,,,,,,,12226,,,,,,25852,2001-09-30
,,,,,,,,,1252,,,,,,26149,2001-09-30
,,,,,,,,,15081,,,,,,26233,2001-09-30
,,,,,,,,,13127,,,,,,26242,2001-09-30
,,,,,,,,,360,,,,,,26457,2001-09-30
,,,,,,,,,1279,,,,,,26756,2001-09-30
,,,,,,,,,10108,,,,,,26765,2001-09-30
,,,,,,,,,14118,,,,,,26859,2001-09-30
,,,,,,,,,9478,,,,,,26916,2001-09-30
,,,,,,,,,10614,6761,0,2539,895,419,27548,2001-09-30
,,,,,,,,,5188,,,,,,27614,2001-09-30
,,,,,,,,,15479,,,,,,27838,2001-09-30
,,,,,,,,,10035,,,,,,27847,2001-09-30
,,,,,,,,,18060,25,0,2855,14618,562,28013,2001-09-30
,,,,,,,,,1952,,,,,,28152,2001-09-30
,,,,,,,,,9227,,,,,,28255,2001-09-30
,,,,,,,,,9587,,,,,,28349,2001-09-30
,,,,,,,,,9574,2888,0,1997,2683,2006,28406,2001-09-30
,,,,,,,,,1252,,,,,,28572,2001-09-30
,,,,,,,,,1206,,,,,,28732,2001-09-30
,,,,,,,,,17514,13582,0,3531,371,30,29104,2001-09-30
,,,,,,,,,1046,,,,,,29159,2001-09-30
,,,,,,,,,2270,,,,,,29252,2001-09-30
,,,,,,,,,27276,82,0,4252,22942,0,29636,2001-09-30
,,,,,,,,,2423,,,,,,29850,2001-09-30
,,,,,,,,,812,,,,,,29944,2001-09-30
,,,,,,,,,1561,,,,,,29953,2001-09-30
,,,,,,,,,8741,2763,0,2809,3060,109,30025,2001-09-30
,,,,,,,,,2134,,,,,,30052,2001-09-30
,,,,,,,,,2587,,,,,,30146,2001-09-30
,,,,,,,,,1888,,,,,,30155,2001-09-30
,,,,,,,,,6015,,,,,,30258,2001-09-30
