RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1669,,,,,,37,2008-03-31
,,,,,,,,,1160,,,,,,242,2008-03-31
,,,,,,,,,3601,,,,,,279,2008-03-31
,,,,,,,,,34,,,,,,354,2008-03-31
,,,,,,,,,1018,,,,,,457,2008-03-31
,,,,,,,,,5676,10,,1074,,624,505,2008-03-31
,,,,,,,,,14621,,,,,,1155,2008-03-31
,,,,,,,,,2033,,,,,,1351,2008-03-31
,,,,,,,,,31774,17035,,5895,,8096,1454,2008-03-31
,,,,,,,,,1344,,,,,,1557,2008-03-31
,,,,,,,,,13673,10480,,2715,,0,1632,2008-03-31
,,,,,,,,,13938,,,,,,1669,2008-03-31
,,,,,,,,,7407,0,,1591,,4698,1829,2008-03-31
,,,,,,,,,560,,,,,,1856,2008-03-31
,,,,,,,,,3079,,,,,,2040,2008-03-31
,,,,,,,,,6704,,,,,,2161,2008-03-31
,,,,,,,,,81127,0,,2034,,43,2376,2008-03-31
,,,,,,,,,916,,,,,,2451,2008-03-31
,,,,,,,,,486,,,,,,2554,2008-03-31
,,,,,,,,,19878,5530,,3672,,5289,2732,2008-03-31
,,,,,,,,,1443,,,,,,2750,2008-03-31
,,,,,,,,,14305,8966,,1736,,0,2938,2008-03-31
,,,,,,,,,4910,,,,,,3252,2008-03-31
,,,,,,,,,4906,,,,,,3458,2008-03-31
,,,,,,,,,4507,,,,,,3720,2008-03-31
,,,,,,,,,4639,,,,,,3953,2008-03-31
,,,,,,,,,5442,,,,,,4138,2008-03-31
,,,,,,,,,4430,,,,,,4156,2008-03-31
,,,,,,,,,5523,,,,,,4231,2008-03-31
,,,,,,,,,4203,,,,,,4437,2008-03-31
,,,,,,,,,7178,,,,,,4839,2008-03-31
,,,,,,,,,4339,0,,1114,,66,5005,2008-03-31
,,,,,,,,,1584,5,,153,,188,5069,2008-03-31
,,,,,,,,,7459,0,,2321,,261,5135,2008-03-31
,,,,,,,,,18575,10791,,6617,,33,5210,2008-03-31
,,,,,,,,,4914,1088,,1468,,287,5331,2008-03-31
,,,,,,,,,17115,10643,,5439,,767,5461,2008-03-31
,,,,,,,,,1099,,,,,,5751,2008-03-31
,,,,,,,,,12738,,,,,,6039,2008-03-31
,,,,,,,,,2116,,,,,,6141,2008-03-31
,,,,,,,,,13377,255,,6301,,49,6329,2008-03-31
,,,,,,,,,19193,12772,,5973,,29,6972,2008-03-31
,,,,,,,,,4986,0,,16,,25,7009,2008-03-31
,,,,,,,,,18747,,,,,,7045,2008-03-31
,,,,,,,,,608,,,,,,7157,2008-03-31
,,,,,,,,,1264,,,,,,7456,2008-03-31
,,,,,,,,,1195,,,,,,7634,2008-03-31
,,,,,,,,,3297,,,,,,8033,2008-03-31
,,,,,,,,,7057,,,,,,8462,2008-03-31
,,,,,,,,,2139,,,,,,8631,2008-03-31
,,,,,,,,,16815,12385,,934,,1643,9357,2008-03-31
,,,,,,,,,3887,,,,,,9553,2008-03-31
,,,,,,,,,83266,15206,,6233,,1921,9807,2008-03-31
,,,,,,,,,8108,,,,,,9955,2008-03-31
,,,,,,,,,3029,,,,,,10157,2008-03-31
,,,,,,,,,12296,5495,,1519,,0,10250,2008-03-31
,,,,,,,,,10165,66,,1277,,2715,10849,2008-03-31
,,,,,,,,,9792,6343,,2088,,225,10858,2008-03-31
,,,,,,,,,9164,,,,,,11145,2008-03-31
,,,,,,,,,18434,,,,,,11640,2008-03-31
,,,,,,,,,3397,,,,,,11837,2008-03-31
,,,,,,,,,10249,17,,3275,,0,12030,2008-03-31
,,,,,,,,,6196,,,,,,12058,2008-03-31
,,,,,,,,,13314,,,,,,12142,2008-03-31
,,,,,,,,,2697,,,,,,12245,2008-03-31
1381734,1172260,,0,1635,,0,191348,16491,1381734,902089,1635,270171,191348,16491,12311,2008-03-31
,,,,,,,,,1996,,,,,,12647,2008-03-31
,,,,,,,,,496,7,,196,,10,12656,2008-03-31
,,,,,,,,,19470,,,,,,12937,2008-03-31
,,,,,,,,,10984,4590,,4238,,90,12946,2008-03-31
,,,,,,,,,3343,,,,,,12955,2008-03-31
,,,,,,,,,3776,,,,,,13037,2008-03-31
,,,,,,,,,18711,0,,2540,,94,13103,2008-03-31
,,,,,,,,,1795,,,,,,13251,2008-03-31
,,,,,,,,,556,,,,,,13457,2008-03-31
,,,,,,,,,4376,,,,,,14052,2008-03-31
,,,,,,,,,2556,,,,,,14155,2008-03-31
,,,,,,,,,16985,7139,,4082,,5278,14258,2008-03-31
,,,,,,,,,3339,,,,,,14454,2008-03-31
,,,,,,,,,3336,,,,,,14650,2008-03-31
,,,,,,,,,1100,,,,,,14753,2008-03-31
,,,,,,,,,4892,,,,,,14865,2008-03-31
,,,,,,,,,18216,,,,,,14977,2008-03-31
,,,,,,,,,73078,27382,,15186,,18847,15536,2008-03-31
,,,,,,,,,10622,2,,4918,,0,16337,2008-03-31
,,,,,,,,,4719,,,,,,16458,2008-03-31
,,,,,,,,,5962,,,,,,16551,2008-03-31
,,,,,,,,,1817,,,,,,16748,2008-03-31
,,,,,,,,,1336,,,,,,16944,2008-03-31
,,,,,,,,,1966,,,,,,16953,2008-03-31
,,,,,,,,,16765,,,,,,17110,2008-03-31
,,,,,,,,,62672,0,,13887,,3026,17147,2008-03-31
,,,,,,,,,1329,,,,,,17259,2008-03-31
,,,,,,,,,57627,43569,,11379,,352,17464,2008-03-31
,,,,,,,,,2472,,,,,,17839,2008-03-31
,,,,,,,,,5765,,,,,,17950,2008-03-31
,,,,,,,,,10327,,,,,,18050,2008-03-31
,,,,,,,,,7824,,,,,,18135,2008-03-31
,,,,,,,,,7191,,,,,,18377,2008-03-31
,,,,,,,,,6400,,,,,,18827,2008-03-31
,,,,,,,,,5197,,,,,,18836,2008-03-31
,,,,,,,,,8384,,,,,,18854,2008-03-31
,,,,,,,,,2111,,,,,,18957,2008-03-31
,,,,,,,,,1981,,,,,,19356,2008-03-31
,,,,,,,,,72068,23277,,43117,,988,19730,2008-03-31
,,,,,,,,,11936,,,,,,19936,2008-03-31
,,,,,,,,,9751,,,,,,19972,2008-03-31
,,,,,,,,,6998,,,,,,20053,2008-03-31
,,,,,,,,,2765,,,,,,20147,2008-03-31
,,,,,,,,,3986,,,,,,20259,2008-03-31
,,,,,,,,,6991,,,,,,20370,2008-03-31
,,,,,,,,,2519,,,,,,20512,2008-03-31
,,,,,,,,,9469,,,,,,20633,2008-03-31
,,,,,,,,,3322,,,,,,20839,2008-03-31
,,,,,,,,,32746,,,,,,20857,2008-03-31
,,,,,,,,,5502,,,,,,20866,2008-03-31
,,,,,,,,,1358,,,,,,21256,2008-03-31
,,,,,,,,,783,,,,,,21359,2008-03-31
,,,,,,,,,2532,,,,,,21630,2008-03-31
,,,,,,,,,2479,,,,,,21658,2008-03-31
,,,,,,,,,7147,,,,,,22048,2008-03-31
,,,,,,,,,9268,12,,2365,,0,22235,2008-03-31
,,,,,,,,,17805,,,,,,22356,2008-03-31
,,,,,,,,,2557,,,,,,22459,2008-03-31
,,,,,,,,,1884,,,,,,22543,2008-03-31
,,,,,,,,,826,,,,,,22552,2008-03-31
,,,,,,,,,4928,,,,,,22730,2008-03-31
,,,,,,,,,6271,,,,,,22936,2008-03-31
,,,,,,,,,1845,,,,,,22954,2008-03-31
,,,,,,,,,10633,5373,,3214,,0,23036,2008-03-31
,,,,,,,,,1730,,,,,,23045,2008-03-31
,,,,,,,,,84701,10504,,31058,,2747,23241,2008-03-31
,,,,,,,,,1318,,,,,,23456,2008-03-31
,,,,,,,,,16811,9713,,4580,,1683,23504,2008-03-31
,,,,,,,,,2326,,,,,,23540,2008-03-31
,,,,,,,,,11524,,,,,,23643,2008-03-31
,,,,,,,,,3802,,,,,,23755,2008-03-31
,,,,,,,,,35313,0,,3606,,0,23812,2008-03-31
,,,,,,,,,36460,7990,,3249,,5793,24006,2008-03-31
,,,,,,,,,67268,,,,,,24453,2008-03-31
,,,,,,,,,1262,,,,,,24659,2008-03-31
,,,,,,,,,14413,,,,,,24668,2008-03-31
,,,,,,,,,3800,,,,,,24855,2008-03-31
,,,,,,,,,15873,0,,4682,,198,24949,2008-03-31
,,,,,,,,,4562,,,,,,25357,2008-03-31
,,,,,,,,,2736,,,,,,25647,2008-03-31
,,,,,,,,,974,,,,,,26149,2008-03-31
,,,,,,,,,9826,0,,2975,,184,26242,2008-03-31
,,,,,,,,,612,,,,,,26457,2008-03-31
,,,,,,,,,2716,,,,,,26765,2008-03-31
,,,,,,,,,19947,24,,3600,,550,26859,2008-03-31
,,,,,,,,,7744,5,,1998,,243,26916,2008-03-31
,,,,,,,,,16001,8258,,4149,,80,27548,2008-03-31
,,,,,,,,,7276,,,,,,27614,2008-03-31
,,,,,,,,,17680,0,,3034,,859,27847,2008-03-31
,,,,,,,,,6100,,,,,,28152,2008-03-31
,,,,,,,,,43100,,,,,,28255,2008-03-31
,,,,,,,,,4137,,,,,,28349,2008-03-31
,,,,,,,,,6986,2914,,1727,,1287,28406,2008-03-31
,,,,,,,,,2202,,,,,,28572,2008-03-31
,,,,,,,,,1232,,,,,,28732,2008-03-31
,,,,,,,,,15155,11799,,2741,,233,29104,2008-03-31
,,,,,,,,,2253,,,,,,29252,2008-03-31
,,,,,,,,,26283,91,,7415,,0,29636,2008-03-31
,,,,,,,,,2846,,,,,,29850,2008-03-31
,,,,,,,,,4914,,,,,,29944,2008-03-31
,,,,,,,,,2821,,,,,,29953,2008-03-31
,,,,,,,,,2056,,,,,,30052,2008-03-31
,,,,,,,,,1948,,,,,,30155,2008-03-31
,,,,,,,,,10343,5907,,2213,,160,30258,2008-03-31
,,,,,,,,,12490,0,,0,,504,30418,2008-03-31
,,,,,,,,,13735,8225,,4299,,456,30502,2008-03-31
,,,,,,,,,7090,,,,,,30650,2008-03-31
5578325,276870,,0,172907,,0,5128034,514,5405418,276393,0,477,5128034,514,30810,2008-03-31
,,,,,,,,,8853,,,,,,30856,2008-03-31
,,,,,,,,,10142,,,,,,31134,2008-03-31
,,,,,,,,,5998,3994,,1344,,229,31255,2008-03-31
,,,,,,,,,2405,,,,,,31657,2008-03-31
,,,,,,,,,9195,,,,,,31826,2008-03-31
,,,,,,,,,2589,,,,,,31835,2008-03-31
,,,,,,,,,3867,,,,,,32234,2008-03-31
,,,,,,,,,15649,,,,,,32766,2008-03-31
,,,,,,,,,49834,258,,1500,,4568,33147,2008-03-31
,,,,,,,,,11727,20,,1828,,9701,33259,2008-03-31
,,,,,,,,,4196,1675,,1379,,617,33268,2008-03-31
,,,,,,,,,1566,,,,,,33549,2008-03-31
,,,,,,,,,16392,7001,,4957,,0,33727,2008-03-31
,,,,,,,,,1641,,,,,,33754,2008-03-31
,,,,,,,,,6017,0,,242,,0,33839,2008-03-31
,,,,,,,,,2057,,,,,,33857,2008-03-31
,,,,,,,,,21593,10107,,9073,,1903,34153,2008-03-31
,,,,,,,,,858,,,,,,34359,2008-03-31
,,,,,,,,,5424,0,,1211,,28,34425,2008-03-31
,,,,,,,,,8097,,,,,,34434,2008-03-31
,,,,,,,,,2175,,,,,,34452,2008-03-31
,,,,,,,,,64287,4,,9999,,10493,34537,2008-03-31
,,,,,,,,,15641,,,,,,34555,2008-03-31
,,,,,,,,,5216,5,,2070,,229,34742,2008-03-31
,,,,,,,,,1082,,,,,,34836,2008-03-31
,,,,,,,,,812,,,,,,34863,2008-03-31
,,,,,,,,,3225,,,,,,35057,2008-03-31
,,,,,,,,,11217,0,,3433,,295,35244,2008-03-31
19755178,182124,,1730942,17539581,,0,282515,20016,476870,174174,0,165,282515,20016,35301,2008-03-31
,,,,,,,,,24902,0,,8481,,88,35570,2008-03-31
,,,,,,,,,6716,,,,,,35646,2008-03-31
,,,,,,,,,3831,,,,,,35842,2008-03-31
,,,,,,,,,611,,,,,,35936,2008-03-31
,,,,,,,,,23087,16993,,2877,,0,36054,2008-03-31
