RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,,,,,,,37,2015-12-31
,,,,,,,,,,,,,,,242,2015-12-31
,,,,,,,,,,,,,,,279,2015-12-31
,,,,,,,,,,,,,,,354,2015-12-31
,,,,,,,,,,,,,,,457,2015-12-31
,,,,,,,,,46193,0,,1237,,44778,505,2015-12-31
,,,,,,,,,,,,,,,1155,2015-12-31
,,,,,,,,,,,,,,,1351,2015-12-31
,,,,,,,,,282077,3331,,7238,,270464,1454,2015-12-31
,,,,,,,,,,,,,,,1557,2015-12-31
,,,,,,,,,,,,,,,1669,2015-12-31
,,,,,,,,,8975,2030,,2003,,2919,1829,2015-12-31
,,,,,,,,,,,,,,,1856,2015-12-31
,,,,,,,,,,,,,,,2040,2015-12-31
,,,,,,,,,,,,,,,2161,2015-12-31
,,,,,,,,,9863,0,,2824,,0,2376,2015-12-31
,,,,,,,,,,,,,,,2554,2015-12-31
,,,,,,,,,107911,0,,2843,,91088,2732,2015-12-31
,,,,,,,,,,,,,,,2750,2015-12-31
,,,,,,,,,87709,179,,7133,,79122,3177,2015-12-31
,,,,,,,,,,,,,,,3252,2015-12-31
,,,,,,,,,,,,,,,3458,2015-12-31
,,,,,,,,,,,,,,,3720,2015-12-31
,,,,,,,,,69100,3123,,4618,,42927,3971,2015-12-31
,,,,,,,,,,,,,,,4156,2015-12-31
,,,,,,,,,,,,,,,4231,2015-12-31
,,,,,,,,,,,,,,,4437,2015-12-31
,,,,,,,,,12488,718,,1622,,2833,4839,2015-12-31
,,,,,,,,,38243,1684,,208,,34725,5069,2015-12-31
,,,,,,,,,68577,0,,4248,,63775,5135,2015-12-31
,,,,,,,,,18757,6708,,6746,,2343,5210,2015-12-31
,,,,,,,,,50023,4404,,8888,,31927,5461,2015-12-31
,,,,,,,,,,,,,,,5751,2015-12-31
,,,,,,,,,,,,,,,6039,2015-12-31
,,,,,,,,,,,,,,,6141,2015-12-31
,,,,,,,,,31290,31,,6961,,10329,6329,2015-12-31
,,,,,,,,,11027,280,,15,,25,7009,2015-12-31
,,,,,,,,,,,,,,,7045,2015-12-31
,,,,,,,,,,,,,,,7072,2015-12-31
,,,,,,,,,,,,,,,7157,2015-12-31
,,,,,,,,,,,,,,,7456,2015-12-31
,,,,,,,,,,,,,,,7634,2015-12-31
,,,,,,,,,,,,,,,8033,2015-12-31
,,,,,,,,,,,,,,,8462,2015-12-31
,,,,,,,,,,,,,,,8631,2015-12-31
,,,,,,,,,8191,6049,,319,,1063,9357,2015-12-31
,,,,,,,,,,,,,,,9553,2015-12-31
,,,,,,,,,49201,8119,,5191,,26857,9807,2015-12-31
,,,,,,,,,,,,,,,9955,2015-12-31
,,,,,,,,,29524,4444,,1594,,12500,10250,2015-12-31
,,,,,,,,,20294,56,,1472,,8910,10849,2015-12-31
,,,,,,,,,,,,,,,11145,2015-12-31
,,,,,,,,,85752,7956,,5727,,69563,11275,2015-12-31
,,,,,,,,,9353,584,,3123,,960,11640,2015-12-31
,,,,,,,,,,,,,,,11837,2015-12-31
,,,,,,,,,39634,0,,4952,,18404,12030,2015-12-31
,,,,,,,,,,,,,,,12142,2015-12-31
,,,,,,,,,,,,,,,12179,2015-12-31
850017,617660,,0,2713,,0,84265,145379,850017,264534,2713,353126,84265,145379,12311,2015-12-31
,,,,,,,,,,,,,,,12647,2015-12-31
,,,,,,,,,590,106,,216,,5,12656,2015-12-31
,,,,,,,,,,,,,,,12937,2015-12-31
,,,,,,,,,19158,11449,,5712,,6,12946,2015-12-31
,,,,,,,,,,,,,,,12955,2015-12-31
,,,,,,,,,30692,0,,3243,,10959,13103,2015-12-31
,,,,,,,,,,,,,,,13251,2015-12-31
,,,,,,,,,,,,,,,13457,2015-12-31
,,,,,,,,,,,,,,,14052,2015-12-31
,,,,,,,,,,,,,,,14155,2015-12-31
,,,,,,,,,,,,,,,14650,2015-12-31
,,,,,,,,,,,,,,,14753,2015-12-31
,,,,,,,,,31220,3571,,2273,,16734,14865,2015-12-31
,,,,,,,,,,,,,,,14977,2015-12-31
,,,,,,,,,11754,0,,2849,,0,16551,2015-12-31
,,,,,,,,,,,,,,,16748,2015-12-31
,,,,,,,,,,,,,,,17110,2015-12-31
