RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1906,,,,,,37,2004-06-30
,,,,,,,,,664,,,,,,242,2004-06-30
,,,,,,,,,1925,,,,,,279,2004-06-30
,,,,,,,,,141,,,,,,354,2004-06-30
,,,,,,,,,6897,,,,,,439,2004-06-30
,,,,,,,,,937,,,,,,457,2004-06-30
,,,,,,,,,9146,,,,,,505,2004-06-30
,,,,,,,,,15917,3574,0,1973,3608,6762,1146,2004-06-30
,,,,,,,,,4767,,,,,,1155,2004-06-30
,,,,,,,,,1902,,,,,,1351,2004-06-30
,,,,,,,,,20717,5941,0,4469,1172,9135,1454,2004-06-30
,,,,,,,,,805,,,,,,1557,2004-06-30
,,,,,,,,,7339,,,,,,1632,2004-06-30
,,,,,,,,,12102,,,,,,1669,2004-06-30
,,,,,,,,,10618,,,,,,1829,2004-06-30
,,,,,,,,,328,,,,,,1856,2004-06-30
,,,,,,,,,5379,,,,,,2040,2004-06-30
,,,,,,,,,16275,,,,,,2161,2004-06-30
,,,,,,,,,6910,0,0,2185,4512,213,2376,2004-06-30
,,,,,,,,,3612,,,,,,2451,2004-06-30
,,,,,,,,,639,,,,,,2554,2004-06-30
,,,,,,,,,20165,3081,0,3851,9725,3508,2732,2004-06-30
,,,,,,,,,1665,,,,,,2750,2004-06-30
,,,,,,,,,11784,,,,,,2938,2004-06-30
,,,,,,,,,3064,,,,,,2956,2004-06-30
,,,,,,,,,6812,,,,,,3252,2004-06-30
,,,,,,,,,4535,,,,,,3458,2004-06-30
,,,,,,,,,32349,16525,34,10541,203,5046,3506,2004-06-30
,,,,,,,,,10028,2330,0,4235,267,3196,3579,2004-06-30
,,,,,,,,,5515,,,,,,3720,2004-06-30
,,,,,,,,,5142,,,,,,3953,2004-06-30
,,,,,,,,,3720,,,,,,4138,2004-06-30
,,,,,,,,,1795,,,,,,4147,2004-06-30
,,,,,,,,,3986,,,,,,4156,2004-06-30
,,,,,,,,,3673,,,,,,4231,2004-06-30
,,,,,,,,,7308,,,,,,4437,2004-06-30
,,,,,,,,,385,,,,,,4745,2004-06-30
,,,,,,,,,4519,,,,,,4839,2004-06-30
,,,,,,,,,5016,0,0,1021,1125,2870,5005,2004-06-30
,,,,,,,,,2390,,,,,,5050,2004-06-30
,,,,,,,,,3899,10,229,124,3523,13,5069,2004-06-30
,,,,,,,,,6287,,,,,,5135,2004-06-30
,,,,,,,,,26851,9326,0,9647,1375,6503,5210,2004-06-30
,,,,,,,,,29698,47,0,6040,16929,6682,5247,2004-06-30
,,,,,,,,,4891,,,,,,5274,2004-06-30
,,,,,,,,,7552,,,,,,5331,2004-06-30
,,,,,,,,,25846,,,,,,5461,2004-06-30
,,,,,,,,,1179,,,,,,5751,2004-06-30
,,,,,,,,,3188,,,,,,6039,2004-06-30
,,,,,,,,,451,,,,,,6057,2004-06-30
,,,,,,,,,3678,,,,,,6141,2004-06-30
,,,,,,,,,11220,,,,,,6329,2004-06-30
,,,,,,,,,55072,2888,0,7318,37802,7064,6972,2004-06-30
,,,,,,,,,9214,0,5000,10,4179,25,7009,2004-06-30
,,,,,,,,,5979,,,,,,7045,2004-06-30
,,,,,,,,,1613,,,,,,7157,2004-06-30
,,,,,,,,,13425,9427,0,2101,1869,28,7166,2004-06-30
,,,,,,,,,1053,,,,,,7456,2004-06-30
,,,,,,,,,1397,,,,,,7634,2004-06-30
,,,,,,,,,2550,,,,,,8033,2004-06-30
,,,,,,,,,45958,0,0,0,35901,10057,8417,2004-06-30
,,,,,,,,,5096,,,,,,8462,2004-06-30
,,,,,,,,,8579,4,0,3277,3969,1329,8547,2004-06-30
,,,,,,,,,1154,,,,,,8631,2004-06-30
,,,,,,,,,23349,11303,0,695,10906,445,9357,2004-06-30
,,,,,,,,,3754,,,,,,9553,2004-06-30
,,,,,,,,,39282,18711,0,4723,6406,9442,9807,2004-06-30
,,,,,,,,,7063,,,,,,9955,2004-06-30
,,,,,,,,,2229,,,,,,10157,2004-06-30
,,,,,,,,,11139,,,,,,10250,2004-06-30
