RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1597,,,,,,37,2008-06-30
,,,,,,,,,1784,,,,,,242,2008-06-30
,,,,,,,,,2508,,,,,,279,2008-06-30
,,,,,,,,,526,,,,,,354,2008-06-30
,,,,,,,,,981,,,,,,457,2008-06-30
,,,,,,,,,5903,13,0,1200,4120,570,505,2008-06-30
,,,,,,,,,7565,,,,,,1155,2008-06-30
,,,,,,,,,2139,,,,,,1351,2008-06-30
,,,,,,,,,58939,20052,0,5852,25980,7055,1454,2008-06-30
,,,,,,,,,1706,,,,,,1557,2008-06-30
,,,,,,,,,13282,10031,0,2390,861,0,1632,2008-06-30
,,,,,,,,,13270,,,,,,1669,2008-06-30
,,,,,,,,,6912,5,0,1671,922,4314,1829,2008-06-30
,,,,,,,,,754,,,,,,1856,2008-06-30
,,,,,,,,,2757,,,,,,2040,2008-06-30
,,,,,,,,,6254,,,,,,2161,2008-06-30
,,,,,,,,,7554,0,0,1963,5366,225,2376,2008-06-30
,,,,,,,,,777,,,,,,2451,2008-06-30
,,,,,,,,,1388,,,,,,2554,2008-06-30
,,,,,,,,,18233,7211,0,3815,3497,3710,2732,2008-06-30
,,,,,,,,,2194,,,,,,2750,2008-06-30
,,,,,,,,,10080,7229,0,2851,0,0,2938,2008-06-30
,,,,,,,,,6268,,,,,,3252,2008-06-30
,,,,,,,,,5123,,,,,,3458,2008-06-30
,,,,,,,,,5292,,,,,,3720,2008-06-30
,,,,,,,,,4248,,,,,,3953,2008-06-30
,,,,,,,,,5279,,,,,,4138,2008-06-30
,,,,,,,,,5240,,,,,,4156,2008-06-30
,,,,,,,,,3080,,,,,,4231,2008-06-30
,,,,,,,,,5707,,,,,,4437,2008-06-30
,,,,,,,,,8017,,,,,,4839,2008-06-30
,,,,,,,,,4878,0,0,1276,3571,31,5005,2008-06-30
,,,,,,,,,2111,0,63,184,1760,104,5069,2008-06-30
,,,,,,,,,8458,0,0,2495,5745,218,5135,2008-06-30
,,,,,,,,,21457,13182,0,6359,1674,242,5210,2008-06-30
,,,,,,,,,9249,1124,0,1439,6384,302,5331,2008-06-30
,,,,,,,,,15066,8766,0,5948,205,147,5461,2008-06-30
,,,,,,,,,1732,,,,,,5751,2008-06-30
,,,,,,,,,10063,,,,,,6039,2008-06-30
,,,,,,,,,3035,,,,,,6141,2008-06-30
,,,,,,,,,13296,197,0,5788,7263,48,6329,2008-06-30
,,,,,,,,,24773,17847,0,6777,21,128,6972,2008-06-30
,,,,,,,,,15376,0,2000,15,13336,25,7009,2008-06-30
,,,,,,,,,5558,,,,,,7045,2008-06-30
,,,,,,,,,946,,,,,,7157,2008-06-30
,,,,,,,,,1094,,,,,,7456,2008-06-30
,,,,,,,,,1295,,,,,,7634,2008-06-30
,,,,,,,,,3949,,,,,,8033,2008-06-30
,,,,,,,,,8057,,,,,,8462,2008-06-30
,,,,,,,,,2211,,,,,,8631,2008-06-30
,,,,,,,,,19965,17449,0,635,1618,263,9357,2008-06-30
,,,,,,,,,8349,,,,,,9553,2008-06-30
,,,,,,,,,64541,19843,0,5987,37424,1287,9807,2008-06-30
,,,,,,,,,9485,,,,,,9955,2008-06-30
,,,,,,,,,3182,,,,,,10157,2008-06-30
,,,,,,,,,11741,6315,0,1258,4168,0,10250,2008-06-30
,,,,,,,,,12601,452,0,1368,7716,3065,10849,2008-06-30
,,,,,,,,,15115,6307,0,1955,5957,896,10858,2008-06-30
,,,,,,,,,5698,,,,,,11145,2008-06-30
,,,,,,,,,21791,,,,,,11640,2008-06-30
,,,,,,,,,2780,,,,,,11837,2008-06-30
,,,,,,,,,8070,14,0,2659,5059,338,12030,2008-06-30
,,,,,,,,,5610,,,,,,12058,2008-06-30
,,,,,,,,,7790,,,,,,12142,2008-06-30
,,,,,,,,,2459,,,,,,12245,2008-06-30
1352065,904733,,0,885,,0,444893,1554,1352065,615901,885,288832,444893,1554,12311,2008-06-30
,,,,,,,,,2906,,,,,,12647,2008-06-30
,,,,,,,,,592,0,0,181,400,11,12656,2008-06-30
,,,,,,,,,11144,,,,,,12937,2008-06-30
,,,,,,,,,12644,6262,0,4076,2205,101,12946,2008-06-30
,,,,,,,,,3279,,,,,,12955,2008-06-30
,,,,,,,,,4853,,,,,,13037,2008-06-30
,,,,,,,,,20844,0,0,2421,16751,1672,13103,2008-06-30
,,,,,,,,,3619,,,,,,13251,2008-06-30
,,,,,,,,,409,,,,,,13457,2008-06-30
,,,,,,,,,3837,,,,,,14052,2008-06-30
,,,,,,,,,3816,,,,,,14155,2008-06-30
,,,,,,,,,24593,10246,0,4798,498,9051,14258,2008-06-30
,,,,,,,,,3583,,,,,,14454,2008-06-30
,,,,,,,,,4481,,,,,,14650,2008-06-30
,,,,,,,,,1691,,,,,,14753,2008-06-30
,,,,,,,,,5540,,,,,,14865,2008-06-30
,,,,,,,,,15733,,,,,,14977,2008-06-30
,,,,,,,,,87282,30472,694,15318,17746,23052,15536,2008-06-30
,,,,,,,,,11165,0,0,4809,6356,0,16337,2008-06-30
,,,,,,,,,5976,,,,,,16458,2008-06-30
,,,,,,,,,5148,,,,,,16551,2008-06-30
,,,,,,,,,1898,,,,,,16748,2008-06-30
,,,,,,,,,2438,,,,,,16944,2008-06-30
,,,,,,,,,2283,,,,,,16953,2008-06-30
,,,,,,,,,11360,,,,,,17110,2008-06-30
,,,,,,,,,49741,0,0,14861,32068,2812,17147,2008-06-30
,,,,,,,,,1401,,,,,,17259,2008-06-30
,,,,,,,,,63914,45163,0,12031,4021,2699,17464,2008-06-30
,,,,,,,,,4032,,,,,,17839,2008-06-30
,,,,,,,,,4631,,,,,,17950,2008-06-30
,,,,,,,,,9622,,,,,,18050,2008-06-30
,,,,,,,,,9895,,,,,,18135,2008-06-30
,,,,,,,,,6281,,,,,,18377,2008-06-30
,,,,,,,,,21256,0,0,1552,12017,7687,18827,2008-06-30
,,,,,,,,,3692,,,,,,18836,2008-06-30
,,,,,,,,,5029,,,,,,18854,2008-06-30
,,,,,,,,,1811,,,,,,18957,2008-06-30
,,,,,,,,,4271,,,,,,19356,2008-06-30
,,,,,,,,,78785,33230,0,40051,4346,1158,19730,2008-06-30
,,,,,,,,,12341,,,,,,19936,2008-06-30
,,,,,,,,,8064,,,,,,19972,2008-06-30
,,,,,,,,,6599,,,,,,20053,2008-06-30
,,,,,,,,,2224,,,,,,20147,2008-06-30
,,,,,,,,,3852,,,,,,20259,2008-06-30
,,,,,,,,,7928,,,,,,20370,2008-06-30
,,,,,,,,,2118,,,,,,20512,2008-06-30
,,,,,,,,,11698,,,,,,20633,2008-06-30
,,,,,,,,,6209,,,,,,20839,2008-06-30
,,,,,,,,,8202,,,,,,20857,2008-06-30
,,,,,,,,,5189,,,,,,20866,2008-06-30
,,,,,,,,,1760,,,,,,21256,2008-06-30
,,,,,,,,,610,,,,,,21359,2008-06-30
,,,,,,,,,3277,,,,,,21630,2008-06-30
,,,,,,,,,2456,,,,,,21658,2008-06-30
,,,,,,,,,5263,,,,,,22048,2008-06-30
,,,,,,,,,10214,8,0,2447,7759,0,22235,2008-06-30
,,,,,,,,,8816,,,,,,22356,2008-06-30
,,,,,,,,,3201,,,,,,22459,2008-06-30
,,,,,,,,,2610,,,,,,22543,2008-06-30
,,,,,,,,,1257,,,,,,22552,2008-06-30
,,,,,,,,,7092,,,,,,22730,2008-06-30
,,,,,,,,,8567,,,,,,22936,2008-06-30
,,,,,,,,,4099,,,,,,22954,2008-06-30
,,,,,,,,,13716,5944,0,2991,4781,0,23036,2008-06-30
,,,,,,,,,1721,,,,,,23045,2008-06-30
,,,,,,,,,96858,18858,0,31000,44951,2049,23241,2008-06-30
,,,,,,,,,1768,,,,,,23456,2008-06-30
,,,,,,,,,30055,20266,0,7580,1053,1156,23504,2008-06-30
,,,,,,,,,3365,,,,,,23540,2008-06-30
,,,,,,,,,8684,,,,,,23643,2008-06-30
,,,,,,,,,4965,,,,,,23755,2008-06-30
,,,,,,,,,25470,0,0,3516,21490,464,23812,2008-06-30
,,,,,,,,,29522,9318,0,2671,12190,5343,24006,2008-06-30
,,,,,,,,,36557,,,,,,24453,2008-06-30
,,,,,,,,,1590,,,,,,24659,2008-06-30
,,,,,,,,,24196,,,,,,24668,2008-06-30
,,,,,,,,,3444,,,,,,24855,2008-06-30
,,,,,,,,,19658,0,0,5132,14445,81,24949,2008-06-30
,,,,,,,,,7850,,,,,,25357,2008-06-30
,,,,,,,,,3315,,,,,,25647,2008-06-30
,,,,,,,,,1030,,,,,,26149,2008-06-30
,,,,,,,,,9775,0,0,2585,6876,314,26242,2008-06-30
,,,,,,,,,370,,,,,,26457,2008-06-30
,,,,,,,,,5853,,,,,,26765,2008-06-30
,,,,,,,,,19325,0,0,3745,15022,558,26859,2008-06-30
,,,,,,,,,8833,4,0,2624,6141,64,26916,2008-06-30
,,,,,,,,,12923,12,0,2986,9854,71,27548,2008-06-30
,,,,,,,,,8364,,,,,,27614,2008-06-30
,,,,,,,,,17909,0,0,3406,13890,613,27847,2008-06-30
,,,,,,,,,5754,,,,,,28152,2008-06-30
,,,,,,,,,28287,,,,,,28255,2008-06-30
,,,,,,,,,3373,,,,,,28349,2008-06-30
,,,,,,,,,6524,11,0,1833,4035,645,28406,2008-06-30
,,,,,,,,,1931,,,,,,28572,2008-06-30
,,,,,,,,,1310,,,,,,28732,2008-06-30
,,,,,,,,,16157,13469,0,2101,340,247,29104,2008-06-30
,,,,,,,,,3378,,,,,,29252,2008-06-30
,,,,,,,,,35552,127,0,7505,27920,0,29636,2008-06-30
,,,,,,,,,4573,,,,,,29850,2008-06-30
,,,,,,,,,3046,,,,,,29944,2008-06-30
,,,,,,,,,2129,,,,,,29953,2008-06-30
,,,,,,,,,1726,,,,,,30052,2008-06-30
,,,,,,,,,2692,,,,,,30155,2008-06-30
,,,,,,,,,11956,8127,0,2533,1252,44,30258,2008-06-30
,,,,,,,,,2898,0,0,0,2894,4,30418,2008-06-30
,,,,,,,,,17788,10905,126,5726,814,217,30502,2008-06-30
,,,,,,,,,6902,,,,,,30650,2008-06-30
6053706,325621,,59769,126749,,0,5541067,500,5867188,325088,0,533,5541067,500,30810,2008-06-30
,,,,,,,,,8705,,,,,,30856,2008-06-30
,,,,,,,,,8316,,,,,,31134,2008-06-30
,,,,,,,,,8821,5956,0,1189,1520,156,31255,2008-06-30
,,,,,,,,,3863,,,,,,31657,2008-06-30
,,,,,,,,,9397,,,,,,31826,2008-06-30
,,,,,,,,,4675,,,,,,31835,2008-06-30
,,,,,,,,,4516,,,,,,32234,2008-06-30
,,,,,,,,,16792,,,,,,32766,2008-06-30
,,,,,,,,,8889,2691,0,1816,210,4172,33147,2008-06-30
,,,,,,,,,14471,65,0,1956,121,12329,33259,2008-06-30
,,,,,,,,,3860,1417,0,1166,530,747,33268,2008-06-30
,,,,,,,,,2376,,,,,,33549,2008-06-30
,,,,,,,,,17076,7805,38,4823,4410,0,33727,2008-06-30
,,,,,,,,,2277,,,,,,33754,2008-06-30
,,,,,,,,,6413,0,0,251,6162,0,33839,2008-06-30
,,,,,,,,,3150,,,,,,33857,2008-06-30
,,,,,,,,,33921,18357,0,9076,656,5832,34153,2008-06-30
,,,,,,,,,493,,,,,,34359,2008-06-30
,,,,,,,,,5505,37,0,1253,4176,39,34425,2008-06-30
,,,,,,,,,7577,,,,,,34434,2008-06-30
,,,,,,,,,1979,,,,,,34452,2008-06-30
,,,,,,,,,45495,3,0,8584,36890,18,34537,2008-06-30
,,,,,,,,,12587,,,,,,34555,2008-06-30
,,,,,,,,,6902,2,0,1417,4745,738,34742,2008-06-30
,,,,,,,,,974,,,,,,34836,2008-06-30
,,,,,,,,,1016,,,,,,34863,2008-06-30
,,,,,,,,,3880,,,,,,35057,2008-06-30
,,,,,,,,,15819,0,0,3091,12459,269,35244,2008-06-30
25194090,185335,,7352389,16978417,,0,240728,437221,858295,180210,0,136,240728,437221,35301,2008-06-30
,,,,,,,,,21493,0,0,8656,12837,0,35570,2008-06-30
,,,,,,,,,6920,,,,,,35646,2008-06-30
,,,,,,,,,2466,,,,,,35842,2008-06-30
,,,,,,,,,1229,,,,,,35936,2008-06-30
,,,,,,,,,20751,4883,0,2850,12980,38,36054,2008-06-30
,,,,,,,,,13344,29,0,2906,7488,2921,36344,2008-06-30
,,,,,,,,,5600,,,,,,36456,2008-06-30
,,,,,,,,,8513,,,,,,36858,2008-06-30
,,,,,,,,,3507,,,,,,36933,2008-06-30
,,,,,,,,,1009,,,,,,37051,2008-06-30
,,,,,,,,,720,,,,,,37341,2008-06-30
,,,,,,,,,2247,,,,,,37350,2008-06-30
,,,,,,,,,6600,,,,,,37378,2008-06-30
,,,,,,,,,32092,13,0,7471,11456,13152,37435,2008-06-30
,,,,,,,,,45766,757,0,7410,37125,474,37640,2008-06-30
,,,,,,,,,1819,,,,,,37659,2008-06-30
,,,,,,,,,1708,,,,,,37743,2008-06-30
,,,,,,,,,3793,,,,,,37949,2008-06-30
,,,,,,,,,6504,3383,0,1664,190,1267,38526,2008-06-30
,,,,,,,,,11031,1959,0,0,4778,4294,38535,2008-06-30
,,,,,,,,,4774,,,,,,38740,2008-06-30
,,,,,,,,,21184,7100,0,6233,6941,910,39327,2008-06-30
,,,,,,,,,28755,14146,0,11374,1397,1838,39420,2008-06-30
,,,,,,,,,58500,26511,0,15206,8230,8553,39475,2008-06-30
,,,,,,,,,7907,,,,,,39756,2008-06-30
,,,,,,,,,3644,,,,,,40033,2008-06-30
,,,,,,,,,1633,,,,,,40350,2008-06-30
,,,,,,,,,25989,,,,,,40707,2008-06-30
,,,,,,,,,1438,,,,,,40855,2008-06-30
,,,,,,,,,1269,,,,,,41245,2008-06-30
,,,,,,,,,2457,,,,,,41553,2008-06-30
,,,,,,,,,14792,,,,,,41629,2008-06-30
,,,,,,,,,18349,12283,0,4303,1596,167,41647,2008-06-30
,,,,,,,,,2636,,,,,,41759,2008-06-30
,,,,,,,,,9098,,,,,,41825,2008-06-30
,,,,,,,,,2043,,,,,,41937,2008-06-30
,,,,,,,,,942,,,,,,41955,2008-06-30
