RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,11080,,,,,,37,2012-12-31
,,,,,,,,,3764,,,,,,242,2012-12-31
,,,,,,,,,7697,,,,,,279,2012-12-31
,,,,,,,,,640,,,,,,354,2012-12-31
,,,,,,,,,2409,,,,,,457,2012-12-31
,,,,,,,,,60454,0,,1130,,59058,505,2012-12-31
,,,,,,,,,45098,,,,,,1155,2012-12-31
,,,,,,,,,3558,,,,,,1351,2012-12-31
,,,,,,,,,94134,13363,,7595,,68593,1454,2012-12-31
,,,,,,,,,6722,,,,,,1557,2012-12-31
,,,,,,,,,36608,,,,,,1669,2012-12-31
,,,,,,,,,60185,2711,,2071,,46851,1829,2012-12-31
,,,,,,,,,40663,,,,,,1856,2012-12-31
,,,,,,,,,9102,,,,,,2040,2012-12-31
,,,,,,,,,15402,,,,,,2161,2012-12-31
,,,,,,,,,10001,0,,2900,,5695,2376,2012-12-31
,,,,,,,,,4444,,,,,,2554,2012-12-31
,,,,,,,,,133095,774,,2976,,115453,2732,2012-12-31
,,,,,,,,,2392,,,,,,2750,2012-12-31
,,,,,,,,,163422,1200,,7304,,154657,3177,2012-12-31
,,,,,,,,,7484,,,,,,3252,2012-12-31
,,,,,,,,,8451,,,,,,3458,2012-12-31
,,,,,,,,,26674,,,,,,3720,2012-12-31
,,,,,,,,,74696,209,,4342,,58,3971,2012-12-31
,,,,,,,,,10569,,,,,,4156,2012-12-31
,,,,,,,,,22211,,,,,,4231,2012-12-31
,,,,,,,,,24242,,,,,,4437,2012-12-31
,,,,,,,,,9332,1287,,1967,,1172,4839,2012-12-31
,,,,,,,,,15582,1172,,1520,,12150,5005,2012-12-31
,,,,,,,,,29644,106,,196,,27298,5069,2012-12-31
,,,,,,,,,74382,0,,3513,,70675,5135,2012-12-31
,,,,,,,,,51385,13274,,5697,,27081,5210,2012-12-31
,,,,,,,,,68108,7481,,6117,,49337,5461,2012-12-31
,,,,,,,,,9948,,,,,,5751,2012-12-31
,,,,,,,,,19697,,,,,,6039,2012-12-31
,,,,,,,,,6778,,,,,,6141,2012-12-31
,,,,,,,,,40949,252,,6861,,26396,6329,2012-12-31
,,,,,,,,,6121,207,,1,,25,7009,2012-12-31
,,,,,,,,,20123,,,,,,7045,2012-12-31
,,,,,,,,,5676,,,,,,7072,2012-12-31
,,,,,,,,,677,,,,,,7157,2012-12-31
,,,,,,,,,9997,,,,,,7456,2012-12-31
,,,,,,,,,12844,,,,,,7634,2012-12-31
,,,,,,,,,14441,,,,,,8033,2012-12-31
,,,,,,,,,50496,,,,,,8462,2012-12-31
,,,,,,,,,11839,,,,,,8631,2012-12-31
,,,,,,,,,18896,12684,,261,,5246,9357,2012-12-31
,,,,,,,,,19982,,,,,,9553,2012-12-31
,,,,,,,,,109183,10147,,5188,,80982,9807,2012-12-31
,,,,,,,,,19455,,,,,,9955,2012-12-31
,,,,,,,,,39929,5409,,1423,,21700,10250,2012-12-31
,,,,,,,,,26833,97,,993,,22351,10849,2012-12-31
,,,,,,,,,44563,12462,,2225,,9909,10858,2012-12-31
,,,,,,,,,9797,,,,,,11145,2012-12-31
,,,,,,,,,73208,10836,,4869,,51071,11275,2012-12-31
,,,,,,,,,12068,108,,3000,,3958,11640,2012-12-31
,,,,,,,,,22700,,,,,,11837,2012-12-31
,,,,,,,,,36359,0,,3197,,29610,12030,2012-12-31
,,,,,,,,,20807,,,,,,12142,2012-12-31
,,,,,,,,,5408,,,,,,12179,2012-12-31
,,,,,,,,,3745,,,,,,12245,2012-12-31
