RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1480,,,,,,37,2003-03-31
,,,,,,,,,1288,,,,,,242,2003-03-31
,,,,,,,,,3170,,,,,,279,2003-03-31
,,,,,,,,,236,,,,,,354,2003-03-31
,,,,,,,,,6979,,,,,,439,2003-03-31
,,,,,,,,,910,,,,,,457,2003-03-31
,,,,,,,,,10502,,,,,,505,2003-03-31
,,,,,,,,,20889,5136,0,1035,6161,8557,1146,2003-03-31
,,,,,,,,,5415,,,,,,1155,2003-03-31
,,,,,,,,,1761,,,,,,1351,2003-03-31
,,,,,,,,,22168,,,,,,1454,2003-03-31
,,,,,,,,,1854,,,,,,1557,2003-03-31
,,,,,,,,,8246,,,,,,1632,2003-03-31
,,,,,,,,,12716,,,,,,1669,2003-03-31
,,,,,,,,,13365,,,,,,1829,2003-03-31
,,,,,,,,,818,,,,,,1856,2003-03-31
,,,,,,,,,3396,,,,,,2040,2003-03-31
,,,,,,,,,11303,,,,,,2161,2003-03-31
,,,,,,,,,9036,0,0,3002,5935,99,2376,2003-03-31
,,,,,,,,,196,,,,,,2451,2003-03-31
,,,,,,,,,756,,,,,,2554,2003-03-31
,,,,,,,,,14024,3280,0,3929,5160,1655,2732,2003-03-31
,,,,,,,,,1036,,,,,,2750,2003-03-31
,,,,,,,,,14166,,,,,,2938,2003-03-31
,,,,,,,,,2896,,,,,,2956,2003-03-31
,,,,,,,,,6343,,,,,,3252,2003-03-31
,,,,,,,,,4301,,,,,,3458,2003-03-31
,,,,,,,,,39126,13953,85,6328,15817,2943,3506,2003-03-31
,,,,,,,,,8115,,,,,,3579,2003-03-31
,,,,,,,,,6347,,,,,,3720,2003-03-31
,,,,,,,,,3431,,,,,,3953,2003-03-31
,,,,,,,,,8482,,,,,,4138,2003-03-31
,,,,,,,,,2022,,,,,,4147,2003-03-31
,,,,,,,,,3278,,,,,,4156,2003-03-31
,,,,,,,,,5033,,,,,,4231,2003-03-31
,,,,,,,,,5754,,,,,,4437,2003-03-31
,,,,,,,,,518,,,,,,4745,2003-03-31
,,,,,,,,,6590,,,,,,4839,2003-03-31
,,,,,,,,,5429,,,,,,5005,2003-03-31
,,,,,,,,,7056,,,,,,5050,2003-03-31
,,,,,,,,,1437,,,,,,5069,2003-03-31
,,,,,,,,,4765,,,,,,5135,2003-03-31
,,,,,,,,,27598,10685,0,7422,6284,3207,5210,2003-03-31
,,,,,,,,,20537,43,0,6616,11328,2550,5247,2003-03-31
,,,,,,,,,9724,,,,,,5274,2003-03-31
,,,,,,,,,9037,,,,,,5331,2003-03-31
,,,,,,,,,21821,,,,,,5461,2003-03-31
,,,,,,,,,1501,,,,,,5751,2003-03-31
,,,,,,,,,70540,36068,131,8864,14605,10872,5939,2003-03-31
,,,,,,,,,3565,,,,,,6039,2003-03-31
,,,,,,,,,655,,,,,,6057,2003-03-31
,,,,,,,,,2767,,,,,,6141,2003-03-31
,,,,,,,,,9384,,,,,,6329,2003-03-31
,,,,,,,,,47111,3310,0,6870,31022,5909,6972,2003-03-31
,,,,,,,,,8935,1,5000,10,3899,25,7009,2003-03-31
,,,,,,,,,4640,,,,,,7045,2003-03-31
,,,,,,,,,2301,,,,,,7157,2003-03-31
,,,,,,,,,12169,9551,0,2157,434,27,7166,2003-03-31
,,,,,,,,,1186,,,,,,7456,2003-03-31
,,,,,,,,,2166,,,,,,7634,2003-03-31
,,,,,,,,,2996,,,,,,8033,2003-03-31
,,,,,,,,,1055689,0,0,0,987789,67900,8417,2003-03-31
,,,,,,,,,4489,,,,,,8462,2003-03-31
,,,,,,,,,16004,36,0,3012,8520,4436,8547,2003-03-31
,,,,,,,,,2400,,,,,,8631,2003-03-31
,,,,,,,,,85935,64328,0,13717,4123,3767,9115,2003-03-31
,,,,,,,,,20928,,,,,,9160,2003-03-31
,,,,,,,,,27759,19087,0,2498,1139,5035,9357,2003-03-31
,,,,,,,,,3230,,,,,,9553,2003-03-31
,,,,,,,,,111671,21067,0,3994,77240,9370,9807,2003-03-31
,,,,,,,,,7551,,,,,,9955,2003-03-31
,,,,,,,,,2843,,,,,,10157,2003-03-31
,,,,,,,,,11958,,,,,,10250,2003-03-31
,,,,,,,,,17734,,,,,,10849,2003-03-31
,,,,,,,,,10889,1125,0,1723,7681,360,10858,2003-03-31
,,,,,,,,,8287,,,,,,11145,2003-03-31
,,,,,,,,,35287,,,,,,11640,2003-03-31
,,,,,,,,,2713,,,,,,11837,2003-03-31
,,,,,,,,,5960,,,,,,12030,2003-03-31
,,,,,,,,,5449,,,,,,12058,2003-03-31
,,,,,,,,,11169,,,,,,12142,2003-03-31
,,,,,,,,,2806,,,,,,12245,2003-03-31
892253,767861,,0,0,,0,90538,33854,892253,602272,0,165589,90538,33854,12311,2003-03-31
,,,,,,,,,3594,,,,,,12357,2003-03-31
,,,,,,,,,4553,,,,,,12647,2003-03-31
,,,,,,,,,699,,,,,,12656,2003-03-31
,,,,,,,,,8592,,,,,,12937,2003-03-31
,,,,,,,,,7646,3318,0,3863,338,127,12946,2003-03-31
,,,,,,,,,2993,,,,,,12955,2003-03-31
,,,,,,,,,3584,,,,,,13037,2003-03-31
,,,,,,,,,18361,0,0,2028,16102,231,13103,2003-03-31
,,,,,,,,,1968,,,,,,13251,2003-03-31
,,,,,,,,,43119,4129,0,13084,976,24930,13309,2003-03-31
,,,,,,,,,303,,,,,,13457,2003-03-31
,,,,,,,,,4606,,,,,,14052,2003-03-31
,,,,,,,,,2480,,,,,,14155,2003-03-31
,,,,,,,,,18016,7915,0,3456,1082,5563,14258,2003-03-31
184532,100527,,0,4798,,0,79207,0,184532,3838,4798,96689,79207,0,14409,2003-03-31
,,,,,,,,,674,,,,,,14454,2003-03-31
