RCFD0010,RCFD0022,RCFD0070,RCFD0073,RCFD0074,RCFD0082,RCFD0083,RCFD0085,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,IDRSSD,RCON9999
,,,,,,,,,1658,,,,,,37,2007-09-30
,,,,,,,,,775,,,,,,242,2007-09-30
,,,,,,,,,3150,,,,,,279,2007-09-30
,,,,,,,,,233,,,,,,354,2007-09-30
,,,,,,,,,1402,,,,,,457,2007-09-30
,,,,,,,,,6775,10,0,1334,4948,483,505,2007-09-30
,,,,,,,,,15547,,,,,,1155,2007-09-30
,,,,,,,,,2348,,,,,,1351,2007-09-30
,,,,,,,,,24381,10546,0,5876,950,7009,1454,2007-09-30
,,,,,,,,,1683,,,,,,1557,2007-09-30
,,,,,,,,,10924,5705,0,2570,2649,0,1632,2007-09-30
,,,,,,,,,11860,,,,,,1669,2007-09-30
,,,,,,,,,6336,0,0,1792,1971,2573,1829,2007-09-30
,,,,,,,,,1478,,,,,,1856,2007-09-30
,,,,,,,,,3211,,,,,,2040,2007-09-30
,,,,,,,,,7065,,,,,,2161,2007-09-30
,,,,,,,,,31810,0,0,1775,29986,49,2376,2007-09-30
,,,,,,,,,404,,,,,,2451,2007-09-30
,,,,,,,,,610,,,,,,2554,2007-09-30
,,,,,,,,,13072,2463,0,3066,1995,5548,2732,2007-09-30
,,,,,,,,,1220,,,,,,2750,2007-09-30
,,,,,,,,,14683,6886,0,2017,5780,0,2938,2007-09-30
,,,,,,,,,4572,,,,,,3252,2007-09-30
,,,,,,,,,4443,,,,,,3458,2007-09-30
,,,,,,,,,4161,,,,,,3720,2007-09-30
,,,,,,,,,3919,,,,,,3953,2007-09-30
,,,,,,,,,7617,,,,,,4138,2007-09-30
,,,,,,,,,2349,,,,,,4156,2007-09-30
,,,,,,,,,1253,,,,,,4231,2007-09-30
,,,,,,,,,5147,,,,,,4437,2007-09-30
,,,,,,,,,5854,,,,,,4839,2007-09-30
,,,,,,,,,7891,0,0,1348,6540,3,5005,2007-09-30
,,,,,,,,,2029,0,63,181,1781,4,5069,2007-09-30
,,,,,,,,,8598,,,2570,,212,5135,2007-09-30
,,,,,,,,,18744,9931,0,7262,1146,405,5210,2007-09-30
,,,,,,,,,5074,997,0,1693,1939,445,5331,2007-09-30
,,,,,,,,,16662,10547,0,5665,200,250,5461,2007-09-30
,,,,,,,,,1054,,,,,,5751,2007-09-30
,,,,,,,,,10128,,,,,,6039,2007-09-30
,,,,,,,,,220,,,,,,6057,2007-09-30
,,,,,,,,,1482,,,,,,6141,2007-09-30
,,,,,,,,,13313,318,0,6230,6717,48,6329,2007-09-30
,,,,,,,,,17246,10467,0,5662,1092,25,6972,2007-09-30
,,,,,,,,,12066,65,2000,10,9966,25,7009,2007-09-30
