RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
5695,0,2802,6138,0,13489,0,0,0,0,0,0,51631,0,603,14383,3405,29053,2499,4307,15602,8887,0,0,4690,10912,7672,5778,2042,6845,2194,3301,10687,51028,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2009-12-31
3214,0,327,4569,0,9075,0,0,0,0,0,0,16278,0,1767,2714,1277,7026,3324,1536,4830,1909,0,0,1369,3461,1598,598,101,1808,655,150,8748,14511,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2009-12-31
12797,0,0,4890,0,17328,0,0,0,0,0,0,81168,0,0,29131,0,37122,2118,12665,24632,20516,0,0,9010,15622,11249,1241,6880,13636,8253,362,17328,81168,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2009-12-31
707,0,58,1883,0,1883,0,0,0,0,0,0,5358,0,1541,703,486,2963,986,0,2963,703,0,0,1104,1859,0,0,603,100,0,0,1825,3817,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2009-12-31
3118,0,318,3482,0,5513,0,0,0,0,0,0,23196,0,1463,2816,505,10758,6504,1332,8679,2607,0,0,2343,6336,1703,376,513,2094,209,0,5195,21733,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2009-12-31
102543,3,2428,13593,0,21187,0,0,715,0,1202,0,267877,0,66923,27614,52244,50984,86736,8955,42985,23786,715,486,15686,27299,7539,460,9499,14287,3679,149,18756,200837,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2009-12-31
358,9,985,38461,0,89768,0,0,0,0,0,0,105456,0,13004,36280,11849,53488,15330,13742,32628,23333,0,0,26674,15502,9109,2203,17121,11448,5845,1866,88718,91952,56,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2009-12-31
3753,30,6195,12497,0,23692,0,0,0,0,0,0,95285,0,5197,28996,9329,43596,18940,8182,36175,25578,0,0,11457,24718,7422,0,7429,18149,3417,0,17467,90088,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2009-12-31
1171,69,6519,94574,0,184256,0,0,0,0,0,0,229600,5,16757,55737,17304,53958,118734,21071,40222,27113,0,0,21141,21349,7819,3649,35636,12909,4283,2909,177668,212838,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2009-12-31
3164,2,935,8443,0,13277,0,0,0,0,0,0,24949,0,2784,8765,1709,11348,1672,1965,8859,7678,0,0,3138,5721,2014,475,3878,3800,1087,0,12340,21115,0,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2009-12-31
7991,43,1581,25024,0,54529,0,0,75119,45331,120450,0,593483,0,27655,158086,22998,197456,229949,36607,146823,130729,45164,25000,60333,86490,46995,3638,79326,51403,22187,5170,52905,565828,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2009-12-31
13808,28,14589,26916,0,73200,0,0,0,0,0,0,128870,0,3013,32546,16800,54862,27654,12808,44491,27061,0,0,22133,23554,5353,3822,15699,11608,4099,1140,58520,125817,63,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2009-12-31
40058,35,106,68490,0,86829,0,0,1708,0,3059,0,242259,0,4112,37390,3580,92332,72478,23971,48669,19772,16,679,20276,28393,28266,15397,9348,10424,10178,7440,86688,237568,0,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2009-12-31
1201,0,491,1872,0,3541,0,0,98381,0,98381,0,122095,0,13481,15863,13972,101968,3062,7,3069,15371,22839,0,6201,19707,35459,40600,14025,1346,491,0,3050,108614,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2009-12-31
9978,16,11814,13535,0,44878,0,0,43069,0,50815,0,128953,0,2828,15898,3638,71641,31436,8998,24963,9581,11491,7021,12117,12846,25524,21153,1017,8564,4489,1827,33048,125143,0,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2009-12-31
16334,0,9666,21297,0,49119,0,0,0,0,0,0,60787,0,10663,23669,12579,18027,2757,7644,16529,22939,0,0,8150,8379,1127,371,11756,11183,730,0,39453,50124,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2009-12-31
240688,0,1433,13256,0,26706,0,0,0,0,0,0,1197784,0,5582,240345,4725,445169,271583,73903,378889,204927,0,0,165936,212954,61887,4391,99826,105102,32688,2730,25273,1192202,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2009-12-31
1501,0,263,3158,0,4086,0,0,13152,0,13152,0,29821,0,1314,2945,263,22071,3304,653,13127,2524,4941,0,6608,6519,1748,7196,833,1691,421,0,3823,25241,0,3266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2009-12-31
646,0,217,40,0,4346,0,0,0,0,0,0,4865,0,1763,1553,250,2577,88,88,2166,1353,0,0,574,1592,401,10,100,1253,200,0,4129,3102,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2009-12-31
33218,6,9474,76224,0,116771,0,0,21270,0,21270,0,333743,0,25761,174590,34235,76542,49393,12404,55691,166610,16180,0,37654,29242,9336,310,107037,62634,4919,0,107291,307982,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2009-12-31
6473,0,783,2939,0,8385,0,0,131,949,1080,0,35767,0,8784,13924,8145,14384,986,1908,9889,11466,0,949,3031,7212,3884,257,2183,9283,2356,102,7602,26556,0,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2009-12-31
18822,111,2237,31181,0,36869,0,0,4851,56605,61456,0,483579,0,62122,138571,41397,84849,241337,21155,76917,124159,4693,31402,31081,45836,5914,2018,43474,80685,11662,2750,34521,421457,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2009-12-31
9795,41,343,13018,0,60118,0,0,207,5677,5884,0,70264,0,6123,33149,1824,16488,10832,5391,13279,30743,207,5430,3859,9420,2725,484,19538,11205,1470,935,59734,63527,0,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2009-12-31
1175,3,1964,2857,0,8102,0,0,0,0,0,0,15006,0,2049,4831,2991,7437,1564,627,6225,4060,0,0,1372,4853,1047,165,795,3265,771,0,6135,12957,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2009-12-31
20344,0,16566,14624,0,59653,0,0,0,0,0,0,94850,0,4769,31402,14764,40110,2993,8472,35050,30579,0,0,15890,19160,5060,0,12207,18372,823,0,43087,90081,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2009-12-31
5579,43,643,22654,0,30650,0,0,0,0,1983,0,73404,0,4166,21436,0,17118,29270,334,15550,18399,0,1734,6177,9373,1437,131,7886,10513,1478,1559,29964,69238,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953,2009-12-31
24541,10,2310,25857,0,39727,0,0,0,0,0,0,128213,0,5186,44621,6811,40549,18502,11664,36486,39636,0,0,10221,26615,3712,1,11349,28288,4885,100,37407,123027,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4138,2009-12-31
9329,0,19477,19414,0,56196,0,0,2928,0,11023,0,104218,0,11783,34092,23858,45738,15058,6749,33355,30709,959,8095,10016,23339,8012,4371,14871,15838,2531,852,36719,91183,0,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4156,2009-12-31
7658,20,11313,14801,0,29142,0,0,0,5425,5425,0,83467,0,372,38644,8446,32718,4447,18486,22467,27138,0,5425,4610,17857,8688,1563,7575,20008,9603,1457,17809,83095,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231,2009-12-31
52190,0,2901,16083,0,46432,0,0,2046,6636,8682,0,171761,0,12213,51204,5288,49499,18868,11450,33352,37610,2046,6064,21073,22630,4794,1002,19122,28379,2893,810,43531,159084,0,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4437,2009-12-31
25420,11,17,35172,0,52563,0,0,21490,0,21490,0,197499,0,10557,64673,5900,78669,28738,12572,57319,55324,11937,0,12101,45218,17631,3719,17691,37633,9349,0,52535,170000,0,16942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839,2009-12-31
64454,11,0,30721,0,44021,0,0,0,0,0,0,280871,0,5,84023,0,114379,18015,24898,54521,36625,0,0,25796,28725,58753,1105,19523,17102,46704,694,44010,274300,0,6566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005,2009-12-31
41333,0,0,12526,0,19874,0,0,59462,11400,155900,0,367749,0,9272,257162,0,66288,2966,850,54023,237758,54570,86502,17178,36845,10970,1295,70283,167475,18954,450,19874,309150,0,49327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069,2009-12-31
8635,0,21591,34940,0,62297,0,0,40295,0,40295,0,172723,0,4471,99799,6830,50287,14002,12961,48829,98281,40295,0,17817,31012,1440,18,53641,44640,1386,132,40706,114897,0,53355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135,2009-12-31
242384,48,16712,53177,0,80631,0,0,5276,100,13306,0,649179,0,22086,69097,28177,229122,108576,60601,156972,44669,4879,7714,39776,118478,65201,5668,13243,31757,22915,1182,63871,626673,0,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5210,2009-12-31
18168,5,0,41239,0,51485,0,0,4426,21269,25695,0,187605,0,0,50385,0,46578,72473,8513,40526,48817,4426,20999,19283,21243,4277,1775,19464,29353,728,840,51480,187605,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331,2009-12-31
173266,30,3178,31045,0,37606,0,0,5166,0,5166,0,348063,0,10472,51453,11643,15717,107627,6407,14815,47301,5000,0,5441,9374,635,267,23364,23937,3947,205,34398,337591,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5461,2009-12-31
4273,15,917,7246,0,18541,0,0,0,0,0,0,77716,0,30851,13525,28389,12604,47314,5102,10553,10255,0,0,3575,6978,1873,178,6087,4168,3270,0,17609,46865,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5751,2009-12-31
6420,0,7904,10726,0,25059,0,0,0,0,0,0,50553,0,1224,13779,1320,26559,3795,7916,25616,13269,0,0,8011,17605,943,0,3342,9927,510,0,17149,49323,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6039,2009-12-31
1859,1,3544,13909,0,24494,0,0,0,0,0,0,18759,0,1625,8626,3131,7357,917,1033,5769,6531,0,0,1807,3962,1532,56,1696,4835,2095,0,20949,17134,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6141,2009-12-31
13770,18,6810,65790,0,92736,0,0,26091,0,26091,0,335892,0,4783,167781,7722,132953,21388,15186,106010,156348,5161,0,48994,57016,20652,6291,63552,92796,10876,557,85908,331109,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6329,2009-12-31
49299,35,6078,50954,0,83946,0,0,10203,401,61921,0,687934,0,41165,100182,7046,101388,437065,33469,85860,90136,9253,51718,45931,43689,8962,2806,54532,36569,5921,3160,77708,642551,125,4218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6972,2009-12-31
0,27,23,57174,0,57174,0,0,0,0,0,0,475618,0,0,0,0,0,475618,20205,0,0,0,0,0,0,0,0,0,0,0,0,57124,475618,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7009,2009-12-31
10749,17,7498,16620,0,39632,0,0,0,0,0,0,66032,0,11451,13375,0,26166,15742,6137,17325,8271,0,0,2878,14447,7566,1275,1945,6326,4746,358,32117,54581,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7045,2009-12-31
1017,0,555,4034,0,7069,0,0,0,0,0,0,30969,137,1082,9078,737,14455,6419,3227,12057,8311,0,0,3441,8616,2378,20,2139,6172,767,0,6514,29750,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7157,2009-12-31
6192,0,3868,9741,0,17383,0,0,0,0,0,0,27764,0,867,5265,1985,16308,0,2801,12106,4307,0,0,3585,8521,4189,13,1300,3007,838,120,13515,26897,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7456,2009-12-31
3451,0,3130,5892,0,11304,0,0,6309,100,6409,0,55490,0,812,25049,2535,26030,958,4545,24126,20497,4924,100,5024,19102,1095,809,3357,17140,2072,2480,8174,54083,0,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7634,2009-12-31
