RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
5518,0,3017,5937,0,12887,0,0,0,0,0,0,40397,0,557,7219,,25390,2270,3365,12298,3932,0,0,2966,9295,8905,4224,805,3127,2672,615,9870,39840,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2001-09-30
2182,0,1415,2482,0,6705,0,0,0,0,0,0,12943,0,152,1335,,8747,679,992,5869,524,0,0,2587,3282,2202,676,218,306,711,100,5290,12791,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2001-09-30
8047,0,0,1621,0,9204,0,0,0,0,0,0,67450,0,0,14614,,43511,1278,8016,32047,10097,0,0,13102,18945,9536,1929,4461,5635,4131,386,9204,67450,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2001-09-30
784,0,55,1255,0,1255,0,0,0,0,0,0,5914,0,1526,900,,3101,1129,0,3101,900,0,0,972,2087,42,0,900,0,0,0,1200,4388,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2001-09-30
12695,2,3858,28105,0,40984,0,0,0,0,0,0,89334,2,5162,20676,,50035,5928,8591,43784,18553,0,0,12789,30960,6203,83,6380,12173,1823,300,37112,84170,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2001-09-30
1963,0,185,2019,0,3423,0,0,0,0,0,0,13874,0,514,834,,8356,2721,575,5752,732,0,0,1739,4013,2159,445,0,732,102,0,3238,13360,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2001-09-30
54300,38,10969,41690,0,63492,0,0,0,0,0,0,163092,0,23363,33718,,56460,18614,7225,35876,27172,0,0,18659,17217,20312,272,19614,7558,6446,100,52485,139629,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2001-09-30
36436,0,850,47601,0,75921,0,0,0,0,0,0,191303,0,10757,43727,,87241,23899,11394,79972,41537,0,0,37214,42822,564,6641,22011,19526,1988,202,74759,180014,312,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2001-09-30
528,27,1289,12203,0,37619,0,0,0,0,0,0,67841,0,9698,15799,,45389,6125,7698,35098,12431,0,0,11239,23424,9915,811,5467,6965,3367,0,36241,58143,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2001-09-30
2735,2,2372,7829,0,14285,0,0,0,0,0,0,56359,0,3643,12723,,32108,8793,3983,26261,10547,0,0,8772,17490,5844,2,5146,5401,2176,0,11911,52716,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2001-09-30
1793,185,2691,71148,0,111122,0,0,0,0,0,0,142870,5,12089,23479,,51664,65934,12505,40609,13211,0,0,20883,21573,7587,1621,17348,4430,1501,200,107458,130768,788,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2001-09-30
1803,0,527,2730,0,5740,0,0,0,0,0,0,22639,0,1630,3956,,14972,1908,2136,10226,3642,0,0,3137,7089,3996,750,1850,1792,108,206,5213,21009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2001-09-30
46260,20,8592,29885,0,42877,0,0,0,0,0,0,114374,0,25855,23969,,32949,11196,6938,29352,21857,0,0,8697,20655,3236,361,7212,14645,2112,0,33817,87921,448,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2001-09-30
11562,11,12539,27441,0,67050,0,0,0,0,0,0,137375,0,595,28949,,79010,17854,11183,63170,23050,0,0,22292,42123,12493,2102,4647,18295,5707,300,54423,136774,77,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2001-09-30
