RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
5891,0,2391,7074,0,13989,0,0,0,,0,0,51486,0,509,,,29535,1621,4463,16177,9344,0,0,3658,12519,9132,4226,2819,6525,2205,2890,11598,50977,0,0,,,,,,,,,,,,14132,307,,,,,,,,,,,,,,,,,,,,,37,2010-06-30
4274,0,986,4477,0,8562,0,0,0,,0,0,16007,0,654,,,7105,2564,1853,4764,986,0,0,1825,2939,1835,506,112,874,928,150,7576,15353,0,0,,,,,,,,,,,,2064,0,,,,,,,,,,,,,,,,,,,,,242,2010-06-30
14181,0,0,5667,0,17488,0,0,0,,0,0,85633,0,0,,,37252,2180,12575,25718,21671,0,0,8409,17310,10529,1004,7551,14120,9918,431,17488,85633,0,0,,,,,,,,,,,,31305,715,,,,,,,,,,,,,,,,,,,,,279,2010-06-30
964,0,101,1997,0,1997,0,0,0,,0,0,6327,0,1937,,,3249,1111,0,3249,1003,0,0,815,2434,0,0,903,100,0,0,1896,4390,0,0,,,,,,,,,,,,1003,0,,,,,,,,,,,,,,,,,,,,,354,2010-06-30
3211,0,367,2680,0,4603,0,0,0,,0,0,24315,0,1695,,,10284,7307,1630,8287,3103,0,0,2107,6180,1678,319,1220,1883,410,0,4236,22620,0,0,,,,,,,,,,,,3513,0,,,,,,,,,,,,,,,,,,,,,457,2010-06-30
105937,0,2953,12551,0,22082,0,0,136,,1338,0,256138,0,46840,,,47491,72950,8929,38314,24493,136,1202,12101,26213,8454,723,12753,11740,5118,149,19129,209298,0,0,,,,,,,,,,,,18544,11216,,,,,,,,,,,,,,,,,,,,,505,2010-06-30
344,6,1224,17817,0,75543,0,0,0,,0,0,97594,0,8734,,,53147,12093,13855,35972,23056,0,0,27121,17902,5817,2307,16347,10534,3488,1641,74309,88360,4,500,,,,,,,,,,,,22864,9146,,,,,,,,,,,,,,,,,,,,,1155,2010-06-30
4232,7,5600,12874,0,23293,0,0,0,,0,0,101767,0,4720,,,45964,19338,8559,39483,28299,0,0,10246,29237,6481,0,10275,18024,3934,0,17686,97047,0,0,,,,,,,,,,,,25814,6419,,,,,,,,,,,,,,,,,,,,,1351,2010-06-30
1258,47,6688,107135,0,194240,0,0,0,,0,0,227127,5,22150,,,51884,118373,22796,35189,24808,0,0,18879,19244,9135,4626,35649,11306,5019,3638,187505,204972,0,0,,,,,,,,,,,,20661,34951,,,,,,,,,,,,,,,,,,,,,1454,2010-06-30
4215,0,2774,7499,0,14149,0,0,0,,0,0,31226,0,4439,,,12604,2014,2064,9059,10798,0,0,3257,5802,2920,625,5666,5132,1595,0,11375,24797,0,1990,,,,,,,,,,,,6760,5633,,,,,,,,,,,,,,,,,,,,,1557,2010-06-30
13112,3,19578,27547,0,78862,0,0,0,,0,0,127207,0,2982,,,52884,29568,12710,41045,26607,0,0,17558,24968,6770,3588,9399,17208,3822,1214,59175,124186,106,39,,,,,,,,,,,,23336,8307,,,,,,,,,,,,,,,,,,,,,1669,2010-06-30
43299,3,153,64452,0,80721,0,0,1628,,3331,0,253493,0,4075,,,88265,83669,24819,41095,17097,418,680,10902,30193,22987,24183,9667,7430,10483,10680,80565,248839,0,579,,,,,,,,,,,,24917,13343,,,,,,,,,,,,,,,,,,,,,1829,2010-06-30
836,0,891,1891,0,4106,0,0,87668,,87668,0,101245,0,2464,,,94753,3763,0,24629,1793,21537,0,7114,17515,36136,33988,557,1236,100,0,3215,98781,0,0,,,,,,,,,,,,1251,642,,,,,,,,,,,,,,,,,,,,,1856,2010-06-30
10768,13,12916,11414,0,43138,0,0,38643,,46680,0,121285,0,2807,,,63509,29405,8459,19096,9505,7754,7307,6337,12759,27452,16960,5744,3761,7890,208,30209,117497,0,981,,,,,,,,,,,,16719,884,,,,,,,,,,,,,,,,,,,,,2040,2010-06-30
15891,0,8940,18845,0,46139,0,0,0,,0,0,60984,0,10671,,,17375,3226,7500,15872,23668,0,0,7465,8407,1058,445,8869,14799,624,200,37199,50313,0,0,,,,,,,,,,,,11554,12938,,,,,,,,,,,,,,,,,,,,,2161,2010-06-30
