RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
5331,0,4225,6076,0,14142,0,0,0,0,0,0,51398,0,1015,13582,3648,28894,3591,4041,14214,8595,0,0,4837,9378,8260,6419,2008,6587,2438,2548,9917,50383,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2008-12-31
3011,0,244,3922,0,8466,0,0,0,0,0,0,16325,0,1680,3288,1638,7071,2955,1421,5262,2715,0,0,2088,3174,1494,314,901,1814,366,207,8222,14645,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2008-12-31
11996,0,0,5713,0,16574,0,0,0,0,0,0,76005,0,0,24309,0,38303,1396,11323,26937,16398,0,0,10104,16833,9678,1688,4691,11707,7062,848,16574,76005,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2008-12-31
923,0,64,2132,0,2132,0,0,0,0,0,0,5180,0,1227,400,85,2860,998,0,2860,300,0,0,1109,1751,0,0,300,100,0,0,2068,3953,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2008-12-31
3187,0,305,3014,0,5208,0,0,99,0,99,0,19447,0,1397,2090,901,9515,4655,982,8248,1686,99,0,3669,4579,1152,115,983,703,404,0,4903,17951,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2008-12-31
98835,13,3626,12472,0,19345,0,0,0,0,0,0,241332,0,59776,30212,60185,48531,63755,6937,38312,23466,0,0,13146,25166,9353,866,12323,11143,6132,614,15706,181556,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2008-12-31
378,15,878,24057,0,64488,0,0,0,0,0,0,84618,0,6430,24593,6252,47888,11759,11484,29933,15177,0,0,20802,16605,8330,2151,9860,8935,4295,1503,63591,78188,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2008-12-31
3766,18,8490,10644,0,24541,0,0,0,0,0,0,88274,0,2957,23605,10358,41118,19785,7574,30326,16270,0,0,9626,20700,10792,0,3749,12521,7335,0,16033,85317,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2008-12-31
1145,424,7536,117901,0,197719,0,0,0,0,0,0,219364,13,17495,46992,11949,56735,114493,19187,40766,17076,0,0,23306,20455,9340,3634,30310,9708,4327,2647,189759,201856,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2008-12-31
3794,26,955,6654,0,10471,0,0,0,0,0,0,24145,0,3163,7199,2027,11531,1621,1880,8508,6688,0,0,3490,5018,2662,361,5043,1645,511,0,9490,20932,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2008-12-31
7301,33,178,19895,0,40132,0,0,39983,0,39983,0,609607,0,19418,181766,15271,184407,236133,36063,157346,149025,39983,0,81716,75630,24142,2919,58155,90870,28968,3773,39921,590189,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2008-12-31
12337,10,12756,27012,0,69578,0,0,0,0,0,0,126008,0,3030,31518,15687,53069,29084,11523,36874,20436,0,0,16160,22216,10609,4084,9219,11217,9570,1512,56713,122938,99,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2008-12-31
37341,35,132,55151,0,72839,0,0,9424,243,16322,0,221913,0,5864,42661,3578,105324,36587,22967,67510,26246,8717,6898,20443,47067,27587,10227,7443,18803,11028,5387,72672,215876,0,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2008-12-31
1016,0,423,2373,0,4015,0,0,110950,0,110950,0,142709,0,21556,24280,20098,115503,1909,19,16134,23804,12529,0,6488,9646,40687,58682,22516,1288,476,0,3592,121153,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2008-12-31
10805,27,10746,11601,0,38091,0,0,47518,0,47518,0,116807,0,2420,9678,0,76941,19383,8872,38992,8234,17263,0,9024,29968,25800,12149,2279,5955,1100,344,27318,113867,0,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2008-12-31
13934,0,3504,18622,0,40516,0,0,0,0,0,0,56517,0,10786,21278,11390,18267,3038,7123,17192,20343,0,0,8464,8728,730,345,11924,8419,768,167,37012,45731,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2008-12-31
209122,0,116,14815,0,28734,0,0,0,0,0,0,866475,0,381,177847,7,404661,74845,59119,343856,147524,0,0,143643,200215,55700,5103,62979,84545,28406,1917,28618,866094,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2008-12-31
1359,0,334,2582,0,3872,0,0,12882,0,12882,0,30627,0,1247,4133,353,21639,3496,617,14106,3315,9207,0,3026,11080,7445,88,426,2889,318,500,3538,25510,0,3870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2008-12-31
707,0,177,152,0,3684,0,0,0,0,0,0,5352,0,1822,1915,1060,2644,86,86,2099,1915,0,0,591,1508,451,94,100,1815,0,0,3507,3530,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2008-12-31
30374,87,2331,67928,0,100555,0,0,9889,0,9889,0,332269,0,53309,188410,52390,60682,52803,10509,37107,176300,3050,0,30148,18511,10727,1296,104573,75097,4780,3960,98137,278960,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2008-12-31
7799,0,689,2963,0,8149,0,0,225,649,874,0,32584,0,6619,10950,6061,12592,1243,1904,9195,7620,99,100,3722,5724,2737,409,3078,4648,3098,126,7460,25485,0,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2008-12-31
9639,130,3447,13752,0,21478,0,0,29635,0,29635,0,339308,0,31272,92727,32534,78385,158557,9281,69948,88744,25093,0,38182,31766,8027,410,25342,63402,2749,1234,17901,301886,0,6150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2008-12-31
9491,2,534,11135,0,74198,0,0,0,0,0,0,45461,0,1933,13321,74,17854,4795,5516,15224,11102,0,0,4509,10715,2069,561,5141,5961,1457,763,73662,43528,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2008-12-31
1206,3,1770,2703,0,7356,0,0,0,0,0,0,15378,0,2442,4817,3241,7646,1710,487,5930,4122,0,0,1873,4057,1490,226,1057,3066,694,0,5583,12936,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2008-12-31
19907,0,5523,15167,0,57121,0,0,0,0,0,0,85422,0,2359,24735,5624,37147,3633,6354,32386,24191,0,0,11423,20963,4676,85,6519,17672,414,130,51598,83063,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2008-12-31
4695,128,4783,25119,0,36088,0,0,297,100,2376,0,71272,0,3830,17913,0,16836,31828,339,15718,16005,297,2079,5278,10778,701,79,4806,11199,575,1332,31177,67442,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953,2008-12-31
23359,11,2536,21066,0,33936,0,0,0,0,0,0,146739,0,13027,54167,10205,45340,23873,11430,42995,49227,0,0,11950,31045,2136,209,14083,35144,4458,482,31389,133712,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4138,2008-12-31
8558,0,11223,19897,0,42276,0,0,0,0,0,0,92426,0,15221,24182,10793,44599,15087,6270,23789,20128,0,0,15948,19462,5707,3482,14059,6165,3043,915,31053,77205,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4156,2008-12-31
7518,14,8900,15271,0,28139,0,0,0,12850,12850,0,81819,0,1045,42383,8668,28364,3554,16456,20329,24232,0,7425,4840,15490,5987,2047,7529,17439,13705,3710,19225,80774,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231,2008-12-31
47848,0,2069,18892,0,44065,0,0,7541,0,7541,0,148269,0,7108,33765,3393,52687,13969,9757,33203,17025,6724,0,8230,24973,18982,502,8196,8829,15839,901,41996,140464,0,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4437,2008-12-31
25384,21,17,36887,0,42693,0,0,22235,0,22235,0,198536,0,6509,63767,5900,90391,18994,15583,67853,56965,15212,0,16632,51221,21260,1278,17042,39923,6687,115,42655,173921,0,18106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839,2008-12-31
57575,17,4,30197,0,41396,0,0,0,0,0,0,300428,0,5,92977,0,135621,14255,22715,89443,59656,0,0,25242,64201,45515,663,20253,39403,32937,384,41375,294924,0,5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005,2008-12-31
29236,0,0,11154,0,16423,0,0,43716,126840,170556,0,374121,0,13167,258085,0,84396,2404,817,72166,240287,36300,116891,19084,53082,10481,1749,63864,176423,17254,544,16423,341011,0,19943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069,2008-12-31
10298,0,29635,38193,0,70534,0,0,0,0,55391,0,181714,0,5762,111908,19753,46221,13287,11921,44363,111288,0,55391,16708,27655,1858,0,59072,52216,620,0,40899,110794,0,65158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135,2008-12-31
212378,147,10447,48926,0,70006,0,0,17454,611,18065,0,621413,0,18625,61379,24645,245082,102574,57422,165704,42512,12909,611,46738,119785,72355,6204,13321,29376,17302,1380,59412,601745,0,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5210,2008-12-31
18640,4,0,38832,0,48363,0,0,13118,1125,14243,0,169253,0,0,30630,0,53452,66531,7804,47611,28711,13118,1125,18237,29374,4134,1707,11080,17632,1214,704,48359,169253,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331,2008-12-31
125309,110,3632,34547,0,51515,0,0,1161,0,1161,0,306831,0,12451,36095,15919,15629,129798,4664,14090,33704,1000,0,5366,8724,1349,190,14236,19468,670,1721,47773,294380,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5461,2008-12-31
4229,16,1469,8475,0,22726,0,0,0,0,0,0,72394,0,26793,10280,24099,12140,45745,4878,8353,8022,0,0,2952,5401,3475,312,2771,5251,2258,0,21241,45601,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5751,2008-12-31
5410,0,5054,9852,0,21233,0,0,0,0,0,0,51236,0,1942,13468,3372,27719,4639,8023,23764,11882,0,0,7312,16452,3955,0,2268,9614,1586,0,16179,49288,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6039,2008-12-31
1673,8,3203,16345,0,24727,0,0,0,0,0,0,16558,0,1357,6774,3636,7255,856,966,5762,4668,0,0,2402,3385,801,667,1951,2717,712,1395,21516,15201,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6141,2008-12-31
13082,8,10181,64898,0,94960,0,0,31232,0,31232,0,291989,0,5523,126950,11731,128735,23222,13984,99939,119819,5141,0,43295,56645,17497,11298,55045,64774,5535,1596,84771,286466,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6329,2008-12-31
47730,34,4039,56725,0,82548,0,0,148059,0,148059,0,717758,99,31526,66575,23154,234733,368720,28918,172366,50930,124190,0,94728,101346,36086,2573,35171,23907,5291,2206,78289,682547,186,3586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6972,2008-12-31
0,42,7,29816,0,29816,0,0,0,0,0,0,588326,0,0,0,0,0,588326,1490,0,0,0,0,0,0,0,0,0,0,0,0,29767,588326,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7009,2008-12-31
9750,3,23097,16067,0,49374,0,0,0,0,0,0,57349,0,5435,10522,0,24397,12680,5156,14615,6460,0,0,1596,13019,8258,1524,319,6141,3713,348,26274,51914,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7045,2008-12-31
1072,0,418,4693,0,7259,0,0,0,0,0,0,26494,11,1775,6451,1332,12509,6463,2867,10553,5832,0,0,3404,7149,1956,0,1745,4087,619,0,6841,24708,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7157,2008-12-31
6569,7,5089,8390,0,17028,0,0,0,0,0,0,27189,0,1031,5175,4870,15445,0,2272,11689,4103,0,0,4275,7414,3756,0,1730,2373,1072,0,11929,26158,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7456,2008-12-31
3478,1,2882,6732,0,11927,0,0,13870,100,13970,0,60129,0,467,31985,2105,23551,1116,3938,20172,27750,10352,100,4864,15308,2838,541,4400,23350,3498,737,9044,58869,0,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7634,2008-12-31
6615,0,1203,20689,0,32426,0,0,0,0,0,0,55497,0,7249,24105,6508,24656,121,2544,22087,22332,0,0,10374,11713,1893,676,16391,5941,1773,0,31223,48248,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8033,2008-12-31
64,8,1239,28599,0,50202,0,0,0,0,0,0,56861,0,6429,31739,6940,13998,11060,3496,12681,31395,0,0,6940,6228,830,0,19522,12049,168,0,48955,50432,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8462,2008-12-31
8246,0,328,9810,0,15596,0,0,400,0,400,0,31986,0,1071,8252,768,13118,2370,3295,10221,4790,200,0,3382,6839,2311,586,781,4009,1825,1637,15268,30915,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8631,2008-12-31
67186,283,0,13378,0,17619,0,0,0,0,0,0,195245,10030,0,2016,0,1407,124636,1521,758,2016,0,0,1077,291,39,0,1341,675,0,0,17336,185215,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9357,2008-12-31
0,15,802,11775,0,21917,0,0,0,0,0,0,45115,0,6679,17571,7481,22836,4708,7505,9901,10691,0,0,9901,10601,2280,53,10691,6121,759,0,21100,38436,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9553,2008-12-31
402140,0,49523,49349,0,121416,0,0,261061,0,261061,0,1811058,0,285837,217217,220161,367800,823901,83827,361993,211691,261061,0,103773,258220,5194,613,68575,143116,4511,1015,71893,1525221,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9807,2008-12-31
6145,23,1296,13669,0,29710,0,0,0,0,0,0,46110,75,14921,12629,14382,15827,11509,2181,11796,11765,0,0,4526,7270,3464,567,6828,4937,664,200,28391,31114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9955,2008-12-31
4928,0,1218,10635,0,16034,0,0,2600,0,2600,0,32445,0,6759,6283,6113,15572,5662,1741,11989,6183,2600,0,4207,7782,3081,502,5783,400,100,0,14816,23086,0,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10157,2008-12-31
52698,14,682,15667,0,27310,0,0,26319,0,57742,0,355964,0,27435,110071,11850,136074,57121,48320,69016,63123,20939,24312,24666,44350,56782,10276,22020,41103,34777,12171,26614,321729,0,6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10250,2008-12-31
49934,22,1763,8994,0,12632,0,0,0,0,0,0,239169,0,54181,88892,48156,73570,26773,8724,67642,85350,0,0,17567,50075,5705,223,32628,52722,3060,482,10833,184988,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10849,2008-12-31
36510,66,4357,3054,0,11386,0,0,7295,0,7295,0,340728,0,36731,80691,38616,113277,110250,9552,85226,64621,7295,0,18099,67128,25523,2527,23274,41347,15749,321,6963,303391,0,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10858,2008-12-31
12565,0,15037,16665,0,48390,0,0,0,0,0,0,81162,0,7693,19919,2805,32355,16323,7990,16748,9563,0,0,5934,10815,12272,3334,2221,7342,8412,1944,33202,73469,151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11145,2008-12-31
76114,22,5541,8440,0,15383,0,0,0,0,0,0,201187,0,41664,60877,40005,43896,20300,11281,35098,55314,0,0,14425,20759,4117,4594,34806,20509,3345,2217,9802,159523,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11640,2008-12-31
