RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
5753,0,2024,6703,0,12728,0,0,0,,0,0,51668,0,453,,,29788,1484,4460,16590,9437,0,0,3629,12961,9860,3338,2014,7423,3338,1869,10704,51215,0,0,,,,,,,,,,,,14335,309,,,,,,,,,,,,,,,,,,,,,37,2010-09-30
3332,0,322,4308,0,8226,0,0,0,,0,0,14996,0,665,,,6748,2648,1808,4226,1017,0,0,1110,3116,1887,634,270,747,1101,150,7904,14331,0,0,,,,,,,,,,,,2268,0,,,,,,,,,,,,,,,,,,,,,242,2010-09-30
14226,0,0,5987,0,18137,0,0,0,,0,0,86212,0,0,,,36984,2404,12583,26046,22363,0,0,7445,18601,9803,1136,6572,15791,9602,633,18137,86212,0,0,,,,,,,,,,,,31625,973,,,,,,,,,,,,,,,,,,,,,279,2010-09-30
893,0,112,2167,0,2167,0,0,0,,0,0,6373,0,1846,,,3255,1091,0,3255,1134,0,0,860,2395,0,0,1004,130,0,0,2055,4527,0,0,,,,,,,,,,,,1134,0,,,,,,,,,,,,,,,,,,,,,354,2010-09-30
3389,0,469,2819,0,4596,0,0,0,,0,0,26746,0,1926,,,10276,9211,1994,8216,3309,0,0,2492,5724,1779,281,768,2541,311,250,4127,24820,0,0,,,,,,,,,,,,3870,0,,,,,,,,,,,,,,,,,,,,,457,2010-09-30
110471,1,6961,13816,0,26352,0,0,134,,1517,0,283278,0,78628,,,47086,97917,8886,36568,22306,134,1383,13795,22773,9481,1037,9699,12607,4702,796,19390,204650,0,0,,,,,,,,,,,,17907,9897,,,,,,,,,,,,,,,,,,,,,505,2010-09-30
372,3,1160,19397,0,73153,0,0,0,,0,0,92318,0,5251,,,52028,10336,14295,35093,20917,0,0,28947,14400,6305,2376,13506,11358,3095,1623,71986,86817,4,250,,,,,,,,,,,,22218,7364,,,,,,,,,,,,,,,,,,,,,1155,2010-09-30
4001,4,5069,12475,0,22078,0,0,0,,0,0,103789,0,4850,,,46575,20078,8777,39383,27823,0,0,12587,26796,7192,0,5439,22384,5312,0,17005,98939,0,0,,,,,,,,,,,,26337,6798,,,,,,,,,,,,,,,,,,,,,1351,2010-09-30
1114,49,5916,113019,0,200282,0,0,0,,0,0,238301,5,29447,,,51797,122724,22833,34699,30624,0,0,18637,18547,9290,5323,38565,14353,5436,4312,194317,208849,0,0,,,,,,,,,,,,21109,41557,,,,,,,,,,,,,,,,,,,,,1454,2010-09-30
4261,0,1479,8914,0,14699,0,0,0,,0,0,32730,0,4938,,,12667,2244,2037,9136,10946,0,0,3796,5340,2855,676,4714,6232,1502,1110,13220,25802,0,1990,,,,,,,,,,,,6975,6583,,,,,,,,,,,,,,,,,,,,,1557,2010-09-30
13181,2,20846,25628,0,77876,0,0,0,,0,0,124895,0,2984,,,51409,28478,12557,40271,27305,0,0,16591,24533,6690,3595,6255,21151,2931,1490,57009,121871,19,40,,,,,,,,,,,,23509,8318,,,,,,,,,,,,,,,,,,,,,1669,2010-09-30
42245,10,165,63929,0,80903,0,0,1631,,2889,0,250501,0,4327,,,87436,82073,24859,42362,15536,419,235,9819,32543,19621,25453,6022,9514,10835,12376,80728,245595,0,579,,,,,,,,,,,,26294,12453,,,,,,,,,,,,,,,,,,,,,1829,2010-09-30
1208,0,1068,1896,0,4259,0,0,81277,,81277,0,94846,0,1995,,,88517,3423,0,22431,1598,19187,0,6307,16124,35856,30230,141,1457,100,0,3191,92851,0,0,,,,,,,,,,,,1051,647,,,,,,,,,,,,,,,,,,,,,1856,2010-09-30
11357,15,13112,12638,0,43715,0,0,35182,,44239,0,118526,0,4356,,,59301,29237,8455,17951,10783,7412,8830,3341,14610,24512,16838,5280,5503,7440,407,30588,113800,0,370,,,,,,,,,,,,17746,884,,,,,,,,,,,,,,,,,,,,,2040,2010-09-30
