RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
6832,2,2509,5722,0,14232,0,0,0,0,0,0,50914,0,657,12117,3165,29274,2692,3972,12110,4587,0,0,3765,8345,7021,10142,717,3870,1172,6358,11721,50257,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2003-12-31
2881,0,869,2932,0,6951,0,0,0,0,0,0,14541,0,1611,2384,2180,7882,1394,1044,5600,1882,0,0,1830,3770,1711,571,560,1323,300,201,6082,12930,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2003-12-31
9185,0,0,1810,0,9865,0,0,0,0,0,0,68864,0,0,18301,0,39311,2067,8884,29187,11106,0,0,11591,17596,8678,1446,4107,6999,6122,1073,9865,68864,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2003-12-31
863,0,74,1260,0,1260,0,0,0,0,0,0,6045,0,1554,800,1111,3142,1240,0,3133,800,0,0,1251,1882,10,0,500,300,0,0,1186,4491,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2003-12-31
15850,22,4962,32685,0,47648,0,0,0,5616,5616,0,95331,0,5399,29385,7509,43164,6932,9285,40188,26229,0,2003,12896,27292,2941,35,9503,16726,3156,0,42651,89932,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2003-12-31
2671,0,267,3013,0,4981,0,0,693,100,793,0,17889,0,1421,2274,906,9074,3870,706,7198,1974,693,100,2371,4827,1749,127,418,1556,300,0,4714,15675,0,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2003-12-31
68120,85,10517,43190,0,71554,0,0,0,0,0,0,171028,0,32164,22107,40297,46879,33922,6816,35183,17252,0,0,10950,24233,10600,1096,8015,9237,3814,1041,60952,138564,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2003-12-31
72631,0,273,59361,0,106846,0,0,0,0,0,0,201379,0,10271,36741,9742,54091,37916,9887,47296,29297,0,0,20552,26828,4528,2183,13469,15828,7100,344,106128,190707,445,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2003-12-31
499,16,712,11955,0,43571,0,0,0,0,0,0,74373,0,11346,17102,11514,44147,12625,8796,31640,13265,0,0,18171,13469,7329,5178,8781,4484,529,3308,42832,63027,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2003-12-31
3236,9,6238,9611,0,20507,0,0,0,0,0,0,65111,0,3050,12576,7554,36442,12857,5248,30335,9764,0,0,10874,19531,6037,0,3657,6107,2812,0,14260,62061,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2003-12-31
2109,221,2156,80054,0,122053,0,0,0,0,0,0,172494,5,10617,32780,10789,46853,90752,13970,33550,12415,0,0,17078,18579,8683,2513,22207,7389,1332,1852,119634,161872,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2003-12-31
2019,3,758,3959,0,6494,0,0,0,0,0,0,20061,0,1895,2803,1230,13182,2057,2053,8938,2311,0,0,3335,5603,3771,473,975,1336,267,225,5733,18116,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2003-12-31
70412,46,34998,26363,0,35749,0,0,0,18000,18000,0,168562,0,1532,45703,15307,33555,18892,9381,25512,25277,0,5000,8393,17923,6270,969,8997,17055,17600,2051,631,166845,74,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2003-12-31
13495,19,10608,38581,0,72492,0,0,0,0,0,0,117409,0,553,21731,9178,65525,16658,10975,48849,14519,0,0,20905,29105,6343,9173,8064,8455,4276,936,61833,116745,32,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2003-12-31
33848,40,148,54248,0,69608,0,0,0,0,0,0,185952,0,14151,31213,10818,75041,45850,18180,45390,21356,0,0,15203,30187,20321,9330,3682,17674,5070,4787,69001,171801,419,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2003-12-31
452,0,802,1719,0,3173,0,0,0,4016,4016,0,29028,0,21058,24853,20643,2493,1231,8,2390,20637,0,0,1176,1214,70,33,20200,437,2170,2046,2371,7772,0,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2003-12-31
5986,12,2440,11139,0,28581,0,0,0,0,12259,0,88069,0,5165,22720,0,31343,28020,9505,19402,10302,0,1900,5546,13856,10785,1156,2371,7931,7385,5033,26129,82688,0,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2003-12-31
12310,0,3240,15629,0,35718,0,0,0,0,0,0,50253,0,7438,16367,5878,17159,4417,6465,14431,10856,0,0,4535,9896,2140,588,5913,5254,4819,381,32478,42815,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2003-12-31
188010,0,95,28286,0,70193,0,0,0,0,0,0,663033,0,243,65751,0,343221,66051,49725,264928,46698,0,0,98890,166117,64843,13371,17323,29375,15553,3499,70098,662790,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2003-12-31
