RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
6837,0,1375,5523,0,12145,0,0,0,0,0,0,52458,0,649,12737,1085,30061,2823,4015,11464,4540,0,0,3385,8079,7960,10637,623,3917,1421,6776,10770,51809,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2004-12-31
2907,0,778,3505,0,7494,0,0,0,0,0,0,14746,0,1041,2522,1476,7479,1838,1267,4520,2221,0,0,1726,2794,2029,929,1003,1219,100,201,6716,13705,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2004-12-31
11125,0,0,2351,0,9562,0,0,0,0,0,0,68151,0,0,18496,0,36190,2341,8852,25670,10414,0,0,9171,16499,8674,1846,2565,7849,6007,2075,9562,68151,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2004-12-31
879,0,85,1371,0,1371,0,0,0,0,0,0,5543,0,1665,900,1245,2602,1161,0,2596,900,0,0,1160,1436,6,0,600,300,0,0,1286,3878,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2004-12-31
17185,0,8626,33815,0,53313,0,0,0,7526,7526,0,94871,0,6883,29373,13042,41482,6831,8275,35259,28175,0,5963,12396,22863,6201,22,9566,18609,1198,0,44687,87988,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2004-12-31
2973,0,546,2927,0,5113,0,0,495,697,1192,0,18780,0,1611,3208,1557,8717,3882,713,6967,2208,297,100,1997,4970,1595,155,204,2004,1000,0,4567,15977,0,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2004-12-31
67101,22,11967,43832,0,74560,0,0,0,0,0,0,179781,0,40050,23902,49509,42342,46436,8184,32545,17138,0,0,9037,23508,8799,998,7032,10106,5500,1264,62571,139531,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2004-12-31
62525,0,552,64360,0,121156,0,0,0,0,0,0,197165,0,9046,42800,8808,58549,33291,9591,42222,33883,0,0,15048,27251,15098,1152,12929,20954,7367,1550,120102,187817,502,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2004-12-31
415,10,680,12236,0,45087,0,0,0,0,0,0,71484,0,13456,19744,13637,38662,12663,8826,28169,14663,0,0,17563,10607,7167,3325,9180,5483,3850,1231,44340,58028,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2004-12-31
3398,5,7366,9602,0,22074,0,0,0,0,0,0,66856,0,2975,13687,8709,34890,14881,5168,27930,9909,0,0,9748,18182,6960,0,3083,6826,3778,0,14703,63881,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2004-12-31
