RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
5836,0,1840,6771,0,13242,0,0,0,0,0,0,49877,0,673,13870,,28335,1836,3910,13845,8653,0,0,2473,11372,9408,5082,1624,7029,4432,785,11402,49204,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2007-09-30
2867,0,571,4034,0,7873,0,0,0,0,0,0,16617,0,1522,2705,,7819,3226,1377,5655,2128,0,0,2334,3321,1802,362,1273,855,335,242,7302,15095,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2007-09-30
9641,0,0,6192,0,15580,0,0,0,0,0,0,71833,0,0,22686,,38406,1100,10561,28362,15072,0,0,8699,19663,8357,1687,2319,12753,5878,1736,15580,71833,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2007-09-30
825,0,87,1456,0,1456,0,0,0,0,0,0,4718,0,1387,300,,2547,1047,0,2547,200,0,0,618,1929,0,0,300,0,0,0,1369,3331,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2007-09-30
2683,0,314,2671,0,4668,0,0,99,0,99,0,19748,0,1373,2696,,9379,4990,769,8004,2396,99,0,2526,5478,1286,89,701,1695,300,0,4354,18276,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2007-09-30
103222,12,10877,15120,0,29379,0,0,0,0,0,0,229817,0,42007,28700,,52490,45405,7637,46400,26500,0,0,23919,22481,3598,2492,16812,9688,1242,958,18490,187810,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2007-09-30
360,11,1422,15704,0,45603,0,0,0,0,0,0,85992,0,12058,27061,,49053,9518,11037,33661,20460,0,0,24054,16350,4778,3871,13206,10169,1319,2367,44133,73934,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2007-09-30
3433,12,5351,9828,0,20203,0,0,0,0,0,0,76850,0,2785,18224,,36297,18896,6047,25660,9756,0,0,9443,16217,10637,0,3735,6021,8468,0,14840,74065,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2007-09-30
915,141,5437,102660,0,167241,0,0,0,0,0,0,200884,10,13287,45017,,58903,96048,16687,42360,20957,0,0,22983,23121,10156,2643,28594,10172,4775,1476,161663,187587,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2007-09-30
2528,3,633,5594,0,9048,0,0,0,0,0,0,20128,0,3310,4876,,11136,1588,1906,7790,4123,0,0,2740,5050,2932,414,2771,1352,450,303,8412,16768,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2007-09-30
