RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
5917,0,2730,6888,0,13414,0,0,0,,0,0,51150,0,539,,,30198,1600,4361,15620,7972,0,0,3312,13374,8493,5019,2673,5299,2580,2883,10684,50611,0,0,,,,,,,,,,,,13130,305,,,,,,,,,,,,,,,,,,,,,37,2010-03-31
3504,0,518,4220,0,8767,0,0,0,,0,0,15762,0,359,,,6933,2481,1779,4749,2198,0,0,1718,3031,1642,542,1585,613,496,150,8249,15403,0,0,,,,,,,,,,,,1734,1110,,,,,,,,,,,,,,,,,,,,,242,2010-03-31
13778,0,0,5344,0,17835,0,0,0,,0,0,82655,0,0,,,36769,2221,12608,24954,20894,0,0,6064,18890,10743,1072,5664,15230,8558,434,17835,82655,0,0,,,,,,,,,,,,29212,674,,,,,,,,,,,,,,,,,,,,,279,2010-03-31
1002,0,67,1999,0,1999,0,0,0,,0,0,6142,0,1995,,,3042,995,0,3044,1103,0,0,723,2321,0,0,1003,100,0,0,1932,4147,0,0,,,,,,,,,,,,1103,0,,,,,,,,,,,,,,,,,,,,,354,2010-03-31
3166,0,224,2807,0,4824,0,0,0,,0,0,24238,0,1850,,,10834,6924,1450,8932,3105,0,0,1967,6965,1542,360,699,2406,209,0,4600,22388,0,0,,,,,,,,,,,,3314,0,,,,,,,,,,,,,,,,,,,,,457,2010-03-31
100526,0,4718,11613,0,23381,0,0,118,,1337,0,265402,0,58928,,,49249,84841,8945,42346,26858,118,1219,18273,24073,6246,657,13974,12884,3779,149,18663,206474,0,0,,,,,,,,,,,,18902,11884,,,,,,,,,,,,,,,,,,,,,505,2010-03-31
309,10,1062,22157,0,76833,0,0,0,,0,0,100128,0,10220,,,53129,12552,13651,34467,22132,0,0,26392,17842,6826,2069,15786,12252,4467,1633,75757,89408,4,500,,,,,,,,,,,,22403,11735,,,,,,,,,,,,,,,,,,,,,1155,2010-03-31
4007,8,5745,11786,0,22224,0,0,0,,0,0,99104,0,5301,,,44662,20187,8092,37995,26504,0,0,11365,26630,6666,0,7298,19206,3744,0,16471,93803,0,0,,,,,,,,,,,,23792,6456,,,,,,,,,,,,,,,,,,,,,1351,2010-03-31
1289,51,6027,100404,0,185808,0,0,0,,0,0,228572,5,23488,,,52439,119833,21627,37301,25649,0,0,19323,20792,8719,3605,31145,16678,5002,2186,179730,205079,0,0,,,,,,,,,,,,20069,34942,,,,,,,,,,,,,,,,,,,,,1454,2010-03-31
3318,0,1601,6930,0,11884,0,0,0,,0,0,27755,0,4438,,,11956,2148,2071,8743,8644,0,0,2519,6224,2701,512,3063,5581,1689,0,10283,21572,0,1745,,,,,,,,,,,,5117,5216,,,,,,,,,,,,,,,,,,,,,1557,2010-03-31
8452,29,767,27674,0,57420,0,0,74947,,125574,0,580792,0,25167,,,186522,240519,35381,147065,115848,60056,37204,32066,114999,33984,5473,26965,88883,23213,6238,56624,555625,0,0,,,,,,,,,,,,119904,25395,,,,,,,,,,,,,,,,,,,,,1632,2010-03-31
13404,5,19954,25895,0,77784,0,0,0,,0,0,126105,0,3016,,,53276,27220,12902,41645,26901,0,0,16426,26636,6622,3592,6324,20697,4061,1123,57686,123049,139,40,,,,,,,,,,,,23898,8307,,,,,,,,,,,,,,,,,,,,,1669,2010-03-31
42191,8,163,70510,0,87609,0,0,1712,,3064,0,254735,0,4115,,,89796,84756,24727,41922,17666,418,680,14781,27141,27763,20111,8412,9254,10854,9472,87438,250041,0,579,,,,,,,,,,,,23847,14145,,,,,,,,,,,,,,,,,,,,,1829,2010-03-31
906,0,904,2944,0,5154,0,0,93690,,93690,0,114659,0,12915,,,97346,3513,7,25953,12398,22879,0,7313,18640,34802,36591,11105,1293,495,0,4250,101744,0,0,,,,,,,,,,,,2255,10638,,,,,,,,,,,,,,,,,,,,,1856,2010-03-31
10663,5,14639,11564,0,44174,0,0,38838,,47530,0,120624,0,2566,,,64985,27894,8500,19748,10267,7862,7964,3488,16260,26180,19057,3057,7210,5472,1342,29530,117077,0,981,,,,,,,,,,,,16781,300,,,,,,,,,,,,,,,,,,,,,2040,2010-03-31
15877,0,11339,19794,0,49699,0,0,0,,0,0,60675,0,10695,,,18094,2830,7450,16744,23152,0,0,7169,9575,976,375,13925,9227,521,200,38360,49980,0,0,,,,,,,,,,,,10928,12945,,,,,,,,,,,,,,,,,,,,,2161,2010-03-31
257026,0,2365,14308,0,27900,0,0,0,,0,0,1243868,0,14677,,,437259,300739,75322,347570,198868,0,0,121420,226150,85756,3932,65634,133234,47473,2504,25535,1229191,0,0,,,,,,,,,,,,201757,47088,,,,,,,,,,,,,,,,,,,,,2376,2010-03-31
1424,0,477,2960,0,4271,0,0,8161,,8161,0,24222,0,1294,,,16417,3586,497,7650,2495,99,0,1456,6194,1680,7087,773,1722,300,0,3794,19662,0,3266,,,,,,,,,,,,2795,0,,,,,,,,,,,,,,,,,,,,,2451,2010-03-31
1497,0,162,39,0,3307,0,0,0,,0,0,5734,0,1766,,,2595,88,88,2200,1353,0,0,752,1448,375,21,750,604,200,0,3145,3968,0,0,,,,,,,,,,,,804,750,,,,,,,,,,,,,,,,,,,,,2554,2010-03-31
34064,5,9918,72176,0,110755,0,0,17115,,17115,0,333977,0,23771,,,73108,53443,13241,51073,164228,7025,0,31703,29973,11134,298,106319,61736,5307,0,100832,310206,0,0,,,,,,,,,,,,35319,138043,,,,,,,,,,,,,,,,,,,,,2732,2010-03-31
6860,0,1311,2741,0,9303,0,0,133,,1082,0,36590,0,9415,,,14411,799,1927,10048,11870,0,949,2396,7989,3559,467,4192,7820,2508,0,7992,26748,0,427,,,,,,,,,,,,7622,6898,,,,,,,,,,,,,,,,,,,,,2750,2010-03-31
19783,27,4265,32961,0,50085,0,0,243,,56887,0,472597,0,61637,,,75681,238549,21364,68734,126923,194,43885,18333,50401,5081,1866,37063,89860,9340,2321,45793,410960,0,0,,,,,,,,,,,,104168,34416,,,,,,,,,,,,,,,,,,,,,2938,2010-03-31
