RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
6144,0,2490,6935,0,14716,0,0,0,0,0,0,49671,0,699,12591,,28399,2537,3926,11548,4436,0,0,2056,9492,11811,5039,1804,2632,7276,880,12226,48972,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2006-09-30
2712,0,520,3877,0,7194,0,0,0,0,0,0,15900,0,1538,2793,,7657,2738,1238,5575,1934,0,0,1608,3967,1748,334,305,1629,605,254,6674,14362,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2006-09-30
9949,0,0,4958,0,14281,0,0,0,0,0,0,67694,0,0,19409,,36945,1392,9999,24586,11091,0,0,6534,18052,10048,2311,1479,9612,5841,2477,14281,67694,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2006-09-30
927,0,111,1435,0,1435,0,0,0,0,0,0,4875,0,1408,500,,2366,1082,0,2352,500,0,0,550,1802,14,0,400,100,0,0,1324,3467,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2006-09-30
15332,0,3778,40195,0,55489,0,0,0,1852,1852,0,102953,0,6356,30941,,43953,12727,8864,40550,29687,0,1852,9745,30805,3391,12,6562,23125,1254,0,51711,96597,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2006-09-30
3115,0,424,2829,0,4909,0,0,198,1388,1586,0,19782,0,1571,4159,,8713,3795,751,7165,3856,198,1388,2375,4790,1367,181,1527,2329,303,0,4485,16625,0,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2006-09-30
116278,11,4528,15964,0,23826,0,0,0,0,0,0,252010,0,49914,32311,,68242,35179,8124,61781,29268,0,0,24200,37581,5658,803,16380,12888,1940,1103,19287,202096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2006-09-30
115000,0,1735,65915,0,114574,0,0,0,0,0,0,292118,0,11084,56764,,96986,23368,11461,91461,54315,0,0,31620,59917,5181,268,13287,41029,2448,0,112623,262467,216,18567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2006-09-30
306,12,951,13703,0,46031,0,0,0,5216,5216,0,90270,0,17436,35783,,44872,9309,10309,33780,31142,0,5216,20091,13689,7062,4030,12993,18150,2771,1869,45006,72834,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2006-09-30
3455,3,5648,10506,0,20527,0,0,0,0,0,0,70283,0,4141,13874,,34460,18494,5134,27170,11119,0,0,10344,16826,7290,0,4324,6795,2755,0,14876,66142,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2006-09-30
1314,174,5065,108857,0,174572,0,0,0,0,0,0,195031,7,14214,37017,,48243,108457,14869,31046,15265,0,0,17167,16517,9404,5155,21697,9085,3524,2711,169304,180810,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2006-09-30
2144,0,1118,4031,0,6908,0,0,0,0,0,0,20388,0,3204,4838,,11680,1726,1919,8570,4407,0,0,3349,5221,2614,496,3001,1406,231,200,5790,17134,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2006-09-30
