RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
6078,0,3320,6615,0,14310,0,0,0,0,0,0,44702,0,771,8855,,27189,2580,3587,14528,7089,0,0,3124,11430,6860,5775,1340,5749,875,891,10990,43931,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2002-09-30
2639,0,1128,3091,0,7192,0,0,0,0,0,0,13785,0,641,1715,,8463,968,10306,5462,1515,0,0,2067,3395,2536,465,403,1112,200,0,6064,13144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2002-09-30
8442,0,0,2344,0,8682,0,0,0,0,0,0,67292,0,0,16386,,40804,1661,8331,30226,11274,0,0,11198,19028,8820,1758,4205,7069,4823,289,8682,67292,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2002-09-30
670,0,66,1198,0,1198,0,0,0,0,0,0,5848,0,1436,800,,3243,1135,0,3230,800,0,0,803,2427,13,0,700,100,0,0,1132,4412,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2002-09-30
15859,0,5081,30658,0,46335,0,0,0,0,0,0,87057,0,4862,19678,,44364,7156,8687,40834,18375,0,0,11868,28966,3471,59,3609,14416,1653,0,41235,82195,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2002-09-30
2017,0,181,2432,0,3959,0,0,0,0,0,0,14276,0,524,919,,8386,2954,579,6161,511,0,0,1840,4321,2080,145,201,310,208,200,3778,13752,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2002-09-30
60882,10,14410,42375,0,69244,0,0,0,0,0,0,160380,0,19378,26878,,52367,20253,8230,41314,18986,0,0,14749,26550,10283,785,7862,11124,7892,0,54824,140702,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2002-09-30
69556,0,590,52358,0,81827,0,0,0,0,0,0,206206,0,9888,34871,,67920,33859,10404,59543,30514,0,0,28972,30642,4356,3950,15269,15245,4357,0,80451,195987,786,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2002-09-30
530,12,405,12286,0,38634,0,0,0,0,0,0,68638,0,9644,13075,,43982,11051,6072,25591,8905,0,0,11859,14850,14875,2398,4235,4816,2095,1929,38154,58994,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2002-09-30
3136,6,2878,8773,0,15996,0,0,0,0,0,0,60854,0,2497,11941,,34070,11707,4247,29048,10443,0,0,10634,18414,5022,0,4009,6434,1498,0,13112,58357,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2002-09-30
