RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
6979,0,2382,6549,0,13992,0,0,0,0,0,0,52581,0,662,12461,,30420,2721,4082,11579,4265,0,0,2612,8967,7484,11356,1322,2943,1099,7098,11610,51919,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2004-09-30
2986,0,1160,3045,0,6945,0,0,0,0,0,0,13830,0,322,1705,,7947,1192,3900,5357,1504,0,0,2028,3329,1778,812,302,1202,0,201,5785,13508,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2004-09-30
10761,0,0,2633,0,9986,0,0,0,0,0,0,67951,0,0,18317,,36454,2419,9022,25210,8985,0,0,8643,16567,9614,1631,2590,6395,7447,1885,9986,67951,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2004-09-30
1035,0,92,1288,0,1288,0,0,0,0,0,0,5822,0,1607,901,,2710,1176,0,2697,901,0,0,679,2018,13,0,801,100,0,0,1196,4215,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2004-09-30
16613,0,5150,34906,0,52020,0,0,0,5886,5886,0,92019,0,6672,28978,,39205,7223,8631,37346,28110,0,4323,11430,25916,1814,45,4630,23480,868,0,46870,85347,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2004-09-30
2978,0,482,2640,0,4478,0,0,396,100,496,0,18502,0,1552,2603,,8854,4067,709,7097,2403,396,100,2383,4714,1679,78,1050,1353,200,0,3996,16454,0,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2004-09-30
68742,11,16065,47891,0,81080,0,0,0,0,0,0,180397,0,37921,25865,,43534,42256,8251,30547,17385,0,0,7862,22685,11873,1114,9275,8110,6339,2141,65004,142176,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2004-09-30
62472,0,313,62621,0,111760,0,0,0,0,0,0,202889,0,9355,43110,,58869,38438,10099,44717,32147,0,0,20455,24338,12239,1837,15523,16625,10091,871,111023,193233,424,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2004-09-30
411,6,974,13615,0,46589,0,0,0,0,0,0,73617,0,13628,20194,,40071,12941,8996,29468,15248,0,0,17423,12045,6325,4278,10067,5181,2827,2119,45598,59989,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2004-09-30
3394,5,4453,9879,0,19212,0,0,0,0,0,0,66851,0,2978,13354,,35706,14397,5124,27980,9511,0,0,10626,17354,7726,0,3810,5701,3843,0,14754,63873,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2004-09-30
