RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
5704,0,2616,7047,0,14137,0,0,0,0,0,0,52911,0,893,14326,,29322,3559,4267,14578,8699,0,0,3529,11049,7168,7576,3164,5535,2522,3105,11521,52018,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2009-06-30
3508,0,763,4074,0,10102,0,0,0,0,0,0,16707,0,1581,2450,,7269,3480,1491,4654,1874,0,0,1732,2922,2065,550,551,1324,466,109,9339,15126,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2009-06-30
13415,0,0,5608,0,16451,0,0,0,0,0,0,81697,0,0,28565,,38137,1579,12389,24681,20517,0,0,8580,16101,11997,1460,8156,12361,7260,788,16451,81697,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2009-06-30
1422,0,54,1707,0,1707,0,0,0,0,0,0,5960,0,1513,701,,2792,1045,0,2792,701,0,0,717,2075,0,0,301,400,0,0,1653,4447,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2009-06-30
3009,0,364,3075,0,5274,0,0,0,0,0,0,21454,0,1421,2102,,10091,6252,1212,8576,1696,0,0,2180,6396,1358,157,607,1089,406,0,4910,20033,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2009-06-30
104509,10,2258,11061,0,18776,0,0,709,0,1497,0,247009,0,53809,31713,,52725,58062,8321,43752,26696,709,787,16338,27415,8503,469,14320,12377,4908,108,16508,193083,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2009-06-30
329,1,1095,31504,0,75910,0,0,0,0,0,0,99469,0,8477,32074,,52092,14974,13088,28179,18041,0,0,24467,13477,11979,2169,13271,10524,6549,1730,74810,90492,4,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2009-06-30
3990,4,6103,11296,0,21974,0,0,0,0,0,0,91515,0,5342,25984,,42745,18796,7892,33309,21375,0,0,9472,23837,9436,0,5851,15524,4609,0,15867,86173,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2009-06-30
1860,48,7318,87257,0,166514,0,0,0,0,0,0,223711,15,16081,53737,,56376,111739,20783,41585,25451,0,0,22093,22085,8219,3979,33743,13452,3980,2562,159148,207615,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2009-06-30
2990,0,1221,8162,0,13029,0,0,0,0,0,0,22059,0,3185,5970,,11074,2025,1896,8421,5286,0,0,3157,5264,2332,321,3116,2170,684,0,11808,17374,0,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2009-06-30
