RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2343,RCON2344,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON2604,RCON5590,RCON6648,RCON6810,RCON6835,RCONA241,RCONA242,RCONA243,RCONA244,RCONA579,RCONA580,RCONA581,RCONA582,RCONA584,RCONA585,RCONA586,RCONA587,RCONB549,RCONB550,RCONB551,RCONB552,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT88,RCONMT89,RCONMT90,RCONMT91,RCONMT92,RCONMT93,RCONMT94,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
7336,0,1683,5935,0,12606,0,0,0,0,0,0,49875,0,1116,10602,,28666,3271,3924,12848,5031,0,0,3176,9672,6788,9030,1972,3059,1167,4404,10923,48759,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2003-09-30
3031,0,852,2820,0,6642,0,0,0,0,0,0,13901,0,1080,1783,,7836,1251,1036,5211,1182,0,0,1321,3890,2234,391,502,680,400,201,5790,12821,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2003-09-30
9057,0,0,2147,0,9608,0,0,0,0,0,0,69607,0,0,18584,,40108,1858,8889,29182,10959,0,0,9910,19273,9796,1130,3031,7928,6645,980,9608,69607,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2003-09-30
792,0,64,1049,0,1049,0,0,0,0,0,0,5892,0,1457,800,,3116,1184,0,3074,700,0,0,742,2332,42,0,700,100,0,0,985,4435,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2003-09-30
15540,0,5249,34473,0,50157,0,0,0,5616,5616,0,95948,0,5762,29592,,43627,7189,9431,40432,26396,0,2003,12312,28120,3183,12,4598,21798,3196,0,44886,90186,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2003-09-30
2419,0,168,2274,0,4009,0,0,1287,200,1933,0,18511,0,1390,3030,,9524,3538,703,7529,2630,1287,646,2652,4877,1862,133,1798,832,400,0,3841,15734,0,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2003-09-30
68624,18,16324,45085,0,76491,0,0,0,0,0,0,169249,0,26362,24598,,48807,27220,6968,37858,21621,0,0,9545,28313,9742,1207,8980,12641,2742,235,60149,142587,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2003-09-30
79425,0,348,55723,0,98324,0,0,0,0,0,0,215843,0,9417,39250,,59485,37683,10683,53319,31791,0,0,26521,26884,4199,1881,18557,13235,7116,342,97546,206026,430,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2003-09-30
547,4,609,10347,0,41138,0,0,0,0,0,0,74852,0,10671,16771,,46062,11472,8876,34379,12949,0,0,17893,16486,6879,4804,7539,5410,667,3155,40513,64181,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2003-09-30
3264,2,3226,9555,0,17217,0,0,0,0,0,0,64575,0,3064,12390,,36013,12908,5019,30294,9733,0,0,11003,19291,5719,0,3612,6122,2656,0,13989,61511,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2003-09-30
1958,145,2488,78374,0,117590,0,0,0,0,0,0,162080,5,10991,26537,,46933,86652,14164,33422,12096,0,0,16766,18827,8890,2450,18933,5198,1081,1325,114605,151084,352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2003-09-30
1960,0,651,3343,0,6233,0,0,0,0,0,0,21030,0,1959,3851,,13489,1730,2114,8898,3585,0,0,2938,5960,4125,466,2213,1372,266,0,5582,19021,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2003-09-30
66707,36,28403,20954,0,29252,0,0,0,18000,18000,0,162280,0,2232,45128,,32385,18060,8976,26174,21099,0,0,9035,17943,4677,730,6958,14906,21307,1957,574,159903,239,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2003-09-30
13305,16,12661,32490,0,69536,0,0,0,0,0,0,121845,0,541,25749,,66731,16060,11263,49035,17578,0,0,19457,30915,7274,9085,7806,9772,5148,3023,56767,121193,92,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2003-09-30
33243,8,294,50618,0,65408,0,0,0,0,0,0,181461,0,6289,21965,,77610,48643,18377,43500,11346,0,0,11033,32467,24670,9440,4063,7283,6278,4341,64829,175172,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2003-09-30
