"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1350	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2155	RCFD2160	RCFD2170	RCFD2800	RCFD2920	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1350	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2155	RCON2160	RCON2170	RCON2200	RCON2800	RCON2920	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	
262273																																							736	641	0	0	0	10617	0	1290	0	0	680	48538	44088	0	0	44	44132	0	268	0	0	0	4406	2000	48538	0	0	2175	0	0	0	1409	42679		0	34842	34574	231	
262349																																							118540	248684	0	45753	0	1310791	0	39457	2480	0	184528	3815544	1961113	457065	0	37551	3464005	0	49114	2674	903775	95000	351539	47889	3815544	8623	9501	57875	0	243713	239780	590816	1370297		0	1663348	1614234	2062	
262358																																							0	4033	0	315	65707	4641	0	770	31	0	1448	101074	81216	0	0	239	81455	0	272	0	0	0	19619	400	101074	0	0	17895	0	1300	0	13860	67356		0	24401	24129	24	
262451																																							225	1819	0	0	0	11433	0	1855	141	0	1790	85631	67161	3279	0	938	78928	0	721	0	7550	0	6703	625	85631	0	0	3390	0	2395	0	7447	59714		0	69089	68368	293	
262741																																							18	2477	0	672	10600	15924	0	1613	0	0	2123	92887	74130	0	0	771	81450	0	604	0	6549	0	11437	425	92887	0	0	8372	0	2500	0	7176	66954		0	60064	59460	140	
262844																																							672	3972	136	1646	2307	20681	0	3784	137	0	3308	206033	171694	2318	0	2304	188731	0	2126	0	12415	0	17302	750	206033	0	0	11915	0	4250	0	11496	160198		0	171516	169390	387	
262956																																							27	1639	0	1350	922	11343	206	1055	243	0	3317	79551	69297	0	0	578	71765	0	806	0	1890	0	7786	300	79551	0	0	4463	0	2900	0	6094	63203		0	60255	59449	123	
262965																																							0	3907	0	4125	8170	7317	0	2001	0	0	903	65042	58975	0	0	171	59146	0	399	0	0	0	5896	750	65042	0	0	4326	0	750	0	19489	39486		0	39018	38619	70	
263243																																							0	4744	0	567	8185	13931	0	1544	0	0	2090	130814	106993	430	0	971	119476	0	1118	0	11082	0	11338	90	130814	0	0	5735	0	5400	0	13393	93600		0	100871	99753	113	
263551																																							427	1684	0	3640	1000	1519	0	1036	301	0	519	31201	27463	0	0	383	27846	0	186	0	0	0	3355	843	31201	0	0	713	0	1783	0	5003	22460		0	21261	21075	16	
263627																																							0	6769	0	12391	35366	0	0	484	1397	0	7203	164356	146843	0	0	788	147631	0	1051	0	0	0	16725	2500	164356	0	0	11725	0	2500	0	16958	129885		0	101797	100746	0	
263953																																							51	6534	137	29259	6610	57033	0	6768	25	0	3885	223083	194312	0	0	1226	195538	0	1147	1236	0	0	27545	1625	223083	0	0	23279	0	1625	148	30093	164219		0	112544	111397	1016	
264156																																							100	694	0	1506	5462	1797	0	121	29	0	191	13963	12630	0	0	72	12702	0	55	0	0	0	1261	100	13963	0	0	826	0	300	0	1271	11359		0	4118	4063	35	
264455																																							218	15071	0	35735	0	92247	514	2682	211	0	3128	250383	216984	0	0	1000	217984	0	973	2030	0	0	32399	4000	250383	0	0	14998	0	13000	0	38959	178025		0	99520	98547	401	
264558																																							12	9752	0	17950	39365	16764	0	2351	0	0	8017	339473	299413	4215	0	5684	314318	0	4764	1755	5006	0	25155	1200	339473	0	0	7083	0	16691	899	33361	266052		0	247372	242608	181	
264941																																							0	6298	212	5821	0	27968	0	3240	131	0	2909	203318	177723	8230	0	555	190373	0	2225	6	3865	0	12945	469	203318	0	0	3330	0	8643	526	27639	150084		0	158432	156207	503	
265041																																							0	1804	0	3485	3985	22484	0	389	0	0	1350	71949	64582	0	0	415	64997	0	462	0	0	0	6952	100	71949	0	0	3913	0	2900	0	5073	59509		0	38914	38452	39	
265256																																							0	2410	0	4300	1032	10545	0	1044	819	0	2411	65490	59026	0	0	492	59518	0	540	0	0	0	5972	750	65490	0	0	4183	0	940	0	9560	49466		0	43469	42929	99	
265340																																							100	1983	0	989	2439	33153	0	1008	0	0	1422	88384	72477	0	0	382	73859	0	490	0	1000	0	14525	180	88384	0	0	13426	0	772	0	5160	67317		0	47780	47290	147	
265407																																							35065	21419	13660	0	7064	115954	955	10835	439	0	12399	672844	522478	53616	0	3328	603457	0	7932	0	24035	0	69387	250	672844	0	0	51912	0	14500	2965	48543	473935		0	460021	452089	2725	
265452																																							39	876	0	900	2236	5257	0	171	0	0	775	25498	20716	0	0	178	23994	0	197	0	3100	0	1504	65	25498	0	0	1239	0	160	0	2253	18463		0	15441	15244	40	
265676																																							2076	1995	0	5385	3504	11527	0	1686	88	0	2103	88557	76829	0	0	854	80454	0	889	0	2771	0	8103	164	88557	0	0	6570	0	1356	0	5316	71513		0	61082	60193	13	
265948																																							42	3669	0	1274	0	27542	0	2413	119	0	1108	70459	61073	370	0	1093	62536	0	1008	2252	0	0	7923	1080	70459	0	0	30	0	6352	47	6959	54114		0	33001	31993	461	
266066																																							7480	2063	0	700	740	20022	0	1586	590	0	1763	69241	61349	0	0	456	62905	0	396	0	1100	0	6336	1000	69241	0	0	4083	0	1000	0	6792	54557		0	34693	34297	253	
266244																																							693	1116	0	2397	0	8319	0	775	0	0	1071	58920	50026	20	0	393	53222	0	453	0	2783	0	5698	210	58920	0	0	4624	0	790	0	4733	45293		0	45002	44549	74	
266253																																							0	1747	0	0	0	3566	0	45	16	0	1944	26544	20554	0	0	193	24141	0	296	0	3394	0	2403	300	26544	0	0	1577	0	500	0	2226	18328		0	19522	19226	26	
266271																																							1852	364389	62572	11380	0	1843163	1829	196458	8857	0	376900	11643492	6962864	1230564	0	246514	10771879	0	69341	149350	2331937	0	871613	238100	11643492	0	0	99580	0	545012	210611	1712212	5250652		0	8485472	8416131	-11079	
266440																																							0	544	0	1685	1174	3696	0	314	39	0	371	21206	18846	0	0	238	19084	0	113	0	0	0	2122	100	21206	0	0	1264	0	700	0	1474	17372		0	13496	13383	58	
266655																																							963	1117	0	650	0	8825	0	136	0	0	1341	44309	34222	15	0	658	35883	0	581	0	988	0	8426	100	44309	0	0	8101	0	150	0	2256	31966		0	31858	31277	75	
266851																																							144	5254	0	3575	5535	9757	0	1279	0	0	2000	123168	95663	2471	0	623	114473	0	984	0	15716	0	8695	100	123168	0	0	7981	0	300	0	9339	86324		0	96608	95624	314	
266879																																							6917	2896	0	0	34	2890	0	1524	374	0	811	62914	56345	0	0	14	56359	0	314	0	0	0	6555	0	62914	0	0	0	0	6667	0	2548	53797		0	47782	47468	-112	
266945																																							7	6021	0	3194	1561	40021	0	4547	86	0	4144	223816	198823	0	0	1573	205416	0	2145	0	5020	0	18400	900	223816	0	0	8035	0	9100	0	19661	179162		0	166380	164235	365	
267652																																							700	2090	0	1500	95	8808	0	2383	0	0	884	76859	67270	0	0	494	68604	0	1034	0	840	0	8255	270	76859	0	0	1663	0	6230	0	12289	54981		0	61433	60399	92	
267737																																							26	13257	2521	29270	23266	39381	0	16871	0	0	14572	480220	435706	398	0	5632	443033	0	3169	163	1297	0	37187	1786	480220	0	0	22624	0	12600	0	87371	348335		0	344062	340893	177	
267755																																							9995	4734	0	4000	0	54705	0	6389	15	0	1862	155300	143944	0	0	579	144813	0	1142	0	290	0	10487	1427	155300	0	0	7258	0	1573	0	27602	116342		0	74742	73600	229	
267979																																							2314	3909	0	31986	3254	61101	0	4396	0	0	28769	545336	442440	0	0	15219	464250	0	27303	0	6591	0	81086	675	545336	0	0	31728	0	49177	0	3584	438856		0	436910	409607	-494	
268042																																							1	3763	0	967	0	23103	0	2786	0	0	4608	126419	109004	0	0	1653	112657	0	1177	0	2000	0	13762	400	126419	0	0	6760	0	6200	0	11630	97374		0	92368	91191	402	
268136																																							0	2170	0	3269	644	18176	197	667	45	0	916	56605	50891	0	0	284	51175	0	493	0	0	0	5430	650	56605	0	0	2088	0	2800	0	7872	43019		0	31014	30521	-108	
268257																																							676	19567	55	12211	54874	27163	0	7374	206	0	3890	304176	278646	0	0	1568	280214	385	2169	4	0	0	23577	1500	304176	0	0	8273	0	13651	0	65152	213494		0	180325	178156	153	
268341																																							0	1364	0	1105	9982	14113	0	2919	259	0	1005	77138	68955	817	0	750	70522	0	539	0	0	0	6616	450	77138	0	0	5020	0	1100	642	6453	62502		0	46288	45749	46	
268556																																							0	12273	414	0	18559	43186	0	5400	25	0	11187	414236	285830	36112	0	5301	383756	0	4556	667	56513	0	30480	2420	414236	0	0	12605	0	15290	2361	37976	247854		0	324720	320164	165	
268734																																							544	6552	0	0	0	50727	0	458	1545	0	6104	243426	185133	8000	0	732	215887	0	1623	0	22022	0	27539	980	243426	0	0	4133	0	21820	0	28641	156492		0	179119	177496	606	
268828																																							0	4213	0	0	199	100708	0	1397	534	0	3750	203818	158832	2000	0	449	161281	0	1785	0	0	0	42537	10000	203818	0	0	22134	0	10000	0	16211	142621		0	94802	93017	403	
268846																																							184	6084	72	6700	0	27969	189	4620	60	0	5643	169189	125596	3290	0	1529	152415	0	1678	12	22000	0	16774	1050	169189	0	0	6392	0	8950	465	20653	104943		0	118869	117191	382	
268976																																							59	8314	0	33316	40829	0	0	2048	0	0	3546	264855	239896	0	0	305	240441	0	502	0	240	0	24414	0	264855	0	0	24414	0	0	0	6867	233029		0	177245	176743	0	
269049																																							114	1218	0	1532	0	12699	0	749	0	0	1973	64257	44640	0	0	406	58345	0	489	432	13299	0	5912	150	64257	0	0	1515	0	4019	0	3150	41490		0	46029	45540	228	
269058																																							2025	2556	0	2775	18558	5620	0	1018	0	0	1615	83459	73507	0	0	587	74094	0	729	0	0	0	9365	500	83459	0	0	4784	0	4000	0	11051	62456		0	50021	49292	81	
269432																																							100	11872	0	7596	499	18941	0	6139	0	0	6897	293332	215010	2935	0	515	270027	0	2936	296	51567	0	23305	2472	293332	0	0	11132	0	9573	3060	28908	186102		0	240868	237932	128	
269478																																							1996	1341	0	0	0	14376	0	326	0	0	2824	60746	47669	0	0	507	49176	0	316	0	1000	0	11570	0	60746	0	0	0	0	10954	0	1754	45915		0	40199	39883	616	
269656																																							0	889	30	0	0	3636	0	1868	75	0	755	32360	24378	3342	0	163	27883	0	325	0	0	0	4477	100	32360	0	0	3745	0	600	0	3494	20884		0	25432	25107	32	
269759																																							370	772	0	2570	7132	2957	0	270	0	0	746	34410	29380	0	0	339	30424	0	624	0	705	0	3986	200	34410	0	0	2452	0	1300	0	5052	24328		0	20217	19593	34	
270036																																							23	7820	0	3445	0	29593	0	4005	331	0	13251	221285	167811	1112	0	3388	205311	0	1716	0	33000	0	15974	900	221285	0	0	12237	0	2500	0	29896	137915		0	164533	162817	337	
270148																																							100	2517	0	2365	455	10692	0	2049	36	0	1193	59906	54332	0	0	417	54749	0	531	0	0	0	5157	150	59906	0	0	3476	0	1350	0	10672	43660		0	41030	40499	181	
270241																																							196	8865	0	10400	744	35068	10	4815	0	0	5422	265453	216877	5818	0	2713	240892	362	3062	0	15484	0	24199	1796	265453	0	0	12718	0	9204	0	53837	163040		0	202995	199933	481	
270335																																							0	14308	101	0	10933	41647	0	8988	3979	0	17120	556372	374138	17602	0	9394	515546	0	3560	2581	114412	0	40826	2938	556372	443	0	27837	0	9800	126598	55924	318214		0	333234	329674	251	
270353																																							32	1279	0	3675	0	13956	0	214	185	0	1096	50062	42154	0	0	833	45139	0	291	0	2152	0	4923	175	50062	0	0	1876	0	2675	0	4255	37899		0	29916	29625	197	
270504																																							2901	6119	178	3100	33562	15337	0	4643	172	0	5245	248755	207044	13855	0	1396	227350	0	1879	0	5055	0	21405	350	248755	0	0	16701	0	4254	911	26157	180887		0	178466	176587	100	
270531																																							374	2978	0	0	0	50590	0	529	0	0	2825	165423	143113	0	0	1001	148879	0	2197	0	4765	0	16544	1000	165423	0	0	4047	0	11512	0	12152	130961		0	110324	108127	-15	
270652																																							0	1428	0	3400	13401	0	0	404	0	0	1163	46220	40119	0	0	414	40533	0	336	0	0	0	5687	150	46220	0	0	4987	0	550	0	4918	35201		0	26760	26424	0	
271136																																							0	7312	66	24420	6495	0	0	1972	651	0	988	98783	90086	0	0	432	90526	0	1800	0	8	0	8257	1430	98783	0	0	2210	0	4617	0	34103	55983		0	58679	56879	0	
271154																																							2364	1093	0	1100	0	18214	0	1404	144	0	1717	70176	52564	209	0	346	62335	0	609	0	9216	0	7841	1329	70176	0	0	3742	0	2500	0	4826	47738		0	44749	44140	270	
271275																																							4006	3572	54	0	15586	5735	0	3562	246	0	2157	127984	111798	0	0	429	118227	0	793	0	6000	0	9757	0	127984	0	0	0	0	9768	849	19558	92240		0	93010	92217	-11	
271341																																							469	4530	230	8781	1841	23613	0	2629	0	0	2523	120555	101923	0	0	718	111060	0	857	0	8419	0	9495	271	120555	0	0	3941	0	5200	1781	16629	85294		0	75015	74158	83	
271529																																							387	7586	0	0	0	33936	0	2586	3	0	5040	159630	109745	22780	0	2289	140812	0	913	1314	6000	0	18818	1800	159630	0	0	8254	0	8200	0	27681	82064		0	109691	108778	564	
271631																																							38	6085	0	3150	21596	26122	0	5727	59	0	5269	183272	158495	3504	0	2769	166768	0	1063	0	2000	0	16504	600	183272	0	0	12432	0	3300	0	37633	120862		0	116289	115226	172	
271743																																							0	1807	0	275	22906	2060	0	101	61	0	618	35878	28815	0	0	291	29106	0	333	0	0	0	6772	400	35878	0	0	5955	0	400	0	2865	25950		0	8383	8050	17	
271752																																							0	1940	0	0	0	36661	0	972	97	0	1295	69280	58467	1807	0	596	60870	0	682	544	0	0	8410	765	69280	0	0	5713	0	1474	0	13119	45348		0	28453	27771	458	
271855																																							0	13401	0	2713	47880	97784	0	8719	0	0	2895	267957	245183	0	0	1501	249784	0	947	0	3100	0	18173	3080	267957	0	0	10695	0	3080	0	65761	179422		0	95512	94565	1318	
272030																																							25	1123	0	800	0	7263	0	109	111	0	254	16616	14163	0	0	114	14277	0	207	0	0	0	2339	75	16616	0	0	668	0	1500	0	2638	11525		0	7138	6931	96	
272058																																							0	441	0	0	563	1693	0	47	0	0	389	13978	10665	2012	0	155	12832	0	110	0	0	0	1146	66	13978	0	0	252	0	834	0	1167	9498		0	10955	10845	-6	
272151																																							693	582	0	1650	606	9310	0	93	1	0	278	19022	16439	0	0	101	16540	0	323	0	0	0	2482	155	19022	0	0	2128	0	155	0	2533	13906		0	6132	5809	44	
272218	0	258287	4307	538676	16981	1183358	1746	129816	435	0	137383	7054415	793638	0	105784	6534726	0	71965	233	606082	0	519689	500	7054415	0	0	449102	0	62118	0		0	4855158	4783193	7969	0	0	0				538676						0		7054415	5029222	793638	0		6534726				606082											1123260	3905962						
272245																																							0	712	0	845	6555	0	0	114	0	0	178	15077	11738	0	0	90	11828	0	110	0	0	0	3249	600	15077	0	0	1949	0	700	0	1760	9978		0	6783	6673	0	
272254																																							198	548	0	4205	6991	1559	0	62	0	0	502	22704	18318	0	0	95	19710	0	116	0	97	1200	2995	300	22701	0	0	2307	0	350	0	2435	15883		0	8752	8636	34	
272272																																							8687	1917	0	0	0	35121	0	4971	1147	0	3945	240269	173963	4115	0	2202	217569	0	1462	3625	37289	0	22700	1	240269	0	0	13011	0	9784	0	16494	157469		-343	182318	180856	247	
272302																																							18	7033	0	23212	0	196278	0	4890	277	0	6268	401191	276493	0	0	22178	309041	0	1234	0	10370	0	92150	0	401191	0	0	56201	0	0	0	7056	269437		0	164449	163215	35949	
272357																																							0	690	0	2200	0	4010	0	141	0	0	589	23851	20876	0	0	84	21066	0	226	0	106	0	2785	257	23851	0	0	1749	0	687	0	3068	17808		0	16447	16221	92	
272870																																							4000	552	0	3752	0	4390	0	381	0	0	918	29791	26125	0	0	794	26919	0	515	0	0	0	2872	0	29791	0	0	0	0	2926	0	367	25758		0	16313	15798	-54	
273149																																							0	3887	0	16900	0	34455	0	1546	0	0	2226	126425	101624	925	0	843	105488	0	690	0	2096	0	20937	400	126425	0	0	15960	0	4000	0	15153	86471		0	68101	67411	577	
273251																																							0	1450	135	3500	0	12144	0	573	0	0	1912	63785	56147	0	0	710	57895	0	511	75	1038	0	5890	500	63785	0	0	2913	0	2125	0	5679	50468		0	44507	43996	352	
273336																																							144	22275	0	22691	33501	88787	0	14946	0	41	7805	464634	412148	0	41	1403	433592	0	5148	0	20000	0	31042	2000	464634	0	0	8200	0	20000	0	113943	298205		0	279592	274444	842	
273523																																							0	16919	130	9200	0	132786	0	8424	227	0	20323	650199	483491	23595	0	8847	606030	0	10238	0	80097	10000	44169	1958	650199	0	0	31682	0	8528	0	59172	424319		0	472428	462190	2001	
273550																																							22	4178	0	2695	3331	40059	0	750	0	0	3287	125030	108824	0	0	1068	109892	0	1866	0	0	0	15138	250	125030	0	0	10368	0	3950	0	15459	93365		0	72574	70708	570	
273653																																							888	826	0	0	1142	5719	0	174	25	0	480	28204	24648	0	0	336	24984	0	582	0	0	0	3220	150	28204	0	0	1419	0	1600	0	2355	22293		0	19532	18950	51	
273662																																							218	8045	0	0	0	185942	0	2470	0	0	6856	332987	291224	0	0	2691	300193	0	1898	0	6278	0	32794	1800	332987	0	0	6231	0	24200	0	37752	253472		0	131354	129456	563	
273840																																							83	1062	0	5545	14447	0	0	279	0	0	308	34381	27885	0	0	468	28353	0	166	0	0	0	6028	517	34381	0	0	4444	0	1067	0	3070	24815		0	12823	12657	0	
273859																																							0	803	0	6863	556	0	0	53	0	0	136	11724	9893	0	0	78	9971	0	40	0	0	0	1753	150	11724	0	0	1378	0	225	0	3843	6050		0	3353	3313	0	
273907																																							262	11994	60	10250	0	28673	0	3943	0	0	5930	220477	186655	8945	0	1659	204612	0	2288	0	7353	0	15865	600	220477	0	0	13863	0	1450	0	23658	162997		0	161653	159365	-48	
274025																																							0	1038	0	545	30	3313	0	31	0	0	185	11494	9977	0	0	44	10021	0	120	0	0	0	1473	250	11494	0	0	963	0	250	0	2022	7955		0	6472	6352	10	
274052																																							31	904	0	2100	0	9546	0	312	0	0	524	27178	24228	0	0	298	25515	0	214	0	989	0	1663	225	27178	0	0	858	0	475	0	3812	20416		0	13975	13761	105	
274164																																							6286	6326	0	9025	10972	1550	0	3409	5	0	4319	120123	109424	0	0	1022	110810	0	1077	0	364	0	9313	350	120123	0	0	8098	0	850	0	26238	83186		0	79308	78231	15	
274548																																							0	1901	0	0	1585	2842	0	347	0	0	2076	77335	60168	1030	0	915	70113	0	1483	0	8000	0	7222	400	77335	0	0	4690	0	2100	0	6286	53882		0	70067	68584	32	
274641																																							0	821	0	2700	5569	0	0	213	0	0	558	28529	24471	0	0	259	24730	0	204	0	0	0	3799	161	28529	0	0	3167	0	471	0	1715	22756		0	18872	18668	0	
274753																																							1185	659	0	300	1407	6201	0	218	0	0	314	18075	15240	0	0	260	16250	0	111	0	750	0	1825	50	18075	0	0	1656	0	50	0	1805	13435		0	7902	7791	69	
274829																																							2472	11536	7411	1200	0	153643	0	5745	22	0	4359	364562	325314	5620	0	2365	333299	0	2412	0	0	0	31263	918	364562	0	0	22041	0	7628	0	35974	289340		0	180586	178174	676	
274856																																							204	944	0	1925	374	11502	0	453	40	0	1141	46106	40348	0	0	654	41002	0	623	1	0	0	5104	100	46106	0	0	3629	0	1300	0	1694	38654		0	30145	29522	75	
275116																																							3134	5561	0	2331	0	43919	0	3457	0	0	9321	225307	184185	0	0	1600	206059	0	1577	0	20274	0	19248	500	225307	0	0	16309	0	2187	0	15432	168753		0	159161	157584	252	
275255																																							1980	1002	0	2140	3471	102	0	51	0	0	423	20201	18026	0	0	186	18561	0	353	0	249	100	1640	100	20201	0	0	1135	0	405	0	2626	15400		0	11385	11032	0	
275358																																							200	3721	0	11625	5300	7765	0	3222	0	0	2672	112065	94874	0	0	1161	98335	0	2101	3045	2300	0	13730	150	112065	0	0	6799	0	6700	0	10161	84713		0	76616	74515	81	
275509																																							2006	5050	0	17275	24866	15179	0	2571	0	0	2423	211363	187291	0	0	1464	188755	0	1411	0	0	0	22608	4320	211363	0	0	14196	0	4000	0	42803	144488		0	143404	141993	92	
275657																																							0	1193	0	300	5568	9236	0	235	0	0	834	33016	27733	0	0	172	27905	0	294	0	0	0	5111	300	33016	0	0	3924	0	800	0	15134	12599		0	15944	15650	87	
275750																																							0	7366	0	578	13155	46446	0	2381	0	0	5044	257851	210113	10847	0	2601	237561	0	2240	1618	14000	0	20290	938	257851	0	0	7853	0	11189	899	27819	182294		0	182604	180364	310	
275769																																							0	1194	0	5550	4996	0	0	80	43	0	172	17739	14770	0	0	132	14902	0	69	0	0	0	2837	360	17739	0	0	1937	0	540	0	3180	11590		0	5773	5704	0	
276159																																							0	932	0	2025	0	19767	0	1001	9	0	1060	57088	51481	0	0	679	52160	0	574	0	0	0	4928	100	57088	0	0	4395	0	250	0	6286	45195		0	32868	32294	183	
276355																																							0	2532	0	6068	4510	0	0	420	4	0	558	37167	33381	0	0	313	33694	0	218	0	0	0	3473	1150	37167	0	0	1173	0	1150	0	4102	29279		0	23293	23075	0	
276449																																							100	2464	0	3502	0	19347	0	1517	0	0	2078	46948	40892	0	0	300	42192	0	375	0	1000	0	4756	1200	46948	0	0	1731	0	2000	0	8199	32693		-342	18315	17940	167	
276551																																							0	1412	0	2995	4606	5269	0	975	18	0	1451	46212	40921	0	0	410	41331	0	823	0	0	0	4881	100	46212	0	0	4619	0	100	0	6269	34652		0	30309	29486	62	
276579	21	257412	8155	415762	51109	882476	33527	79739	6255	349	953087	8796363	2455252	349	364198	8232569	2727	66108	10424	42416	170125	561067	15000	8796363	262297	164345	421197	0	73757	148458		0	5753400	5687292	51113	180856	0	180856				415762						349		8796353	4855028	2455252	349		8232559				42416											1023466	3831562						
276645																																							25	4089	14	872	0	15270	0	2218	64	0	1354	75969	58229	5429	0	536	70315	0	552	0	6121	0	5654	250	75969	0	0	2172	0	2900	0	4161	54068		0	52615	52063	332	
276654																																							0	1023	1352	750	5955	7388	0	874	0	0	806	56249	48234	0	0	898	49132	0	346	323	0	0	7117	100	56249	0	0	240	0	6762	0	5216	43018		0	38124	37778	15	
276711																																							531	1655	0	0	1173	13307	0	1089	0	0	716	48816	40325	0	0	258	40583	0	371	0	0	0	8233	25	48816	0	0	7944	0	125	0	3650	36675		0	30716	30345	139	
276775																																							517	157	0	1067	44	2188	0	307	0	0	251	17261	14813	0	0	234	15522	0	111	0	475	0	1739	0	17261	0	0	1523	0	0	0	211	14602		0	12841	12730	216	
276850																																							3234	22696	0	0	2994	60339	0	16449	1571	0	13195	440370	338475	0	0	3242	398749	0	4610	12041	57032	0	41621	2000	440370	0	0	11415	0	28000	0	39101	299374		0	312461	307851	206	
276953																																							0	540	0	1900	10456	91	0	287	0	0	604	26305	20260	0	0	492	20803	0	217	0	51	0	5502	75	26305	0	0	5011	0	425	0	4251	16009		0	12644	12427	-9	
277053																																							926	1378	0	43	0	4919	0	645	508	0	446	38817	33136	0	0	64	33200	0	469	1468	0	0	5617	300	38817	0	0	134	0	5163	0	6100	27036		0	28953	28484	20	
277138																																							5422	5567	0	0	0	48614	0	2847	0	0	6484	208148	156283	6476	0	2093	190527	0	1845	0	25675	0	17621	1476	208148	0	0	4454	0	11125	0	43643	112640		0	141059	139214	566	
277240																																							2000	4683	0	11300	1887	4053	0	2406	0	0	990	113429	104260	0	0	825	105085	0	776	105	0	0	8344	2558	113429	0	0	5258	0	655	0	19348	84912		-180	86781	86005	53	
277277																																							6376	342	0	0	2305	0	0	167	0	0	608	34125	22749	0	0	520	28969	0	107	0	5700	0	5156	0	34125	0	0	5156	0	0	0	516	22233		0	24434	24327	0	
277558																																							497	1619	0	2375	0	10514	0	1211	340	0	813	51082	47087	0	0	390	47477	0	345	0	0	0	3605	445	51082	0	0	2182	0	923	167	5299	41788		0	33891	33546	55	
277567																																							538	7313	0	10100	0	12042	0	2845	1585	0	5056	112928	99552	0	0	1021	102765	0	1467	0	2192	0	10163	1432	112928	0	0	6114	1181	1408	2761	26564	72988		0	72155	70688	28	
277736																																							0	3593	0	2842	0	37842	0	4512	51	0	1346	103765	86656	79	0	912	87647	0	613	0	0	0	16118	450	103765	0	0	13072	0	1800	0	13052	73604		0	54192	53579	796	
277820																																							2281	10829	0	3923	12308	33794	0	2197	0	0	2939	174388	151339	1818	0	1296	154453	0	1517	0	0	0	19935	600	174388	0	0	12817	0	6100	608	32594	118745		0	107026	105509	418	
277950																																							0	1079	0	3500	13401	0	0	38	18	0	456	31781	28059	0	0	150	28209	0	165	0	0	0	3572	500	31781	0	0	1072	0	2000	0	5417	22642		0	13454	13289	0	
278078																																							1729	1937	0	0	0	14954	0	506	0	0	1577	95442	82855	0	0	214	86569	0	486	0	3500	0	8873	0	95442	0	0	474	0	8333	0	6731	76124		0	75225	74739	66	
278153																																							2250	2098	0	1300	0	13490	0	2189	0	0	604	50211	45779	0	0	271	46050	0	215	0	0	0	4161	600	50211	0	0	1445	0	2000	0	10538	35241		0	28495	28280	116	
278256																																							61	1400	0	0	0	23775	0	513	123	0	2414	74187	55386	2819	0	571	64774	0	716	0	5998	0	9413	200	74187	0	0	7872	0	1000	0	6242	49144		0	46617	45901	341	
278555																																							109	12193	14	70	1292	91842	0	4137	122	0	9715	350298	266162	0	0	2329	322021	0	2191	1802	53530	0	28277	950	350298	0	0	22674	0	4625	0	38540	227622		0	231193	229002	28	
278733																																							0	1568	0	0	0	8363	0	782	190	0	1196	70299	63239	462	0	1035	64736	0	744	0	0	0	5563	200	70299	0	0	3383	0	1905	0	6131	57108		0	58944	58200	75	
278751																																							1114	1119	0	2606	0	5106	0	290	0	0	365	16561	15057	0	0	76	15133	0	73	0	0	0	1428	70	16561	0	0	1243	0	100	0	3052	12005		0	6034	5961	15	
278818																																							3081	5522	2756	0	0	95852	0	3399	149	0	8850	295672	238691	1500	0	1226	263572	0	1919	0	22155	0	32100	1485	295672	0	0	28358	0	1485	0	28587	210104		0	177982	176063	772	
278957																																							11	8755	0	0	0	9342	120	3646	0	0	2833	94150	74706	0	0	860	86425	0	743	395	10859	0	7725	1000	94150	0	0	3062	0	3650	0	10037	64669		0	69791	69048	13	
279105																																							4934	20020	0	953	9407	55028	0	7536	95	0	13657	540456	436576	5664	0	3036	496706	59	3091	0	51430	0	43691	0	540456	0	0	43084	0	0	0	31301	405275		0	431917	428826	607	
279253																																							3644	8425	0	0	0	27710	0	3711	0	0	1869	164849	143320	0	0	1619	150439	0	1716	0	5500	0	14410	206	164849	0	0	13048	0	844	1027	17230	126090		0	120179	118463	312	
279338																																							162	13113	0	15875	0	6579	0	4132	0	0	5286	185539	170754	0	0	523	171277	0	1875	0	0	0	14262	6764	185539	0	0	2831	0	4653	897	38236	132518		0	141370	139495	14	
279673																																							0	2422	0	558	3443	10949	0	2924	0	0	940	64742	58933	0	0	135	59068	0	345	0	0	0	5674	0	64742	0	0	36	0	5602	0	1901	57032		0	43851	43506	36	
279842																																							15	2768	0	12247	0	36315	0	2751	0	0	1648	164935	139074	1505	0	902	150481	0	1332	115	9000	0	14454	650	164935	0	0	3867	0	9275	90	9223	129851		0	110318	108986	662	
279954																																							1524	3062	358	0	0	19389	0	707	473	0	3592	117002	96632	3228	0	1042	106307	0	1931	0	5405	0	10695	200	117002	0	0	5265	0	4800	0	13417	83215		0	89828	87897	430	
