"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								1443										
242								928										
279								2204										
354								372										
439								6933										
457								796										
505								6837										
1146								22410										
1155								9271										
1351								1810										
1454								18393										
1557								738										
1632								7410										
1669								8711										
1829								13158										
1856								1590										
1959								1384										
2040								2883										
2161								9959										
2376								3054	0	0	0	0	1730	1319	0	1319	5	
2451								171										
2554								586										
2732								15954	4044	0	0	0	3544	6792	0	6792	1574	
2750								577										
2938								10536										
2956								3496										
3252								2271										
3458								3535										
3506								21206	13685	39	0	39	5381	149	10	139	1952	
3579								4674										
3720								3694										
3953								2364										
4138								7271										
4147								5263										
4156								2928										
4231								3055										
4437								3260										
4745								254										
4839								6099										
5005								5729										
5050								6749										
5069								2251										
5135								2548										
5210								46734	8772	0	0	0	6462	28240	0	28240	3260	
5247								36152	17	0	0	0	5869	27813	0	27813	2453	
5274								6763										
5331								5982										
5461								12278										
5751								1371										
5939								58504	32376	89	0	89	10203	8262	0	8262	7574	
6039								2270										
6057								82										
6141								2025										
6329								7731										
6842								1239										
6972								37727	3971	0	0	0	5568	18959	0	18959	9229	
7009								6302	758	5000	5000	0	10	509	0	509	25	
7045								3022										
7157								966										
7166								30103	12105	0	0	0	2104	4965	0	4965	10929	
7456								1013										
7634								1728										
8033								1589										
8154								1151										
8417								212836	0	0	0	0	0	169988	0	169988	42848	
8462								2736										
8547								5140										
8631								2927										
9115								71468	8930	0	0	0	13657	48486	0	48486	395	
9160								29995										
9339								13396										
9357								25637										
9553								954										
9807								32997	16428	0	0	0	3806	9351	0	9351	3412	
9955								7467										
10157								1565										
10250								9035										
10577								1349										
10849								20829										
10858								10085	712	0	0	0	1664	7315	0	7315	394	
11145								5161										
11350								3080										
11640								6349										
11837								2289										
12030								6141										
12058								4500										
12142								8446										
12245								1979										
12311	887517	789752	0	0	0	68878	28887	887517	579836	0			209916	68878			28887	
12357								2750										
12405								14319	515	0	0	0	6355	3633	0	3633	3816	
12647								1280										
12656								766										
12937								5013										
12946								8224	3771	0	0	0	2429	796	0	796	1228	
12955								4920										
13037								2900										
13103								18883	0	0	0	0	2528	10447	0	10447	5908	
13251								1365										
13309								58170	11089	0	0	0	12614	4367	0	4367	30099	
13457								647										
14052								4360										
14155								1781										
14258								14746	4525	0	0	0	3993	257	0	257	5971	
14409	248898	79163	0	11101	0	144183	14451	248898	2728	11101			76435	144183			14451	
14454								552										
14650								3430										
14753								919										
14865								2667										
14931								1963										
14940								3748										
15536								25231	8219	0	0	0	7244	3830	0	3830	5938	
15732								5228										
16337								10416										
16355								1122										
16458								4874										
16551								1077										
16748								2885										
16766								7647										
16944								1793										
16953								684										
17110								5996										
17147								44424	21951	0	0	0	8989	10131	0	10131	3353	
17259								975										
17464								25864	21668	0	0	0	3461	735	0	735	0	
17549								6154										
17642								726										
17839								5738										
17950								1579										
18050								11182										
18126								14790	6717	0	0	0	6201	183	0	183	1689	
18135								4049										
18368								18422	16044	0	0	0	1323	343	0	343	712	
18377								3113										
18827								5705										
18836								5171										
18854								1339										
18863								22444	11262	0	0	0	1550	8950	0	8950	682	
18957								1498										
19356								4018										
19730								41110	29055	0	0	0	6720	4172	0	4172	1163	
19936								6902										
19972								7962										
20053								881										
20147								2448										
20259								3528										
20370								5689										
20512								7089										
20633								2631										
20754								116										
20839								1982										
20857								1128										
20866								3262										
21256								429										
21359								832										
21630								2728										
21658								1915										
22048								4307										
22235								7488										
22356								5054										
22459								2526										
22543								1205										
22552								912										
22730								1937										
22860								997	0	0	0	0	0	547	0	547	450	
22936								3686										
22954								1681										
23036								8997										
23045								1016										
23241								80171	27389	0	0	0	24629	21265	0	21265	6888	
23344								5596										
23456								2068										
23504								14239	7047	0	0	0	4194	2247	0	2247	751	
23540								6891										
23643								7927										
23755								4682										
23812								21499	0	0	0	0	3256	11214	0	11214	7029	
24006								50043	8655	0	0	0	2390	35755	0	35755	3243	
24266								81978	304	0	0	0	21929	7430	0	7430	52315	
24453								1652										
24659								1192										
24668								15110										
24855								1531										
24949								11724										
25357								4285										
25450								534092	211986	84890	84890	0	31177	91237	0	91237	114802	
25647								4684										
25852								6442										
26149								1510										
26233								14251										
26242								5531										
26457								361										
26756								717										
26765								8189										
26859								10712										
26916								4860										
27548								14160	10048	0	0	0	3002	748	0	748	362	
27614								4391										
27838								14301										
27847								7599										
28013								11861	25	0	0	0	3359	8137	0	8137	340	
28152								1788										
28255								13308										
28349								2193										
28406								9088	3464	0	0	0	1496	2069	0	2069	2059	
28572								1347										
28732								1108										
29104								15900	12076	0	0	0	3067	509	0	509	248	
29159								968										
29252								2641										
29636								10878	84	0	0	0	3480	7314	0	7314	0	
29850								2604										
29944								832										
29953								1331										
30025								8837	922	0	0	0	2476	5258	0	5258	181	
30052								2566										
30146								2039										
30155								612										
30258								5619										
30418								940	1	0	0	0	0	863	0	863	76	
30436								10110										
30502								10726	7241	155	0	155	2193	41	0	41	1096	
30650								4905										
