"IDRSSD"	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB528	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB613	RCONB614	RCONB616	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB645	RCONB646	RCONB647	RCONB648	RCONB649	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB674	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	
1351	54148	80546	0	0	0	0	45663	0	0	0	0	0	0	0	0	0	0	0	1810	0	0	16999	4850	0	67	499	4000	0	0	0	3851	0	0	0	0	0	0	0	0	0	7948	37715	0	0	0	0	0	3067	0	0	0	0	-279	0	0	0	0	0	187	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	24850	12798	42779	0	4970	6399	42779	54148	
1454	147538	263823	0	0	0	0	133731	0	0	167	0	0	0	0	0	0	6357	12036	0	0	0	0	0	0	1640	15732	67336	3159	251	0	21300	0	0	0	0	1138	0	0	0	286	34620	98825	0	0	0	0	0	5961	0	66	784	0	792	17718	0	17718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22155	119460	38917	104187	0	23892	19459	104187	147538	
1557	20738	34169	0	0	0	0	17508	0	0	0	0	0	0	0	0	0	133	605	0	0	0	2051	0	0	169	0	7698	694	0	0	4672	0	0	0	0	0	0	0	0	0	3029	14479	0	0	0	0	0	935	0	0	0	0	-182	0	0	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	525	0	0	0	133	15026	3723	15962	0	3005	1862	15962	20829	
1632	149528	198034	0	0	0	0	144607	0	0	0	0	0	0	0	0	0	2211	5199	0	0	0	0	0	0	729	59	38726	883	0	0	0	0	0	0	0	0	0	0	0	3992	26508	114107	0	0	0	0	0	7849	0	0	500	0	-1283	1614	0	87	0	1527	256	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6323	0	0	6323	0	0	0	0	2270	48504	33970	122983	0	9701	16985	122983	149669	
1669	82221	247272	0	0	0	0	64880	0	0	2537	0	0	0	0	0	0	3944	4767	0	0	3498	88351	2275	277	885	21116	41010	0	0	0	7306	0	0	0	0	0	0	0	0	0	32822	32058	0	0	0	0	0	6963	0	384	3154	41	171	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28942	144588	35138	35734	0	28918	17569	35734	82221	
1829	140957	246560	0	0	0	0	115636	0	0	0	0	0	0	0	0	0	6031	7127	0	0	0	0	0	0	2527	25548	39707	37627	8493	0	0	0	0	0	0	0	0	0	0	581	41264	73790	0	0	0	0	0	7624	0	0	964	0	814	111	0	0	0	111	29	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2752	0	0	0	2752	0	0	0	31579	48379	78891	91835	0	9676	39446	91835	140957	
1856	4412	9279	0	0	0	0	3711	0	0	0	0	0	0	0	0	0	73	1517	0	0	0	0	0	0	12	576	2455	0	0	0	492	0	0	0	0	0	0	0	0	40	1180	2491	0	0	0	0	0	461	0	0	0	0	-109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	34	0	0	0	649	4504	1180	2986	0	901	590	2986	4477	
1959	7406	17187	0	0	0	0	5902	0	0	0	0	0	0	0	0	0	94	1290	0	0	2500	13	0	0	70	0	6292	0	0	0	850	0	0	0	0	0	0	0	0	134	116	5652	0	0	0	0	0	326	0	32	105	1	-255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2626	8684	117	5840	0	1737	59	5840	7636	
2040	93315	122819	0	0	0	0	96944	0	0	0	0	0	0	0	0	0	579	2304	0	0	0	0	314	0	385	0	5600	12195	150	0	881	0	0	0	0	160	0	0	0	1668	29280	65997	0	0	0	0	0	4363	0	0	752	0	-795	350	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	11205	41949	70108	0	2241	20974	70108	93323	
2161	50788	92576	0	0	0	0	51363	0	0	0	0	0	0	0	0	0	910	9049	0	0	1125	0	0	0	255	230	19987	0	0	0	7095	0	0	0	0	0	0	0	0	0	21310	30053	0	0	0	0	0	2894	0	60	138	0	-254	120	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2325	36269	21310	32869	0	7254	10655	32869	50788	
2376	261903	660749	0	0	0	0	358316	0	0	0	0	0	0	0	0	0	1735	1319	0	0	6606	35344	0	0	211	82420	105264	39915	0	0	23000	0	0	0	0	0	0	0	0	1541	320884	35891	0	0	0	0	0	17245	0	0	4056	0	-4765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90761	170524	360799	49080	0	34105	180400	49080	263585	
2451	9009	11232	0	0	0	0	9640	0	0	0	0	0	0	0	0	0	38	133	0	0	0	412	0	0	4	0	455	0	0	0	160	0	0	0	0	0	0	0	0	0	2675	6965	0	0	0	0	0	465	0	0	0	0	-97	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	1160	2675	7439	0	232	1338	7439	9009	
2554	4601	5947	0	0	0	0	3904	0	0	0	0	0	0	0	0	0	0	586	0	0	6	12	0	0	0	0	1025	245	0	0	105	0	0	0	0	0	0	0	0	0	87	3817	0	0	0	0	0	272	0	0	0	0	-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1728	332	4089	0	346	166	4089	4601	
2732	280604	394785	0	0	0	0	281417	0	0	1909	0	0	0	0	0	0	5118	10836	0	0	12	0	0	0	1255	0	85746	1470	1583	0	11000	0	0	0	0	0	0	0	0	2063	66948	212406	0	0	0	0	0	11119	1909	181	0	0	1168	1448	0	0	0	1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5311	109645	68418	224466	0	21929	34209	224466	280604	
2750	42695	47393	0	0	0	0	40744	0	0	0	0	0	0	0	0	0	189	388	0	0	0	0	0	0	89	1598	2119	175	200	0	2635	0	0	0	0	0	0	0	0	0	3775	36969	0	0	0	0	0	2956	0	38	199	74	-723	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	66	0	0	0	1825	5341	4024	39890	0	1068	2012	39890	42970	
2938	217656	260263	0	0	0	0	206191	0	0	0	0	0	0	0	0	0	2614	7922	0	0	0	0	0	0	907	1192	37306	2701	32	0	0	0	0	0	0	0	0	0	0	0	31575	174616	0	0	0	0	0	12345	0	29	750	0	-1668	3980	0	0	0	3980	161	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1933	0	0	1933	0	0	0	0	3835	45978	36209	190355	0	9196	18105	190355	217656	
2956	61495	116739	0	0	0	0	67575	0	0	0	0	0	0	0	0	0	0	3496	0	0	0	0	0	0	351	156	31274	0	0	10705	0	0	0	0	0	0	0	0	0	3425	24199	39951	0	0	0	0	0	2960	0	0	1612	0	-506	0	0	0	0	0	50	0	0	0	50	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	166	0	0	0	10861	39807	24199	41521	0	7961	12100	41521	61582	
3252	63173	81848	0	0	0	0	54632	0	0	0	0	0	0	0	0	0	814	1443	14	0	0	11522	250	0	28	0	7927	1048	0	0	0	0	0	0	0	0	0	0	0	258	879	53495	0	0	0	0	0	4413	0	15	384	18	-873	237	0	0	0	237	112	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	24	0	0	0	829	21534	2195	57878	0	4307	1098	57878	63283	
3458	9340	21120	0	0	0	0	8047	0	0	0	0	0	0	0	0	0	124	3411	0	0	0	737	0	0	174	1100	6502	0	0	0	585	0	0	0	0	0	0	0	0	0	1843	6204	0	0	0	0	0	445	0	0	343	0	-159	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1224	11578	1843	6316	0	2316	922	6316	9554	
3506	548757	798578	0	0	0	0	584908	0	61	0	0	0	0	0	0	995	7333	13873	0	0	0	46164	259	100	1826	7300	131069	2520	0	0	0	0	0	0	0	0	0	0	0	1603	191666	391639	0	0	0	0	0	23878	0	730	3247	0	-4698	90	0	0	0	90	613	0	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15363	195956	194445	412343	0	39191	97223	412343	548757	
3579	136702	184045	0	0	0	0	145722	0	0	5555	0	0	0	0	0	0	1868	2806	0	0	0	0	0	0	-311	0	12732	9674	5142	0	0	0	0	0	0	0	0	0	0	0	61832	83890	0	0	0	0	0	15298	5555	0	1419	0	3789	944	0	944	0	0	60	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1868	17961	71506	97357	0	3592	35753	97357	136702	
3720	64540	123301	0	0	0	0	69464	0	0	0	0	0	0	0	0	0	3328	366	0	0	0	7798	873	0	159	0	35644	0	0	0	2575	0	0	0	0	0	0	0	1154	6921	26191	35198	0	0	0	0	0	5921	0	0	550	708	-812	0	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	353	0	0	0	0	4482	53854	28143	39861	0	10770	14071	39861	64702	
3953	39578	53766	0	0	0	0	35043	0	0	0	0	0	0	0	0	0	852	1512	0	0	0	0	0	0	0	0	0	0	0	0	5360	0	0	0	0	0	8080	0	0	10240	4015	20788	0	0	0	0	0	5350	0	0	7	0	-839	0	0	0	0	0	275	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	17119	4015	34486	0	3424	2008	34486	39918	
4138	88163	161117	0	0	0	0	89185	0	0	0	0	-24	0	0	0	0	1769	5502	0	0	0	0	0	0	375	4620	46364	475	4495	0	1376	0	0	0	0	0	0	0	0	0	47689	41496	0	0	0	0	0	7886	24	18	706	0	-631	0	0	0	0	0	162	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6407	53948	48164	53291	0	10790	24082	53291	88163	
4147	30028	92206	0	0	0	0	57575	0	0	0	0	0	0	0	0	0	4218	1045	0	0	0	0	0	0	-29	188	22229	0	0	4561	0	0	0	0	0	0	0	0	7850	28569	14308	6848	0	0	0	0	0	6196	0	0	564	0	-527	39	0	39	0	0	28	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16817	52446	14308	12508	0	10489	7154	12508	30151	
4156	52390	69260	0	0	0	0	51850	0	0	0	0	0	0	0	0	0	317	2611	0	0	0	0	0	0	156	0	10875	0	0	0	0	0	0	0	0	0	0	0	0	0	12800	39050	0	0	0	0	0	4163	0	0	0	0	-478	80	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	13486	12800	43293	0	2697	6400	43293	52390	
4231	46081	80751	0	0	0	0	41022	0	0	0	0	0	0	0	0	0	0	3055	0	0	0	0	0	0	-513	1946	26049	4916	0	0	3834	0	0	0	0	0	0	0	0	0	12750	28271	0	0	0	0	0	2406	0	0	0	0	-1170	0	0	0	0	0	0	0	0	0	0	63	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1946	32938	17666	30740	0	6588	8833	30740	46161	
4437	86785	130680	0	0	0	0	94032	0	0	0	0	0	0	0	0	0	3143	117	0	0	0	10432	1975	0	17	0	10663	0	0	0	3142	0	0	0	0	0	0	0	0	0	35004	59028	0	0	0	0	0	4699	0	59	646	0	-664	0	0	0	0	0	0	0	0	0	0	31	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	534	0	0	0	0	3202	25031	37514	63022	0	5006	18757	63022	86785	
4745	5203	9000	0	0	0	0	5696	0	0	14	0	0	0	0	0	0	144	110	0	0	1202	1398	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	1923	3773	0	0	0	0	0	142	14	14	22	10	-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1360	1905	1933	3855	0	381	967	3855	5203	
4839	135165	182538	0	0	0	0	120769	0	0	99	0	0	0	0	0	0	2822	3277	0	0	0	0	0	0	908	10910	36843	3263	2555	0	0	0	0	0	0	0	0	0	0	0	11696	109073	0	0	0	0	0	6509	0	0	0	0	-574	376	0	0	0	376	209	0	0	209	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2084	0	0	2084	0	0	0	0	13732	40123	17252	118514	0	8025	8626	118514	135165	
