"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	TEXT4087	
	MICR9999REPORT DATE	LEGAL NAME	CERTIFICATE NUMBER	CITY NAME	STATE ABBREVIATION	ZIP CODE	PRIMARY INTERNET WEB ADDRESS	
37	20010630							
242	20010630							
279	20010630							
354	20010630							
439	20010630							
457	20010630							
505	20010630							
1146	20010630							
1155	20010630							
1351	20010630							
1454	20010630							
1557	20010630							
1632	20010630							
1669	20010630							
1829	20010630							
1856	20010630							
1959	20010630							
2040	20010630							
2161	20010630							
2376	20010630							
2451	20010630							
2554	20010630							
2732	20010630							
2750	20010630							
2938	20010630							
2956	20010630							
3252	20010630							
3458	20010630							
3506	20010630							
3579	20010630							
3720	20010630							
3953	20010630							
4138	20010630							
4147	20010630							
4156	20010630							
4231	20010630							
4437	20010630							
4745	20010630							
4839	20010630							
5005	20010630							
5050	20010630							
5069	20010630							
5135	20010630							
5210	20010630							
5247	20010630							
5274	20010630							
5331	20010630							
5461	20010630							
5751	20010630							
5939	20010630							
6039	20010630							
6057	20010630							
6141	20010630							
6329	20010630							
6842	20010630							
6972	20010630							
7009	20010630							
7045	20010630							
7157	20010630							
7166	20010630							
7456	20010630							
7634	20010630							
8033	20010630							
8154	20010630							
8417	20010630							
8462	20010630							
8547	20010630							
8631	20010630							
9115	20010630							
9160	20010630							
9339	20010630							
9357	20010630							
9553	20010630							
9807	20010630							
9955	20010630							
10157	20010630							
10250	20010630							
10577	20010630							
10849	20010630							
10858	20010630							
11145	20010630							
11350	20010630							
11640	20010630							
11837	20010630							
12030	20010630							
12058	20010630							
12142	20010630							
12245	20010630							
12311	20010630							
12357	20010630							
12405	20010630							
12647	20010630							
12656	20010630							
12937	20010630							
12946	20010630							
12955	20010630							
13037	20010630							
13103	20010630							
13251	20010630							
13309	20010630							
13457	20010630							
14052	20010630							
14155	20010630							
14258	20010630							
14409	20010630							
14454	20010630							
14650	20010630							
14753	20010630							
14865	20010630							
14931	20010630							
14940	20010630							
15536	20010630							
15732	20010630							
16337	20010630							
16355	20010630							
16458	20010630							
16551	20010630							
16748	20010630							
16766	20010630							
16944	20010630							
16953	20010630							
17110	20010630							
17147	20010630							
17259	20010630							
17464	20010630							
17549	20010630							
17642	20010630							
17839	20010630							
17950	20010630							
18050	20010630							
18126	20010630							
18135	20010630							
18368	20010630							
18377	20010630							
18827	20010630							
18836	20010630							
18854	20010630							
18863	20010630							
18957	20010630							
19356	20010630							
19730	20010630							
19936	20010630							
19972	20010630							
20053	20010630							
20147	20010630							
20259	20010630							
20370	20010630							
20512	20010630							
20633	20010630							
20754	20010630							
20839	20010630							
20857	20010630							
20866	20010630							
21256	20010630							
21359	20010630							
21630	20010630							
21658	20010630							
22048	20010630							
22235	20010630							
22356	20010630							
22459	20010630							
22543	20010630							
22552	20010630							
22730	20010630							
22860	20010630							
22936	20010630							
22954	20010630							
23036	20010630							
23045	20010630							
23241	20010630							
23344	20010630							
23456	20010630							
23504	20010630							
23540	20010630							
23643	20010630							
23755	20010630							
23812	20010630							
24006	20010630							
24266	20010630							
24453	20010630							
24659	20010630							
24668	20010630							
24855	20010630							
24949	20010630							
25357	20010630							
25450	20010630							
25647	20010630							
25852	20010630							
26149	20010630							
26233	20010630							
26242	20010630							
26457	20010630							
26756	20010630							
26765	20010630							
26859	20010630							
26916	20010630							
27548	20010630							
27614	20010630							
27838	20010630							
27847	20010630							
28013	20010630							
28152	20010630							
28255	20010630							
28349	20010630							
28406	20010630							
28572	20010630							
28732	20010630							
29104	20010630							
29159	20010630							
29252	20010630							
29636	20010630							
29850	20010630							
29944	20010630							
29953	20010630							
30025	20010630							
30052	20010630							
30146	20010630							
30155	20010630							
30258	20010630							
