"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1350	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2800	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	
23812										12000		3652	0			2553	0			20844	1102	
24006										48200		2275	0			0	0			0	0	
24266										53850		1526	0			0	0			10438	0	
24453										0		984	0			305	0			0	0	
24659										1425		0	0			0	0			0	0	
24668										1900		422	0			3621	0			0	0	
24855										1515		19	0			0	0			0	0	
24949										440		1662	0			210	0			30000	1069	
25357										0		187	0			515	0			0	0	
25450										611265		7800	0			960733	0			9234	12872	
25647										9457		0	0			0	0			0	0	
25852										3055		415	0			0	0			4000	0	
26149										1946		0	0			137	0			0	0	
26233										4300		1326	0			0	0			1039	9850	
26242										5585		2739	0			5726	0			27375	0	
26457										60		0	0			0	0			0	0	
26756										900		63	0			0	0			900	0	
26765										7450		224	0			925	0			0	0	
26859										7100		1924	0			0	0			31486	0	
26916										27300		813	0			3922	0			6000	0	
27548										250		2309	0			9109	0			42700	1048	
27614										2890		1119	0			5181	0			0	0	
27838										4075		502	0			1904	0			0	90	
27847										1160		383	0			0	0			1697	0	
28013										0		19385	0			374300	0			11000	1865	
28152										955		224	0			0	0			4473	0	
28255										3250		425	0			0	0			0	4	
28349										660		846	0			583	0			0	0	
28406										27583		2610	0			0	0			0	49015	
28572										2225		813	0			0	0			9880	209	
28732										1609		84	0			0	0			0	0	
29104										13300		3799	0			59569	0			60000	2000	
29159										2280		51	0			0	0			62	0	
29252										2000		509	0			0	0			7500	0	
29636										10600		1568	0			7500	0			17375	0	
29850										1500		0	0			0	0			103	0	
29944										1840		0	0			0	0			0	0	
29953										1625		421	0			0	0			7388	0	
30025										12644		995	0			8005	0			0	0	
30052										5100		155	0			0	0			0	0	
30146										5915		228	0			0	0			0	0	
30155										940		951	0			0	0			17686	2730	
30258										6940		430	0			1362	0			8000	0	
30418										9177		0	0			184475	0			0	0	
30436										0		1676	0			9537	0			23000	0	
30502										3725		3355	0			7677	0			24000	3827	
30650										7096		237	0			0	0			4000	0	
30810										650000		0	0			0	0			4174688	0	
30856										4504		747	0			8618	0			200	0	
31134										11238		219	0			0	0			0	0	
31152										0		160	0			230	0			2377	247	
31255										13498		362	0			2702	0			1647	0	
31303										50000		27345	0			209252	0			456157	1000	
31657										3115		0	0			0	0			0	0	
31826										11590		753	0			0	0			1000	1722	
31835										0		384	0			3000	0			6000	0	
32159										3375		615	0			0	0			200	0	
32234										3900		43	0			10153	0			0	0	
32766										5625		24	0			0	0			0	0	
33147										0		669	0			0	0			10000	0	
33259										2225		669	0			850	0			0	0	
33268										2600		0	0			0	0			0	0	
33549										4858		10	0			0	0			0	0	
33727										19176		1096	0			2686	0			264	0	
33754										2750		0	0			0	0			0	0	
33772										34849		6934	0			2805	0			0	0	
33839										227		108	0			221	0			0	0	
33857										0		550	0			475	0			3815	0	
34032										225		100	0			0	0			0	0	
34153										9473		309	0			0	0			0	0	
34359										2111		105	0			0	0			437	0	
34425										3801		1252	0			3340	0			0	0	
34434										9200		561	0			0	0			52	0	
34452										1335		57	0			0	0			0	57	
34537										54225		6023	0			49935	0			40000	1765	
34555										1315		368	0			529	0			0	0	
34742										2330		1059	0			301	0			8792	0	
34836										1798		0	0			0	0			0	0	
34863										3375		0	0			0	0			0	0	
35057										1703		126	0			0	0			1185	0	
35244										0		3548	0			7914	0			39700	0	
35301	1190744	3645351	1662576	825001	0	109493	2886241	3247050	680711	13913833	17053451	18334	86823		40127459	17128867	86823	2836702	33299213	854746	2806284	
35570										30000		114895	0			2226000	0			882	52834	
35646										5785		140	0			0	0			0	58	
35842										5852		183	0			0	0			0	0	
35851										3300		0	0			0	0			0	0	
35936										135		0	0			0	0			0	0	
36054										18114		2087	0			0	0			8387	0	
36344										4297		1098	0			9284	0			10000	0	
36456										1225		121	0			0	0			0	0	
36830										2217		142	0			0	0			180	0	
36858										2925		750	0			6187	0			0	0	
36933										10161		782	0			0	0			1168	0	
37051										6971		50	0			0	0			0	0	
37341										664		19	0			0	0			0	0	
37350										1200		80	0			0	0			0	0	
37378										6545		368	0			0	0			0	0	
37435										0		1574	0			2857	0			146	0	
37640										0		2773	0			29114	0			24601	1125	
37659										2346		95	0			0	0			0	0	
37743										42		228	0			0	0			0	3300	
37949										200		902	0			10630	0			8377	0	
38441										125		85	0			0	0			0	0	
38478										0		2961	0			0	0			9735	0	
38526										0		1060	0			0	0			11402	349	
38535										18900		1141	0			1146	0			5000	375	
38740										17475		1838	0			0	0			34788	0	
39327										40134		0	0			4267	0			224	0	
39420										0		3334	0			32187	0			29345	0	
39475										0		3511	0			313	0			57048	1232	
39756										18787		548	0			0	0			723	0	
39934										0		748	0			1836	0			7000	0	
40033										1950		0	0			0	0			0	3	
40051										5000		2430	0			0	0			40000	0	
40305										70000		11989	0			71465	0			34477	40	
40350										1100		59	0			0	0			104	0	
40707										0		757	0			0	0			5600	0	
40855										1107		331	0			1000	0			4552	0	
41245										1995		45	0			0	0			0	0	
41553										8073		99	0			0	0			0	0	
41629										6080		474	0			0	0			6050	0	
41647										8129		2283	0			16446	0			35166	0	
41759										1162		6	0			0	0			0	0	
41825										7461		0	0			0	0			0	0	
41937										1069		236	0			0	0			832	0	
41955										3711		59	0			900	0			125	0	
42037										2802		59	0			0	0			0	500	
42055										2900		327	0			0	0			0	0	
42354										10860		180	0			0	0			0	0	
42420										0		21616	0			196184	0			452188	14237	
42448										3225		1146	0			0	0			13992	0	
42457										3540		2	0			0	0			126	0	
42541	0	0	497046	183224	0	328708	81078	19052	0	2087872	1109156	59610	114	0	17648460	1140847	114	48750	16299711	1754180	48	
43052										2898		355	0			0	0			6148	346	
43155										100		670	0			0	0			10000	0	
43173										75800		20481	2423			0	2423			258000	0	
43324										9473		603	0			0	0			117	0	
43351										2500		0	0			0	0			0	0	
43454										1575		0	0			0	0			0	2	
43511										0		3102	0			3044	0			52827	0	
43641										4450		625	0			0	0			9201	0	
43669										23400		5498	1029			786	1029			71000	38588	
43744										2918		145	0			0	0			1000	0	
43856										2850		274	0			0	0			0	1229	
43959										2390		0	0			0	0			0	0	
44040										2427		562	0			0	0			467	250	
44134	1001	44396	30770	35779	0	31036	0	15	0	92569	142997	2606	860	0	1374136	168530	860	116832	1152815	145000	0	
44433										5700		1752	752			2000	752			19500	18000	
44451										4175		56	0			0	0			1337	0	
44602	0	4813	0	8528	0	0	3398	0	0	1884418	16739	11675	0	0	5161844	100295	0	396118	4189580	6144	0	
44741										10200		486	0			6122	0			930	0	
44750										3825		113	0			0	0			0	0	
44929										1239		350	0			584	0			2427	0	
45038										3741		0	0			72	0			0	0	
45047										2215		272	0			0	0			4952	2542	
45056										575		0	0			0	0			0	0	
45270										22874		220	0			0	0			0	0	
45430										1695		443	0			0	0			8550	175	
45458										1011		34	0			0	0			0	0	
45551										18186		3366	0			1300	0			21755	0	
45560										31987		2275	0			0	0			34880	0	
45627										902		31994	0			132751	0			510732	0	
45775										0		746	0			1965	0			0	0	
46053										3500		382	0			0	0			0	501	
46905										22500		3941	0			35422	0			12000	5921	
46941										5111		374	0			0	0			1102	0	
47153										1150		2	0			0	0			0	0	
47247										100		566	0			0	0			0	0	
47256										0		93	0			0	0			1350	0	
47377										0		5719	0			0	0			58500	0	
47425										26743		1003	0			13334	0			0	0	
47452										7555		36	0			0	0			0	0	
47500										0		1055	0			0	0			24	3690	
47658										0		4	0			660	0			0	0	
48057										5000		133	0			0	0			0	97	
48150										399		110	0			0	0			1681	0	
48208										5300		1809	0			6928	0			2000	4224	
48374										0		2912	0			60	0			38722	4171	
48440										1400		3	0			0	0			0	0	
48552										3490		147	0			0	0			1800	0	
48673										0		164	0			0	0			0	0	
48730										10000		837	0			0	0			70	0	
49054										2500		92	0			0	0			0	0	
49148										1190		329	0			0	0			275	0	
49241										3500		934	0			0	0			6054	0	
49344										1895		1967	0			0	0			28246	0	
49362	0	0	2347	2096746	0	0	25124	0	51	3491875	2124268	63128	237	0	11410761	288139	237	0	10602634	35942	0	
49540										300		432	0			482	0			1251	0	
49643										1906		0	0			0	0			0	0	
49652										4530		310	0			0	0			4770	0	
49821										13867		1439	0			0	0			7113	0	
49858										2280		127	0			0	0			564	0	
49951										8172		0	0			0	0			0	0	
50144										1835		0	0			0	0			0	0	
50461										5500		0	60			0	60			0	0	
50546										3200		626	0			0	0			12252	0	
50854										3451		0	0			0	0			0	0	
50957										3750		184	0			0	0			1521	0	
51253										3194		416	0			0	0			1829	2421	
51347										1225		523	0			2000	0			6914	0	
51356										3400		0	0			0	0			0	0	
51459										0		437	0			0	0			3875	0	
51730										3320		68	0			0	0			30	475	
51842										5159		345	0			0	0			4000	440	
51972										153		1095	0			0	0			2289	128	
52410										0		288	0			459	0			0	0	
52456										1471		11	0			0	0			0	0	
52719										1512207		2334	0			0	0			185693	0	
52764										12370		319	0			0	0			0	0	
52951										3400		201	0			0	0			0	0	
53015										3525		9	0			0	0			0	0	
53033	11520	0	11493	136468	0	0	0	0	0	248486	159481	11856	715	0	1520395	352556	715	0	1115305	0	0	
53051										6385		5	0			0	0			0	0	
53239										10900		0	0			0	0			0	0	
53453										1420		113	0			0	0			0	0	
53752										4075		55	0			0	0			0	1391	
54049										1506		195	0			0	0			1162	0	
54058										0		485	0			215	0			9271	0	
54124										4200		316	0			0	0			2000	0	
54357										936		0	0			0	0			0	0	
54375										500		5870	0			13205	0			61500	0	
54441										1896		99	0			715	0			0	0	
54656										0		265	0			400	0			2500	0	
55019										199564		771	0			4974	0			0	2998	
55176										0		1648	0			0	0			16000	0	
55251										2100		352	0			0	0			0	0	
55336										5650		250	0			0	0			0	0	
55635										5600		210	0			0	0			0	0	
55653										3683		125	0			4490	0			0	0	
55859										3635		194	0			0	0			0	0	
55916										55000		90	0			0	0			0	0	
56230										600		622	0			0	0			4700	0	
56258										4030		429	0			0	0			0	0	
56351										26625		517	0			0	0			48	0	
56427										600		15	0			0	0			0	1016	
56548										5848		427	0			0	0			4000	53	
56557										1300		3668	0			69129	0			43770	0	
56717										3485		540	0			9157	0			4000	0	
56726										3880		430	0			0	0			0	0	
57040										3600		9	0			0	0			0	0	
57134										6950		894	0			4881	0			5675	0	
57228										20706		283	0			0	0			4000	250	
57255										7450		30	0			0	0			0	0	
57451										8261		573	0			0	0			2707	0	
57572										250		472	0			0	0			3000	169	
57956										7450		4	0			1253	0			0	0	
58074										635		1600	0			0	0			12500	2344	
58207										0		391	0			1051	0			2461	8326	
58225										2850		427	0			2465	0			0	0	
58243	4011	75920	48773	49548	0	68345	33	10983	75	11017	275267	15081	0	0	1472621	55790	0	66953	1294569	82353	17579	
58355										1100		0	0			0	0			0	0	
58551										4512		0	0			0	0			0	0	
58636										2923		741	0			0	0			1906	4	
58757										500		2	0			0	0			96	0	
58971										46500		7271	0			107617	0			109992	0	
59259										1056		190	0			0	0			0	0	
59316										11710		1400	0			8410	0			29000	174	
59352										3800		104	0			0	0			316	0	
59679										3200		148	0			0	0			0	318	
59754										2040		112	0			0	0			0	0	
60143	30994	0	20440	1128640	1462	1300945	7189	50768	2500	555701	2542938	72350	6041	1527366	33380867	4048752	6041	0	31507723	3712298	0	
60219										4704		483	0			0	0			3000	0	
60330										8670		935	0			0	0			4145	0	
60433										8200		99	0			0	0			8500	1161	
60545										0		120	0			750	0			423	0	
60554										2788		129	0			0	0			1354	0	
60648										12688		1033	0			0	0			113	0	
61001										2000		2281	0			0	0			38500	36863	
61047										975		322	0			929	0			4798	0	
61122										6224		5950	0			500	0			114238	7031	
61355										900		1423	0			0	0			9200	0	
61476										0		965	0			0	0			8000	11796	
61533										10349		0	0			6815	0			0	0	
61757										8700		412	0			3827	0			0	0	
61832										2550		484	0			0	0			0	0	
61953										0		170	0			0	0			0	0	
62044										0		291	0			2	0			2190	0	
62101										0		19000	123			1026821	123			258243	0	
62147										3811		233	0			0	0			3000	0	
62651										0		204	0			0	0			1436	2	
62709										2100		6	0			0	0			0	0	
63050										2500		0	0			0	0			0	0	
63069	91293	265861	177704	395745	0	288424	111408	167537	3000	10000	1562344	31938	7348	0	9067856	261849	7348	47203	8262494	750963	61372	
63078										0		872	0			16000	0			10000	105	
63201										9900		19	0			0	0			0	0	
63210										2750		746	0			5370	0			3167	0	
63359										26800		0	0			0	0			0	79	
63573										0		3533	0			0	0			31500	1100	
63733										30863		237	0			0	0			0	0	
63742										17461		146	0			0	0			0	0	
63751										645		34	0			0	0			195	0	
63957										11205		249	0			0	0			0	0	
64066										26000		508	0			0	0			0	0	
64150										2000		161	0			0	0			588	2000	
64253										300		5	0			0	0			0	0	
64543										29031		2090	0			0	0			39002	0	
64552										810		11	0			0	0			0	0	
64619	2461	2995	34554	350727	0	45726	0	0	2250	0	438713	7027	1841	0	1213489	110066	1841	2243	1124408	45292	0	
64646										1562		312	0			0	0			0	0	
64730										6150		869	0			9250	0			0	0	
64758										995		15	0			0	0			403	0	
65205										25615		3965	0			0	0			0	40	
65241										2498		360	0			0	0			6044	0	
65513	0	0	1601	23	0	0	0	76488	21791	130548	99903	375	0	0	408492	0	0	0	368277	23	0	
65559										22360		247	0			0	0			1758	500	
65746										2875		5033	0			3969	0			79515	0	
65858										10000		2037	0			5900	0			2000	0	
66015	0	9998	0	0	0	0	0	0	0	33000	10399	578	0	133004	109766	0	0		219297	0	401	
66154										2200		611	0			0	0			8985	300	
66172										29875		7726	0			0	0			114000	21030	
66275										0		1866	0			0	0			12938	0	
66350										0		381	0			0	0			4059	0	
66613										0		1050	0			214040	0			0	0	
66752										4000		135	0			0	0			0	0	
66837										2960		1619	0			0	0			12000	0	
66846										0		854	0			0	0			17000	0	
66855	234058	129862	289471	2362085	3309	1696591	0	2539	6970	1058080	4725853	359824	138422	0	76581379	1342118	138422	2823412	63306030	11563493	968	
66903										6519		1864	0			13878	0			25654	2014	
67142										5043		448	0			0	0			17	0	
67151										3600		1412	0			0	0			10227	0	
67209										3695		1566	0			1350	0			22962	23723	
67254										1700		0	0			0	0			0	0	
67311	1016	214425	106735	1162375	0	206562	43879	90816	0	0	1875447	14620	733	0	10188156	1076720	733	0	9277003	440520	49639	
67414										786		498	0			1151	0			5300	0	
67777										18947		3460	0			0	0			44618	18222	
67852										0		14999	0			516190	0			30449	4	
68345										16032		982	0			0	0			13885	0	
68372										1600		837	0			0	0			15061	89	
68448										8957		72	0			0	0			789	75	
68569										603384		25843	0			312031	0			2502	0	
68756										8280		263	0			0	0			2000	0	
68831										15800		0	0			0	0			0	0	
68840										1250		957	0			559	0			6596	0	
68859										16515		669	0			3682	0			2226	0	
68943										0		954	0			117	0			13720	0	
69333										30072		1345	0			51	0			1006	1038	
69351										4100		24	0			0	0			0	0	
69650										825		0	0			0	0			0	0	
69678										986		2122	0			13588	0			5000	1270	
69847										518		0	0			0	0			0	0	
70049										16700		419	0			0	0			477	0	
70058										0		664	0			187	0			1675	250	
70076										2790		83	0			0	0			0	0	
70151										6500		0	0			0	0			0	0	
70218										9000		475	107			0	107			3000	3000	
70254										0		15	0			0	0			125	0	
70414										2000		871	0			67	0			11835	0	
70638										0		532	0			0	0			5462	0	
70955										575		0	0			0	0			0	0	
71318										7996		3871	0			0	0			50738	11508	
71457										245		440	0			0	0			6860	0	
71671										4028		1273	0			686	0			8593	3323	
71859										0		0	0			0	0			100	0	
72258										0		0	0			0	0			0	0	
72276										3188		1093	0			0	0			14303	0	
72351										1623		0	0			0	0			0	0	
72418										4905		824	0			1955	0			5000	5	
72454										1550		171	0			0	0			3206	0	
72614										23980		0	0			17010	0			0	394	
72678										0		2563	0			0	0			13500	40	
73031										5239		589	17			0	17			2500	0	
73116										20000		1607	0			0	0			19592	0	
73152										2415		196	0			0	0			1000	0	
73554										5700		2	0			0	0			0	0	
73956										600		116	0			0	0			2000	0	
74056										0		261	0			0	0			2966	0	
74140										28000		2062	0			0	0			7400	0	
74159										400		65	0			0	0			0	0	
74337										1275		442	0			0	0			0	0	
74403										0		1013	0			1617	0			12332	4244	
74449										1034		25	0			0	0			0	0	
74458										259		86	0			289	0			1500	0	
75053										4200		1309	0			1800	0			13000	0	
75259										700		0	0			0	0			0	385	
75446										7147		2520	0			237	0			23414	0	
75455										8400		0	0			0	0			0	0	
75558										9205		200	0			0	0			0	0	
75576										6570		34964	0			483180	0			668408	0	
75633	1442475	2604529	0	2424344	0	0	0	0	0	332825	6471348	1740	8454		20236609	4811772	8454	2447152	15986608	1274502	0	
75651										400		100	0			0	0			1000	0	
75857										2908		496	0			486	0			4645	0	
76050										6770		443	0			0	0			0	2052	
76117										550		11099	0			60854	0			194402	10046	
76135										5588		952	0			0	0			0	0	
76153										364		77	0			0	0			888	0	
76201	258000	298000	1322000	9671000	0	3468000	1456000	1653000	12000	8527000	18703000	1276000	94000	4138000	158294000	8210000	94000	0	142712000	14105000	565000	
76443										3525		1015	0			1000	0			12006	0	
76742										0		1252	0			0	0			23395	0	
76854										5900		759	0			0	0			0	0	
77150										1300		0	0			0	0			0	0	
77253										2179		215	0			0	0			0	0	
77347										0		855	0			2900	0			15000	0	
77374										2920		5120	0			4250	0			92847	0	
77422										40159		301	0			51350	0			0	1000	
77758										7050		1589	0			5315	0			8000	0	
77851										14750		2774	0			21599	0			52704	1066	
78036										2061		1462	0			0	0			0	0	
78054										1850		350	0			0	0			5514	0	
78157										3825		0	0			0	0			0	0	
78241										600		20	0			0	0			2000	0	
78559										1293		23	0			0	0			0	0	
78643										1300		345	0			0	0			3500	184	
78858										950		0	0			0	0			0	1522	
79042										1300		183	0			8395	0			1849	0	
79127										5526		18	0			0	0			0	0	
79145										1633		10	0			0	0			0	0	
79257										800		0	0			0	0			0	0	
79855										3050		472	0			1952	0			7900	0	
80020										2100		109	0			0	0			0	0	
80150										925		541	0			1975	0			0	4322	
80431										690		454	0			0	0			0	0	
80552										700		6	0			0	0			0	0	
80936										9600		306	0			0	0			2000	0	
81054										5550		246	0			0	0			0	0	
81223										10131		832	0			11721	0			973	8	
81429										3723		250	0			0	0			4000	0	
82024										16193		863	0			6543	0			0	0	
82033										238		372	0			0	0			122	0	
82257										1075		104	0			0	0			1356	0	
82350										1379		143	0			0	0			1647	0	
82659										625		118	0			0	0			1000	0	
83151										5831		169	0			1054	0			1460	0	
83236										4306		0	0			0	0			0	0	
83311										0		0	0			129301	0			25078	0	
83357										946		0	0			0	0			0	0	
83450										0		2218	0			23322	0			13415	0	
83638	0	0	11399	194193	0	343572	0	148868	44358	7000	837963	5378	3109	0	1840100	86548	3109	67964	1612711	49000	95573	
83834										3725		149	0			0	0			94	0	
83852										2500		0	0			0	0			0	0	
83955										2383		203	0			0	0			0	0	
84046										0		214	0			25	0			3975	0	
84055										750		56	0			0	0			0	0	
84251										1250		0	0			0	0			0	2	
84345										6500		265	0			0	0			0	1003	
84541										6400		878	0			0	0			8703	0	
84804										3000		0	0			0	0			0	0	
84970										0		4250	0			1929	0			65350	5	
85043										1900		47	0			0	0			4190	0	
85052										500		26	0			0	0			0	0	
85258										500		150	0			0	0			3000	0	
85454										4600		0	0			0	0			0	0	
85856										995		38	0			0	0			0	0	
85931										0		915	0			0	0			9895	0	
86349										4160		558	0			0	0			0	0	
86358										2000		0	0			0	0			0	0	
86527										0		4218	0			17351	0			70950	242	
86554										1712		235	0			0	0			1000	0	
87047										1800		295	0			0	0			0	0	
87159										950		109	0			0	0			0	0	
87234										4000		1119	0			15610	0			1000	0	
