"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD4815	RIADB522	RIADC079	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	CHG IN ALLOW FOR LN&LS LOSS/ADJUSTMT	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	
37	1049	90	49	0	942	32	
242	129	0	3	0	127	1	
279	279	0	9	0	270	0	
354	121	0	7	0	129	15	
439	1115	0	25	0	1233	143	
457	164	0	1	0	164	1	
505	2074	1082	125	0	1281	414	
1146	2489	350	71	0	2396	328	
1155	1161	90	4	0	1133	66	
1351	346	45	5	0	329	33	
1454	848	50	13	0	843	58	
1557	351	0	3	0	350	2	
1632	2012	195	39	0	1961	183	
1669	714	75	38	0	715	114	
1829	1713	265	20	0	1607	179	
1856	121	0	2	0	125	6	
1959	325	0	2	0	324	1	
2040	1180	90	24	0	1104	38	
2161	509	6	6	0	516	19	
2376	4976	200	0	0	4776	0	
2451	101	25	2	0	89	15	
2554	45	12	0	0	42	9	
2732	1996	150	16	0	1902	72	
2750	812	182	29	0	803	202	
2938	2575	252	9	0	2693	379	
2956	857	73	23	2	791	32	
3252	901	100	107	0	874	180	
3458	333	0	9	0	332	8	
3506	6524	380	221	0	6154	231	
3579	1455	127	27	552	804	55	
3720	971	32	13	0	960	34	
3953	839	100	18	0	776	55	
4138	1030	102	41	0	935	48	
4147	498	18	1	0	483	4	
4156	634	8	20	0	629	23	
4231	656	30	9	0	629	12	
4437	681	70	9	0	619	17	
4745	53	1	0	0	53	1	
4839	1482	210	32	0	1399	159	
5005	1655	90	0	0	1568	3	
5050	566	60	30	0	549	73	
5069	5019	0	0	0	5019	0	
5135	1121	0	93	0	1125	97	
5210	3757	120	23	0	3695	81	
5247	2188	90	14	0	2112	28	
5274	636	16	36	0	625	41	
5331	917	0	35	0	883	1	
5461	1133	0	10	0	1197	74	
5751	631	30	1	0	605	5	
5939	34925	4550	528	0	33462	3615	
6039	873	145	27	0	853	152	
6057	118	82	4	0	131	99	
6141	442	30	2	0	493	83	
6329	1751	300	76	0	1798	423	
6842	122	18	0	0	115	11	
6972	3062	340	16	0	2784	78	
7009	0	0	0	0	0	0	
7045	676	90	16	0	617	47	
7157	167	345	4	0	152	334	
7166	3323	275	15	0	3120	87	
7456	464	45	25	0	403	9	
7634	488	45	6	0	463	26	
8033	615	4	49	0	695	133	
8154	481	0	1	0	501	21	
8417	253	-119	0	0	372	0	
8462	350	0	9	0	362	21	
8547	1170	108	9	0	1135	82	
8631	286	36	3	0	272	25	
9115	6800	790	28	0	6378	396	
9160	1115	90	1	0	1027	3	
9339	3089	202	10	0	2951	74	
9357	2251	300	14	0	2134	197	
9553	430	15	3	0	412	0	
9807	31104	1000	130	0	30056	82	
9955	483	0	6	0	488	11	
10157	570	100	41	0	498	69	
10250	1499	270	28	0	1349	148	
10577	369	0	25	0	345	1	
10849	1335	22	3	0	1325	15	
10858	3856	3159	33	8	3988	3332	
11145	782	96	12	0	741	67	
11350	380	15	7	0	362	4	
11640	1106	225	104	0	1048	271	
11837	1200	0	42	0	1159	1	
12030	4391	750	601	0	3587	547	
12058	558	195	41	0	518	196	
12142	1053	45	88	0	1058	138	
12245	673	16	10	0	669	22	
12311	351133	150554	17563	-3038	297175	111121	
12357	81	0	0	0	81	0	
12405	8435	620	170	0	8145	500	
12647	397	24	0	0	390	17	
12656	109	9	5	0	95	0	
12937	737	36	0	0	703	2	
12946	3772	363	219	0	3787	597	
12955	816	130	91	0	770	175	
13037	1214	114	19	0	1095	14	
13103	3785	270	32	0	3495	12	
13251	292	0	17	0	277	2	
13309	55158	9174	2344	0	59291	15651	
13457	348	0	7	0	341	0	
14052	537	63	0	0	474	0	
14155	738	128	10	0	620	20	
14258	4508	360	28	0	4224	104	
14409	189751	47786	6390	0	158927	23352	
14454	688	20	5	0	681	18	
14650	314	30	27	0	285	28	
14753	495	0	2	0	493	0	
14865	677	18	11	0	667	19	
14931	209	0	5	0	207	3	
14940	754	72	0	0	723	41	
15536	11824	2675	194	0	9443	488	
15732	2686	285	0	0	2409	8	
16337	1306	300	36	0	1051	81	
16355	508	4	1	0	503	0	
16458	1625	23	8	0	1767	173	
16551	866	115	2	0	759	10	
16748	280	35	4	0	271	30	
16766	4674	762	0	0	4869	957	
16944	479	0	12	0	473	6	
16953	109	0	1	0	111	3	
17110	422	52	0	0	370	0	
17147	5174	750	111	0	4817	504	
17259	128	0	5	0	134	11	
17464	5505	1715	127	0	5020	1357	
17549	2214	1250	49	0	1242	327	
17642	176	71	4	0	222	121	
17839	1947	30	366	0	1684	133	
17950	281	30	0	0	253	2	
18050	1371	150	28	0	1254	61	
18126	5699	450	59	0	5393	203	
18135	682	90	54	0	607	69	
18368	5097	750	130	0	5042	825	
18377	42	0	0	0	42	0	
18827	1148	44	4	0	1154	54	
18836	755	105	31	0	686	67	
18854	185	118	5	0	201	139	
18863	1973	175	43	0	1843	88	
18957	343	45	45	0	264	11	
19356	849	150	31	0	1082	414	
19730	11578	0	3	0	11592	17	
19936	870	260	35	0	1024	449	
19972	69	0	0	0	69	0	
20053	178	12	0	0	170	4	
20147	731	0	180	0	588	37	
20259	201	28	12	0	189	28	
20370	794	270	351	0	1029	856	
20512	630	0	17	0	635	22	
20633	1565	0	93	0	1500	28	
20754	75	0	1	0	74	0	
20839	655	72	10	0	578	5	
20857	223	57	0	0	188	22	
20866	339	30	31	0	342	64	
21256	66	0	1	0	66	1	
21359	121	0	0	0	122	1	
21630	279	22	6	0	270	19	
21658	615	12	2	0	605	4	
22048	862	178	16	0	892	224	
22235	2016	280	92	0	1848	204	
22356	1358	180	120	0	1197	139	
22459	859	48	22	0	807	18	
22543	322	3	1	0	320	2	
22552	497	95	5	0	554	157	
22730	694	100	63	0	784	253	
22860	31074	34643	2348	-20388	23511	9040	
22936	914	165	60	0	793	104	
22954	575	48	21	0	531	25	
23036	2304	358	17	0	2145	216	
23045	223	0	2	0	221	0	
23241	27748	3390	738	7217	22065	5662	
23344	899	48	1	0	857	7	
23456	400	12	1	0	392	5	
23504	2273	170	50	0	2100	47	
23540	392	6	1	0	397	12	
23643	717	150	14	0	628	75	
23755	376	51	1	0	371	47	
23812	6704	370	129	0	6609	404	
24006	1393	120	7	0	1287	21	
24266	13839	600	383	0	13280	424	
24453	289	0	9	0	286	6	
24659	257	52	0	0	222	17	
24668	603	45	22	0	545	9	
24855	30	0	3	0	27	0	
24949	2541	290	61	0	2342	152	
25357	191	6	0	0	185	0	
25450	39839	13717	4361	0	35542	13781	
25647	431	20	0	0	417	6	
25852	1882	105	1	0	1782	6	
26149	554	327	15	0	418	206	
26233	2630	550	230	0	2127	277	
26242	1101	110	49	0	1084	142	
26457	214	0	26	0	193	5	
26756	328	110	5	0	284	71	
26765	102	0	1	0	109	8	
26859	2672	400	27	0	3083	838	
26916	2632	330	117	845	1606	266	
27548	2057	275	56	1900	1994	2168	
27614	1644	62	7	0	1588	13	
27838	1344	1	0	0	1351	8	
27847	961	150	11	0	871	71	
28013	2205	0	0	0	2205	0	
28152	237	15	0	0	222	0	
28255	706	51	50	0	633	28	
28349	290	12	2	0	277	1	
28406	1465	149	8	0	1315	7	
28572	311	164	0	0	147	0	
28732	298	15	3	0	282	2	
29104	1864	258	2	0	1655	51	
29159	264	0	46	0	220	2	
29252	805	63	5	0	742	5	
29636	3325	569	121	0	3325	690	
29850	249	18	7	0	232	8	
29944	165	9	10	0	160	14	
29953	775	99	27	0	703	54	
30025	4180	170	23	0	4003	16	
30052	321	115	59	0	313	166	
30146	280	26	6	0	253	5	
30155	1298	120	24	0	1155	1	
30258	1381	132	1	0	1275	27	
30418	0	0	0	0	0	0	
30436	2867	133	86	0	2659	11	
30502	3074	300	37	0	2925	188	
30650	763	135	5	0	695	72	
30810	764021	448672	53115	4123	761538	503427	
30856	850	-15	15	0	867	17	
31134	508	234	41	0	378	145	
31152	602	61	3	0	548	10	
31255	1350	150	128	80	1028	36	
31303	8583	600	806	0	8517	1340	
31657	283	0	75	0	247	39	
31826	1211	75	126	0	1175	165	
31835	2713	0	90	0	2781	158	
32159	651	440	21	0	644	454	
32234	250	0	0	0	270	20	
32766	164	180	9	0	153	178	
33147	1659	124	0	0	1624	89	
33259	1912	115	2	0	1829	34	
33268	317	65	18	0	338	104	
33549	243	0	0	0	243	0	
33727	2249	30	592	0	1988	361	
33754	60	0	0	0	60	0	
33772	7550	210	50	2597	4825	132	
33839	199	0	1	0	198	0	
33857	841	75	43	0	785	62	
34032	558	30	35	0	512	19	
34153	1074	170	5	0	929	30	
34359	309	46	26	0	337	100	
34425	1501	175	11	0	1370	55	
34434	909	97	12	0	813	13	
34452	401	-39	74	0	369	3	
34537	7185	0	139	0	7218	172	
34555	810	30	11	0	803	34	
34742	1117	110	14	0	1032	39	
34836	105	20	2	0	95	12	
34863	188	18	9	0	182	21	
35057	417	30	61	0	376	50	
35244	3438	560	36	0	3165	323	
35301	60723	4000	0	-345	57068	0	
35570	3476	200	10	0	3309	43	
35646	222	0	0	0	222	0	
35842	375	5	0	0	389	19	
35851	212	30	8	24	156	6	
35936	29	0	0	0	31	2	
36054	5161	1190	135	0	5072	1236	
36344	2153	30	61	0	2189	127	
36456	469	20	9	0	472	32	
36830	340	24	9	0	317	10	
36858	1635	131	1	0	1740	237	
36933	624	84	45	0	560	65	
37051	324	0	3	0	322	1	
37341	337	30	1	0	309	3	
37350	525	220	40	0	272	7	
37378	568	98	1	0	482	13	
37435	5808	805	170	0	5411	578	
37640	3015	0	28	0	3439	452	
37659	452	97	2	0	458	105	
37743	667	30	4	0	633	0	
37949	1155	90	6	0	1068	9	
38441	299	3	5	0	295	4	
38478	1759	342	180	0	1581	344	
38526	1676	115	12	0	1702	153	
38535	3098	0	261	0	2837	0	
38740	1173	90	49	0	1209	175	
39327	2131	0	1	0	2137	7	
39420	5195	900	68	0	5250	1023	
39475	5135	1083	27	3626	998	599	
39756	685	575	35	0	728	653	
39934	1318	60	38	0	1316	96	
40033	1079	0	387	0	1028	336	
40051	3204	89	8	0	3286	179	
40305	29737	2850	1716	0	30180	5009	
40350	253	0	0	0	253	0	
40707	1510	120	56	0	1517	183	
40855	405	30	17	0	358	0	
41245	161	12	8	0	141	0	
41553	572	50	61	0	668	207	
41629	1014	277	129	0	992	384	
41647	4003	180	5	0	3927	109	
41759	290	108	0	0	297	115	
41825	2310	0	6	0	2307	3	
41937	371	6	0	0	365	0	
41955	320	0	4	0	330	14	
42037	173	0	21	0	172	20	
42055	299	8	15	0	295	19	
42354	596	30	4	0	564	2	
42420	26189	4140	279	0	25835	4065	
42448	1673	361	32	0	1555	275	
42457	614	60	22	0	532	0	
42541	159736	14383	13144	0	159736	27527	
43052	420	270	1	0	539	390	
43155	1448	198	67	475	848	140	
43173	30693	1706	116	0	28901	30	
43324	801	15	140	0	756	110	
43351	45	0	0	0	45	0	
43454	280	3	2	0	280	5	
43511	1969	273	55	0	1787	146	
43641	460	20	7	0	492	59	
43669	11896	7175	298	0	6706	2283	
43744	425	34	1	0	415	25	
43856	259	15	11	0	242	9	
43959	804	265	31	0	637	129	
44040	1164	90	48	0	1182	156	
44134	12295	949	308	0	11417	379	
44433	2019	103	355	0	2042	481	
44451	453	34	34	0	450	65	
44602	5570	-26283	489	0	31454	90	
44741	1733	186	25	0	1710	188	
44750	575	30	0	0	647	102	
44929	318	60	8	0	297	47	
45038	613	48	4	0	578	17	
45047	501	81	42	0	443	65	
45056	472	164	2	0	347	41	
45270	1022	400	12	0	740	130	
45430	463	60	6	0	432	35	
45458	131	0	0	0	131	0	
45551	3038	0	193	0	3095	250	
45560	2862	194	39	0	2665	36	
45627	28049	1940	394	-417	28447	2315	
45775	224	0	0	0	224	0	
46053	881	394	12	0	730	255	
46905	6384	450	95	0	6166	327	
46941	810	90	42	0	750	72	
47153	131	6	0	0	190	65	
47247	1855	130	57	0	1775	107	
47256	209	18	1	0	254	64	
47377	5574	1270	130	0	4921	747	
47425	1611	140	3	482	1329	343	
47452	473	0	2	0	471	0	
47500	1769	0	4	0	1774	9	
47658	89	0	7	0	120	38	
48057	260	53	3	0	230	26	
48150	105	4	0	0	101	0	
48208	2440	120	28	0	2374	82	
48374	2412	0	2	0	2609	199	
48440	328	0	0	0	329	1	
48552	417	39	1	0	381	4	
48673	69	3	0	0	66	0	
48730	987	163	32	0	942	150	
49054	290	73	0	0	217	0	
49148	419	24	15	0	415	35	
49241	1483	250	90	0	1340	197	
49344	1043	0	22	0	1053	32	
49362	52706	1007	3088	0	59170	10558	
49540	691	0	11	0	698	18	
49643	196	5	0	0	191	0	
49652	722	510	6	0	566	360	
49821	7502	300	291	0	7395	484	
49858	168	0	25	0	157	14	
49951	426	0	10	0	425	9	
50144	310	42	14	0	311	57	
50461	3221	0	494	0	3017	290	
50546	186	41	2	0	153	10	
50854	309	15	16	0	288	10	
50957	348	61	0	117	177	7	
51253	1057	200	49	0	986	178	
51347	333	55	5	0	331	58	
51356	575	120	5	0	507	57	
51459	818	137	3	0	773	95	
51730	166	55	21	0	162	72	
51842	1034	25	1	0	1033	25	
51972	1372	60	2	0	1311	1	
52410	269	34	11	0	236	12	
52456	122	16	0	0	135	29	
52719	0	0	0	0	0	0	
52764	1152	12	21	0	1119	0	
52951	447	0	94	0	528	175	
53015	224	0	10	0	215	1	
53033	12446	0	161	0	12634	349	
53051	96	0	0	0	100	4	
53239	472	47	7	0	449	31	
53453	179	25	0	0	178	24	
53752	239	0	1	0	238	0	
54049	449	21	2	0	427	1	
54058	1856	140	36	0	1766	86	
54124	604	60	6	0	564	26	
54357	116	65	30	0	86	65	
54375	1752	220	0	0	1775	243	
54441	396	42	0	0	354	0	
54656	447	33	6	0	459	51	
55019	2039	510	86	0	1999	556	
55176	429	0	0	0	429	0	
55251	1216	350	43	0	1007	184	
55336	1479	240	31	0	1250	42	
55635	399	3	18	0	396	18	
55653	327	105	27	0	273	78	
55859	528	124	19	0	412	27	
55916	160	18	2	0	160	20	
56230	632	40	7	0	635	50	
56258	1055	57	18	0	999	19	
56351	2376	230	111	0	2355	320	
56427	176	8	0	0	170	2	
56548	835	90	5	0	757	17	
56557	6545	689	78	0	5860	82	
56717	2244	453	21	0	2088	318	
56726	531	50	5	0	502	26	
57040	313	24	1	0	293	5	
57134	3429	200	34	0	3267	72	
57228	723	98	10	0	690	75	
57255	527	25	85	0	530	113	
57451	1443	45	4	0	1394	0	
57572	361	18	4	0	343	4	
57956	855	0	42	0	875	62	
58074	740	90	35	0	699	84	
58207	1441	113	7	0	1328	7	
58225	800	120	51	0	784	155	
58243	12924	1786	74	0	12398	1334	
58355	39	0	0	0	39	0	
58551	547	0	54	0	616	123	
58636	1275	234	55	0	1178	192	
58757	237	0	6	0	231	0	
58971	27612	3626	1414	0	25726	3154	
59259	513	0	1	0	517	5	
59316	3272	370	60	0	3300	458	
59352	828	0	10	0	818	0	
59679	82	0	0	0	82	0	
59754	167	10	0	0	171	14	
60143	375032	71387	8463	-13203	366957	58572	
60219	724	90	8	0	643	17	
60330	1580	477	18	0	1324	239	
60433	3747	736	326	0	4560	1875	
60545	403	0	0	0	403	0	
60554	375	12	0	0	365	2	
60648	1586	254	50	0	1584	302	
61001	3550	134	55	0	3400	39	
61047	1345	120	17	0	1215	7	
61122	5144	1082	196	0	5096	1230	
61355	2859	453	541	0	3005	1140	
61476	432	8	0	0	424	0	
61533	1084	104	1	0	1022	43	
61757	1335	120	10	0	1269	64	
61832	475	20	1	0	463	9	
61953	223	24	30	0	208	39	
62044	225	100	37	0	163	75	
62101	35523	-420	2278	0	43612	9947	
62147	311	30	3	0	287	9	
62651	639	174	7	0	839	381	
62709	97	7	3	-22	109	0	
63050	623	0	4	0	627	8	
63069	133883	14000	7370	0	135435	22922	
63078	3394	1060	107	0	2664	437	
63201	316	35	7	0	346	72	
63210	3018	0	207	0	2839	28	
63359	954	120	34	0	903	103	
63573	4613	60	42	0	4511	0	
63733	1415	228	31	0	1402	246	
63742	905	228	0	0	677	0	
63751	76	12	4	0	72	12	
63957	1288	397	72	0	1169	350	
64066	4131	500	97	0	3553	19	
64150	203	35	0	0	170	2	
64253	30	0	1	0	29	0	
64543	3338	240	14	0	3332	248	
64552	52	64	2	-2	51	57	
64619	11433	2980	218	0	10947	2712	
64646	357	27	30	0	311	11	
64730	1364	60	20	0	1288	4	
64758	386	25	0	0	378	17	
65205	3454	60	2	0	3392	0	
65241	823	100	3	0	739	19	
65513	296	0	0	0	311	15	
65559	1466	176	15	0	1290	15	
65746	5538	240	45	0	5366	113	
65858	4135	250	181	0	4587	883	
66015	2583	600	264	0	2227	508	
66154	580	0	19	0	605	44	
66172	3211	0	131	0	3082	2	
66275	6936	2905	124	0	5059	1152	
66350	557	309	9	0	313	74	
66613	5289	4170	1203	0	12280	12364	
66752	212	22	13	0	225	48	
66837	700	119	11	0	600	30	
66846	1593	350	36	0	1346	139	
66855	919122	650430	64925	-293424	979414	482223	
66903	2844	135	84	256	2430	61	
67142	364	0	1	0	367	4	
67151	1216	60	8	0	1154	6	
67209	1669	100	93	0	1481	5	
67254	28	0	0	0	32	4	
67311	110622	21211	10159	0	108285	29033	
67414	376	106	42	0	356	128	
67777	1784	175	0	0	1632	23	
67852	10200	14930	1041	4000	7136	16907	
68345	1500	20	7	0	1479	6	
68372	1140	60	3	0	1095	18	
68448	515	30	4	0	481	0	
68569	35969	2388	2001	-1175	37118	4363	
68756	394	58	15	-25	527	181	
68831	773	64	40	0	925	256	
68840	677	100	1	0	596	20	
68859	2395	203	18	0	2232	58	
68943	927	0	43	0	1086	202	
69333	2191	102	4	0	2590	505	
69351	128	0	0	0	160	32	
69650	129	0	0	0	129	0	
69678	2489	1020	185	0	2737	1453	
69847	158	0	3	0	158	3	
70049	2323	360	5	0	1958	0	
70058	237	15	6	0	373	157	
70076	114	0	0	0	114	0	
70151	507	22	26	0	481	22	
70218	839	-138	8	0	985	16	
70254	131	0	1	0	131	1	
70414	985	102	5	0	980	102	
70638	2323	50	236	0	2489	452	
70955	119	0	13	0	106	0	
71318	4866	0	98	0	4917	149	
71457	989	30	2	0	957	0	
71671	900	60	0	0	840	0	
71859	80	0	2	0	78	0	
72258	621	30	16	0	575	0	
72276	2356	90	43	0	2594	371	
72351	761	75	127	0	651	92	
72418	1118	48	15	0	1182	127	
72454	318	9	3	0	345	39	
72614	3574	61	28	0	3535	50	
72678	469	93	79	0	536	239	
73031	568	0	67	0	613	112	
73116	2818	670	185	0	2301	338	
73152	464	0	23	0	495	54	
73554	1505	360	86	0	1081	22	
73956	511	0	46	0	531	66	
74056	179	12	1	0	166	0	
74140	3739	193	88	0	3568	110	
74159	144	9	0	0	135	0	
74337	176	6	1	0	169	0	
74403	1396	80	1	0	1315	0	
74449	66	0	0	0	67	1	
74458	146	28	2	35	127	46	
75053	1670	210	13	0	1465	18	
75259	10	0	2	0	10	2	
75446	1545	90	11	0	1462	18	
75455	460	335	91	0	338	304	
75558	350	150	29	0	239	68	
75576	14551	2100	159	0	14507	2215	
75633	113376	38199	1381	0	118951	45155	
75651	369	15	2	0	381	29	
75857	1476	111	18	0	1689	342	
76050	406	119	12	0	398	123	
76117	7500	643	791	0	6819	753	
76135	2858	0	199	0	2940	281	
76153	355	0	10	0	385	40	
76201	2720000	617000	125000	330000	2353000	705000	
76443	658	110	17	0	607	76	
76742	1104	60	44	0	1141	141	
76854	1189	281	21	0	1043	156	
77150	311	-448	62	0	730	33	
77253	347	25	49	0	301	28	
77347	672	15	27	0	644	14	
77374	1969	323	1	0	1727	82	
77422	487	0	0	0	487	0	
77758	6109	4574	13	0	5611	4089	
77851	6335	3386	917	0	6125	4093	
78036	689	50	3	0	649	13	
78054	817	108	3	0	745	39	
78157	245	17	5	0	237	14	
78241	264	24	23	0	295	78	
78559	146	9	2	0	137	2	
78643	631	18	1	0	616	4	
78858	66	0	0	0	86	20	
79042	86	0	9	0	77	0	
79127	2568	90	104	0	2587	213	
79145	813	0	0	0	820	7	
79257	197	0	0	0	198	1	
79855	958	100	2	0	856	0	
80020	8	1	1	0	6	0	
80150	2253	0	35	0	2250	32	
80431	1032	268	64	0	1019	319	
80552	219	3	0	0	220	4	
80936	850	375	4	0	587	116	
81054	882	60	30	0	811	19	
81223	1719	90	12	0	1647	30	
81429	281	34	1	0	254	8	
82024	1584	-726	919	0	1650	259	
82033	431	90	0	0	397	56	
82257	210	33	0	0	201	24	
82350	260	58	12	0	237	47	
82659	282	25	4	0	287	34	
83151	399	19	3	0	385	8	
83236	68	7	0	0	64	3	
83311	26621	1500	648	0	25610	1137	
83357	328	6	7	0	343	28	
83450	6862	1510	432	0	5737	817	
83638	20979	7580	164	0	16873	3638	
83834	597	20	2	0	580	5	
83852	118	0	0	0	131	13	
83955	536	45	22	0	540	71	
84046	389	0	1	0	391	3	
84055	137	40	1	0	119	23	
84251	123	0	0	0	123	0	
84345	658	90	3	0	602	37	
84541	3245	409	331	0	3301	796	
84804	41	0	7	0	49	9	
84970	2541	-176	97	0	2714	94	
85043	307	72	6	0	287	58	
85052	27	0	0	0	27	0	
85258	183	0	0	0	183	0	
85454	327	11	11	0	342	37	
85856	64	0	0	0	64	0	
85931	914	210	14	0	884	194	
86349	997	305	76	0	898	282	
86358	282	0	0	0	300	18	
86527	3420	509	119	0	3201	409	
86554	345	52	15	0	379	101	
87047	519	17	0	0	505	3	
87159	407	60	59	0	335	47	
87234	1822	90	46	0	1711	25	
87476	570	346	0	0	243	19	
87533	1544	47	9	0	1502	14	
87944	4270	2156	139	0	2918	943	
88240	254	10	1	0	243	0	
88259	375	0	7	0	368	0	
88352	210	43	2	0	178	13	
88455	1511	0	62	331	1337	218	
88530	844	190	49	0	666	61	
88802	38349	3617	1231	0	38957	5456	
88950	141	5	0	0	136	0	
89032	442	30	14	0	445	47	
89135	415	0	6	0	415	6	
89162	0	0	0	0	0	0	
89452	423	90	5	0	381	53	
89751	2177	350	104	0	1822	99	
89854	735	70	9	0	737	81	
89957	180	50	6	0	185	61	
90047	181	0	0	0	184	3	
90159	430	30	0	0	402	2	
90234	2736	0	12	0	2772	48	
90252	150	0	15	0	150	15	
90328	1833	135	37	0	1761	100	
90337	1933	115	35	0	1837	54	
90403	17780	7246	1018	0	15190	5674	
90467	1041	0	0	0	1041	0	
90627	1392	18	4	0	1381	11	
90645	456	0	0	0	456	0	
90739	989	48	37	0	946	42	
91129	197	12	3	0	188	6	
91147	591	59	4	0	547	19	
91156	1816	140	45	0	1694	63	
91259	621	160	87	0	583	209	
91521	1310	1924	51	0	2836	3501	
91615	361	39	16	0	320	14	
91651	544	30	7	0	507	0	
91754	421	68	5	0	380	32	
91866	2427	180	4	0	2243	0	
91950	398	0	6	0	400	8	
91969	3094	490	14	0	2655	65	
92050	295	27	3	0	315	50	
92144	320	0	9	0	311	0	
92162	622	40	14	0	629	61	
92630	3530	300	176	0	3266	212	
92658	12622	375	206	0	12634	593	
92706	1055	0	17	0	1091	53	
92854	223	41	6	0	176	0	
92902	136	0	7	0	134	5	
93039	822	100	0	0	819	97	
93244	578	60	0	0	536	18	
93329	416	36	4	0	388	12	
93413	2860	0	16	0	2909	65	
93543	1729	310	65	0	1671	317	
93619	0	0	0	0	0	0	
93628	1073	36	5	0	1040	8	
93721	37203	2453	693	0	35877	1820	
93758	332	40	53	0	354	115	
94139	1850	246	213	0	1800	409	
94447	733	6	2	0	836	111	
94456	400	64	60	0	331	55	
94522	1716	96	91	0	1668	139	
94661	5023	0	285	0	5724	986	
94755	590	60	48	0	589	107	
94858	414	92	3	0	352	33	
95051	650	414	16	0	669	449	
95659	271	36	7	0	263	35	
95725	1608	255	30	0	1529	206	
95855	457	23	18	0	453	37	
96254	931	85	8	0	852	14	
96357	805	86	17	0	754	52	
96553	597	120	1	0	476	0	
97037	3712	300	0	0	3817	405	
97055	211	16	0	0	195	0	
97260	1656	199	53	0	1498	94	
97279	144	3	2	0	147	8	
97457	142	5	0	0	142	5	
97804	1548	90	1	0	1546	89	
97943	828	0	3	0	832	7	
98351	166	110	140	0	238	322	
98360	1720	1028	55	0	1832	1195	
98454	743	100	7	0	678	42	
98463	1696	246	3	0	1510	63	
98548	525	0	6	0	539	20	
98557	325	66	6	0	316	63	
98641	798	8	85	0	807	102	
98717	2092	0	12	0	2080	0	
99004	469	225	42	0	487	285	
99059	314	30	9	0	323	48	
99143	736	170	45	0	733	212	
99255	295	0	2	0	293	0	
99442	996	0	1	0	1000	5	
99536	876	65	44	0	891	124	
99853	397	90	53	0	350	96	
99974	725	315	23	0	758	371	
100160	2363	0	116	0	2597	350	
100236	913	147	8	0	832	74	
100357	2620	1957	113	0	2333	1783	
100553	319	0	5	0	327	13	
100562	11920	2650	137	0	11670	2537	
100843	1586	240	37	0	1416	107	
101019	76444	1000	1058	0	78114	3728	
101037	4673	175	159	0	4465	126	
101233	12157	1030	343	0	11936	1152	
101327	6002	0	430	0	7667	2095	
101345	505	119	10	0	393	17	
101439	942	120	81	0	848	107	
101671	1541	204	86	0	1555	304	
101738	1606	25	90	0	1673	182	
101952	425	0	5	0	448	28	
102155	100	-2	1	0	116	15	
102230	8342	3270	359	0	5483	770	
102333	130	0	0	0	130	0	
102342	732	0	2	0	735	5	
102539	340	71	5	0	280	16	
102557	345	250	3	0	171	79	
103134	785	0	9	0	779	3	
103255	3059	75	208	0	3089	313	
103536	2688	20	114	0	2601	47	
103554	228	30	1	0	289	92	
103563	110	5	1	0	106	2	
103602	368	37	32	0	348	49	
103862	292720	98739	23942	0	292720	122681	
104038	3177	357	34	441	2539	194	
104056	454	12	0	0	444	2	
104234	618	30	41	0	626	79	
104430	1529	120	22	0	1418	31	
104542	116	13	12	0	142	51	
104663	752	30	3	0	719	0	
105026	800	82	40	0	901	223	
105044	103	0	5	0	101	3	
105053	520	78	9	0	520	87	
105071	1161	193	31	0	1081	144	
105222	1006	300	17	0	989	300	
105530	770	10	21	-24	784	21	
105549	6341	2029	127	13	5467	1295	
105633	856	30	5	0	845	24	
105950	3089	300	213	0	2963	387	
106359	3712	536	439	0	3669	932	
106377	2296	300	0	0	1997	1	
106452	1510	50	20	0	1528	88	
106519	320	36	5	0	301	22	
106546	633	150	39	0	583	139	
106555	108	0	0	0	108	0	
106658	679	65	59	0	619	64	
107057	193	0	0	0	193	0	
107141	479	60	9	0	433	23	
107150	252	0	23	0	236	7	
107226	416	0	0	0	424	8	
107244	7139	1012	66	0	6606	545	
107431	981	180	16	0	947	162	
107459	64	0	0	0	64	0	
107758	482	0	2	0	515	35	
108157	1882	175	35	0	2316	644	
108250	1196	142	1	0	1183	130	
108269	583	30	24	0	563	34	
108522	2197	60	1	0	2139	3	
108652	105	2	0	0	104	1	
108746	113	0	3	0	122	12	
108951	711	45	6	0	684	24	
109136	1853	160	36	0	1762	105	
109154	225	6	1	0	218	0	
109453	265	0	5	0	269	9	
109574	459	6	8	0	446	1	
109659	570	161	15	0	495	101	
109855	387	9	0	0	378	0	
110057	773	115	30	0	649	21	
110066	36	6	0	0	35	5	
110356	111	8	0	0	116	13	
110404	347	60	0	0	288	1	
110413	1930	243	42	0	2029	384	
110655	225	0	2	0	228	5	
110758	3394	2745	591	0	4642	4584	
110936	780	441	0	0	459	120	
110945	722	0	13	0	715	6	
111157	191	0	0	0	191	0	
111205	2537	0	69	0	2475	7	
111559	327	30	35	0	298	36	
111661	514	10	25	0	508	29	
111942	946	120	1	0	833	8	
111951	208	36	0	0	172	0	
111979	1519	150	13	0	1455	99	
112163	2794	340	178	0	2578	302	
112332	457	0	88	0	481	112	
112444	1387	60	34	0	1332	39	
112510	161	25	1	0	144	9	
112556	321	38	17	0	266	0	
112837	178618	45000	9423	-7291	178253	46767	
