"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	TEXT3549	TEXT3550	TEXT3551	
2956															47	0	0	1374	0	47	0	0	0	0	0	1327	0	0				
3252															0	145	0	3206	0	857	659	0	0	0	0	2204	0	0	NP Drs. DDA                                                                                                                                                                                      			
3458															0	47	0	343	0	20	0	0	0	0	0	276	0	0				
3506															0	3977	1699	12457	0	2134	0	0	0	0	0	4647	669	0				
3579															0	1419	0	3909	0	1227	777	0	0	0	0	1263	0	0	Prepaid Pension Contribution                                                                                                                                                                     			
3720															0	625	292	4115	0	2490	950	0	0	0	0	708	0	0	ESI- INSURANCE ASSET ACCT                                                                                                                                                                        			
3953															7	7	0	2248	134	462	0	0	0	0	0	1779	321	0				
4138															265	724	0	2263	139	407	0	0	0	0	0	1132	0	0				
4147															0	564	109	4568	0	3235	0	0	0	0	0	660	3027	0				
4156															0	495	0	1550	22	22	0	0	0	0	0	1033	0	0				
4231															0	0	271	1425	43	155	0	0	0	0	0	999	0	0				
4437															0	714	327	2066	92	237	0	0	0	0	0	788	102	0				
4745															0	0	0	91	6	6	0	0	0	0	0	85	0	0				
4839															0	721	0	2364	139	366	0	0	0	0	0	1277	0	0				
5005															0	1909	0	9851	0	6563	0	0	0	0	0	1379	5327	0				
5050															22	388	11	1144	87	120	0	0	0	0	0	625	0	0				
5069															0	0	0	3256	186	1460	952	0	0	0	0	1796	0	0	DEFERRED COSTS                                                                                                                                                                                   			
5135															5	334	198	1979	32	79	32	0	0	0	0	1368	0	0	Late Charges Assessed                                                                                                                                                                            			
5210															0	3565	887	15991	0	7996	0	0	0	0	0	3543	7428	0				
5247															0	0	0	6132	207	212	0	0	0	0	0	5920	0	0				
5274															0	1976	231	3080	128	303	125	0	0	0	0	570	0	0	Investment in Subsidary                                                                                                                                                                          			
5331															0	1428	0	4318	1089	1258	0	0	0	0	0	1632	0	0				
5461															0	0	669	4565	245	2530	1635	0	0	0	0	1366	496	0				
5751															0	0	0	2837	0	1610	0	0	0	0	0	1227	1562	0				
5939															0	13168	14027	46651	2159	7174	0	0	0	0	0	12282	0	0				
6039															0	299	264	2144	0	566	423	0	0	0	0	1015	0	0	SPLIT DOLLAR LIFE INSURANCE                                                                                                                                                                      			
6057															0	64	9	301	21	21	0	0	0	0	0	207	0	0				
6141															0	0	106	538	72	80	0	0	0	0	0	352	0	0				
6329															48	725	0	4015	81	1389	570	344	101	0	0	1901	106	0	FEDERAL TAX ACCRUAL                                                                                                                                                                              	IENC AGENCIES                                                                                                                                                                                    	IENC MBS                                                                                                                                                                                         	
6842															0	64	0	685	93	332	239	0	0	0	0	289	0	0	UNEARNED ESOP SHARES                                                                                                                                                                             			
6972															0	0	0	15339	0	11330	0	0	0	0	0	4009	10490	0				
7009															0	0	95	12425	0	9340	9063	0	0	0	0	2990	0	0	Other Receivables                                                                                                                                                                                			
7045															0	0	19	1266	176	393	0	0	0	0	0	854	0	0				
7157															0	0	0	362	0	36	0	0	0	0	0	326	0	0				
7166															0	1224	1564	7551	0	2612	0	0	0	0	0	2151	1963	0				
7456															0	86	0	806	0	0	0	0	0	0	0	720	0	0				
7634															0	87	35	733	49	122	45	0	0	0	0	489	0	0	Checking Control                                                                                                                                                                                 			
8033															40	419	43	1242	53	181	3	3	0	0	0	599	82	0	Due From Holding Compamy                                                                                                                                                                         	Accrued Late Charges on Loans                                                                                                                                                                    		
8154															0	132	151	937	25	84	56	0	0	0	0	570	0	0	Invest in Consol subsid                                                                                                                                                                          			
8417															0	1379	0	235123	0	233463	92345	107520	0	0	0	281	0	0	A/R Trust Fees                                                                                                                                                                                   	A/R Other                                                                                                                                                                                        		
8462															0	21	0	884	0	11	11	0	0	0	0	852	0	0	Accrued Interest Purchased                                                                                                                                                                       			
8547															0	940	0	1970	98	285	0	0	0	0	0	745	187	0				
8631															0	168	20	538	0	193	126	0	0	0	0	157	0	0	ACCRUED INTEREST GOVERNMENT AGENCIES                                                                                                                                                             			
9115															0	913	2235	12588	0	3442	1700	361	0	0	0	5998	0	0	Capital Downstream Receivable                                                                                                                                                                    	Alliance Mezzainine Investors                                                                                                                                                                    		
9160															0	539	422	1808	63	109	0	0	0	0	0	738	0	0				
9339															0	3331	947	10270	0	3612	0	0	0	0	0	2380	1601	101				
9357															0	5700	106	8027	0	561	412	0	0	0	0	1660	0	0	CASH SYSTEMS ATM'S                                                                                                                                                                               			
9553															0	302	0	2169	50	529	0	0	0	0	0	1338	472	0				
9807															0	8157	0	16890	0	517	470	0	0	0	0	8216	0	0	Security principal receivable                                                                                                                                                                    			
9955															0	401	0	1811	45	52	0	0	0	0	0	1358	0	0				
10157															0	533	0	2392	54	120	56	0	0	0	0	1739	0	0	RESERVE FOR FEDERAL TAXES-CURRENT                                                                                                                                                                			
10250															6	483	0	2130	135	652	0	0	0	0	0	995	179	0				
10577															0	342	0	917	55	96	32	0	0	0	0	479	0	0	SOFTWARE                                                                                                                                                                                         			
10849															0	1188	30	3073	101	522	342	0	0	0	0	1333	0	0	CORPORATE OWNED LIFE INSURANCE                                                                                                                                                                   			
10858															0	1470	1417	6949	0	762	195	0	0	0	0	3300	0	0	Computer Software                                                                                                                                                                                			
11145															4	447	119	1138	74	146	0	0	0	0	0	426	45	0				
11350															0	26	0	728	29	40	11	0	0	0	0	662	0	0	GOLD COINS                                                                                                                                                                                       			
11640															0	1319	191	7360	0	3725	0	0	0	0	0	2125	3439	0				
11837															0	705	19	1810	0	803	422	0	0	0	0	283	0	0	INCOME TAX RECEIVABLE - STATE			
12030															0	541	1049	4501	0	403	0	0	0	0	0	2508	333	0				
12058															0	281	0	1633	58	71	0	0	0	0	0	1281	0	0				
12142															0	442	0	2684	174	303	129	0	0	0	0	1939	0	0	Deferred Loan Origination Cost                                                                                                                                                                   			
12245															0	1035	0	1768	61	75	0	0	0	0	0	658	14	0				
12311	0	16738	0	1459280	0	1312526	824062	0	0	0	0	130016	0	42046		16738													Bank owned life insurance                                                                                                                                                                        			
12357															0	4	0	482	21	21	0	0	0	0	0	457	0	0				
12405															0	4886	0	15288	0	4018	2064	0	0	0	0	6384	0	0	SERP Cash Value                                                                                                                                                                                  			
12647															0	139	0	536	66	68	0	0	0	0	0	329	0	0				
12656															0	23	0	215	38	47	9	0	0	0	0	145	0	0	prepaid income taxes                                                                                                                                                                             			
12937															0	582	144	1770	278	404	0	0	0	0	0	640	0	0				
12946															0	1373	0	12476	0	7521	0	0	0	0	0	3582	6337	0				
12955															0	324	0	943	27	36	0	0	0	0	0	583	0	0				
13037															0	51	203	2355	354	1248	358	313	0	0	0	853	0	0	TRUST INVESTMENT ASSET                                                                                                                                                                           	EMPLOYEE REC. CARVED OUT LIFE                                                                                                                                                                    		
13103															0	2483	0	7856	738	1720	0	0	0	0	0	3653	0	0				
13251															0	102	28	895	0	434	0	0	0	0	0	331	434	0				
13309															0	21477	24097	67904	0	9114	0	0	0	0	0	13216	0	0				
13457															0	3	51	1523	0	1030	0	0	0	0	0	439	1023	0				
14052															0	229	83	663	31	31	0	0	0	0	0	320	0	0				
14155															0	189	0	1925	0	836	0	0	0	0	0	900	822	0				
14258															0	3137	0	7700	0	1857	1062	501	0	0	0	2706	0	0	Accounts Receivable                                                                                                                                                                              	Fine Arts                                                                                                                                                                                        		
14409	2648	54432	0	542858	5461	411010	0	0	0	0	0	77416	215074	3959		54432																
14454															0	209	217	846	0	8	0	0	0	0	0	412	0	0				
14650															0	56	25	1049	40	651	0	0	0	0	0	317	471	0				
14753															0	9	0	625	48	50	0	0	0	0	0	566	0	0				
14865															0	198	0	2335	157	1336	132	153	0	0	0	801	854	0	Software Cost                                                                                                                                                                                    	Accrued Interest on Securities                                                                                                                                                                   		
14931															0	95	17	358	35	90	49	0	0	0	0	156	0	0	Software                                                                                                                                                                                         			
14940															0	0	52	1115	137	150	0	0	0	0	0	913	0	0				
15536															25	4749	351	14556	225	1761	941	0	0	0	0	7695	0	0	Chicago Equity Fund                                                                                                                                                                              			
15732															0	548	434	3098	228	824	0	0	0	0	0	1292	176	0				
16337															0	903	0	2729	191	440	0	0	0	0	0	1386	0	0				
16355															0	188	64	582	25	37	0	0	0	0	0	293	0	0				
16458															0	633	0	2355	0	151	53	43	0	0	0	1571	0	0	Prepaid Insurance                                                                                                                                                                                	Accrued Income Taxes Not Paid                                                                                                                                                                    		
16551															0	525	195	1450	38	272	0	0	0	0	0	458	234	0				
16748															0	302	0	777	68	80	0	0	0	0	0	395	0	0				
16766															0	3507	2489	12700	0	4342	0	0	0	0	0	2362	3968	0				
16944															0	0	0	372	36	36	0	0	0	0	0	336	0	0				
16953															0	0	0	423	14	18	4	0	0	0	0	405	0	0				
17110															0	219	0	3759	0	3310	3016	0	0	0	0	230	0	0	RECEIVABLES-ADVISORY/TRUSTEE FEES                                                                                                                                                                			
17147															23	3608	988	11434	396	1792	0	0	0	0	0	5046	0	0				
17259															0	233	0	1555	69	921	0	0	0	0	0	401	851	0				
17464															0	1907	0	13342	955	9151	0	0	0	0	0	2284	6853	0				
17549															469	465	0	4759	1712	3465	1019	0	0	0	0	829	0	0	Due From Affiliated Bank                                                                                                                                                                         			
17642															0	0	0	936	0	622	0	0	0	0	0	314	570	0				
17839															0	340	231	2911	0	83	0	0	0	0	0	2257	0	0				
17950															0	621	0	1247	29	102	68	0	0	0	0	524	0	0	KEY MAN INSURANCE                                                                                                                                                                                			
18050															0	877	425	3090	133	223	75	0	0	0	0	1565	0	0	Unposted Debits/Credits                                                                                                                                                                          			
18126															0	11744	1345	34590	809	15072	0	0	0	0	0	6429	13244	0				
18135															0	587	0	1500	190	225	0	0	0	0	0	688	0	0				
18368															0	614	3003	8355	536	1905	814	0	0	0	0	2833	0	0	Visa In Process                                                                                                                                                                                  			
18377															0	95	16	164	0	11	0	0	0	0	0	42	0	0				
18827															0	491	164	1846	96	190	58	0	0	0	0	1001	0	0	Prepaid Taxes                                                                                                                                                                                    			
18836															0	356	143	4062	0	2690	0	0	0	0	0	873	2279	0				
18854															1	48	0	743	62	117	0	0	0	0	0	578	0	0				
18863															0	1517	0	6008	0	2562	0	0	0	0	7	1922	1503	0				
18957															0	215	0	1624	0	849	0	0	0	0	0	560	792	0				
19356															0	0	0	1208	0	309	0	0	0	0	0	899	245	0				
19730															0	3357	4176	21393	0	8061	5500	0	0	0	0	5799	0	0	A/R-US T-Note Matured 6/30                                                                                                                                                                       			
19936															0	932	279	3482	217	997	0	0	0	0	0	1274	779	0				
19972															0	227	35	2037	0	1613	0	0	0	0	0	162	1518	0				
20053															0	74	21	360	3	9	0	0	0	0	0	256	0	0				
20147															27	112	0	833	108	308	0	0	0	0	0	413	0	0				
20259															0	38	0	331	6	27	0	0	0	0	0	266	0	0				
20370															0	445	265	1598	30	308	148	27	0	0	0	580	0	0	Interest Accrued Investments                                                                                                                                                                     	USPI Credit Card Account                                                                                                                                                                         		
20512															432	784	0	2188	369	806	0	0	0	0	0	598	0	0				
20633															0	279	41	1626	65	159	74	0	0	0	0	1147	0	0	ACCOUNTS RECEIVABLE                                                                                                                                                                              			
20754															0	0	0	190	0	0	0	0	0	0	0	190	0	0				
20839															0	260	28	796	20	35	15	0	0	0	0	473	0	0	Misc. Accounts Receivable                                                                                                                                                                        			
20857															0	317	0	1449	20	515	300	0	0	0	0	617	185	0	PREPAID INSURANCE                                                                                                                                                                                			
20866															0	276	188	1216	196	537	0	0	0	0	0	215	0	0				
21256															0	18	4	716	0	623	0	0	0	0	0	71	623	0				
21359															0	32	0	291	0	65	0	0	0	0	0	194	43	0				
21630															10	437	0	982	56	212	142	0	0	0	0	333	0	0	Prepaid Income Tax                                                                                                                                                                               			
21658															0	374	0	1532	0	482	0	0	0	0	0	676	379	0				
22048															0	314	134	3235	194	685	0	0	0	0	0	2102	175	0				
22235															0	845	390	4425	126	479	0	0	0	0	0	2711	0	0				
22356															0	1250	0	6969	56	3299	2131	0	0	0	0	2420	0	0	internal suspense items                                                                                                                                                                          			
22459															0	442	160	1378	86	145	0	0	0	0	0	631	0	0				
22543															0	176	0	659	101	128	0	0	0	0	0	355	0	0				
22552															60	194	0	1002	37	124	0	0	0	0	0	684	0	0				
22730															16	0	0	683	39	402	338	0	0	0	0	281	0	0	Acc. Interest Rec. - Securities                                                                                                                                                                  			
22860															0	5268	0	125253	0	102429	60724	0	0	0	9011	8545	0	0	Securitization Receivable                                                                                                                                                                        			
22936															0	300	139	2018	237	350	0	0	0	0	0	1229	0	0				
22954															0	145	98	1352	0	515	0	0	0	0	0	594	464	0				
23036															78	0	433	4216	75	153	0	0	0	0	0	3630	0	0				
23045															0	200	0	454	0	3	0	0	0	0	0	251	0	0				
23241															0	34541	0	87824	0	30233	0	0	0	0	0	23050	25782	0				
23344															0	1027	0	1798	75	94	0	0	0	0	0	677	0	0				
23456															0	174	0	1168	39	93	54	0	0	0	0	901	0	0	PREPAID INCOME TAXES                                                                                                                                                                             			
23504															0	1393	0	5066	556	1618	888	0	0	0	0	2055	0	0	Advance for Tele Credit Clearing                                                                                                                                                                 			
23540															0	436	0	1581	119	220	58	0	0	0	0	925	0	0	SECURITY COLLECTION ACCT                                                                                                                                                                         			
23643															135	491	52	2337	101	236	0	0	0	0	0	1558	0	0				
23755															67	350	0	999	110	254	76	0	0	0	0	395	0	0	Arrogated investment interest receivable                                                                                                                                                         			
23812															0	3652	3319	12794	0	4046	0	0	0	0	0	1777	0	0				
24006															0	2275	96	7991	416	487	0	0	0	0	0	5133	0	0				
24266															0	1526	5712	20195	1981	2628	0	0	0	0	0	10329	647	0				
24453															0	984	0	1435	19	19	0	0	0	0	0	432	0	0				
24659															0	0	0	297	0	38	0	0	0	0	0	259	0	0				
24668															8	422	0	1571	126	272	0	0	0	0	0	877	0	0				
24855															0	19	0	241	0	85	0	0	0	0	0	137	0	0				
24949															0	1662	680	7675	0	1857	0	0	0	0	0	3476	1766	0				
25357															0	187	0	541	53	178	9	114	2	0	0	176	0	0	WOLF MINERALS                                                                                                                                                                                    	INVESTMENTS                                                                                                                                                                                      	ACCT REC.                                                                                                                                                                                        	
25450															0	7800	10421	259183	0	225819	154346	0	0	0	731	14412	0	0	Accounts receivable                                                                                                                                                                              			
25647															0	0	94	712	0	506	374	0	0	0	0	112	0	0	Accured Rec. Bond                                                                                                                                                                                			
25852															0	415	420	1750	38	42	0	0	0	0	0	873	0	0				
26149															43	0	0	865	0	393	56	230	34	0	0	472	0	0	ACCRUED STATE INC TAX PAYABLE                                                                                                                                                                    	ACCRUED FEDERAL INC TAX PAYABLE                                                                                                                                                                  	SOFTWARE                                                                                                                                                                                         	
26233															0	1326	0	4423	0	1875	844	0	0	0	0	1222	0	0	ACCRUED INTEREST ON SECURITIES                                                                                                                                                                   			
26242															184	2739	0	5449	190	426	0	0	0	0	0	2284	0	0				
26457															0	0	0	316	0	3	0	0	0	0	0	313	0	0				
26756															0	63	45	942	22	523	14	7	0	0	0	311	480	0	EQUIFAX CLEARING ACCOUNT                                                                                                                                                                         	ITEMS IN TRANSIT                                                                                                                                                                                 		
26765															0	224	0	817	62	97	30	0	0	0	0	496	0	0	RESERVE FOR OTHER EXPENSES                                                                                                                                                                       			
26859															0	1924	725	4856	235	677	250	0	0	0	0	1530	0	0	crystal & crystal                                                                                                                                                                                			
26916															0	813	559	5509	0	2745	2649	0	0	0	0	1392	0	0	ACH in Process                                                                                                                                                                                   			
27548															27	2309	774	6933	521	1597	0	0	0	0	0	2253	639	0				
27614															0	1119	0	4083	375	1436	0	0	0	0	0	1528	0	0				
27838															0	502	0	1979	151	216	25	0	0	0	0	1261	0	0	Artwork                                                                                                                                                                                          			
27847															0	383	121	3262	80	1386	0	0	0	0	0	1372	1029	0				
28013															0	19385	54	47288	0	19615	0	0	0	0	0	8234	18410	0				
28152															0	224	0	1203	24	727	0	0	0	0	0	252	668	0				
28255															0	425	0	1410	129	392	115	0	0	0	0	593	0	0	UNAMORTIZED EDP SOFTWARE                                                                                                                                                                         			
28349															0	846	33	1334	25	185	70	0	0	0	0	270	0	0	Investment Interest Receivable                                                                                                                                                                   			
28406															0	2610	0	19839	0	12937	0	0	0	0	0	4292	12361	0				
28572															0	813	0	1259	38	115	0	52	25	0	0	331	0	0		A/R                                                                                                                                                                                              	Premiums/Discounts - Loans                                                                                                                                                                       	
28732															0	84	192	2140	0	1240	0	0	0	0	0	624	1163	0				
29104															0	3799	659	20949	0	10839	79	67	10083	0	0	5652	0	0	Dividend receivable                                                                                                                                                                              	Principal receivable                                                                                                                                                                             	Other asset BOLI                                                                                                                                                                                 	
29159															2	51	0	375	1	3	0	0	0	0	0	321	0	0				
29252															0	509	0	1471	0	272	113	0	0	0	0	690	0	0	Accrued Trust Income                                                                                                                                                                             			
29636															0	1568	609	11065	0	3992	0	0	0	0	0	4896	2615	0				
29850															21	0	2	1505	82	1066	0	0	0	0	0	437	962	0				
29944															0	0	0	285	0	18	0	0	0	0	0	267	0	0				
29953															0	421	0	1140	0	70	63	0	0	0	0	649	0	0	DDA Unposted Debits                                                                                                                                                                              			
30025															0	995	916	4605	280	755	233	0	0	0	0	1939	0	0	Other Assets                                                                                                                                                                                     			
30052															0	155	116	1065	0	538	0	0	0	0	0	256	193	0				
30146															0	228	0	756	0	139	0	0	0	0	0	389	0	0				
30155															0	951	0	2774	39	43	0	0	0	0	0	1780	0	0				
30258															0	430	0	2090	382	793	0	0	0	0	0	867	411	0				
30418															0	0	17	3796	774	813	0	0	0	0	0	2966	0	0				
30436															0	1676	416	3951	177	700	305	0	0	0	0	1159	0	0	Interest Receivable Securities                                                                                                                                                                   			
30502															0	3355	1598	7269	0	887	0	0	0	0	0	1429	400	0				
30650															0	237	0	1121	0	37	0	0	0	0	0	847	0	0				
30810															0	0	0	1093672	0	562200	0	0	0	0	218387	313085	0	10876				
30856															0	747	0	2095	0	561	0	0	0	0	0	787	274	0				
31134															0	219	18	1851	0	878	0	0	0	0	0	736	502	0				
31152															0	160	28	1417	48	748	0	0	0	0	0	481	655	0				
31255															0	362	0	2017	337	711	0	0	0	0	0	944	0	0				
31303															0	27345	0	170580	0	116327	56189	49293	0	0	0	26908	0	0	Officer life ins cash sur value                                                                                                                                                                  	Prepaid pension plan expense                                                                                                                                                                     		
31657															0	0	0	619	0	0	0	0	0	0	0	619	0	0				
31826															0	753	197	2353	87	645	523	0	0	0	0	758	0	0	IENC - Sec                                                                                                                                                                                       			
31835															0	384	838	3424	165	1039	545	0	0	0	0	1163	314	0	Director deferred compensation                                                                                                                                                                   			
32159															0	615	209	2211	184	872	578	0	0	0	0	515	0	0	Servicing Asset - Loan Sales                                                                                                                                                                     			
32234															0	43	0	705	39	39	0	0	0	0	0	623	0	0				
32766															0	24	33	520	0	331	222	0	0	0	0	132	0	0	ACCRUED INT MUNICIPAL BONDS                                                                                                                                                                      			
33147															0	669	440	3260	265	299	0	0	0	0	0	1852	0	0				
33259															0	669	0	2835	211	415	0	0	0	0	0	1751	0	0				
33268															0	0	0	710	0	15	0	0	0	0	0	695	0	0				
33549															0	10	172	548	0	142	0	0	0	0	0	224	65	0				
33727															0	1096	915	5129	933	1682	0	0	0	0	0	1436	720	0				
33754															0	0	0	363	0	21	0	0	0	0	0	342	0	0				
33772															0	6934	0	27626	0	15629	0	0	0	0	0	5063	14184	0				
33839															0	108	0	375	11	11	0	0	0	0	0	256	0	0				
33857															0	550	0	2086	4	263	48	210	0	0	0	1273	0	0	Atm Clearings                                                                                                                                                                                    	Unpaid Co Treas drafts payable on demand                                                                                                                                                         		
34032															0	100	0	738	0	87	69	0	0	0	0	551	0	0	PREPAID EXPENSES                                                                                                                                                                                 			
34153															0	309	0	1546	221	282	0	0	0	0	0	955	0	0				
34359															0	105	0	845	13	337	0	0	0	0	0	403	317	0				
34425															0	1252	0	3626	207	766	280	0	0	0	0	1608	0	0	Pension Plan Accrual                                                                                                                                                                             			
34434															0	561	97	2087	232	304	0	0	0	0	0	1125	0	0				
34452															0	57	0	919	76	87	0	0	0	0	0	775	0	0				
34537															0	6023	996	16167	2299	3153	0	0	0	196	0	5799	0	0				
34555															3	368	177	5745	109	3742	334	0	0	0	0	1458	3296	0	Accrued Int. Rec. Government Securities                                                                                                                                                          			
34742															0	1059	268	5730	0	2961	2492	0	0	0	0	1442	0	0	Key Man Insurance Securities                                                                                                                                                                     			
34836															0	0	0	502	0	317	107	0	0	0	0	185	166	0	Interest received from fed agencies                                                                                                                                                              			
34863															35	0	0	281	27	62	0	0	0	0	0	219	0	0				
35057															0	126	0	475	32	44	0	0	0	0	0	305	0	0				
35244															0	3548	743	8643	403	890	103	0	0	0	0	3462	256	0	Special Handling Control                                                                                                                                                                         			
35301	0	18334	0	1946104	0	1142570				0	0	785200	0	0		18334																
35570															0	114895	6965	152382	1178	2708	1347	0	0	0	0	27814	0	0	SUSPENSE - ACCOUNTING NET                                                                                                                                                                        			
35646															0	140	100	970	0	649	0	0	0	0	0	81	401	0				
35842															0	183	0	914	39	40	0	0	0	0	0	691	0	0				
35851															0	0	0	484	51	70	0	0	0	0	0	414	0	0				
35936															0	0	4	212	0	8	0	0	0	0	0	200	0	0				
36054															0	2087	0	11064	0	5586	0	0	0	0	0	3391	2255	0				
36344															0	1098	555	3968	258	406	0	0	0	0	0	1909	0	0				
36456															0	121	0	1146	37	69	26	0	0	0	0	956	0	0	DDA SUSPENSE                                                                                                                                                                                     			
36830															0	142	0	806	0	326	0	0	0	0	0	338	300	0				
36858															0	750	426	2451	156	279	91	0	0	0	0	996	0	0	  ACCOUNTS RECEIVABLE                                                                                                                                                                            			
36933															18	782	126	1937	116	498	0	0	0	0	0	531	363	0				
37051															0	50	50	691	0	298	0	0	0	0	0	293	237	0				
37341															0	19	189	767	17	356	4	0	0	0	0	203	335	0	OTHER ASSETS                                                                                                                                                                                     			
37350															0	80	0	394	10	10	0	0	0	0	0	304	0	0				
37378															0	368	0	1736	87	623	0	0	0	0	0	745	301	0				
37435															104	1574	250	6471	137	598	0	0	0	0	0	4049	0	0				
37640															14	2773	587	10220	434	4346	0	0	0	0	0	2514	2516	0				
37659															13	95	0	887	0	184	0	0	0	0	0	608	123	0				
37743															0	228	142	720	16	26	6	4	0	0	0	324	0	0	Receivables                                                                                                                                                                                      	Precious Metals Inventory                                                                                                                                                                        		
37949															0	902	0	5844	0	3304	0	0	0	0	0	1638	3135	0				
38441															0	85	109	1198	0	758	0	0	0	0	0	246	569	0				
38478															0	2961	261	5685	601	827	0	0	0	0	0	1636	0	0				
38526															0	1060	449	5512	0	3272	2355	0	0	0	0	731	0	0	Bank Owned Life Insurance                                                                                                                                                                        			
38535															0	1141	0	2600	113	297	0	0	0	0	0	1162	0	0				
38740															0	1838	0	3388	176	542	0	0	0	0	0	1008	0	0				
39327															0	0	175	2411	78	194	116	0	0	0	0	2042	0	0	Software costs capitalized                                                                                                                                                                       			
39420															0	3334	1461	12590	1794	3712	0	0	0	0	0	4083	900	0				
39475															0	3511	573	14750	0	4603	0	0	0	0	0	6063	3973	0				
39756															0	548	0	3417	0	1159	0	0	0	0	0	1710	955	0				
39934															0	748	252	4872	0	3372	0	0	0	0	0	500	2529	0				
40033															0	0	0	4114	0	3356	0	0	0	0	0	758	3021	0				
40051															0	2430	710	6574	822	937	0	0	0	0	0	2497	0	0				
