RCONJJ04,RCONJJ05,RCONJJ06,RCONJJ07,RCONJJ08,RCONJJ09,RCONJJ11,RCONJJ12,RCONJJ13,RCONJJ14,RCONJJ15,RCONJJ16,RCONJJ17,RCONJJ18,RCONJJ19,RCONJJ20,RCONJJ21,RCONJJ23,RCONJJ24,RCONJJ25,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,333203,2001-03-31
,,,,,,,,,,,,,,,,,,,,333249,2001-03-31
,,,,,,,,,,,,,,,,,,,,333650,2001-03-31
,,,,,,,,,,,,,,,,,,,,333856,2001-03-31
,,,,,,,,,,,,,,,,,,,,333940,2001-03-31
,,,,,,,,,,,,,,,,,,,,334059,2001-03-31
,,,,,,,,,,,,,,,,,,,,334255,2001-03-31
,,,,,,,,,,,,,,,,,,,,334264,2001-03-31
,,,,,,,,,,,,,,,,,,,,334648,2001-03-31
,,,,,,,,,,,,,,,,,,,,334657,2001-03-31
,,,,,,,,,,,,,,,,,,,,334750,2001-03-31
,,,,,,,,,,,,,,,,,,,,335243,2001-03-31
,,,,,,,,,,,,,,,,,,,,335346,2001-03-31
,,,,,,,,,,,,,,,,,,,,335355,2001-03-31
,,,,,,,,,,,,,,,,,,,,335757,2001-03-31
,,,,,,,,,,,,,,,,,,,,336071,2001-03-31
,,,,,,,,,,,,,,,,,,,,336147,2001-03-31
,,,,,,,,,,,,,,,,,,,,336352,2001-03-31
,,,,,,,,,,,,,,,,,,,,336361,2001-03-31
,,,,,,,,,,,,,,,,,,,,336576,2001-03-31
,,,,,,,,,,,,,,,,,,,,336932,2001-03-31
,,,,,,,,,,,,,,,,,,,,336950,2001-03-31
,,,,,,,,,,,,,,,,,,,,337050,2001-03-31
,,,,,,,,,,,,,,,,,,,,337247,2001-03-31
,,,,,,,,,,,,,,,,,,,,337340,2001-03-31
,,,,,,,,,,,,,,,,,,,,337658,2001-03-31
,,,,,,,,,,,,,,,,,,,,337733,2001-03-31
,,,,,,,,,,,,,,,,,,,,337966,2001-03-31
,,,,,,,,,,,,,,,,,,,,338178,2001-03-31
,,,,,,,,,,,,,,,,,,,,338646,2001-03-31
,,,,,,,,,,,,,,,,,,,,338758,2001-03-31
,,,,,,,,,,,,,,,,,,,,338851,2001-03-31
,,,,,,,,,,,,,,,,,,,,338945,2001-03-31
,,,,,,,,,,,,,,,,,,,,339054,2001-03-31
,,,,,,,,,,,,,,,,,,,,339353,2001-03-31
,,,,,,,,,,,,,,,,,,,,339456,2001-03-31
,,,,,,,,,,,,,,,,,,,,339607,2001-03-31
,,,,,,,,,,,,,,,,,,,,339773,2001-03-31
,,,,,,,,,,,,,,,,,,,,339858,2001-03-31
,,,,,,,,,,,,,,,,,,,,339951,2001-03-31
,,,,,,,,,,,,,,,,,,,,340135,2001-03-31
,,,,,,,,,,,,,,,,,,,,340144,2001-03-31
,,,,,,,,,,,,,,,,,,,,340256,2001-03-31
,,,,,,,,,,,,,,,,,,,,340443,2001-03-31
,,,,,,,,,,,,,,,,,,,,340555,2001-03-31
,,,,,,,,,,,,,,,,,,,,340649,2001-03-31
,,,,,,,,,,,,,,,,,,,,340742,2001-03-31
,,,,,,,,,,,,,,,,,,,,340751,2001-03-31
,,,,,,,,,,,,,,,,,,,,341310,2001-03-31
,,,,,,,,,,,,,,,,,,,,341356,2001-03-31
,,,,,,,,,,,,,,,,,,,,341646,2001-03-31
,,,,,,,,,,,,,,,,,,,,341851,2001-03-31
,,,,,,,,,,,,,,,,,,,,341918,2001-03-31
,,,,,,,,,,,,,,,,,,,,341954,2001-03-31
,,,,,,,,,,,,,,,,,,,,341972,2001-03-31
,,,,,,,,,,,,,,,,,,,,342054,2001-03-31
,,,,,,,,,,,,,,,,,,,,342175,2001-03-31
,,,,,,,,,,,,,,,,,,,,342362,2001-03-31
,,,,,,,,,,,,,,,,,,,,342410,2001-03-31
,,,,,,,,,,,,,,,,,,,,342634,2001-03-31
,,,,,,,,,,,,,,,,,,,,342643,2001-03-31
,,,,,,,,,,,,,,,,,,,,342960,2001-03-31
,,,,,,,,,,,,,,,,,,,,343051,2001-03-31
,,,,,,,,,,,,,,,,,,,,343248,2001-03-31
,,,,,,,,,,,,,,,,,,,,343257,2001-03-31
,,,,,,,,,,,,,,,,,,,,343314,2001-03-31
,,,,,,,,,,,,,,,,,,,,343341,2001-03-31
,,,,,,,,,,,,,,,,,,,,343556,2001-03-31
,,,,,,,,,,,,,,,,,,,,343770,2001-03-31
,,,,,,,,,,,,,,,,,,,,343903,2001-03-31
,,,,,,,,,,,,,,,,,,,,343958,2001-03-31
,,,,,,,,,,,,,,,,,,,,344236,2001-03-31
,,,,,,,,,,,,,,,,,,,,344423,2001-03-31
,,,,,,,,,,,,,,,,,,,,344647,2001-03-31
,,,,,,,,,,,,,,,,,,,,344674,2001-03-31
,,,,,,,,,,,,,,,,,,,,344816,2001-03-31
,,,,,,,,,,,,,,,,,,,,344852,2001-03-31
,,,,,,,,,,,,,,,,,,,,345149,2001-03-31
,,,,,,,,,,,,,,,,,,,,345158,2001-03-31
,,,,,,,,,,,,,,,,,,,,345309,2001-03-31
,,,,,,,,,,,,,,,,,,,,345345,2001-03-31
,,,,,,,,,,,,,,,,,,,,345747,2001-03-31
,,,,,,,,,,,,,,,,,,,,345756,2001-03-31
,,,,,,,,,,,,,,,,,,,,346566,2001-03-31
,,,,,,,,,,,,,,,,,,,,346744,2001-03-31
,,,,,,,,,,,,,,,,,,,,347022,2001-03-31
,,,,,,,,,,,,,,,,,,,,347639,2001-03-31
,,,,,,,,,,,,,,,,,,,,347657,2001-03-31
,,,,,,,,,,,,,,,,,,,,347956,2001-03-31
,,,,,,,,,,,,,,,,,,,,348159,2001-03-31
,,,,,,,,,,,,,,,,,,,,348207,2001-03-31
,,,,,,,,,,,,,,,,,,,,348319,2001-03-31
,,,,,,,,,,,,,,,,,,,,348458,2001-03-31
,,,,,,,,,,,,,,,,,,,,348542,2001-03-31
,,,,,,,,,,,,,,,,,,,,348551,2001-03-31
,,,,,,,,,,,,,,,,,,,,348720,2001-03-31
,,,,,,,,,,,,,,,,,,,,348748,2001-03-31
,,,,,,,,,,,,,,,,,,,,349044,2001-03-31
,,,,,,,,,,,,,,,,,,,,349053,2001-03-31
,,,,,,,,,,,,,,,,,,,,349129,2001-03-31
,,,,,,,,,,,,,,,,,,,,349165,2001-03-31
,,,,,,,,,,,,,,,,,,,,349343,2001-03-31
,,,,,,,,,,,,,,,,,,,,349370,2001-03-31
,,,,,,,,,,,,,,,,,,,,350433,2001-03-31
,,,,,,,,,,,,,,,,,,,,350554,2001-03-31
,,,,,,,,,,,,,,,,,,,,350657,2001-03-31
,,,,,,,,,,,,,,,,,,,,350750,2001-03-31
,,,,,,,,,,,,,,,,,,,,351122,2001-03-31
,,,,,,,,,,,,,,,,,,,,351131,2001-03-31
,,,,,,,,,,,,,,,,,,,,351207,2001-03-31
,,,,,,,,,,,,,,,,,,,,351355,2001-03-31
,,,,,,,,,,,,,,,,,,,,351560,2001-03-31
,,,,,,,,,,,,,,,,,,,,351850,2001-03-31
,,,,,,,,,,,,,,,,,,,,352035,2001-03-31
,,,,,,,,,,,,,,,,,,,,352558,2001-03-31
,,,,,,,,,,,,,,,,,,,,352651,2001-03-31
,,,,,,,,,,,,,,,,,,,,352745,2001-03-31
,,,,,,,,,,,,,,,,,,,,352772,2001-03-31
,,,,,,,,,,,,,,,,,,,,352820,2001-03-31
,,,,,,,,,,,,,,,,,,,,352857,2001-03-31
,,,,,,,,,,,,,,,,,,,,353023,2001-03-31
,,,,,,,,,,,,,,,,,,,,353069,2001-03-31
,,,,,,,,,,,,,,,,,,,,353238,2001-03-31
,,,,,,,,,,,,,,,,,,,,353322,2001-03-31
,,,,,,,,,,,,,,,,,,,,353359,2001-03-31
,,,,,,,,,,,,,,,,,,,,353546,2001-03-31
,,,,,,,,,,,,,,,,,,,,353555,2001-03-31
,,,,,,,,,,,,,,,,,,,,353724,2001-03-31
,,,,,,,,,,,,,,,,,,,,353751,2001-03-31
,,,,,,,,,,,,,,,,,,,,353957,2001-03-31
,,,,,,,,,,,,,,,,,,,,354057,2001-03-31
,,,,,,,,,,,,,,,,,,,,354132,2001-03-31
,,,,,,,,,,,,,,,,,,,,354253,2001-03-31
,,,,,,,,,,,,,,,,,,,,354310,2001-03-31
,,,,,,,,,,,,,,,,,,,,354552,2001-03-31
,,,,,,,,,,,,,,,,,,,,354851,2001-03-31
,,,,,,,,,,,,,,,,,,,,354954,2001-03-31
,,,,,,,,,,,,,,,,,,,,355120,2001-03-31
,,,,,,,,,,,,,,,,,,,,355559,2001-03-31
,,,,,,,,,,,,,,,,,,,,355737,2001-03-31
,,,,,,,,,,,,,,,,,,,,355746,2001-03-31
,,,,,,,,,,,,,,,,,,,,355821,2001-03-31
,,,,,,,,,,,,,,,,,,,,355858,2001-03-31
,,,,,,,,,,,,,,,,,,,,356145,2001-03-31
,,,,,,,,,,,,,,,,,,,,356239,2001-03-31
,,,,,,,,,,,,,,,,,,,,356350,2001-03-31
,,,,,,,,,,,,,,,,,,,,356659,2001-03-31
,,,,,,,,,,,,,,,,,,,,356752,2001-03-31
,,,,,,,,,,,,,,,,,,,,356930,2001-03-31
,,,,,,,,,,,,,,,,,,,,356949,2001-03-31
,,,,,,,,,,,,,,,,,,,,357049,2001-03-31
,,,,,,,,,,,,,,,,,,,,357058,2001-03-31
,,,,,,,,,,,,,,,,,,,,357151,2001-03-31
,,,,,,,,,,,,,,,,,,,,357375,2001-03-31
,,,,,,,,,,,,,,,,,,,,357432,2001-03-31
,,,,,,,,,,,,,,,,,,,,357526,2001-03-31
,,,,,,,,,,,,,,,,,,,,357553,2001-03-31
,,,,,,,,,,,,,,,,,,,,357610,2001-03-31
,,,,,,,,,,,,,,,,,,,,357740,2001-03-31
,,,,,,,,,,,,,,,,,,,,357777,2001-03-31
,,,,,,,,,,,,,,,,,,,,357834,2001-03-31
,,,,,,,,,,,,,,,,,,,,357937,2001-03-31
,,,,,,,,,,,,,,,,,,,,358112,2001-03-31
,,,,,,,,,,,,,,,,,,,,358149,2001-03-31
,,,,,,,,,,,,,,,,,,,,358233,2001-03-31
,,,,,,,,,,,,,,,,,,,,358448,2001-03-31
,,,,,,,,,,,,,,,,,,,,358635,2001-03-31
,,,,,,,,,,,,,,,,,,,,358756,2001-03-31
,,,,,,,,,,,,,,,,,,,,359070,2001-03-31
,,,,,,,,,,,,,,,,,,,,359324,2001-03-31
,,,,,,,,,,,,,,,,,,,,359351,2001-03-31
,,,,,,,,,,,,,,,,,,,,359360,2001-03-31
,,,,,,,,,,,,,,,,,,,,359548,2001-03-31
,,,,,,,,,,,,,,,,,,,,359650,2001-03-31
,,,,,,,,,,,,,,,,,,,,359744,2001-03-31
,,,,,,,,,,,,,,,,,,,,359838,2001-03-31
,,,,,,,,,,,,,,,,,,,,359847,2001-03-31
,,,,,,,,,,,,,,,,,,,,359856,2001-03-31
,,,,,,,,,,,,,,,,,,,,359959,2001-03-31
,,,,,,,,,,,,,,,,,,,,360777,2001-03-31
,,,,,,,,,,,,,,,,,,,,360834,2001-03-31
,,,,,,,,,,,,,,,,,,,,360843,2001-03-31
,,,,,,,,,,,,,,,,,,,,360852,2001-03-31
,,,,,,,,,,,,,,,,,,,,360955,2001-03-31
,,,,,,,,,,,,,,,,,,,,361055,2001-03-31
,,,,,,,,,,,,,,,,,,,,361121,2001-03-31
,,,,,,,,,,,,,,,,,,,,361167,2001-03-31
,,,,,,,,,,,,,,,,,,,,361279,2001-03-31
,,,,,,,,,,,,,,,,,,,,361354,2001-03-31
,,,,,,,,,,,,,,,,,,,,361439,2001-03-31
,,,,,,,,,,,,,,,,,,,,361457,2001-03-31
,,,,,,,,,,,,,,,,,,,,361541,2001-03-31
,,,,,,,,,,,,,,,,,,,,361653,2001-03-31
,,,,,,,,,,,,,,,,,,,,362007,2001-03-31
,,,,,,,,,,,,,,,,,,,,362043,2001-03-31
,,,,,,,,,,,,,,,,,,,,362052,2001-03-31
,,,,,,,,,,,,,,,,,,,,362155,2001-03-31
,,,,,,,,,,,,,,,,,,,,362445,2001-03-31
,,,,,,,,,,,,,,,,,,,,362463,2001-03-31
,,,,,,,,,,,,,,,,,,,,362708,2001-03-31
,,,,,,,,,,,,,,,,,,,,362717,2001-03-31
,,,,,,,,,,,,,,,,,,,,362753,2001-03-31
,,,,,,,,,,,,,,,,,,,,362856,2001-03-31
,,,,,,,,,,,,,,,,,,,,362940,2001-03-31
,,,,,,,,,,,,,,,,,,,,363264,2001-03-31
,,,,,,,,,,,,,,,,,,,,363415,2001-03-31
,,,,,,,,,,,,,,,,,,,,363442,2001-03-31
,,,,,,,,,,,,,,,,,,,,363648,2001-03-31
,,,,,,,,,,,,,,,,,,,,363657,2001-03-31
,,,,,,,,,,,,,,,,,,,,363844,2001-03-31
,,,,,,,,,,,,,,,,,,,,363956,2001-03-31
,,,,,,,,,,,,,,,,,,,,364056,2001-03-31
,,,,,,,,,,,,,,,,,,,,364131,2001-03-31
,,,,,,,,,,,,,,,,,,,,364337,2001-03-31
,,,,,,,,,,,,,,,,,,,,364430,2001-03-31
,,,,,,,,,,,,,,,,,,,,364449,2001-03-31
,,,,,,,,,,,,,,,,,,,,364850,2001-03-31
,,,,,,,,,,,,,,,,,,,,364971,2001-03-31
,,,,,,,,,,,,,,,,,,,,365138,2001-03-31
,,,,,,,,,,,,,,,,,,,,365325,2001-03-31
,,,,,,,,,,,,,,,,,,,,365455,2001-03-31
,,,,,,,,,,,,,,,,,,,,365558,2001-03-31
,,,,,,,,,,,,,,,,,,,,365651,2001-03-31
,,,,,,,,,,,,,,,,,,,,365745,2001-03-31
,,,,,,,,,,,,,,,,,,,,365848,2001-03-31
,,,,,,,,,,,,,,,,,,,,365941,2001-03-31
,,,,,,,,,,,,,,,,,,,,365950,2001-03-31
,,,,,,,,,,,,,,,,,,,,366078,2001-03-31
,,,,,,,,,,,,,,,,,,,,366238,2001-03-31
,,,,,,,,,,,,,,,,,,,,366247,2001-03-31
,,,,,,,,,,,,,,,,,,,,366359,2001-03-31
,,,,,,,,,,,,,,,,,,,,366434,2001-03-31
,,,,,,,,,,,,,,,,,,,,366658,2001-03-31
,,,,,,,,,,,,,,,,,,,,366667,2001-03-31
,,,,,,,,,,,,,,,,,,,,366854,2001-03-31
,,,,,,,,,,,,,,,,,,,,367150,2001-03-31
,,,,,,,,,,,,,,,,,,,,367208,2001-03-31
,,,,,,,,,,,,,,,,,,,,367244,2001-03-31
,,,,,,,,,,,,,,,,,,,,367431,2001-03-31
,,,,,,,,,,,,,,,,,,,,367543,2001-03-31
,,,,,,,,,,,,,,,,,,,,367552,2001-03-31
,,,,,,,,,,,,,,,,,,,,367673,2001-03-31
,,,,,,,,,,,,,,,,,,,,367851,2001-03-31
,,,,,,,,,,,,,,,,,,,,367954,2001-03-31
,,,,,,,,,,,,,,,,,,,,368054,2001-03-31
,,,,,,,,,,,,,,,,,,,,368111,2001-03-31
,,,,,,,,,,,,,,,,,,,,368344,2001-03-31
,,,,,,,,,,,,,,,,,,,,368429,2001-03-31
,,,,,,,,,,,,,,,,,,,,368447,2001-03-31
,,,,,,,,,,,,,,,,,,,,368522,2001-03-31
,,,,,,,,,,,,,,,,,,,,368755,2001-03-31
,,,,,,,,,,,,,,,,,,,,368933,2001-03-31
,,,,,,,,,,,,,,,,,,,,368951,2001-03-31
,,,,,,,,,,,,,,,,,,,,369257,2001-03-31
,,,,,,,,,,,,,,,,,,,,369426,2001-03-31
,,,,,,,,,,,,,,,,,,,,369435,2001-03-31
,,,,,,,,,,,,,,,,,,,,369453,2001-03-31
,,,,,,,,,,,,,,,,,,,,369659,2001-03-31
,,,,,,,,,,,,,,,,,,,,370020,2001-03-31
,,,,,,,,,,,,,,,,,,,,370150,2001-03-31
,,,,,,,,,,,,,,,,,,,,370338,2001-03-31
,,,,,,,,,,,,,,,,,,,,370347,2001-03-31
,,,,,,,,,,,,,,,,,,,,370646,2001-03-31
,,,,,,,,,,,,,,,,,,,,370721,2001-03-31
,,,,,,,,,,,,,,,,,,,,370730,2001-03-31
,,,,,,,,,,,,,,,,,,,,370758,2001-03-31
,,,,,,,,,,,,,,,,,,,,370833,2001-03-31
,,,,,,,,,,,,,,,,,,,,370954,2001-03-31
,,,,,,,,,,,,,,,,,,,,371223,2001-03-31
,,,,,,,,,,,,,,,,,,,,371232,2001-03-31
,,,,,,,,,,,,,,,,,,,,371353,2001-03-31
,,,,,,,,,,,,,,,,,,,,371362,2001-03-31
,,,,,,,,,,,,,,,,,,,,371559,2001-03-31
,,,,,,,,,,,,,,,,,,,,371755,2001-03-31
,,,,,,,,,,,,,,,,,,,,371849,2001-03-31
,,,,,,,,,,,,,,,,,,,,371858,2001-03-31
,,,,,,,,,,,,,,,,,,,,371915,2001-03-31
,,,,,,,,,,,,,,,,,,,,371924,2001-03-31
,,,,,,,,,,,,,,,,,,,,371942,2001-03-31
,,,,,,,,,,,,,,,,,,,,372109,2001-03-31
,,,,,,,,,,,,,,,,,,,,372248,2001-03-31
,,,,,,,,,,,,,,,,,,,,372257,2001-03-31
,,,,,,,,,,,,,,,,,,,,372444,2001-03-31
,,,,,,,,,,,,,,,,,,,,372538,2001-03-31
,,,,,,,,,,,,,,,,,,,,372556,2001-03-31
,,,,,,,,,,,,,,,,,,,,372640,2001-03-31
,,,,,,,,,,,,,,,,,,,,372855,2001-03-31
,,,,,,,,,,,,,,,,,,,,373058,2001-03-31
,,,,,,,,,,,,,,,,,,,,373115,2001-03-31
,,,,,,,,,,,,,,,,,,,,373553,2001-03-31
,,,,,,,,,,,,,,,,,,,,373601,2001-03-31
,,,,,,,,,,,,,,,,,,,,374130,2001-03-31
,,,,,,,,,,,,,,,,,,,,374149,2001-03-31
,,,,,,,,,,,,,,,,,,,,374354,2001-03-31
,,,,,,,,,,,,,,,,,,,,374653,2001-03-31
,,,,,,,,,,,,,,,,,,,,374774,2001-03-31
,,,,,,,,,,,,,,,,,,,,374934,2001-03-31
,,,,,,,,,,,,,,,,,,,,375034,2001-03-31
,,,,,,,,,,,,,,,,,,,,375043,2001-03-31
,,,,,,,,,,,,,,,,,,,,375155,2001-03-31
,,,,,,,,,,,,,,,,,,,,375409,2001-03-31
,,,,,,,,,,,,,,,,,,,,375502,2001-03-31
,,,,,,,,,,,,,,,,,,,,375566,2001-03-31
,,,,,,,,,,,,,,,,,,,,375650,2001-03-31
,,,,,,,,,,,,,,,,,,,,375735,2001-03-31
,,,,,,,,,,,,,,,,,,,,376068,2001-03-31
,,,,,,,,,,,,,,,,,,,,376125,2001-03-31
,,,,,,,,,,,,,,,,,,,,376237,2001-03-31
,,,,,,,,,,,,,,,,,,,,376433,2001-03-31
,,,,,,,,,,,,,,,,,,,,376442,2001-03-31
,,,,,,,,,,,,,,,,,,,,376657,2001-03-31
,,,,,,,,,,,,,,,,,,,,376947,2001-03-31
,,,,,,,,,,,,,,,,,,,,377506,2001-03-31
,,,,,,,,,,,,,,,,,,,,377663,2001-03-31
,,,,,,,,,,,,,,,,,,,,377823,2001-03-31
,,,,,,,,,,,,,,,,,,,,377850,2001-03-31
,,,,,,,,,,,,,,,,,,,,377908,2001-03-31
,,,,,,,,,,,,,,,,,,,,378026,2001-03-31
,,,,,,,,,,,,,,,,,,,,378044,2001-03-31
,,,,,,,,,,,,,,,,,,,,378110,2001-03-31
,,,,,,,,,,,,,,,,,,,,378259,2001-03-31
,,,,,,,,,,,,,,,,,,,,378549,2001-03-31
,,,,,,,,,,,,,,,,,,,,378558,2001-03-31
,,,,,,,,,,,,,,,,,,,,378642,2001-03-31
,,,,,,,,,,,,,,,,,,,,378651,2001-03-31
,,,,,,,,,,,,,,,,,,,,378950,2001-03-31
,,,,,,,,,,,,,,,,,,,,379050,2001-03-31
,,,,,,,,,,,,,,,,,,,,379153,2001-03-31
,,,,,,,,,,,,,,,,,,,,379359,2001-03-31
,,,,,,,,,,,,,,,,,,,,379470,2001-03-31
,,,,,,,,,,,,,,,,,,,,379573,2001-03-31
,,,,,,,,,,,,,,,,,,,,379649,2001-03-31
,,,,,,,,,,,,,,,,,,,,379658,2001-03-31
,,,,,,,,,,,,,,,,,,,,379920,2001-03-31
,,,,,,,,,,,,,,,,,,,,380038,2001-03-31
,,,,,,,,,,,,,,,,,,,,380346,2001-03-31
,,,,,,,,,,,,,,,,,,,,380458,2001-03-31
,,,,,,,,,,,,,,,,,,,,380533,2001-03-31
,,,,,,,,,,,,,,,,,,,,380654,2001-03-31
,,,,,,,,,,,,,,,,,,,,380841,2001-03-31
,,,,,,,,,,,,,,,,,,,,380944,2001-03-31
,,,,,,,,,,,,,,,,,,,,381026,2001-03-31
,,,,,,,,,,,,,,,,,,,,381259,2001-03-31
,,,,,,,,,,,,,,,,,,,,381334,2001-03-31
,,,,,,,,,,,,,,,,,,,,381343,2001-03-31
,,,,,,,,,,,,,,,,,,,,381727,2001-03-31
,,,,,,,,,,,,,,,,,,,,381754,2001-03-31
,,,,,,,,,,,,,,,,,,,,381839,2001-03-31
,,,,,,,,,,,,,,,,,,,,381857,2001-03-31
,,,,,,,,,,,,,,,,,,,,381950,2001-03-31
,,,,,,,,,,,,,,,,,,,,382050,2001-03-31
,,,,,,,,,,,,,,,,,,,,382069,2001-03-31
,,,,,,,,,,,,,,,,,,,,382256,2001-03-31
,,,,,,,,,,,,,,,,,,,,382443,2001-03-31
,,,,,,,,,,,,,,,,,,,,382537,2001-03-31
,,,,,,,,,,,,,,,,,,,,382649,2001-03-31
,,,,,,,,,,,,,,,,,,,,382658,2001-03-31
,,,,,,,,,,,,,,,,,,,,382667,2001-03-31
,,,,,,,,,,,,,,,,,,,,382733,2001-03-31
,,,,,,,,,,,,,,,,,,,,382742,2001-03-31
,,,,,,,,,,,,,,,,,,,,382751,2001-03-31
,,,,,,,,,,,,,,,,,,,,382854,2001-03-31
,,,,,,,,,,,,,,,,,,,,383253,2001-03-31
,,,,,,,,,,,,,,,,,,,,383534,2001-03-31
,,,,,,,,,,,,,,,,,,,,384018,2001-03-31
,,,,,,,,,,,,,,,,,,,,384335,2001-03-31
,,,,,,,,,,,,,,,,,,,,384353,2001-03-31
,,,,,,,,,,,,,,,,,,,,384540,2001-03-31
,,,,,,,,,,,,,,,,,,,,384652,2001-03-31
,,,,,,,,,,,,,,,,,,,,384830,2001-03-31
,,,,,,,,,,,,,,,,,,,,385350,2001-03-31
,,,,,,,,,,,,,,,,,,,,385547,2001-03-31
,,,,,,,,,,,,,,,,,,,,385631,2001-03-31
,,,,,,,,,,,,,,,,,,,,385976,2001-03-31
,,,,,,,,,,,,,,,,,,,,386049,2001-03-31
,,,,,,,,,,,,,,,,,,,,386142,2001-03-31
,,,,,,,,,,,,,,,,,,,,386357,2001-03-31
,,,,,,,,,,,,,,,,,,,,386432,2001-03-31
,,,,,,,,,,,,,,,,,,,,386731,2001-03-31
,,,,,,,,,,,,,,,,,,,,386825,2001-03-31
,,,,,,,,,,,,,,,,,,,,386852,2001-03-31
,,,,,,,,,,,,,,,,,,,,387000,2001-03-31
,,,,,,,,,,,,,,,,,,,,387055,2001-03-31
,,,,,,,,,,,,,,,,,,,,387336,2001-03-31
,,,,,,,,,,,,,,,,,,,,387345,2001-03-31
,,,,,,,,,,,,,,,,,,,,387457,2001-03-31
,,,,,,,,,,,,,,,,,,,,388155,2001-03-31
,,,,,,,,,,,,,,,,,,,,388258,2001-03-31
,,,,,,,,,,,,,,,,,,,,388557,2001-03-31
,,,,,,,,,,,,,,,,,,,,388744,2001-03-31
,,,,,,,,,,,,,,,,,,,,388753,2001-03-31
,,,,,,,,,,,,,,,,,,,,388931,2001-03-31
,,,,,,,,,,,,,,,,,,,,388940,2001-03-31
,,,,,,,,,,,,,,,,,,,,389059,2001-03-31
,,,,,,,,,,,,,,,,,,,,389358,2001-03-31
,,,,,,,,,,,,,,,,,,,,389657,2001-03-31
,,,,,,,,,,,,,,,,,,,,389826,2001-03-31
,,,,,,,,,,,,,,,,,,,,390167,2001-03-31
,,,,,,,,,,,,,,,,,,,,390336,2001-03-31
,,,,,,,,,,,,,,,,,,,,390457,2001-03-31
,,,,,,,,,,,,,,,,,,,,390505,2001-03-31
,,,,,,,,,,,,,,,,,,,,390765,2001-03-31
,,,,,,,,,,,,,,,,,,,,390840,2001-03-31
,,,,,,,,,,,,,,,,,,,,390859,2001-03-31
,,,,,,,,,,,,,,,,,,,,390925,2001-03-31
,,,,,,,,,,,,,,,,,,,,391137,2001-03-31
,,,,,,,,,,,,,,,,,,,,391249,2001-03-31
,,,,,,,,,,,,,,,,,,,,391418,2001-03-31
,,,,,,,,,,,,,,,,,,,,391557,2001-03-31
,,,,,,,,,,,,,,,,,,,,391650,2001-03-31
,,,,,,,,,,,,,,,,,,,,391838,2001-03-31
,,,,,,,,,,,,,,,,,,,,391856,2001-03-31
,,,,,,,,,,,,,,,,,,,,391959,2001-03-31
,,,,,,,,,,,,,,,,,,,,391977,2001-03-31
,,,,,,,,,,,,,,,,,,,,392031,2001-03-31
,,,,,,,,,,,,,,,,,,,,392152,2001-03-31
,,,,,,,,,,,,,,,,,,,,392228,2001-03-31
,,,,,,,,,,,,,,,,,,,,392255,2001-03-31
,,,,,,,,,,,,,,,,,,,,392358,2001-03-31
,,,,,,,,,,,,,,,,,,,,392451,2001-03-31
,,,,,,,,,,,,,,,,,,,,392620,2001-03-31
,,,,,,,,,,,,,,,,,,,,392778,2001-03-31
,,,,,,,,,,,,,,,,,,,,392844,2001-03-31
,,,,,,,,,,,,,,,,,,,,393252,2001-03-31
,,,,,,,,,,,,,,,,,,,,393355,2001-03-31
,,,,,,,,,,,,,,,,,,,,393757,2001-03-31
,,,,,,,,,,,,,,,,,,,,393850,2001-03-31
,,,,,,,,,,,,,,,,,,,,393953,2001-03-31
,,,,,,,,,,,,,,,,,,,,394053,2001-03-31
,,,,,,,,,,,,,,,,,,,,394156,2001-03-31
,,,,,,,,,,,,,,,,,,,,394259,2001-03-31
,,,,,,,,,,,,,,,,,,,,394352,2001-03-31
,,,,,,,,,,,,,,,,,,,,394932,2001-03-31
,,,,,,,,,,,,,,,,,,,,395238,2001-03-31
,,,,,,,,,,,,,,,,,,,,395256,2001-03-31
,,,,,,,,,,,,,,,,,,,,395377,2001-03-31
,,,,,,,,,,,,,,,,,,,,395452,2001-03-31
,,,,,,,,,,,,,,,,,,,,395555,2001-03-31
,,,,,,,,,,,,,,,,,,,,395836,2001-03-31
,,,,,,,,,,,,,,,,,,,,396057,2001-03-31
,,,,,,,,,,,,,,,,,,,,396244,2001-03-31
,,,,,,,,,,,,,,,,,,,,396253,2001-03-31
,,,,,,,,,,,,,,,,,,,,396271,2001-03-31
,,,,,,,,,,,,,,,,,,,,396356,2001-03-31
,,,,,,,,,,,,,,,,,,,,396879,2001-03-31
,,,,,,,,,,,,,,,,,,,,396954,2001-03-31
,,,,,,,,,,,,,,,,,,,,397447,2001-03-31
,,,,,,,,,,,,,,,,,,,,397456,2001-03-31
,,,,,,,,,,,,,,,,,,,,397531,2001-03-31
,,,,,,,,,,,,,,,,,,,,397540,2001-03-31
,,,,,,,,,,,,,,,,,,,,397559,2001-03-31
,,,,,,,,,,,,,,,,,,,,397652,2001-03-31
,,,,,,,,,,,,,,,,,,,,397755,2001-03-31
,,,,,,,,,,,,,,,,,,,,397858,2001-03-31
,,,,,,,,,,,,,,,,,,,,398051,2001-03-31
,,,,,,,,,,,,,,,,,,,,398248,2001-03-31
,,,,,,,,,,,,,,,,,,,,398350,2001-03-31
,,,,,,,,,,,,,,,,,,,,398631,2001-03-31
,,,,,,,,,,,,,,,,,,,,398668,2001-03-31
,,,,,,,,,,,,,,,,,,,,398837,2001-03-31
