RCONJJ04,RCONJJ05,RCONJJ06,RCONJJ07,RCONJJ08,RCONJJ09,RCONJJ11,RCONJJ12,RCONJJ13,RCONJJ14,RCONJJ15,RCONJJ16,RCONJJ17,RCONJJ18,RCONJJ19,RCONJJ20,RCONJJ21,RCONJJ23,RCONJJ24,RCONJJ25,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,1015177,2001-03-31
,,,,,,,,,,,,,,,,,,,,1015243,2001-03-31
,,,,,,,,,,,,,,,,,,,,1015252,2001-03-31
,,,,,,,,,,,,,,,,,,,,1015458,2001-03-31
,,,,,,,,,,,,,,,,,,,,1015467,2001-03-31
,,,,,,,,,,,,,,,,,,,,1015560,2001-03-31
,,,,,,,,,,,,,,,,,,,,1015832,2001-03-31
,,,,,,,,,,,,,,,,,,,,1015841,2001-03-31
,,,,,,,,,,,,,,,,,,,,1015850,2001-03-31
,,,,,,,,,,,,,,,,,,,,1016062,2001-03-31
,,,,,,,,,,,,,,,,,,,,1016231,2001-03-31
,,,,,,,,,,,,,,,,,,,,1016259,2001-03-31
,,,,,,,,,,,,,,,,,,,,1016316,2001-03-31
,,,,,,,,,,,,,,,,,,,,1016558,2001-03-31
,,,,,,,,,,,,,,,,,,,,1016718,2001-03-31
,,,,,,,,,,,,,,,,,,,,1016754,2001-03-31
,,,,,,,,,,,,,,,,,,,,1016772,2001-03-31
,,,,,,,,,,,,,,,,,,,,1016848,2001-03-31
,,,,,,,,,,,,,,,,,,,,1016857,2001-03-31
,,,,,,,,,,,,,,,,,,,,1016941,2001-03-31
,,,,,,,,,,,,,,,,,,,,1017032,2001-03-31
,,,,,,,,,,,,,,,,,,,,1017256,2001-03-31
,,,,,,,,,,,,,,,,,,,,1017274,2001-03-31
,,,,,,,,,,,,,,,,,,,,1017425,2001-03-31
,,,,,,,,,,,,,,,,,,,,1017528,2001-03-31
,,,,,,,,,,,,,,,,,,,,1017555,2001-03-31
,,,,,,,,,,,,,,,,,,,,1017564,2001-03-31
,,,,,,,,,,,,,,,,,,,,1017649,2001-03-31
,,,,,,,,,,,,,,,,,,,,1017658,2001-03-31
,,,,,,,,,,,,,,,,,,,,1017854,2001-03-31
,,,,,,,,,,,,,,,,,,,,1017939,2001-03-31
,,,,,,,,,,,,,,,,,,,,1017957,2001-03-31
,,,,,,,,,,,,,,,,,,,,1028010,2001-03-31
,,,,,,,,,,,,,,,,,,,,1029325,2001-03-31
,,,,,,,,,,,,,,,,,,,,1119909,2001-03-31
,,,,,,,,,,,,,,,,,,,,1156221,2001-03-31
,,,,,,,,,,,,,,,,,,,,1156388,2001-03-31
,,,,,,,,,,,,,,,,,,,,1156397,2001-03-31
,,,,,,,,,,,,,,,,,,,,1156539,2001-03-31
,,,,,,,,,,,,,,,,,,,,1156874,2001-03-31
,,,,,,,,,,,,,,,,,,,,1157219,2001-03-31
,,,,,,,,,,,,,,,,,,,,1157255,2001-03-31
,,,,,,,,,,,,,,,,,,,,1157415,2001-03-31
,,,,,,,,,,,,,,,,,,,,1158832,2001-03-31
,,,,,,,,,,,,,,,,,,,,1158878,2001-03-31
,,,,,,,,,,,,,,,,,,,,1159996,2001-03-31
,,,,,,,,,,,,,,,,,,,,1160152,2001-03-31
,,,,,,,,,,,,,,,,,,,,1160161,2001-03-31
,,,,,,,,,,,,,,,,,,,,1160424,2001-03-31
,,,,,,,,,,,,,,,,,,,,1160509,2001-03-31
,,,,,,,,,,,,,,,,,,,,1160545,2001-03-31
,,,,,,,,,,,,,,,,,,,,1160732,2001-03-31
,,,,,,,,,,,,,,,,,,,,1160808,2001-03-31
,,,,,,,,,,,,,,,,,,,,1160853,2001-03-31
,,,,,,,,,,,,,,,,,,,,1161029,2001-03-31
,,,,,,,,,,,,,,,,,,,,1161216,2001-03-31
,,,,,,,,,,,,,,,,,,,,1162017,2001-03-31
,,,,,,,,,,,,,,,,,,,,1162099,2001-03-31
,,,,,,,,,,,,,,,,,,,,1162147,2001-03-31
,,,,,,,,,,,,,,,,,,,,1162530,2001-03-31
,,,,,,,,,,,,,,,,,,,,1162558,2001-03-31
,,,,,,,,,,,,,,,,,,,,1162914,2001-03-31
,,,,,,,,,,,,,,,,,,,,1163153,2001-03-31
,,,,,,,,,,,,,,,,,,,,1163171,2001-03-31
,,,,,,,,,,,,,,,,,,,,1164329,2001-03-31
,,,,,,,,,,,,,,,,,,,,1164347,2001-03-31
,,,,,,,,,,,,,,,,,,,,1164730,2001-03-31
,,,,,,,,,,,,,,,,,,,,1165531,2001-03-31
,,,,,,,,,,,,,,,,,,,,1165540,2001-03-31
,,,,,,,,,,,,,,,,,,,,1166060,2001-03-31
,,,,,,,,,,,,,,,,,,,,1166435,2001-03-31
,,,,,,,,,,,,,,,,,,,,1166453,2001-03-31
,,,,,,,,,,,,,,,,,,,,1167263,2001-03-31
,,,,,,,,,,,,,,,,,,,,1167393,2001-03-31
,,,,,,,,,,,,,,,,,,,,1167889,2001-03-31
,,,,,,,,,,,,,,,,,,,,1168439,2001-03-31
,,,,,,,,,,,,,,,,,,,,1169182,2001-03-31
,,,,,,,,,,,,,,,,,,,,1169650,2001-03-31
,,,,,,,,,,,,,,,,,,,,1169913,2001-03-31
,,,,,,,,,,,,,,,,,,,,1176881,2001-03-31
,,,,,,,,,,,,,,,,,,,,1176920,2001-03-31
,,,,,,,,,,,,,,,,,,,,1186956,2001-03-31
,,,,,,,,,,,,,,,,,,,,1186965,2001-03-31
,,,,,,,,,,,,,,,,,,,,1187001,2001-03-31
,,,,,,,,,,,,,,,,,,,,1187029,2001-03-31
,,,,,,,,,,,,,,,,,,,,1187391,2001-03-31
,,,,,,,,,,,,,,,,,,,,1187494,2001-03-31
,,,,,,,,,,,,,,,,,,,,1187551,2001-03-31
,,,,,,,,,,,,,,,,,,,,1187896,2001-03-31
,,,,,,,,,,,,,,,,,,,,1188594,2001-03-31
,,,,,,,,,,,,,,,,,,,,1188772,2001-03-31
,,,,,,,,,,,,,,,,,,,,1188987,2001-03-31
,,,,,,,,,,,,,,,,,,,,1189041,2001-03-31
,,,,,,,,,,,,,,,,,,,,1189993,2001-03-31
,,,,,,,,,,,,,,,,,,,,1190001,2001-03-31
,,,,,,,,,,,,,,,,,,,,1190074,2001-03-31
,,,,,,,,,,,,,,,,,,,,1190476,2001-03-31
,,,,,,,,,,,,,,,,,,,,1191352,2001-03-31
,,,,,,,,,,,,,,,,,,,,1191446,2001-03-31
,,,,,,,,,,,,,,,,,,,,1191482,2001-03-31
,,,,,,,,,,,,,,,,,,,,1192733,2001-03-31
,,,,,,,,,,,,,,,,,,,,1193516,2001-03-31
,,,,,,,,,,,,,,,,,,,,1193543,2001-03-31
,,,,,,,,,,,,,,,,,,,,1198605,2001-03-31
,,,,,,,,,,,,,,,,,,,,1198614,2001-03-31
,,,,,,,,,,,,,,,,,,,,1198641,2001-03-31
,,,,,,,,,,,,,,,,,,,,1211371,2001-03-31
,,,,,,,,,,,,,,,,,,,,1211429,2001-03-31
,,,,,,,,,,,,,,,,,,,,1211700,2001-03-31
,,,,,,,,,,,,,,,,,,,,1212631,2001-03-31
,,,,,,,,,,,,,,,,,,,,1212846,2001-03-31
,,,,,,,,,,,,,,,,,,,,1213254,2001-03-31
,,,,,,,,,,,,,,,,,,,,1213768,2001-03-31
,,,,,,,,,,,,,,,,,,,,1213777,2001-03-31
,,,,,,,,,,,,,,,,,,,,1215726,2001-03-31
,,,,,,,,,,,,,,,,,,,,1216022,2001-03-31
,,,,,,,,,,,,,,,,,,,,1216059,2001-03-31
,,,,,,,,,,,,,,,,,,,,1216291,2001-03-31
,,,,,,,,,,,,,,,,,,,,1216321,2001-03-31
,,,,,,,,,,,,,,,,,,,,1216808,2001-03-31
,,,,,,,,,,,,,,,,,,,,1216826,2001-03-31
,,,,,,,,,,,,,,,,,,,,1216974,2001-03-31
,,,,,,,,,,,,,,,,,,,,1216992,2001-03-31
,,,,,,,,,,,,,,,,,,,,1217485,2001-03-31
,,,,,,,,,,,,,,,,,,,,1217494,2001-03-31
,,,,,,,,,,,,,,,,,,,,1217832,2001-03-31
,,,,,,,,,,,,,,,,,,,,1218165,2001-03-31
,,,,,,,,,,,,,,,,,,,,1218446,2001-03-31
,,,,,,,,,,,,,,,,,,,,1218482,2001-03-31
,,,,,,,,,,,,,,,,,,,,1219144,2001-03-31
,,,,,,,,,,,,,,,,,,,,1219591,2001-03-31
,,,,,,,,,,,,,,,,,,,,1220524,2001-03-31
,,,,,,,,,,,,,,,,,,,,1221558,2001-03-31
,,,,,,,,,,,,,,,,,,,,1222519,2001-03-31
,,,,,,,,,,,,,,,,,,,,1222948,2001-03-31
,,,,,,,,,,,,,,,,,,,,1224812,2001-03-31
,,,,,,,,,,,,,,,,,,,,1225033,2001-03-31
,,,,,,,,,,,,,,,,,,,,1225734,2001-03-31
,,,,,,,,,,,,,,,,,,,,1225752,2001-03-31
,,,,,,,,,,,,,,,,,,,,1225761,2001-03-31
,,,,,,,,,,,,,,,,,,,,1225798,2001-03-31
,,,,,,,,,,,,,,,,,,,,1225800,2001-03-31
,,,,,,,,,,,,,,,,,,,,1228034,2001-03-31
,,,,,,,,,,,,,,,,,,,,1228249,2001-03-31
,,,,,,,,,,,,,,,,,,,,1229198,2001-03-31
,,,,,,,,,,,,,,,,,,,,1229228,2001-03-31
,,,,,,,,,,,,,,,,,,,,1229424,2001-03-31
,,,,,,,,,,,,,,,,,,,,1293078,2001-03-31
,,,,,,,,,,,,,,,,,,,,1349890,2001-03-31
,,,,,,,,,,,,,,,,,,,,1356115,2001-03-31
,,,,,,,,,,,,,,,,,,,,1356526,2001-03-31
,,,,,,,,,,,,,,,,,,,,1356535,2001-03-31
,,,,,,,,,,,,,,,,,,,,1356683,2001-03-31
,,,,,,,,,,,,,,,,,,,,1356768,2001-03-31
,,,,,,,,,,,,,,,,,,,,1356852,2001-03-31
,,,,,,,,,,,,,,,,,,,,1357466,2001-03-31
,,,,,,,,,,,,,,,,,,,,1358696,2001-03-31
,,,,,,,,,,,,,,,,,,,,1360420,2001-03-31
,,,,,,,,,,,,,,,,,,,,1362237,2001-03-31
,,,,,,,,,,,,,,,,,,,,1362246,2001-03-31
,,,,,,,,,,,,,,,,,,,,1363270,2001-03-31
,,,,,,,,,,,,,,,,,,,,1366909,2001-03-31
,,,,,,,,,,,,,,,,,,,,1367858,2001-03-31
,,,,,,,,,,,,,,,,,,,,1369870,2001-03-31
,,,,,,,,,,,,,,,,,,,,1377521,2001-03-31
,,,,,,,,,,,,,,,,,,,,1386251,2001-03-31
,,,,,,,,,,,,,,,,,,,,1390324,2001-03-31
,,,,,,,,,,,,,,,,,,,,1390342,2001-03-31
,,,,,,,,,,,,,,,,,,,,1391170,2001-03-31
,,,,,,,,,,,,,,,,,,,,1391415,2001-03-31
,,,,,,,,,,,,,,,,,,,,1391778,2001-03-31
,,,,,,,,,,,,,,,,,,,,1392542,2001-03-31
,,,,,,,,,,,,,,,,,,,,1393624,2001-03-31
,,,,,,,,,,,,,,,,,,,,1394621,2001-03-31
,,,,,,,,,,,,,,,,,,,,1394667,2001-03-31
,,,,,,,,,,,,,,,,,,,,1394676,2001-03-31
,,,,,,,,,,,,,,,,,,,,1396483,2001-03-31
,,,,,,,,,,,,,,,,,,,,1396652,2001-03-31
,,,,,,,,,,,,,,,,,,,,1396700,2001-03-31
,,,,,,,,,,,,,,,,,,,,1396764,2001-03-31
,,,,,,,,,,,,,,,,,,,,1397190,2001-03-31
,,,,,,,,,,,,,,,,,,,,1397471,2001-03-31
,,,,,,,,,,,,,,,,,,,,1398580,2001-03-31
,,,,,,,,,,,,,,,,,,,,1399215,2001-03-31
,,,,,,,,,,,,,,,,,,,,1399916,2001-03-31
,,,,,,,,,,,,,,,,,,,,1400540,2001-03-31
,,,,,,,,,,,,,,,,,,,,1401387,2001-03-31
,,,,,,,,,,,,,,,,,,,,1401529,2001-03-31
,,,,,,,,,,,,,,,,,,,,1401547,2001-03-31
,,,,,,,,,,,,,,,,,,,,1401631,2001-03-31
,,,,,,,,,,,,,,,,,,,,1401686,2001-03-31
,,,,,,,,,,,,,,,,,,,,1401891,2001-03-31
,,,,,,,,,,,,,,,,,,,,1401903,2001-03-31
,,,,,,,,,,,,,,,,,,,,1401949,2001-03-31
,,,,,,,,,,,,,,,,,,,,1402384,2001-03-31
,,,,,,,,,,,,,,,,,,,,1402405,2001-03-31
,,,,,,,,,,,,,,,,,,,,1402610,2001-03-31
,,,,,,,,,,,,,,,,,,,,1402629,2001-03-31
,,,,,,,,,,,,,,,,,,,,1402638,2001-03-31
,,,,,,,,,,,,,,,,,,,,1404463,2001-03-31
,,,,,,,,,,,,,,,,,,,,1404481,2001-03-31
,,,,,,,,,,,,,,,,,,,,1404847,2001-03-31
,,,,,,,,,,,,,,,,,,,,1404883,2001-03-31
,,,,,,,,,,,,,,,,,,,,1404931,2001-03-31
,,,,,,,,,,,,,,,,,,,,1404940,2001-03-31
,,,,,,,,,,,,,,,,,,,,1406980,2001-03-31
,,,,,,,,,,,,,,,,,,,,1407512,2001-03-31
,,,,,,,,,,,,,,,,,,,,1407521,2001-03-31
,,,,,,,,,,,,,,,,,,,,1407530,2001-03-31
,,,,,,,,,,,,,,,,,,,,1407932,2001-03-31
,,,,,,,,,,,,,,,,,,,,1408069,2001-03-31
,,,,,,,,,,,,,,,,,,,,1411032,2001-03-31
,,,,,,,,,,,,,,,,,,,,1412598,2001-03-31
,,,,,,,,,,,,,,,,,,,,1412619,2001-03-31
,,,,,,,,,,,,,,,,,,,,1412712,2001-03-31
,,,,,,,,,,,,,,,,,,,,1413090,2001-03-31
,,,,,,,,,,,,,,,,,,,,1413139,2001-03-31
,,,,,,,,,,,,,,,,,,,,1414819,2001-03-31
,,,,,,,,,,,,,,,,,,,,1416082,2001-03-31
,,,,,,,,,,,,,,,,,,,,1416327,2001-03-31
,,,,,,,,,,,,,,,,,,,,1416381,2001-03-31
,,,,,,,,,,,,,,,,,,,,1417557,2001-03-31
,,,,,,,,,,,,,,,,,,,,1418255,2001-03-31
,,,,,,,,,,,,,,,,,,,,1419234,2001-03-31
,,,,,,,,,,,,,,,,,,,,1421040,2001-03-31
,,,,,,,,,,,,,,,,,,,,1421095,2001-03-31
,,,,,,,,,,,,,,,,,,,,1421161,2001-03-31
,,,,,,,,,,,,,,,,,,,,1425020,2001-03-31
,,,,,,,,,,,,,,,,,,,,1427770,2001-03-31
,,,,,,,,,,,,,,,,,,,,1429028,2001-03-31
,,,,,,,,,,,,,,,,,,,,1434826,2001-03-31
,,,,,,,,,,,,,,,,,,,,1435092,2001-03-31
,,,,,,,,,,,,,,,,,,,,1435412,2001-03-31
,,,,,,,,,,,,,,,,,,,,1435421,2001-03-31
,,,,,,,,,,,,,,,,,,,,1436071,2001-03-31
,,,,,,,,,,,,,,,,,,,,1436099,2001-03-31
,,,,,,,,,,,,,,,,,,,,1436204,2001-03-31
,,,,,,,,,,,,,,,,,,,,1436464,2001-03-31
,,,,,,,,,,,,,,,,,,,,1436473,2001-03-31
,,,,,,,,,,,,,,,,,,,,1436884,2001-03-31
,,,,,,,,,,,,,,,,,,,,1437199,2001-03-31
,,,,,,,,,,,,,,,,,,,,1438217,2001-03-31
,,,,,,,,,,,,,,,,,,,,1438589,2001-03-31
,,,,,,,,,,,,,,,,,,,,1439054,2001-03-31
,,,,,,,,,,,,,,,,,,,,1439308,2001-03-31
,,,,,,,,,,,,,,,,,,,,1439456,2001-03-31
,,,,,,,,,,,,,,,,,,,,1440117,2001-03-31
,,,,,,,,,,,,,,,,,,,,1441600,2001-03-31
,,,,,,,,,,,,,,,,,,,,1442380,2001-03-31
,,,,,,,,,,,,,,,,,,,,1442540,2001-03-31
,,,,,,,,,,,,,,,,,,,,1442661,2001-03-31
,,,,,,,,,,,,,,,,,,,,1443266,2001-03-31
,,,,,,,,,,,,,,,,,,,,1443912,2001-03-31
,,,,,,,,,,,,,,,,,,,,1444003,2001-03-31
,,,,,,,,,,,,,,,,,,,,1444021,2001-03-31
,,,,,,,,,,,,,,,,,,,,1444580,2001-03-31
,,,,,,,,,,,,,,,,,,,,1445037,2001-03-31
,,,,,,,,,,,,,,,,,,,,1445121,2001-03-31
,,,,,,,,,,,,,,,,,,,,1445943,2001-03-31
,,,,,,,,,,,,,,,,,,,,1447639,2001-03-31
,,,,,,,,,,,,,,,,,,,,1447853,2001-03-31
,,,,,,,,,,,,,,,,,,,,1448636,2001-03-31
,,,,,,,,,,,,,,,,,,,,1450620,2001-03-31
,,,,,,,,,,,,,,,,,,,,1451636,2001-03-31
,,,,,,,,,,,,,,,,,,,,1455063,2001-03-31
,,,,,,,,,,,,,,,,,,,,1456501,2001-03-31
,,,,,,,,,,,,,,,,,,,,1457003,2001-03-31
,,,,,,,,,,,,,,,,,,,,1458608,2001-03-31
,,,,,,,,,,,,,,,,,,,,1458989,2001-03-31
,,,,,,,,,,,,,,,,,,,,1459034,2001-03-31
,,,,,,,,,,,,,,,,,,,,1459191,2001-03-31
,,,,,,,,,,,,,,,,,,,,1459575,2001-03-31
,,,,,,,,,,,,,,,,,,,,1459717,2001-03-31
,,,,,,,,,,,,,,,,,,,,1459735,2001-03-31
,,,,,,,,,,,,,,,,,,,,1459799,2001-03-31
,,,,,,,,,,,,,,,,,,,,1460290,2001-03-31
,,,,,,,,,,,,,,,,,,,,1460302,2001-03-31
,,,,,,,,,,,,,,,,,,,,1462986,2001-03-31
,,,,,,,,,,,,,,,,,,,,1463086,2001-03-31
,,,,,,,,,,,,,,,,,,,,1463705,2001-03-31
,,,,,,,,,,,,,,,,,,,,1463983,2001-03-31
,,,,,,,,,,,,,,,,,,,,1464122,2001-03-31
,,,,,,,,,,,,,,,,,,,,1464177,2001-03-31
,,,,,,,,,,,,,,,,,,,,1466078,2001-03-31
,,,,,,,,,,,,,,,,,,,,1466489,2001-03-31
,,,,,,,,,,,,,,,,,,,,1469211,2001-03-31
,,,,,,,,,,,,,,,,,,,,1469677,2001-03-31
,,,,,,,,,,,,,,,,,,,,1470150,2001-03-31
,,,,,,,,,,,,,,,,,,,,1470655,2001-03-31
,,,,,,,,,,,,,,,,,,,,1471577,2001-03-31
,,,,,,,,,,,,,,,,,,,,1473496,2001-03-31
,,,,,,,,,,,,,,,,,,,,1474279,2001-03-31
,,,,,,,,,,,,,,,,,,,,1474288,2001-03-31
,,,,,,,,,,,,,,,,,,,,1474309,2001-03-31
,,,,,,,,,,,,,,,,,,,,1478222,2001-03-31
,,,,,,,,,,,,,,,,,,,,1478231,2001-03-31
,,,,,,,,,,,,,,,,,,,,1478307,2001-03-31
,,,,,,,,,,,,,,,,,,,,1479470,2001-03-31
,,,,,,,,,,,,,,,,,,,,1479630,2001-03-31
,,,,,,,,,,,,,,,,,,,,1479667,2001-03-31
,,,,,,,,,,,,,,,,,,,,1479676,2001-03-31
,,,,,,,,,,,,,,,,,,,,1480207,2001-03-31
,,,,,,,,,,,,,,,,,,,,1481745,2001-03-31
,,,,,,,,,,,,,,,,,,,,1481754,2001-03-31
,,,,,,,,,,,,,,,,,,,,1484595,2001-03-31
,,,,,,,,,,,,,,,,,,,,1486704,2001-03-31
,,,,,,,,,,,,,,,,,,,,1492152,2001-03-31
,,,,,,,,,,,,,,,,,,,,1492817,2001-03-31
,,,,,,,,,,,,,,,,,,,,1494240,2001-03-31
,,,,,,,,,,,,,,,,,,,,1494482,2001-03-31
,,,,,,,,,,,,,,,,,,,,1494914,2001-03-31
,,,,,,,,,,,,,,,,,,,,1495331,2001-03-31
,,,,,,,,,,,,,,,,,,,,1496150,2001-03-31
,,,,,,,,,,,,,,,,,,,,1496178,2001-03-31
,,,,,,,,,,,,,,,,,,,,1516348,2001-03-31
,,,,,,,,,,,,,,,,,,,,1516423,2001-03-31
,,,,,,,,,,,,,,,,,,,,1629903,2001-03-31
,,,,,,,,,,,,,,,,,,,,1717622,2001-03-31
,,,,,,,,,,,,,,,,,,,,1718188,2001-03-31
,,,,,,,,,,,,,,,,,,,,1718517,2001-03-31
,,,,,,,,,,,,,,,,,,,,1764028,2001-03-31
,,,,,,,,,,,,,,,,,,,,1819049,2001-03-31
,,,,,,,,,,,,,,,,,,,,1819058,2001-03-31
,,,,,,,,,,,,,,,,,,,,1819366,2001-03-31
,,,,,,,,,,,,,,,,,,,,1820979,2001-03-31
,,,,,,,,,,,,,,,,,,,,1821024,2001-03-31
,,,,,,,,,,,,,,,,,,,,1821976,2001-03-31
,,,,,,,,,,,,,,,,,,,,1824285,2001-03-31
,,,,,,,,,,,,,,,,,,,,1824324,2001-03-31
,,,,,,,,,,,,,,,,,,,,1826382,2001-03-31
,,,,,,,,,,,,,,,,,,,,1830035,2001-03-31
,,,,,,,,,,,,,,,,,,,,1831975,2001-03-31
,,,,,,,,,,,,,,,,,,,,1833063,2001-03-31
,,,,,,,,,,,,,,,,,,,,1836701,2001-03-31
,,,,,,,,,,,,,,,,,,,,1837829,2001-03-31
,,,,,,,,,,,,,,,,,,,,1841536,2001-03-31
,,,,,,,,,,,,,,,,,,,,1841590,2001-03-31
,,,,,,,,,,,,,,,,,,,,1842065,2001-03-31
,,,,,,,,,,,,,,,,,,,,1842195,2001-03-31
,,,,,,,,,,,,,,,,,,,,1852381,2001-03-31
,,,,,,,,,,,,,,,,,,,,1852569,2001-03-31
,,,,,,,,,,,,,,,,,,,,1853856,2001-03-31
,,,,,,,,,,,,,,,,,,,,1856099,2001-03-31
,,,,,,,,,,,,,,,,,,,,1856398,2001-03-31
,,,,,,,,,,,,,,,,,,,,1857087,2001-03-31
,,,,,,,,,,,,,,,,,,,,1857377,2001-03-31
,,,,,,,,,,,,,,,,,,,,1861347,2001-03-31
,,,,,,,,,,,,,,,,,,,,1861927,2001-03-31
,,,,,,,,,,,,,,,,,,,,1862719,2001-03-31
,,,,,,,,,,,,,,,,,,,,1863097,2001-03-31
,,,,,,,,,,,,,,,,,,,,1863275,2001-03-31
,,,,,,,,,,,,,,,,,,,,1863501,2001-03-31
,,,,,,,,,,,,,,,,,,,,1864197,2001-03-31
,,,,,,,,,,,,,,,,,,,,1864227,2001-03-31
,,,,,,,,,,,,,,,,,,,,1864375,2001-03-31
,,,,,,,,,,,,,,,,,,,,1864601,2001-03-31
,,,,,,,,,,,,,,,,,,,,1864610,2001-03-31
,,,,,,,,,,,,,,,,,,,,1864629,2001-03-31
,,,,,,,,,,,,,,,,,,,,1864683,2001-03-31
,,,,,,,,,,,,,,,,,,,,1865091,2001-03-31
,,,,,,,,,,,,,,,,,,,,1865680,2001-03-31
,,,,,,,,,,,,,,,,,,,,1865961,2001-03-31
,,,,,,,,,,,,,,,,,,,,1866726,2001-03-31
,,,,,,,,,,,,,,,,,,,,1866762,2001-03-31
,,,,,,,,,,,,,,,,,,,,1867983,2001-03-31
,,,,,,,,,,,,,,,,,,,,1871122,2001-03-31
,,,,,,,,,,,,,,,,,,,,1872941,2001-03-31
,,,,,,,,,,,,,,,,,,,,1872996,2001-03-31
,,,,,,,,,,,,,,,,,,,,1874936,2001-03-31
,,,,,,,,,,,,,,,,,,,,1877665,2001-03-31
,,,,,,,,,,,,,,,,,,,,1879016,2001-03-31
,,,,,,,,,,,,,,,,,,,,1879043,2001-03-31
,,,,,,,,,,,,,,,,,,,,1881541,2001-03-31
,,,,,,,,,,,,,,,,,,,,1882070,2001-03-31
,,,,,,,,,,,,,,,,,,,,1884140,2001-03-31
,,,,,,,,,,,,,,,,,,,,1885848,2001-03-31
,,,,,,,,,,,,,,,,,,,,1885932,2001-03-31
,,,,,,,,,,,,,,,,,,,,1887486,2001-03-31
,,,,,,,,,,,,,,,,,,,,1887495,2001-03-31
,,,,,,,,,,,,,,,,,,,,1887516,2001-03-31
,,,,,,,,,,,,,,,,,,,,1890374,2001-03-31
,,,,,,,,,,,,,,,,,,,,1890413,2001-03-31
,,,,,,,,,,,,,,,,,,,,1890525,2001-03-31
,,,,,,,,,,,,,,,,,,,,1890598,2001-03-31
,,,,,,,,,,,,,,,,,,,,1892154,2001-03-31
,,,,,,,,,,,,,,,,,,,,1893263,2001-03-31
,,,,,,,,,,,,,,,,,,,,1893272,2001-03-31
,,,,,,,,,,,,,,,,,,,,1897168,2001-03-31
,,,,,,,,,,,,,,,,,,,,1897270,2001-03-31
,,,,,,,,,,,,,,,,,,,,1898419,2001-03-31
,,,,,,,,,,,,,,,,,,,,1899902,2001-03-31
,,,,,,,,,,,,,,,,,,,,1900675,2001-03-31
,,,,,,,,,,,,,,,,,,,,1901243,2001-03-31
,,,,,,,,,,,,,,,,,,,,1904020,2001-03-31
,,,,,,,,,,,,,,,,,,,,1904673,2001-03-31
,,,,,,,,,,,,,,,,,,,,1906172,2001-03-31
,,,,,,,,,,,,,,,,,,,,1907599,2001-03-31
,,,,,,,,,,,,,,,,,,,,1908082,2001-03-31
,,,,,,,,,,,,,,,,,,,,1914421,2001-03-31
,,,,,,,,,,,,,,,,,,,,1916612,2001-03-31
,,,,,,,,,,,,,,,,,,,,1916751,2001-03-31
,,,,,,,,,,,,,,,,,,,,1917301,2001-03-31
,,,,,,,,,,,,,,,,,,,,1918344,2001-03-31
,,,,,,,,,,,,,,,,,,,,1919556,2001-03-31
,,,,,,,,,,,,,,,,,,,,1920945,2001-03-31
,,,,,,,,,,,,,,,,,,,,1928594,2001-03-31
,,,,,,,,,,,,,,,,,,,,1928754,2001-03-31
,,,,,,,,,,,,,,,,,,,,1929247,2001-03-31
,,,,,,,,,,,,,,,,,,,,1931941,2001-03-31
,,,,,,,,,,,,,,,,,,,,1933927,2001-03-31
,,,,,,,,,,,,,,,,,,,,1934876,2001-03-31
,,,,,,,,,,,,,,,,,,,,1936320,2001-03-31
,,,,,,,,,,,,,,,,,,,,1945247,2001-03-31
,,,,,,,,,,,,,,,,,,,,1948921,2001-03-31
,,,,,,,,,,,,,,,,,,,,1954294,2001-03-31
,,,,,,,,,,,,,,,,,,,,1962888,2001-03-31
,,,,,,,,,,,,,,,,,,,,1972298,2001-03-31
,,,,,,,,,,,,,,,,,,,,1973129,2001-03-31
,,,,,,,,,,,,,,,,,,,,1973633,2001-03-31
,,,,,,,,,,,,,,,,,,,,1977248,2001-03-31
,,,,,,,,,,,,,,,,,,,,1978535,2001-03-31
,,,,,,,,,,,,,,,,,,,,1988730,2001-03-31
,,,,,,,,,,,,,,,,,,,,1990751,2001-03-31
,,,,,,,,,,,,,,,,,,,,1992513,2001-03-31
,,,,,,,,,,,,,,,,,,,,1994124,2001-03-31
,,,,,,,,,,,,,,,,,,,,1996762,2001-03-31
,,,,,,,,,,,,,,,,,,,,1998775,2001-03-31
,,,,,,,,,,,,,,,,,,,,2002222,2001-03-31
,,,,,,,,,,,,,,,,,,,,2004105,2001-03-31
,,,,,,,,,,,,,,,,,,,,2006024,2001-03-31
,,,,,,,,,,,,,,,,,,,,2007991,2001-03-31
,,,,,,,,,,,,,,,,,,,,2008608,2001-03-31
,,,,,,,,,,,,,,,,,,,,2009360,2001-03-31
,,,,,,,,,,,,,,,,,,,,2009605,2001-03-31
,,,,,,,,,,,,,,,,,,,,2010722,2001-03-31
,,,,,,,,,,,,,,,,,,,,2012687,2001-03-31
,,,,,,,,,,,,,,,,,,,,2017570,2001-03-31
,,,,,,,,,,,,,,,,,,,,2019453,2001-03-31
,,,,,,,,,,,,,,,,,,,,2021634,2001-03-31
,,,,,,,,,,,,,,,,,,,,2028400,2001-03-31
,,,,,,,,,,,,,,,,,,,,2033123,2001-03-31
,,,,,,,,,,,,,,,,,,,,2033806,2001-03-31
,,,,,,,,,,,,,,,,,,,,2034652,2001-03-31
,,,,,,,,,,,,,,,,,,,,2035716,2001-03-31
,,,,,,,,,,,,,,,,,,,,2036843,2001-03-31
,,,,,,,,,,,,,,,,,,,,2037185,2001-03-31
