"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG167	RCONG168	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	TEXTA545	
111205																0	28758	1456	2610	5	240004	27168	33811	64	305183	0			8221	18	0	0	0	0	0	0	0	0	2235		
111559																0	0	0	0	0	20133	2143	2811	6	22944	0					0	0	0	0	0	0	0	0	0		
111661																0	7739	338	2728	6	81066	8016	20400	23	111933	0			13969	9	0	0	0	0	0	0	0	0	0		
111942																0	12023	778	1971	7	152959	21085	53959	44	220912	0			7104	12	0	0	0	0	0	0	0	0	0		
111979																0	17728	1042	1026	4	241359	25608	42498	80	302610	0			17976	32	0	0	0	0	0	0	0	0	0		
112163																0	35363	1721	1382	4	337085	45908	357752	1322	731582	0			46409	65	0	0	0	0	0	0	0	0	0		
112332																0	8676	743	305	1	87481	6938	11519	12	107981	0			906	2	0	0	0	0	0	0	0	0	0		
112444																0	9027	365	729	2	82660	10394	81928	51	174344	0			2008	5	0	0	0	0	0	0	0	0	0		
112510																0	1614	78	0	0	25166	3254	2109	5	28889	0			1339	3	0	0	0	0	0	0	0	0	0		
112556																0	2022	166	0	0	23758	2675	4336	7	30116	0			1586	4	0	0	0	0	0	0	0	0	0		
112837	103160031	12357211	103394079	13083947	0	0	0	0	154579	0	0	0	12357211	13083947	22901173	0	2212966	145630	73400	230	58425798	4953830	30090656	29199					9951733	8569									302044		
113003																0	20845	1965	890	3	120772	11447	9061	25	151568	0					0	0	0	0	0	0	0	0	0		
113030																0	12633	503	1340	4	79856	7346	12515	24	106591	247			2611	7	0	0	0	0	0	0	0	0	0		
113441																0	35829	2494	3110	8	266236	37542	68364	78	373539	0			8941	17	0	0	0	0	0	0	0	0	0		
113601																0	4840	214	1304	2	271151	10954	137440	185	414735	0			21003	30	0	0	0	0	0	0	0	0	0		
113740																0	43320	3685	4021	11	366175	46478	101083	128	514599	0			28249	29	0	0	0	0	0	0	0	0	0		
113937																0	17462	596	2897	10	154863	14808	42773	74	217995	0			13334	31	0	0	0	0	0	0	0	0	0		
114149																0	5289	329	0	0	59235	5746	7654	15	72178	0					0	0	0	0	0	0	0	0	0		
114158																0	7248	377	254	1	95366	10256	95329	92	198198	0	201002	0	25420	23	0	0	0	0	0	0	0	0	0		
114251																0	756	58	567	1	17049	1579	9692	12	28064	0			7925	9	0	0	0	0	0	0	0	0	0		
114260															444340	0	17187	951	2225	8	1044342	96490	649366	821	1713138	18	1609803	224	228750	351	0	0	0	0	0	0	0	0	0		
114457																0	11099	348	1786	5	148945	7194	63193	90	225023	0			10445	7	0	0	0	0	0	0	0	0	13531		
114756																0	7263	193	307	1	96294	5292	19517	47	123381	0			5897	11	0	0	0	0	0	0	0	0	0		
114774																0	1240	111	303	1	22679	1632	564	2	24786	0			0	0	0	0	0	0	0	0	0	0	0		
114840																0	5900	229	825	2	102278	7458	49084	75	158087	0			16870	27	0	0	0	0	0	0	0	0	7976		
114859																0	4383	196	349	1	38247	3653	4844	12	47823	0			1023	3	0	0	0	0	0	0	0	0	0		
115100																0	6505	551	592	2	132627	15494	44060	57	183784	0			14970	56	0	0	0	0	0	0	0	0	3561		
115146																0	15507	598	560	2	54274	5246	9210	15	79551	0			2231	5	0	0	0	0	0	0	0	0	0		
115155																0	4379	530	251	1	42663	6536	5323	9	52616	0			0	0	0	0	0	0	0	0	0	0	0		
115221																0	25799	1009	1648	5	173052	15179	35355	46	235854	0			9436	17	0	0	0	0	0	0	0	0	5130		
115575																0	13746	639	2272	7	113613	11231	24670	52	154301	0			3162	8	0	0	0	0	0	0	0	0	0		
115641															270526	0	59189	2210	3007	10	1106160	68984	378018	474	1546374	0	1519361	0	48618	84	0	0	0	0	0	0	0	0	0		
116077																0	7191	389	2737	6	144020	7760	49423	94	203371	0			3625	8	0	0	0	0	0	0	0	0	0		
116358																0	3664	266	0	0	35745	4399	2193	5	41602	0			1234	2	0	0	0	0	0	0	0	0	0		
116554																0	0	0	0	0	5987	935	1460	4	7447	0					0	0	0	0	0	0	0	0	0		
116639																0	3224	142	362	1	33328	2750	2369	5	39283	0			269	1	0	0	0	0	0	0	0	0	0		
116732																0	3720	169	0	0	27393	2264	8071	8	39184	0			5477	3	0	0	0	0	0	0	0	0	0		
116741																0	6505	298	0	0	76433	7500	17016	24	99954	0			622	2	0	0	0	0	0	0	0	0	848		
117038																0	9938	515	0	0	71842	4497	8880	19	90660	0					0	0	0	0	0	0	0	0	0		
117458																0	8647	734	0	0	144587	12024	55016	95	208250	0	204303	0	4912	11	0	0	0	0	0	0	0	0	4217		
117672																0	6561	416	340	1	57042	6569	17747	19	81690	0			0	0	0	0	0	0	0	0	0	0	0		
117775																0	11054	574	713	2	56327	3949	4664	8	72759	0			0	0	0	0	0	0	0	0	0	0	0		
117841																0	7395	239	847	3	203609	7069	6715	18	218566	0			1214	4	0	0	0	0	0	0	0	0	1262		
118156																0	9496	286	1977	4	101208	7700	18893	32	131574	0			4941	13	0	0	0	0	0	0	0	0	0		
118174																0	16837	1631	897	3	159054	16589	39926	73	216776	62			7937	10	0	0	0	0	0	0	0	0	0		
118660																0	21497	704	0	0	82349	1727	3755	10	107601	0					0	0	0	0	0	0	0	0	0		
118736																0	14732	647	344	1	117796	9942	46968	65	179840	0			8232	12	0	0	0	0	0	0	0	0	0		
119153																0	5586	291	1447	1	164199	9615	103644	120	274876	0			9399	20	0	0	0	0	0	0	0	0	20665		
119274																0	6641	349	262	1	213802	18669	43745	84	264450	0			14685	19	0	0	0	0	0	0	0	0	0		
119528																0	25431	1713	842	3	292772	35310	81226	119	400273	0			15835	37	0	0	0	0	0	0	0	0	0		
119779																0	20739	1458	3667	8	296446	27975	122168	256	443020	0	441055	0			0	0	0	0	0	0	0	0	0	0	
120542																0	8619	604	275	1	72759	7317	49853	42	131506	0			4568	7	0	0	0	0	0	0	0	0	2417		
120609																0	57985	4516	2951	11	397261	33559	45632	105	503829	0			2993	5	0	0	0	0	0	0	0	0	0		
120953																0	8243	302	692	2	92634	8490	11206	19	112774	0			2461	6	0	0	0	0	0	0	0	0	0		
121576																0	9181	494	514	2	105708	12472	26449	46	141852	0			2431	7	0	0	0	0	0	0	0	0	0		
121642															314668	0	45030	2333	2576	8	975666	144699	656717	536	1679989	0	1655807	0	83833	96	0	0	0	0	0	0	0	0	0		
121651																0	5489	147	265	1	54060	4231	54065	31	113879	0					0	0	0	0	0	0	0	0	0		
121914																0	37588	1728	4024	10	185172	30219	10086	25	236870	0					0	0	0	0	0	0	0	0	0		
122153																0	2238	85	0	0	30988	2994	13857	12	47083	0					0	0	0	0	0	0	0	0	0		
122546																0	1488	178	0	0	31550	3222	2918	5	35956	0			0	0	0	0	0	0	0	0	0	0	0		
122658																0	5287	282	642	2	193915	17433	96943	143	296786	0	293584	0	10232	18	0	0	0	0	0	0	0	0	0		
122751																0	2804	447	0	0	23506	3030	1008	3	27319	0	27113	0	278	1	0	0	0	0	0	0	0	0	0		
122854																0	22846	1146	304	1	504098	31766	228534	266	755782	0			443	1	0	0	0	0	0	0	0	0	58331		
123178																0	2500	201	0	0	162433	23184	495650	1137	660583	0			21177	49	0	0	0	0	0	0	0	0	3174		
123440																0	2776	108	285	1	72765	3777	39635	53	115461	0			6587	13	0	0	0	0	0	0	0	0	5033		
123646																0	20161	1511	597	2	444985	45155	157795	246	623538	0	626480	0	33337	53	0	0	0	0	0	0	0	0	28917		
124344																0	17535	1136	1060	3	179755	15432	61486	79	259836	0			7018	18	0	0	0	0	0	0	0	0	15983		
124353																0	978	51	0	0	12040	896	349	1	13367	0					0	0	0	0	0	0	0	0	0		
124773																0	3947	103	310	1	118329	4705	7892	13	130477	0			1384	4	0	0	0	0	0	0	0	0	0		
124830																0	5115	542	0	0	59026	5813	11266	21	75407	0			2577	7	0	0	0	0	0	0	0	0	0		
125154																0	5494	363	0	0	240804	110030	29060	45	275359	0			985	3	1756	0	0	0	2937	0	0	0	0		
125855																0	10813	809	1124	4	365072	50945	237922	226	614931	0					0	0	0	0	0	0	0	0	9830		
125958																0	663	53	0	0	15642	1403	1222	4	17527	0					0	0	0	0	0	0	0	0	0		
126012																0	5383	328	618	1	123553	15166	38134	64	167688	0			13542	19	0	0	0	0	0	0	0	0	0		
126049																0	3956	167	0	0	65921	6073	11514	25	81490	99					0	0	0	0	0	0	0	0	0		
126254															251448	0	49508	1701	8488	17	961611	62048	236035	322	1255642	0	1216234	0	33596	69	0	0	0	0	0	0	0	0	0		
126553																0	7461	653	0	0	150464	17274	38393	59	196318	0			8814	17	0	0	0	0	0	0	0	0	0		
126740																0	33132	1991	720	2	290602	29949	55706	69	380160	0			32047	32	0	0	0	0	0	0	0	0	0		
126834																0	37721	2015	2496	8	297273	26712	85997	97	423487	0			23308	30	0	0	0	0	0	0	0	0	0		
127055																0	4411	246	502	2	86884	5497	19555	29	111352	0			1994	5	0	0	0	0	0	0	0	0	18845		
127224																0	20201	880	1878	6	157408	24225	39884	76	219371	0			2582	6	0	0	0	0	0	0	0	0	0		
127701																0	8682	650	0	0	87936	11013	11317	23	107935	0			0	0	0	0	0	0	0	0	0	0	0		
128258																0	1575	94	0	0	15088	3350	8974	19	25637	0					0	0	0	0	0	0	0	0	0		
128511	65390	61500			0	0	0	0	0	0	0	0	61500			0	0	0	0	0	204	5	3686	1															0		
128904															1135530	0	239373	16531	7490	22	3445879	357291	1598291	1859	5298372	7339	5287601	9263	847411	871	0	0	0	0	0	0	0	0	0		
128959																0	17738	892	1273	4	272918	24308	52906	112	344836	0	338811	0	4739	10	0	0	0	0	0	0	0	0	0		
129349																0	15784	848	300	1	107176	12197	31653	45	154914	0					0	0	0	0	0	0	0	0	0		
129358																0	4094	134	0	0	21690	2041	1789	5	27573	0			347	1	0	0	0	0	0	0	0	0	0		
129479																0	4372	335	0	0	150934	12809	51972	114	207278	0			14071	28	0	0	0	0	0	0	0	0	0		
129732																0	11233	913	0	0	329745	42124	84378	155	425356	0			31874	45	0	0	0	0	0	0	0	0	0		
129853																0	5122	710	412	1	86581	4802	16595	36	108710	0			765	2	0	0	0	0	0	0	0	0	0		
129910																0	15801	858	1729	5	206287	14161	44463	83	268280	0			4965	11	0	18	0	0	0	0	0	0	0		
130345																0	13125	886	1411	3	161040	17775	51683	55	227259	0			18253	13	0	0	0	0	0	0	0	0	201		
130541															250935	0	40446	2590	896	1	449765	43507	394699	220	885806	0	923832	0	37974	29	0	0	0	0	0	0	0	0	93160		
130635																0	9943	334	2279	8	304626	11674	315345	203	632193	0	622620	0	67018	66	0	0	0	0	0	0	0	0	0		
130813																0	5583	342	0	0	135006	11087	21952	39	162541	0			5939	11	0	0	0	0	0	0	0	0	8648		
131034																0	6106	387	2353	5	141366	8177	60919	103	210744	0			7455	17	0	0	0	0	0	0	0	0	29915		
131155																0	4546	191	0	0	77587	4955	47778	50	129911	0			14979	15	0	0	0	0	0	0	0	0	0		
131173																0	27369	1903	1409	5	366600	24155	117818	211	513196	0			8001	11	0	0	0	0	0	0	0	0	18639		
131418																0	17258	1208	844	3	255364	24420	39320	62	312786	0			10714	21	5069	0	0	0	0	0	0	2500	0		
131436																0	6751	302	1507	4	142774	12357	79112	113	230144	0			20036	26	0	0	0	0	0	0	0	0	0		
131650															955338	0	222232	9720	9297	28	2961112	270044	981664	1329	4174306	0	4043119	0	199603	315	154	0	0	0	0	0	0	0	0		
131717																0	2172	84	565	1	37141	6520	5237	12	45115	0					0	0	0	0	0	0	0	0	0		
131940																0	2326	258	255	1	30464	3303	1836	5	34881	0			0	0	0	0	0	0	0	0	0	0	0		
132107																0	33789	2382	1396	4	404981	34313	91196	106	531362	0	512311	0	50025	18	0	0	0	0	0	0	0	0	17352		
132152																0	1427	84	0	0	33020	2115	8831	18	43278	0			1801	2	0	0	0	0	0	0	0	0	0		
132219																0	7749	444	268	1	60353	5720	9571	11	77941	0			0	0	0	0	0	0	0	0	0	0	0		
132451																0	2318	262	260	1	44218	4833	15054	23	61850	0			2193	3	0	0	0	0	0	0	0	0	0		
132554																0	8423	760	0	0	330977	19388	74274	119	413674	0	422500	0	9578	17	0	0	0	0	0	0	0	0	0		
132853																0	13282	467	410	1	354327	19691	99792	144	467811	0					0	0	0	0	0	0	0	0	0		
132938																0	7582	296	453	1	45659	4807	21522	32	75216	0			5289	11	0	0	0	0	0	0	0	0	0		
133243																0	0	0	0	0	5297	471	778	2	6075	0	5947	0	778	2	0	0	0	0	0	0	0	0	0		
133850																0	38206	3144	1189	4	454408	54017	257192	285	750995	0			15794	32	0	0	0	0	0	0	0	0	9790		
133971																0	44839	1620	2305	5	325493	12891	33128	87	405765	0	395909	0	1594	5	0	0	0	0	0	0	0	0	0		
134156																0	4397	238	0	0	58800	3614	1040	3	64237	0			0	0	0	0	0	0	0	0	0	0	0		
134437																0	27429	1238	3136	10	336807	26558	322828	203	690200	0			71562	50	0	0	0	0	0	0	0	0	0		
134455																0	4367	206	2267	5	64940	4876	23969	46	95543	0			4384	11	0	0	0	0	0	0	0	0	0		
134848																0	10882	712	257	1	112731	15687	14831	22	138701	0			1385	3	0	0	0	0	0	0	0	0	0		
135836																0	4186	25	1047	4	65866	1694	56006	167	127105	0					0	0	0	0	0	0	0	0	0		
135854																0	1071	105	0	0	39657	4204	10393	15	51121	0			0	0	0	0	0	0	0	0	0	0	0		
136048																0	3996	152	296	1	57264	3202	5009	12	66565	0					0	0	0	0	0	0	0	0	0		
136338																0	5802	199	274	1	108451	10965	74411	65	188938	0			35341	28	0	0	0	0	0	0	0	0	0		
136459																0	2420	68	268	1	21271	1417	11735	20	35694	0			1219	3	0	0	0	0	0	0	0	0	0		
136655																0	5998	393	0	0	61206	5081	9036	15	76240	0					0	0	0	0	0	0	0	0	0		
137205																0	55055	1836	9476	25	590380	39426	109292	189	764203	0			31479	54	0	0	0	0	0	0	0	0	45921		
137447																0	9436	645	0	0	182483	20419	27022	59	218941	0			6322	16	0	0	0	0	0	0	0	0	0		
137456																0	4806	158	1165	3	74573	5618	39444	61	119989	0			4210	7	0	0	0	0	0	0	0	0	0		
137559																0	9857	520	519	1	62150	7524	8630	10	81156	0					0	0	0	0	0	0	0	0	0		
137643																0	5989	268	0	0	48658	3825	14106	25	68753	0			1394	3	0	0	0	0	0	0	0	0	0		
137652																0	18	5	0	0	49528	3046	75724	85	125270	0			79124	65	0	0	0	0	0	0	0	0	0		
137821																0	8070	248	254	1	80799	8892	16945	29	106068	0			1810	4	0	0	0	0	0	0	0	0	0		
137915															290325	0	39501	1452	1808	6	7744397	549916	612672	1289	8398378	0	8643664	0	96696	37	0	0	0	0	0	0	0	0	0		
138051																0	5576	323	596	2	78224	9078	12390	23	96786	0	98832	0			0	0	0	0	0	0	0	0	0		
138257																0	0	0	0	0	19444	1234	10864	18	30308	0			5964	9	0	0	0	0	0	0	0	0	0		
138556																0	3770	247	0	0	41971	913	10419	17	56160	0			4707	6	0	0	0	0	0	0	0	0	0		
138725																0	0	0	0	0	18746	2524	2398	5	21144	0			1836	4	0	0	0	0	0	0	0	0	0		
138752																0	805	43	0	0	16782	2028	4002	4	21589	0					0	0	0	0	0	0	0	0	0		
139133																0	7196	291	372	1	91667	7998	33320	50	132555	0			2659	7	0	0	0	0	0	0	0	0	0		
139432																0	5935	149	0	0	113407	3586	24259	59	143601	0			1655	4	0	0	0	0	0	0	0	0	0		
139478																0	65034	5606	2428	7	365542	37656	62706	83	495710	0			2190	7	0	0	0	0	0	0	0	0	0		
139553																0	17665	720	1681	5	370426	27887	171514	216	561286	0			21279	34	0	0	0	0	0	0	0	6000	37713		
139656																0	15989	807	1015	2	235588	12988	77719	140	330311	0			7747	17	0	0	0	0	0	0	0	0	0		
139740															355907	0	19655	1139	2403	7	900363	55996	438554	333	1360975	0	1302745	0	129876	132	0	0	0	0	0	0	0	10000	230558		
139834																0	3781	325	0	0	43399	3132	28218	24	75398	0			0	0	0	0	0	0	0	0	0	0	0		
139843																0	16468	1267	251	1	351793	44320	273994	815	642506	0			0	0	0	0	0	0	0	0	0	0	0		
139955																0	2663	146	0	0	59504	5774	10573	26	72740	0			1303	4	0	0	0	0	0	0	0	0	0		
140018															308052	0	38035	3242	264	1	749718	73546	394525	365	1182542	0	1141104	0	87074	128	1319	0	0	0	0	0	0	7000	0		
140157																0	5336	473	0	0	73965	7703	10555	20	89856	0			5491	6	0	0	0	0	0	0	0	0	0		
140362																0	6635	233	912	1	279840	13853	253461	348	540848	0			57137	88	0	0	0	0	0	0	0	0	0		
140634																0	3499	401	516	2	37681	4254	6320	18	48016	0	48114	0			0	0	0	0	0	0	0	0	0		
141211																0	10448	536	1810	2	175883	15174	38164	61	226305	0			3633	5	0	0	0	0	0	0	0	0	0		
141341																0	4878	241	0	0	114548	15705	35812	43	155237	0			6654	9	0	0	0	0	0	0	0	0	0		
141350																0	610	22	0	0	34752	3298	6378	12	41740	0			628	2	0	0	0	0	0	0	0	0	0		
141453																0	2017	105	313	1	18530	1475	1338	2	22198	0			0	0	0	0	0	0	0	0	0	0	0		
141556															124387	0	26417	1424	6015	8	645094	27485	323478	338	1001004	0	839989	0	32367	36	0	0	0	0	0	0	0	0	0		
141734															248092	0	54797	389	2235	6	1225020	36640	363171	389	1645223	0	1598273	0	165482	126	0	0	0	0	0	0	0	0	129841		
141958																0	15230	536	2600	4	60741	6314	7950	16	86521	0			0	0	0	0	0	0	0	0	0	0	0		
142049																0	8777	500	0	0	64449	6640	17502	18	90728	0			9094	8	0	0	0	0	0	0	0	0	0		
142571																0	2324	217	0	0	36561	2013	7592	10	46478	0			269	1	0	0	0	0	0	0	0	0	0		
142656																0	4450	407	851	2	66667	6598	20736	41	92704	0					0	0	0	0	0	0	0	0	0		
142955															226000	0	17093	1376	553	2	803124	64370	240939	293	1061709	0	1116324	0	167282	118	0	0	0	0	0	0	3250	2500	266619	NO	
143158																0	2012	352	0	0	25040	1480	4321	6	31373	0			1445	2	0	0	0	0	0	0	0	0	0		
143662															2083125	0	269202	7582	26536	64	5122625	374581	2948690	3363	8367053	0	8049657	0	716475	847	0	0	0	0	0	0	0	0	306427		
143859																0	4595	172	480	1	29255	2211	2491	6	36822	0			918	2	0	0	0	0	0	0	0	0	0		
143952																0	13061	625	558	2	110447	13741	17569	35	141635	0			6506	12	0	0	0	0	0	0	0	0	0		
144034																0	11972	430	2599	7	143602	9358	59636	69	217809	0			8771	16	0	0	0	0	0	0	0	0	0		
144052																0	9919	704	0	0	125894	19078	31792	42	167605	0			4158	12	0	0	0	0	0	0	0	0	0		
144155																0	3376	367	0	0	114601	11546	101373	70	219350	0			8536	20	0	0	0	0	0	0	0	0	0		
144436																0	8751	516	0	0	163986	14628	51644	48	224381	0			11324	19	0	0	0	0	0	0	0	0	0		
144856																0	10702	597	2404	6	121125	14957	48178	82	182409	0			13800	18	0	0	0	0	0	0	0	0	0		
144913																0	37523	1164	4032	11	150981	13962	24780	52	217316	0					0	0	0	0	0	0	0	0	0		
145059																0	3891	144	0	0	33184	2780	17074	31	54149	0			4091	7	0	0	0	0	0	0	0	0	0		
145545																0	22120	959	982	3	204998	15452	29398	68	257499	0			2951	4	0	0	0	0	0	0	0	0	0		
145554																0	12515	692	952	3	155407	11332	9232	24	178106	0			6709	14	0	0	0	0	0	0	0	0	0		
145741																0	6315	797	0	0	106159	10979	23440	24	135914	0					0	0	0	0	0	0	0	0	0		
145750																0	4246	478	453	1	57501	6613	11022	14	73222	0			1477	4	0	0	0	0	0	0	0	0	0		
145844																0	11232	1045	396	1	167169	20808	25981	45	204778	0	201035	0	3500	8	0	0	0	0	0	0	0	0	0		
145956																0	2495	158	0	0	44936	3332	275	1	47706	0					0	0	0	0	0	0	0	0	0		
146056																0	1364	45	337	1	17774	1326	1625	5	21100	0			0	0	0	0	0	0	0	0	0	0	0		
146533																0	0	0	0	0	7714	1377	0	0	7714	0					0	0	0	0	0	0	0	0	0		
146618																0	3000	107	0	0	71568	5830	37579	57	112147	0			6242	11	0	0	0	0	0	0	0	0	0		
146654																0	15347	560	1290	3	334054	19672	145737	167	496429	0					0	0	0	0	0	0	0	0	0		
146663																0	82925	3992	11504	28	438235	31750	110943	214	643607	0	642745	0	26423	52	0	0	0	0	0	0	0	0	0		
146850																0	1711	78	0	0	62611	4643	16615	23	80937	0			1778	3	0	0	0	0	0	0	0	0	0		
147053																0	1890	132	0	0	33361	2799	4513	8	39764	0			2049	2	0	0	0	0	0	0	0	0	0		
147174																0	13511	492	252	1	253338	13726	105539	113	372640	0			17067	29	0	0	0	0	0	0	0	4000	2827		
147633																0	18072	805	3544	11	122098	12148	40167	70	183882	0			4419	9	0	0	0	0	0	0	0	0	0		
147651																0	1021	54	413	1	22115	1688	5243	11	28792	0					0	0	0	0	0	0	0	0	0		
147679																0	10309	656	256	1	122081	1533	1531	3	134177	0			0	0	0	0	0	0	0	0	0	0	0		
147857																0	6540	508	391	1	96489	6100	35011	43	138431	0			9801	13	0	0	0	0	0	0	0	0	3429		
147923																0	5968	323	259	1	99150	9529	23053	37	128430	0					0	0	0	0	0	0	0	0	10499		
148144																0	2801	144	0	0	42636	3298	4613	7	50050	0					0	0	0	0	0	0	0	0	0		
148238																0	13346	416	1862	7	85459	7023	10181	25	110848	0			2071	5	0	0	0	0	0	0	0	0	0		
148340																0	1844	186	0	0	54293	5814	11984	23	68121	0			945	3	0	0	0	0	0	0	0	0	0		
148715																0	8830	399	0	0	91609	9557	3039	7	103478	0			1023	1	0	0	0	0	0	0	0	0	0		
148809																0	43263	2713	864	3	319513	29265	17662	52	381302	0			2442	7	0	0	0	0	0	0	0	0	0		
148920																0	1274	68	0	0	26448	2794	3921	10	31643	0			0	0	0	0	0	0	0	0	0	0	0		
149150																0	8037	999	258	1	67410	8271	7939	11	83644	0			0	0	0	0	0	0	0	0	0	0	0		
149235																0	6306	233	1241	4	221529	9462	102075	149	331151	0	322919	0	12398	20	0	0	0	0	0	0	0	0	0		
149253																0	8596	656	0	0	102196	11766	16693	33	127485	0			4801	6	0	0	0	0	0	0	0	0	0		
149271																0	8069	897	0	0	93456	7976	17209	35	118734	0			2343	6	0	0	0	0	0	0	0	0	0		
150035																0	39183	2188	2379	5	557449	52484	214026	215	813037	0			25117	47	0	0	0	0	0	0	0	0	0		
150044																0	23570	1620	2331	8	245054	27063	81978	128	352933	0			14227	26	0	0	0	0	0	0	0	0	0		
150071															402534	0	134728	4252	2599	9	2348233	92975	368315	627	2853874	0	3001852	0	218011	259	0	0	0	0	0	0	0	0	7363		
150156																0	2711	212	0	0	13369	1626	1087	3	17167	0			1087	3	0	0	0	0	0	0	0	0	0		
150334																0	1376	91	0	0	51674	2237	6441	19	59491	0			585	2	0	0	0	0	0	0	0	0	0		
150352																0	2133	99	0	0	19847	2836	764	2	22744	0					0	0	0	0	0	0	0	0	0		
150727																0	12090	1234	0	0	167341	18122	100916	137	280347	0					0	0	0	0	0	0	0	0	0		
150754																0	5410	650	0	0	68378	7626	28063	48	101851	0			4216	8	0	0	0	0	0	0	0	0	0		
151331																0	81142	4109	3930	14	427030	31443	58890	86	570992	0			37599	43	0	0	0	0	0	0	0	0	0		
151546																0	2665	116	0	0	44811	5317	5357	10	52833	0					0	0	0	0	0	0	0	0	0		
151555																0	3338	130	641	2	46512	2547	10705	15	61196	0					0	0	0	0	0	0	0	0	0		
151751																0	9817	568	875	3	186808	13223	52969	85	250469	0			18709	19	0	0	0	0	0	0	0	0	0		
151818																0	59208	3969	3688	9	340730	35198	184357	206	587983	0					0	0	0	0	0	0	0	8000	0		
151957																0	8467	480	0	0	176546	9528	18690	38	203703	0			2169	6	0	0	0	0	0	0	0	0	12396		
152057																0	13079	361	1385	5	86341	8135	27520	57	128325	0			2869	8	0	0	0	0	0	0	0	0	0		
152235																0	31648	1479	2530	8	273045	20766	51383	96	358606	0			19421	24	0	0	0	0	0	0	0	0	0		
152253																0	11827	585	1623	4	80322	7467	25550	48	119322	0			3843	9	0	0	0	0	0	0	0	0	0		
152431																0	3436	206	0	0	50014	5658	6557	15	60007	0			0	0	0	0	0	0	0	0	0	0	0		
152440																0	5294	3098	0	0	70102	6920	1661	3	77057	0			0	0	0	0	0	0	0	0	0	0	0		
152673																0	2672	325	0	0	62396	6295	5904	11	70972	0			0	0	0	0	0	0	0	0	0	0	0		
152851																0	2615	251	0	0	41743	3737	5601	13	49959	0			986	3	0	0	0	0	0	0	0	0	0		
153054																0	18460	2732	639	1	227698	26088	40141	66	286938	0			3663	9	0	0	0	0	0	0	0	0	0		
153353																0	13062	877	0	0	156823	17580	73972	87	261070	17213			20151	29	0	0	0	0	0	0	0	0	0		
154154																0	12214	642	0	0	219777	28164	77128	118	309119	0			42143	51	526	0	0	0	0	0	0	0	0		
154257																0	502	56	0	0	11556	659	4778	14	16837	0	14444	0	2318	7	0	0	0	0	0	0	0	0	0		
154770																0	32078	2337	3289	9	201702	14342	57121	97	294190	0					0	0	0	0	0	0	0	0	0		
155245																0	26110	1020	1090	4	212707	21780	51429	70	291336	0			8548	16	0	0	4868	0	0	0	0	0	0		
155517																0	0	0	0	0	7798	85	65368	96	73165	0	71201	0	65118	97	0	0	0	0	0	0	0	0	0		
155759																0	1102	78	401	1	46634	4753	6682	13	54870	51					0	0	0	0	0	0	0	0	0		
155777																0	5270	180	0	0	75975	5651	17681	65	98926	0	97762	0	761	2	0	0	0	0	0	0	0	0	0		
156457																0	1076	60	0	0	20567	2624	2111	7	23754	0					0	0	0	0	0	0	0	0	0		
156635																0	4166	140	0	0	31989	2584	10060	15	46215	0	44565	0	4696	5	0	0	0	0	0	0	0	0	0		
156877																0	25526	695	4850	14	168547	7278	28554	74	227477	0	0	0	534	2	0	0	0	0	0	0	0	0	0		
156952																0	1843	167	0	0	37898	3172	9194	16	48935	0			0	0	0	0	0	0	0	0	0	0	0		
157155																0	2485	138	0	0	39347	3334	5513	10	47345	0			3371	6	0	0	0	0	0	0	0	0	1536		
157379																0	7824	570	517	1	58776	6437	3701	12	70818	0					0	0	0	0	0	0	0	0	0		
157650																0	3789	284	284	1	47003	6642	8696	19	59772	0					0	0	0	0	0	0	0	0	0		
157744																0	5552	284	257	1	80020	9766	27924	34	113753	0					0	0	0	0	0	0	0	0	0		
157838																0	35431	1950	1987	6	338029	26643	159306	172	534753	0	546188	0	22511	34	0	0	0	0	0	0	0	0	0		
157856																0	2095	94	0	0	26144	2795	9508	21	37747	0			2622	7	0	0	0	0	0	0	0	0	0		
157904																0	28138	1262	4185	10	272825	25685	107178	158	412326	0			14482	36	0	0	0	0	0	0	0	0	0		
158554																0	328	22	0	0	22960	2216	3925	10	27213	0					0	0	0	0	0	0	0	0	0		
158741																0	8293	611	501	1	82006	7973	14923	27	105723	0			1521	3	0	0	0	0	0	0	0	0	0		
158750																0	385	39	0	0	15001	209	7134	19	22520	0					0	0	0	0	0	0	0	0	0		
158947																0	11756	593	1582	5	161867	16996	60604	64	235809	0			1965	6	0	0	0	0	0	0	0	0	0		
158974																0	15918	1149	1824	5	118741	12006	23701	55	160184	0			973	3	0	0	0	0	0	0	0	0	0		
159636															144546	0	80486	2497	12559	33	1170706	18399	108937	148	1372688	0	1342198	0	30745	56	0	0	0	0	0	0	0	0	0		
159645																0	4155	317	0	0	31971	3714	3498	8	39624	0			1372	4	0	0	0	0	0	0	0	0	0		
159953																0	2735	105	1101	2	72846	4237	36677	56	113357	0					0	0	0	0	0	0	0	0	0		
