"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RIADG377	
401148																																																										0	1588	14028	0	32	0	45219	0	45219	14780	24039	0	2500	326213	0	0	2482	64541	12681	42154	65726	2234	12849	21306	7294	10251	8864	46677	37452	74637	42907	40574	580	0	0	0	0	0	0	0	0	772	0		0	0	2767	22661	53200	63701	0	0	0			822	1284																									0	0	0	0	0	0	0	0	0	0	0	0		0	3704	0	3704								
401447																																																										0	131	0		925	0			2060	198	2238	0	0	11112	0	0	0	2881	165	1827	3707	2	423	573	440	1320	123	1801	2708	2069	688	262	0								0	0			0	0	0	11	2503	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
401559																																																										0	1954	0		1607	0			2545	1533	781	0	1662	17933	0	1863	0	1857	29	849	3449	0	89	515	525	341	106	2352	1869	2202	1846	5294	274								0	40			0	0	0	2053	1076	173			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		6790		0	760								
401755																																																										0	6459	0		13003	0			14690	0	2155	0	251	125882	0	0	0	19606	1420	743	64112	4272	6453	2636	5312	190	0	17284	38153	9488	19619	20731	0								0	0			0	0	7696	31269	0	29333			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0							0	
401906																																																										0	0	656	14	0	0	15695	0	15695	15148	22841	0	1838	264696	0	265	0	161419	13472	5655	4970	1572	3648	1888	3506	47255	100217	20826	12390	15722	25472	25636	1419	0	0	0	0	0	0	0	0	483	0		0	0	825	3210	0	28830	0	265	0			764	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	14								
401951																																																										0	2394	0		1604	0			1055	0	649	0	0	6978	0	0	0	413	0	171	3155	140	9	155	0	10	0	1086	1929	2305	631	331	205								0	0			0	0	0	0	0	863			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
402462																																																										0	30	0		2712	0			2251	0	643	0	218	6677	0	0	0	64	0	64	3952	0	0	0	0	64	0	1772	3544	682	423	163	0								0	0			0	0	0	0	0	736			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	23								
402846																																																										0	8548	0		13336	0			2370	0	755	0	1548	31087	0	0	0	3736	42	2775	14960	0	2	141	255	3338	0	3005	11995	2405	2643	7303	0								0	20			0	0	0	0	695	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	37								
403067																																																										0	0	5714		0	0			17537	11874	22	0	0	110314	183	0	2120	7130	1104	2629	30832	2394	0	4313	187	0	0	46197	11037	13274	20515	2840	0								0	0			0	0	4117	4895	22386	33591			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		91530		0	2127								
403106																																																										0	5958	3532	0	0	20	16560	0	16560	12605	725	0	0	328787	175	0	4358	64367	15892	13029	44025	1040	2321	1926	4508	18989	35143	45225	23014	48554	60202	43085	23222	0	0	0	0	0	0	0	0	139	0		0	0	8203	17474	67899	114688	0	0	0			0	68	3479	0	50	863	454	0	18980	1117	0	0	7	0	3978	0	50	863	462	0	20552	1167	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0		103650	920	0	920								
403151																																																										0	82665	14324	32468	141296	0	120846	0	120846	1241	22838	0	6032	558048	0	0	0	22468	3331	17311	204001	1828	4229	4671	2051	3605	5978	105181	119995	66253	99168	129165	14933	0	0	0	0	0	0	0	0	429	0		0	0	2622	4486	38257	48349	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	16396	0	48864								
403254																																																										0	4014	84		812	0			2043	705	1552	0	0	28012	0	0	335	5146	0	307	6888	416	910	2798	260	0	0	2501	4788	10339	2918	526	705								0	135			0	0	2451	123	7089	3856			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	2								
403357																																																										0	5929	0		2014	0			2154	680	2405	0	141	18414	0	0	0	2607	132	0	6715	45	540	1820	181	0	0	3018	3112	7963	1540	174	0								0	16		0	0	0	112	232	1976	0			0			0	21																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	16								
403656																																																										0	215	0		6843	0			2114	0	9081	0	59	19926	0	0	0	1558	0	0	3226	0	0	79	34	487	958	785	2441	3585	8095	3119	343								0	0			0	0	0	0	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	56								
403937																																																										0	2915	0		3839	0			2325	0	992	0	115	19046	0	7228	0	1159	0	0	7102	175	185	515	284	0	0	2975	3767	3170	3558	3407	802								0	0			0	0	0	0	0	473			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
403946																																																										0	232	49843	154	0	109	102170	0	102170	49693	4646	0	4296	724520	0	0	18206	87190	20915	5300	188313	10423	13598	26065	18871	5316	7104	217444	111024	138861	76498	26347	53558	0	0	0	0	0	0	0	5989	465	0		0	0	5009	106148	83432	201365	0	0	0			4654	3326																									0	0	0	0	0	0	0	0	0	0	0	0	25193	0	267	2706	421							346	
404653																																																										0	1690	0		1287	0			681	0	5583	0	0	15383	0	0	0	4491	0	1614	1930	0	0	9	1577	472	2433	479	1451	1402	4218	2861	453								0	0			0	0	5	0	1604	23			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	19								
404943																																																										0	6045	0		7862	0			4398	0	2022	0	136	35672	0	64	0	6481	434	5	14579	229	1326	912	3805	176	0	4402	8622	5643	8384	1586	0								0	0			0	0	160	821	3050	4199			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		3967		0	0								
405959																																																										7645	794	9091	5509	0	0	363729	0	363729	16847	27621	0	0	986961	0	0	12227	108955	19293	7130	506439	32280	29768	13953	26087	5034	1824	268537	175854	206445	146583	54859	4395	0	0	0	7645	0	0	0	0	88	0		0	0	17250	75026	143090	179665	0	0	0			0	359																									0	0	0	0	0	0	0	0	0	0	0	0		0	12358	0	17867								
406022																																																										0	3112	5724		452	0			13932	11412	2944	0	568	144422	0	0	0	34940	1595	1300	52081	4042	7561	13300	4858	4429	0	24119	18409	30905	22463	11330	0								0	315			0	0	10760	2982	32221	23432			0			0	175																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	33								
406059																																																										0	1627	0		263	136			9301	0	11096	0	0	53305	0	0	0	1458	0	0	14929	105	191	1162	0	0	0	6791	12149	17861	14978	18	0								0	0			0	0	1784	5355	13127	8823			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		336	135								
406666																																																										0	8826	0		10403	0			13758	0	9459	0	176	79142	0	0	0	13334	0	832	21973	607	1336	4789	4170	2315	117	11191	13913	10668	11506	10793	7232								0	0			0	0	372	1050	11885	9841			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	38								
406974																																																										0	0	1450		0	4297			2332	2518	761	0	0	87483	475	0	0	2542	1496	1304	37378	1304	416	26	796	0	0	35838	6375	18301	21811	1447	26								0	264			0	0	673	28360	32481	15051			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	28531	0		0	30							44	
407168																																																										0	2793	0		17316	0			7575	0	1943	0	0	42697	0	473	36	1540	108	999	19331	86	180	62	169	547	496	8808	13105	6351	10130	2420	315								0	0			0	0	545	3097	2294	4829			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		750		0	184								
407506																																																										0	0	9573	0	0	0	46292	0	46292	69823	4291	0	0	640258	0	0	0	214388	30727	47320	16793	4591	11250	16889	18650	66199	94261	87886	31366	72358	101198	83537	33646	0	0	0	0	0	0	0	0	0	0		0	0	9675	25732	89740	139811	0	0	0			81	1020																									0	0	0	0	0	0	0	0	0	0	0	0		0	206	0	206								
407645																																																										0	10957	3998	0	6206	0	14516	0	14516	15874	3240	0	1135	153389	34	0	0	18153	8693	3924	45750	3457	2958	8739	1636	73	1064	41617	11446	41501	35522	3379	3	0	0	0	0	0	0	0	600	200	0		0	0	12811	11421	35214	10358	0	0	0			0	54																									0	0	0	0	0	0	0	0	0	0	0	0		0	47	0	47								
407850																																																										0	3103	0		2016	0			3338	0	1075	0	0	12041	0	0	0	0	0	0	4360	0	0	0	0	0	0	8732	270	2120	333	586	0								0	0		0	0	0	0	0	2444	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	65								
408147																																																										0	4810	0		2639	0			4995	61	2672	0	136	31980	1	0	0	9358	243	0	7672	249	397	2168	6497	0	0	3083	4169	5742	8560	227	171								0	0			0	0	563	0	3730	2765			0			0	47																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	9								
408307																																																										0	293	3262	0	0	0	5536	0	5536	18524	4743	0	0	173331	3	0	0	113518	6295	19030	1726	1506	3246	11871	6674	43518	46239	13526	1694	10308	8203	16646	9394	0	0	0	0	0	0	0	0	97	0		0	0	2321	111	8839	9678	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	117	0	117								
408642																																																										0	1911	1992	0	0	2705	21033	0	21033	234	236	0	0	189018	0	11071	0	7777	0	0	42047	5148	105	1881	255	388	0	86669	24802	44209	17142	2952	0	0	0	0	0	0	0	0	1518	0	0		0	0	0	17414	0	55714	0	11071	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	5456	64662	5456								
409265																																																										0	1326	0		3008	0			587	0	2414	0	4	11006	0	0	0	2866	0	0	3916	97	206	440	438	1681	4	1289	3460	1493	584	1309	0								0	0			0	0	0	0	0	801			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
409555																																																										0	1754	5366	0	0	551	2046	0	2046	16820	211	0	784	263612	1307	85	224	170087	8661	135067	19334	3972	10120	30824	71360	45538	7512	32325	5210	17062	20487	16651	0	0	0	0	0	0	0	0	0	746	0		0	0	7344	8415	20461	22069	0	85	0			0	1151																									0	0	0	0	0	0	0	0	0	0	0	0		142684	70	0	70								
409649																																																										0	3330	260		6502	0			3386	0	2619	0	0	20086	0	0	0	2033	0	1830	8294	277	687	1053	16	0	0	2536	6191	4649	4580	0	0								0	0		0	0	0	0	839	460	657			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
410159																																																										0	206	0		1928	0			943	0	771	0	38	5548	0	0	0	632	0	0	2180	26	0	53	535	18	0	663	1699	509	1573	321	0								0	0			0	0	0	565	458	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		7	0								
410560																																																										0	9582	941		29546	0			16205	0	4626	0	2058	93152	0	1655	0	14961	189	8881	35275	116	1022	2882	2799	2230	5912	14591	24012	10722	10792	17901	173								0	0			0	0	871	486	1191	10807			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	34								
410748																																																										0	823	10680		0	0			21240	3477	7921	0	450	183600	0	0	0	100767	2053	609	49847	3303	8038	19062	17356	52746	0	23899	18910	25294	7799	6919	0								0	0			0	0	6752	8493	0	20944			0			0	98																									0	0	0	0	0	0	0	0	0	0	0	0		49143		0	0								
410917																																																										0	5918	4309	0	427	452	18354	0	18354	1867	13097	0	0	167044	0	0	0	63270	1745	24124	30319	1580	3100	8209	16665	11577	21903	14927	20094	27058	19036	13785	6376	0	0	0	0	0	0	0	0	672	0		0	0	3841	8941	28794	15091	0	0	0			0	45																									0	0	0	0	0	0	0	0	0	0	0	0		0	540	178	540								
410944																																																										0	5062	0		3715	0			2738	449	1426	0	0	16593	0	0	0	2906	83	0	5088	20	401	812	1564	109	0	1236	3556	4241	3975	677	2								0	2			0	0	0	0	186	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		6558		0	26								
411053																																																										0	3155	1308		2881	0			1553	220	1420	0	0	20363	0	0	0	2241	302	0	6531	440	394	1301	106	0	0	2145	3552	6493	2873	961	359								0	70			0	0	69	459	4158	2527			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
411062																																																										0	2990	0		5341	0			5877	0	5604	0	8	25383	0	0	0	4828	8	1	9283	132	806	2713	315	862	0	2480	5865	5260	5081	1705	0								0	0			0	0	91	0	636	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
411231																																																										0	795	0		2270	0			4741	25	4839	0	418	25116	0	0	0	3643	205	0	11260	150	817	707	786	848	0	3886	6407	3493	4615	1561	903								0	0			0	0	642	0	6766	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	772								
411240																																																										0	8342	0		8679	0			745	349	955	0	143	24545	0	0	306	3675	146	3303	4368	0	279	741	180	1590	758	2218	11868	3585	2145	999	44								0	16			0	0	564	262	522	103			0			0	45																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	44								
411512																																																										0	1394	3067		191	0			17075	10006	779	0	0	122755	0	0	0	21480	3507	15139	11602	1212	1090	2821	7974	5129	2684	5770	6663	19633	36651	14217	16461								0	827			0	0	4441	6046	33155	20787			0			0	529																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
411549																																																										0	6571	0		11179	0			1163	0	2664	0	89	27621	0	0	0	4941	85	0	13076	211	1031	1529	1873	268	0	5015	8061	2657	4741	2044	0								0	0			0	0	0	0	921	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		3466		0	8								
411576																																																										0	701	1226		375	0			2908	845	2224	0	0	42010	0	0	0	30216	311	24183	3341	5260	1762	9977	9100	969	3148	3583	1986	2032	3316	833	12								0	0			0	0	0	0	1750	1452			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	2								
411624																																																										0	10953	1324		3285	0			4941	1747	4599	0	163	86035	0	2122	0	41538	1618	0	15781	2687	5752	8777	15256	2621	5625	4832	7605	11411	13126	4757	2388								0	0			0	0	1742	0	0	12003			0			229	707																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
411651																																																										0	9997	0		40691	0			3601	0	4861	0	925	71771	0	7113	0	1631	60	0	34353	28	398	378	223	547	57	6742	30587	9412	16401	5342	1530								0	0			0	0	0	0	2077	815			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
412135																																																										7500	11559	146441	18635	0	0	1056071	0	1056071	96136	7426	0	3934	3006771	0	12661	0	170295	6993	56049	1069342	25717	17223	23084	14578	4943	71054	1931718	130325	358231	257348	30209	1209	7500	0	7500	0	0	0	0	0	365	0		0	0	179153	170285	373307	649816	0	12661	0			1247	0	0	0	0	4118	0	0	0	0	0	0	0	0	0	0	0	4011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		777519	2842	93352	21477								
412153																																																										0	35946	77		45028	0			11955	0	5716	0	2020	114452	0	0	0	7917	365	315	42035	452	419	2044	2894	2108	0	49992	11720	12445	24929	6083	1366								0	0			0	0	559	15	3154	1623			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	77								
412452																																																										0	1254	0		1771	0			2547	30	3499	0	0	19236	0	0	0	3186	10	234	6284	286	297	701	988	914	0	2304	3740	2352	3424	4226	0								0	0			0	0	352	1203	3538	1794			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	52								
412555																																																										0	5409	0		13091	0			7537	389	1997	0	0	33719	0	1329	0	3629	0	634	11703	549	71	65	135	1255	1554	16976	1237	1449	1971	6235	2201								0	0			0	0	0	8	0	330			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
412667																																																										0	10543	0		17621	0			19337	0	4028	0	0	67704	0	0	0	6935	127	0	27204	3	234	109	573	3504	2512	31196	6929	5075	9397	6659	1401								0	0			0	0	506	3060	5227	215			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	105								
412751																																																										0	1524	15782	4979	276	3206	173645	0	173645	15550	30698	0	22220	1716003	0	0	0	237510	23646	128274	306092	19772	20839	47163	32963	101681	14649	260552	154245	439862	237410	334483	35586	0	0	0	0	0	0	0	1787	3517	0		0	0	40402	471766	413620	248429	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	10652	0	15631							0	
412845																																																										0	37224	1580		20980	47			16023	768	8880	0	558	148652	0	0	112	43826	2283	10760	26378	1345	2399	8316	17055	5143	9171	13774	21837	21144	36661	7194	4096								0	96			0	0	1395	396	7974	6488			0			0	21																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	181								
413141																																																										0	9911	3174	0	0	0	42	0	42	0	518	0	0	357311	0	0	0	261816	694	7879	18095	3579	9133	27989	27308	60929	117316	3076	7094	16242	21697	21838	16125	0	0	0	0	0	0	0	0	0	0		0	0	0	41569	29842	8724	0	0	0			0	9670																									0	0	0	0	0	0	0	0	0	0	0	0		223200	1021	0	1021								
413208	27560133	5400765	74774	41029	11210481	2380152	2149459	645	38407	76156027	0	105423	13482706	44215042	2144678	11206952	959156	1411913	348800	0	25585	6	15989	1621279	25276472	268145	39508	714795	126000	98000	0	133735	1024128	0	0	0	423888	1152534	0	0	0	422708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4506564	1354993	501	1300332	3767	48186		11175476	1801349	12976825	3510369	2087602	645	38407	74376217	0	133735		14738278	546080	8358347		1045573	3341956	1522821	2122400	2595932	2738343							25230			6	1329757			25276472	268145					63731	2603066	1125085	3633941			0			150173	566804	0	0	0	0	0	0	0	1024128	0	0	0	423888	0	0	0	0	0	0	0	1152534	0	0	0	422708															584259	4081798	588026								
413347																																																										0	1095	0		403	0			3370	0	1896	0	666	18990	0	0	0	9745	0	0	3590	633	552	2328	6048	184	0	1489	916	1737	4866	194	43								0	0			0	0	0	0	0	1813			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	2								
413543																																																										0	18554	376		12000	0			6675	155	4850	0	797	63404	0	0	0	13295	1664	13197	12090	78	325	1002	1274	4398	6218	5820	7990	8201	9440	11638	6558								268	43			0	0	0	69	0	4622			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		3639		0	36								
413646																																																										0	16452	3739		18479	94			27106	3248	12573	0	463	159284	0	31	0	41729	1909	4596	29071	1818	5495	23125	8311	631	1680	15186	22327	53023	23414	1449	563								352	286			0	0	1274	561	23934	6677			0			0	214																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	471								
413730																																																										0	3380	860		1881	0			2056	0	651	0	187	13562	0	0	0	1765	295	48	9849	214	508	125	104	814	0	3241	5889	574	440	1055	598								0	0			0	0	0	0	2484	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	3								
413758																																																										0	14863	0		21750	0			4337	0	3756	0	129	53420	0	2499	0	1499	0	0	25343	104	0	452	740	203	0	20883	6522	15474	6527	1531	984								0	0			0	0	0	0	0	4562			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	25								
413851																																																										0	1316	0		6847	0			2140	0	320	0	31	12255	0	0	0	1498	0	0	10073	0	0	121	24	741	612	9771	302	104	114	107	359								33	0		0	0	0	0	0	0	70			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
414102																																																										0	173	115		29	595			8638	0	5473	0	0	140083	23	0	0	63410	33955	0	19433	49	224	3970	18798	38892	193	10606	8554	12122	16438	26984	0								0	0			0	0	4321	300	19788	3769			0			64	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	135								
414652																																																										0	7670	0		22425	0			9263	0	4949	0	0	53171	0	1298	240	2835	27	21	23783	39	284	645	275	1564	28	8020	17597	6108	9537	6322	1654								417	148			0	0	0	140	3727	185			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	87								
414764																																																										0	1043	0		4185	0			19109	0	22953	0	0	112026	0	0	0	29967	828	627	22615	848	1058	5710	10777	11071	503	36589	4568	15868	16936	7840	240								0	46			0	0	1236	1664	16309	14072			0			0	101																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	614								
414858																																																										0	3822	2754		813	107			8297	0	8150	0	0	67528	87	0	0	26270	597	16622	9595	1029	1879	6181	5810	6163	5192	4888	6233	8497	10662	7172	3575								0	0			0	0	2024	505	8166	5298			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		27525		0	919								
415855																																																										0	1803	0		4227	0			540	0	500	0	0	8450	0	0	0	708	0	0	5203	120	150	342	35	61	0	4428	775	1340	686	513	0								0	0			0	0	0	0	306	366			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
416245																																																										37	50014	271019	6307	36087	4229	310422	0	310422	126193	69677	0	15432	2706484	0	0	1339	500784	50956	356983	718018	65185	126037	153571	84038	22649	32018	851861	225534	547633	418439	77599	4290	37	0	37	0	0	0	0	0	1228	3728		0	0	96626	210086	365168	548485	0	0	0			19346	10833	43220	0	1247	37593	512	2350	46889	6078	0	0	77	1013	89419	0	2682	46077	1073	2940	62501	11759	0	0	94	2913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47963	0	54270							0	
416272																																																										0	0	0		0	0			139	1372	1977	0	0	46780	0	0	0	33028	502	17729	1939	1066	10420	5926	1995	6321	6331	1838	865	2181	1082	4910	1071								0	31			0	0	486	1587	7649	0			0			0	310																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	9								
416339																																																										0	4591	778		14398	0			12889	356	1271	0	0	66091	0	4800	0	18743	204	2959	21375	1361	2387	3208	8095	349	2847	4696	12931	4035	8667	6663	8646								0	0			0	0	2180	0	108	5583			0			0	22																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	190								
416348																																																										0	7337	8564		6797	643			21659	572	9598	0	0	170657	0	0	0	49892	2875	0	58801	3012	8633	31366	5314	816	281	18925	28231	44570	26370	2546	0								0	0			0	0	3489	14496	33352	12026			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
416357																																																										0	1851	0		17947	0			1857	0	1315	0	0	23394	0	0	0	424	0	0	14980	0	0	316	108	0	0	15296	2838	2415	1620	177	83								0	0			0	0	0	0	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
416656																																																										0	41174	139		13177	0			10854	922	8997	0	0	148925	60	30132	1387	31279	814	16586	23780	1786	6114	14002	5863	2823	351	14146	21827	27153	27642	26213	212								127	0			0	0	1957	0	1387	7724			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	302								
416674																																																										0	173	6727	0	69	721	14590	0	14590	18024	2956	0	0	231082	0	0	3889	87536	4250	38340	65403	5492	19703	40759	2526	4116	13486	35979	36038	37816	12242	13922	3739	0	0	0	0	0	0	0	297	287	0		0	0	17772	18199	41337	18862	0	0	0			164	975																									0	0	0	0	0	0	0	0	0	0	0	0	0	71183	3	0	3							0	
417149																																																										0	4153	12535	0	756	719	18023	0	18023	6742	5758	0	0	274963	0	0	0	77614	3198	29295	168244	14154	30760	20552	1289	1374	6676	64393	81015	35602	8070	434	0	0	0	0	0	0	0	0	0	0	0		0	0	9606	47124	43712	45710	0	0	0			0	948																									0	0	0	0	0	0	0	0	0	0	0	0	0	106978	32	0	32							0	
417251																																																										0	6698	293		4251	0			3147	0	651	0	0	18058	0	527	0	1268	0	0	3982	108	116	456	513	75	0	5962	2154	3482	3544	1330	0								0	0			0	0	0	161	547	509			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	6								
417626																																																										0	618	23136	0	34	3300	22893	0	22893	906	10025	0	0	352246	0	0	0	141844	3711	0	60089	3442	1785	4026	12196	33381	87014	43669	11193	41109	72553	31854	5554	0	0	0	0	0	0	0	0	11	0		0	0	10409	27787	49549	61321	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	2								
417710																																																										0	488	0		253	0			677	0	4447	0	0	12171	0	0	0	4935	0	3393	1593	913	67	447	525	2893	0	833	661	1623	1534	2514	0								0	0			0	0	66	24	797	484			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
417859																																																										0	0	576		0	41			13460	0	9386	0	0	129159	171	0	0	8038	1433	1232	25943	445	835	3267	1089	2172	230	33392	15110	46323	19642	3586	33								0	0			0	0	3355	50877	16817	25322			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	66							0	
418100																																																										0	0	6154		0	0			5480	20757	876	0	0	197758	45	0	0	80516	3310	66093	11395	2817	19646	37475	10352	1217	3877	13435	14241	35294	6242	8666	31051								0	0			0	0	3468	5382	19052	52804			0			0	1575																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	4								
418249																																																										33	16343	15122	255	84236	1654	76513	0	76513	4119	11792	0	12458	390453	644	0	0	72686	10356	38050	130343	4777	3147	5079	5653	48581	5181	74432	72779	59396	74800	34732	564	33	0	33	0	0	0	0	0	2813	0		0	0	7310	7440	24688	34416	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		261305	5031	5486	5286								
418436																																																										0	152	15		256	0			1112	0	775	0	62	7434	0	0	0	3505	0	0	2070	228	369	172	153	2527	56	755	718	727	947	632	148								0	25			0	0	0	754	0	777			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	1								
418856																																																										0	440	0		736	0			1494	47	1074	0	0	11855	0	7	0	4418	156	1397	3448	208	725	1540	472	34	1093	1298	2721	1705	1099	388	0								0	6			0	0	235	354	1561	1314			0			0	346																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	13								
419255																																																										0	3663	0		1431	0			5217	34	10749	0	164	55012	4	9	0	21100	0	18039	8552	2876	10652	490	497	2795	3751	4879	11067	6840	5221	4826	881								0	11			0	0	736	1932	6006	3948			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		17543		0	16								
419406																																																										0	647	46127	0	5264	0	188322	0	188322	216189	171248	0	6341	1632653	0	0	13962	506735	20537	43700	550415	12208	107624	65545	31465	46432	238095	310720	119863	239764	104114	194283	148170	0	0	0	0	0	0	0	0	4004	0		0	0	29143	29308	293605	114521	0	0	0			0	3584																									0	0	0	0	0	0	0	0	0	0	0	0		650939	662	0	662								
