"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RIADG377	
1557																																																										0	7871	0		15776	0			1132	0	882	0	0	30090	0	0	0	2488	0	0	10299	96	64	696	631	1001	0	3048	7091	2524	7607	6286	1046								0	0		0	0	0	0	0	1936	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	5								
1632																																																										0	9735	16045	6804	5644	8142	86517	0	86517	43937	12125	0	8527	607627	0	876	2426	98411	12666	9313	186928	14053	17992	39174	5712	16668	1375	167810	79139	116071	37444	80309	8203	0	0	0	0	0	0	0	0	1307	0		0	0	19484	84288	100266	97166	0	876	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	363703	3545	284	10349							0	
1669																																																										0	359	195		1809	0			10072	0	12368	0	2180	83316	0	0	0	42834	1587	26481	8361	676	550	433	2293	18669	20150	3499	7463	6808	13840	8008	428								0	0			0	0	477	915	7427	2996			0			0	178																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	97								
1829																																																										2500	0	17806	0	0	0	23256	0	23256	7097	373	0	110	266608	310	25767	0	99916	15324	0	38132	1522	1470	6438	10394	39883	39912	30568	4572	37520	34487	49690	5772	0	0	0	2500	0	0	0	628	1483	0		0	0	834	2971	36860	31947	0	25767	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	46	0	46								
1856																																																										0	1093	0		581	0			8077	0	941	0	0	21563	0	0	0	1894	6	1696	9364	353	194	192	178	880	67	7660	1214	1936	3855	4282	243								0	0			0	0	656	0	2926	5389			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
2040																																																										0	5838	9625		1527	1708			11746	1940	4400	0	45	155286	0	0	0	30090	1322	305	55504	1555	7292	17420	2532	111	0	17684	28973	62291	11455	3997	258								385	7			0	0	666	14679	37919	35052			0			266	163																									0	0	0	0	0	0	0	0	0	0	0	0		27510		0	45								
2161																																																										0	82	0		3782	0			12811	0	8772	0	0	60095	1	0	0	30878	0	21428	19949	1864	9355	6335	5046	5540	2738	2562	6168	8230	5992	6125	140								319	0			0	0	664	0	2665	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	123								
2376																																																										0	0	326811	0	0	0	21686	0	21686	4722	292	0	0	1418008	0	0	4264	263742	26508	50759	95497	571	4117	13306	26485	96755	122509	63414	28611	119857	150409	525523	225281	0	0	0	0	0	0	0	0	0	0		0	0	27382	77818	82520	586527	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		918184	0	0	0								
2451																																																										0	6456	788		2288	0			3545	104	605	0	0	26374	0	0	0	6551	226	5304	3040	1018	1152	2	205	330	3499	10217	3832	708	210	1694	2930								0	0			0	0	23	2583	0	2406			0			126	227																									0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	799							0	
2554																																																										0	2359	0		1631	0			655	0	311	0	16	5557	0	0	0	511	0	274	1075	85	0	155	66	88	117	3012	59	193	797	871	114								0	0			0	0	0	0	74	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
2732																																																										0	160	86427	0	0	449	77993	0	77993	6686	4721	0	0	409337	357	0	0	21385	1595	7763	117549	5897	3778	4439	47	412	6812	113784	72761	119345	14390	5498	57480	0	0	0	0	0	0	0	0	0	0		0	0	11096	20153	99110	80233	0	0	0			178	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	135	0	135								
2750																																																										0	7735	448		23092	0			3337	0	1733	0	274	42658	0	0	0	2772	187	250	20246	555	420	924	688	52	0	17563	5656	4677	9301	497	788								0	181			0	0	415	228	585	1560			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		14278		0	111								
2938																																																										0	26025	23151	0	3006	3248	83166	0	83166	35362	7202	0	1786	463215	0	343	5330	81498	3909	12434	187087	7682	16882	36541	15401	3023	0	104256	82948	121064	38636	22938	1267	0	0	0	0	0	0	0	0	353	0		0	0	11961	36073	66671	79864	0	343	0			380	30																									0	0	0	0	0	0	0	0	0	0	0	0		190141	2811	34	2811								
3252																																																										0	19105	0		30313	0			10033	0	4905	0	3294	74717	0	155	0	813	0	547	0	27	446	47	99	164	0	19724	40344	7591	2379	2576	7								0	0			0	0	0	680	0	5269			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		19028		0	150								
3458																																																										0	4834	358		948	0			2923	0	726	0	0	13559	0	173	0	2558	25	0	3573	95	305	1641	320	17	180	1687	2407	2816	2251	328	1486								0	0			0	0	0	881	19	114			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
3720																																																										0	6392	266		5805	0			12023	3186	7550	0	1468	110768	0	0	1815	23879	806	863	35649	2258	2466	9890	7571	1607	87	17944	17112	16334	29278	4922	500								0	260			0	0	1042	9330	28755	9473			0			1529	0																									0	0	0	0	0	0	0	0	0	0	0	0		22984		0	533								
3953																																																										0	10700	1177		15535	0			40453	0	6048	0	0	115850	0	0	0	14161	3414	587	51245	4921	1991	3659	3322	40	0	49396	19326	15355	9706	3481	3								0	0			0	0	4590	457	14496	4733			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	27421		0	86							0	
4138																																																										0	382	1045		0	323			12465	3254	10241	0	158	128636	187	0	0	56515	1416	23557	15580	2468	11805	17769	11816	9611	2532	17527	15559	6895	16575	5558	7812								0	48			0	0	2536	9178	15041	16479			0			41	304																									0	0	0	0	0	0	0	0	0	0	0	0		6855		0	65								
4156																																																										0	12415	6481		9253	0			15906	1938	3071	0	0	143033	0	1053	0	33033	2450	446	39468	1947	3216	4497	4338	16420	2232	22185	18441	11062	32884	21352	924								0	0			0	0	8039	8789	18344	22261			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
4231																																																										0	13518	0		633	0			5608	0	8312	0	1753	85077	0	0	0	13895	0	0	42506	728	2014	7079	3330	447	0	16680	25000	18203	8845	947	0								0	0			0	0	212	130	12034	28954			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	28								
4437																																																										0	8224	1896		380	0			14605	8997	8577	0	402	169225	227	0	0	58814	4017	42561	33682	3332	7044	25695	15476	3661	1731	45441	11096	25401	18327	5175	0								0	3424			0	0	1299	13999	39331	5429			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		142006		0	58								
4839																																																										0	0	34966	0	0	0	8275	0	8275	5907	1810	0	0	231993	0	0	0	23856	1776	4456	113467	6120	3971	6365	6373	960	0	67902	40433	46724	49300	1586	0	0	0	0	0	0	0	0	0	468	0		0	0	6276	24183	61458	61621	0	0	0			0	66																									0	0	0	0	0	0	0	0	0	0	0	0	16099	27065	1397	0	1397							54	
5005																																																										0	0	14562	0	0	0	11830	0	11830	4729	290	0	0	291684	0	0	0	133358	7296	44730	32304	3451	5443	20042	12041	21313	66798	39024	7639	23522	40649	27286	5606	0	0	0	0	0	0	0	0	80	0		0	0	23828	13021	45683	36961	0	0	0			0	139																									0	0	0	0	0	0	0	0	0	0	0	0	20736	125188	46	0	46							117	
5069																																																										0	0	2511	0	0	0	2068	0	2068	1984	0	0	0	407849	1445	0	0	28585	10914	22376	305977	8751	6146	63	0	0	0	128946	188205	37721	706	3316	0	0	0	0	0	0	0	0	0	0	63		0	0	39760	26358	256074	41039	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		81142	1	0	1								
5135																																																										0	51319	2310	0	24345	0	21208	0	21208	0	10821	0	6056	224166	0	0	0	54606	1341	16959	139889	8035	19558	22208	966	3001	294	46978	66187	41277	4446	7225	3040	0	0	0	0	0	0	0	513	0	0		0	0	753	11488	29225	10181	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		40010	0	0	0								
5210																																																										0	9550	30183	0	3383	0	31828	0	31828	49891	11920	0	13865	661067	0	0	0	268191	28430	106674	33059	14082	22719	25050	27521	93464	83822	67243	30212	100865	107784	49876	25219	0	0	0	0	0	0	0	0	2056	0		0	0	7899	26930	97983	76248	0	0	0			0	1076																									0	0	0	0	0	0	0	0	0	0	0	0		124675	2710	0	2710								
5331																																																										0	0	67284	0	0	0	2080	0	2080	9585	251	0	0	144335	130	0	410	14473	433	1318	46316	597	1352	1845	8202	1041	1067	37083	18890	21854	45067	2988	0	0	0	0	0	0	0	0	0	112	0		0	0	1987	16878	4937	24368	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		35409	2077	0	2077								
5461																																																										0	10139	11243	0	1376	0	49292	0	49292	14530	9940	0	0	351994	274	0	26114	23390	2542	5042	112124	46	6623	5596	9475	1250	400	48369	57093	108229	101836	10381	364	0	0	0	0	0	0	0	0	595	0		0	0	3221	21718	88526	104129	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		92779	11627	0	11627								
5751																																																										0	7768	107		22357	0			5683	0	3785	0	563	51485	0	887	0	9471	56	1742	9485	194	340	1095	685	4136	2904	14234	1993	8031	7970	6725	504								0	9			0	0	0	267	381	148			0			0	111																									0	0	0	0	0	0	0	0	0	0	0	0		9369		0	3								
6039																																																										0	4614	165		3556	475			9997	0	4253	0	1737	59927	29	0	0	6712	1221	239	27844	1073	504	2435	991	1661	6	29442	7108	7312	3493	2433	2								486	77			0	0	372	6372	0	19957			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	437								
6141																																																										0	2738	0		2751	0			920	0	4202	0	272	22637	0	0	0	7596	0	1031	7978	803	409	634	3144	2578	0	2451	4315	1909	3544	2276	483								0	0			0	0	0	0	0	4111			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	47								
6329																																																										0	5872	729	0	4535	497	48117	0	48117	6465	78816	0	281	375548	0	0	0	76588	6037	1739	152322	8830	16153	36526	9798	2434	81	50434	78012	83733	55077	10178	0	0	0	0	0	0	0	0	1128	1585	0		0	0	26359	63659	33237	21430	0	0	0			1492	2539																									0	0	0	0	0	0	0	0	0	0	0	0	13132	7159	710	0	710							874	
6972																																																										0	9867	42977	251	5907	0	125213	0	125213	42460	1775	0	13019	709878	0	2291	7352	29004	4382	9074	219390	1021	3256	1500	4478	5660	9868	146019	118472	169010	102899	78756	6240	0	0	0	0	0	0	0	0	6166	0		0	0	22562	145188	63983	182318	0	2291	0			393	414																									0	0	0	0	0	0	0	0	0	0	0	0	124464	289423	12515	0	12766							273	
7009																																																										0	0	0	2600	0	0	58802	0	58802	0	183745	0	0	257034	0	0	0	0	0	0	220351	0	0	0	0	0	0	189842	30510	36684	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	0	11887	2600								
7045																																																										0	3753	0		5030	0			3444	630	11229	0	1453	69035	0	0	0	25651	392	22826	7046	208	627	3506	9222	5467	5731	1821	5509	12710	13757	4992	4261								440	12			0	0	92	1725	9890	5294			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
7157																																																										0	2724	203		2378	0			5763	0	3825	0	0	24755	0	0	0	8387	0	0	10845	564	1426	6247	150	0	0	2729	6126	5578	1132	162	393								0	0			0	0	0	0	0	1475			96			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
7456																																																										0	4949	0		6981	0			10108	0	1885	0	0	28990	0	0	0	2152	194	0	12600	81	274	986	811	0	0	10623	2052	4539	8288	1336	0								0	0		0	0	0	238	0	0	2476			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	7								
7634																																																										0	3343	0		1277	0			6492	0	4317	0	9	57506	0	0	0	16262	585	331	12836	2377	4347	8012	804	525	0	6215	10390	20718	3067	360	0								0	0			0	0	149	395	1352	23318			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		11471		0	7								
8033																																																										0	16160	667		4073	0			24194	0	6655	0	0	115153	0	0	0	25295	840	1227	53383	1952	5480	12360	5100	366	35	28380	17571	23938	15930	3529	64								0	0			0	0	7620	13739	12641	3006			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	25279		0	263							0	
8462																																																										0	1977	0		7422	0			8375	0	8140	0	528	29941	0	0	0	1361	49	0	8734	1	6	2	100	490	762	11844	3234	5540	4568	3013	369								0	0			0	0	0	0	1969	120			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
8631																																																										0	110	0		46	13			6653	0	7423	0	0	33693	0	0	0	15113	69	0	2904	52	22	219	419	7037	7266	1715	1115	2623	5190	7170	609								0	0			0	0	0	309	3933	0			0			42	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	37								
9357																																																										0	0	0	0	0	0	107962	0	107962	4859	4263	0	0	239170	0	0	0	74959	587	0	151640	72992	0	352	0	603	1011	102203	9407	20188	26430	5139	672	0	0	0	0	0	0	0	0	489	0		0	0	0	0	37927	8046	0	0	0			1531	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	78	0	78								
9553																																																										0	18875	845		27763	0			4324	0	1781	0	0	62876	0	0	0	6395	119	182	27146	417	844	1077	3266	791	0	41478	1775	2666	6806	3323	271								0	0			0	0	954	0	801	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	1019								
