"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	963	45	12	0	963	57	0			0	0	
242	174	0	7	0	167	0	0			0	0	
279	570	60	1	0	527	18	0			0	0	
354	203	0	7	0	196	0	0			0	0	
457	475	55	2	0	436	18	0			0	0	
505	4426	140	10	0	4348	72	0			0	0	
1155	2349	150	8	0	2207	16	0			0	0	
1351	1707	652	6	0	1120	71	0	0	0	0	0	
1454	3092	150	37	0	2943	38	0			0	0	
1557	381	0	0	0	381	0	0	0	0	0	0	
1632	11551	4577	70	0	12021	5117	0			0	0	
1669	1980	67	16	0	1955	58	0			0	0	
1829	4073	106	1	0	4121	155	0			0	0	
1856	241	15	0	0	229	3	0			0	0	
2040	3232	332	10	0	2896	6	0			0	0	
2161	571	10	8	0	562	9	0			0	0	
2376	24593	2500	0	0	22164	71	0			0	0	
2451	1948	881	0	0	1262	195	0			0	0	
2554	76	6	0	0	70	0	0			0	0	
2732	4664	900	10	0	4505	751	0			0	0	
2750	532	30	2	0	520	20	0			0	0	
2938	10976	1438	396	0	10447	1305	0			0	0	
3252	1235	150	82	0	1089	86	0			0	0	
3458	278	15	0	0	263	0	0			0	0	
3720	1455	14	2	0	1641	202	0			0	0	
3953	2352	500	1	0	1931	80	0			0	0	
4138	2683	1001	31	0	2766	1115	0			0	0	
4156	2481	384	159	0	2539	601	0			0	0	
4231	601	154	8	0	1138	699	0			0	0	
4437	3490	660	4	0	3094	268	0			0	0	
4839	3539	355	3	0	3519	338	0			0	0	
5005	2246	606	15	0	8634	7009	0			0	0	
5069	19327	0	0	0	19337	10	0			0	0	
5135	3531	135	12	0	3607	223	0			0	0	
5210	12768	859	5	0	11981	77	0			0	0	
5331	2486	250	0	0	2236	0	0			0	0	
5461	4324	609	6	0	3718	9	0			0	0	
5751	1077	0	1	0	1076	0	0			0	0	
6039	1111	100	10	0	1006	5	0			0	0	
6141	424	15	4	0	409	4	0			0	0	
6329	6255	4122	113	0	5414	3394	0			0	0	
6972	25100	16877	104	6753	26150	11278	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	806	75	7	0	776	52	0			0	0	
7157	192	0	1	0	192	1	0			0	0	
7456	426	0	0	0	426	0	0	0	0	0	0	
7634	1822	150	6	0	2900	1234	0			0	0	
8033	897	0	24	0	897	24	0			0	0	
8462	455	0	18	0	458	21	0			0	0	
8631	391	20	2	0	387	18	0			0	0	
9357	6417	150	0	0	6268	1	0			0	0	
9553	784	0	1	0	783	0	0			0	0	
9807	63530	5000	57	0	61520	3047	0			0	0	
9955	732	0	3	0	730	1	0			0	0	
10157	913	256	3	0	1907	1253	0			0	0	
10250	5657	1620	44	0	6283	2290	0			0	0	
10849	6419	675	18	0	6069	343	0			0	0	
10858	3336	268	38	0	9752	89	-6633	0	0	0	0	
11145	1947	225	4	0	1783	65	0			0	0	
11640	2701	159	214	0	2374	46	0			0	0	
11837	1042	300	0	0	1220	478	0			0	0	
12030	10119	900	1484	0	9867	2132	0			0	0	
12142	1622	15	44	0	1741	178	0			0	0	
12245	991	30	1	0	1153	193	0			0	0	
12311	1459291	229068	28567	0	1464576	262920	0			0	0	
12647	777	15	10	0	752	0	0			0	0	
12656	216	5	2	0	212	3	0			0	0	
12937	1232	57	0	0	1255	80	0			0	0	
12946	7994	1226	67	0	7176	475	0			0	0	
12955	827	114	2	0	991	280	0			0	0	
13037	2107	60	14	0	2041	8	0			0	0	
13103	10039	1110	49	0	9705	825	0			0	0	
13251	605	0	5	0	600	0	0			0	0	
13457	113	0	0	0	114	0	-1			0	0	
14052	790	65	4	0	737	16	0	0	0	0	0	
14155	1613	225	18	0	1414	44	0			0	0	
14454	588	20	0	0	592	24	0			0	0	
14650	204	23	8	0	187	14	0			0	0	
14753	503	0	0	0	515	12	0			0	0	
14865	3453	75	1	0	3434	57	0			0	0	
14977	328	0	0	0	328	0	0			0	0	
16337	19510	8503	74	0	13007	2074	0			0	0	
16458	2366	296	10	0	2106	46	0			0	0	
16551	2529	300	8	0	2365	144	0			0	0	
16748	456	7	3	0	447	1	0			0	0	
16944	189	0	1	0	225	37	0			0	0	
16953	138	8	5	0	125	0	0			0	0	
17110	720	0	0	0	720	0	0			0	0	
17147	88568	13869	832	0	92131	18264	0			0	0	
17259	208	0	21	0	190	3	0			0	0	
17464	60099	13500	1508	0	58586	13495	0			0	0	
17950	1946	147	2	0	1800	3	0			0	0	
18050	2310	120	27	0	2240	77	0			0	0	
18135	1384	53	2	0	1341	12	0			0	0	
18377	152	0	0	0	152	0	0			0	0	
18827	2978	209	4	0	2907	142	0			0	0	
18836	2090	590	63	0	1700	263	0			0	0	
18854	898	127	1	0	773	3	0			0	0	
18957	578	53	3	0	552	30	0			0	0	
19356	876	0	5	0	874	3	0			0	0	
19730	42815	6750	84	0	42606	6625	0			0	0	
19936	2971	450	11	0	3607	1097	0			0	0	
19972	240	0	0	0	240	0	0	0	0	0	0	
20053	893	103	9	0	904	123	0			0	0	
20370	4302	521	143	0	4393	755	0			0	0	
20512	619	2	10	0	629	22	0			0	0	
20633	2620	90	2	0	2530	2	0			0	0	
20857	379	20	0	0	364	5	0			0	0	
20866	11500	6110	0	0	7807	2417	0			0	0	
21256	137	2	0	0	135	0	0			0	0	
21359	141	0	0	0	141	0	0			0	0	
21630	349	0	0	0	349	0	0			0	0	
21658	1533	100	5	0	1435	7	0			0	0	
22048	2758	266	56	0	2512	76	0			0	0	
22356	2212	770	0	0	1679	237	0			0	0	
22459	1056	24	58	0	989	15	0			0	0	
22543	751	40	4	0	709	2	0			0	0	
22552	494	70	0	0	457	33	0			0	0	
22730	667	0	2	0	695	30	0			0	0	
22936	3855	518	19	0	3567	249	0			0	0	
22954	1195	60	63	0	1092	20	0	0	0	0	0	
23036	11969	6879	599	0	13839	7849	-1499			0	0	
23045	219	0	0	0	219	0	0			0	0	
23241	101981	52700	724	0	88670	40113	0			0	0	
23456	787	34	1	0	753	1	0			0	0	
23504	7032	1300	8	0	6045	321	0			0	0	
23540	977	158	0	0	861	42	0			0	0	
23643	1900	150	57	0	1918	225	0			0	0	
23755	1510	129	12	0	1552	183	0			0	0	
23812	22464	266	137	0	23217	1226	70			0	0	
24006	4944	221	2	0	4721	0	0			0	0	
24453	11324	7400	0	0	3924	0	0			0	0	
24659	382	150	4	0	349	121	0			0	0	
24668	1440	0	15	0	1466	41	0			0	0	
24855	77	0	0	0	77	0	0			0	0	
