"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
11145	0	281					1092	0	13835					9916	0	3402	0	9038	0	0	0									
11640	0	0					2941	0	86499					27500	0	24408	0	45367	0	0	0									
11837	0	0					613	0	56499					7000	0	49228	0	7271	0	0	0									
12030	0	0					3535	999	5618					0	999	5618	0	0	0	0	0									
12142	0	0					739	888	35959					0	0	4040	878	9759	0	0	6764									
12245	0	0					397	0	33802					7900	0	3736	0	13929	1135	0	0									
12311	0	50185	0	0	0	576429	304915	0	8604568	0	51418039	1503851	46133705	2784700	0	2620701	0	431441	49926	0	947725	0	862577	0	2623838	0	1384321	0	5150	
12647	0	0					310	8037	0					6200	1163	0	4257	0	0	0	0									
12656	0	0					29	705	0					0	705	0	0	0	0	0	0									
12937	0	0					830	0	622					0	0	0	0	0	0	0	0									
12946	0	0					2539	0	81851					19092	0	15977	0	44641	589	0	0									
12955	0	0					447	3251	8					2700	0	0	3251	0	0	0	0									
13037	0	0					545	0	44243					0	0	30457	0	3816	0	0	0									
13103	0	0					12036	443	204548					117757	0	53713	0	0	64595	8	7054									
13251	0	0					143	0	7552					0	0	3043	0	4502	0	0	0									
13457	0	0					0	0	4129					0	0	1486	0	2626	17	0	0									
14052	0	0					247	0	8242					1000	0	897	0	2543	0	0	0									
14155	0	0					585	0	6107					7200	0	765	0	3267	0	0	0									
14454	0	0					130	1989	4891					1000	0	0	1550	0	0	0	0									
14650	0	0					68	3250	26					0	3250	0	0	0	0	0	0									
14753	0	0					9	7013	13808					0	2051	4081	2947	7913	0	0	0									
14865	0	0					560	0	26665					5000	0	15144	0	8655	0	0	0									
14977	0	0					186	61	6628					1170	0	0	0	0	0	0	0									
16337	0	0					2358	0	65853					29000	0	29389	0	14817	0	0	2285									
16458	0	3011					795	27017	66440					76	1930	31182	25086	16082	0	0	0									
16551	0	0					2700	244	16418					16766	0	1936	244	9948	0	0	0									
16748	0	0					295	7226	11821					2000	0	760	7226	0	0	0	0									
16944	0	0					0	0	13089					0	0	3851	0	8404	478	0	0									
16953	0	0					0	110	9209					0	0	9209	110	0	0	0	0									
17110	100	0					219	100	15802					0	0	0	0	0	15802	0	0									
17147	0	0					36028	163485	473670					202229	0	4308	17495	239719	0	0	112826									
17259	0	0					366	4	24369					3500	0	5827	0	10194	0	0	0									
17464	0	0					10472	2008	142186					238305	0	6010	2008	0	459	0	0									
17950	0	0					1007	168	105199					5157	0	14174	150	20249	0	0	0									
18050	0	0					600	17707	79945					517	0	18660	17707	5118	0	0	0									
18135	0	0					1501	0	48679					26095	0	31464	0	17215	0	0	15623									
18377	0	0					147	0	8707					0	0	0	0	0	0	0	0									
18827	0	0					1096	0	65887					14000	0	25346	0	21649	12949	0	0									
18836	0	0					930	0	9018					5280	0	4230	0	2198	28	0	0									
18854	0	0					561	0	9998					0	0	9998	0	0	0	0	0									
18957	0	0					256	0	5066					1225	0	2581	0	2404	0	0	0									
19356	0	0					161	0	29823					2133	0	7160	0	3337	0	0	0									
19730	0	0					18195	5947	90469					81836	0	28591	3006	0	2163	0	0									
19936	0	0					860	3734	25870					0	0	2504	299	1081	0	0	4132									
19972	0	0					214	13894	0					0	5043	0	8687	0	0	0	0									
20053	0	0					503	0	11420					3000	0	8722	0	80	544	0	0									
20370	0	0					477	0	9129					7077	0	0	0	3660	0	0	0									
20512	0	0					1060	625	45023					10000	0	4138	250	14007	0	0	0									
20633	0	1000					1413	8642	32882					6000	1938	22519	0	1213	868	0	0									
20857	0	0					473	0	89664					4991	0	17574	0	51320	0	0	0									
20866	0	0					1630	0	14740					13818	0	1005	0	0	0	0	0									
21256	0	0					87	0	142					0	0	0	0	0	0	0	0									
21359	0	0					114	0	4814					347	0	969	0	2568	0	0	0									
21630	0	0					393	0	38853					4555	0	4079	0	4814	0	0	624									
21658	0	0					442	0	22943					253	0	22879	0	5	0	0	0									
22048	0	0					835	0	42061					15928	0	8557	0	841	0	0	5104									
22356	0	0					1567	0	97565					668	0	0	0	24534	14	0	14885									
22459	0	0					755	0	15543					6425	0	11397	0	4146	0	0	0									
22543	0	3539					184	0	7506					0	0	1759	0	1313	895	0	0									
22552	0	0					242	291	5211					2305	0	4437	291	766	0	0	0									
22730	0	0					317	0	25914					0	0	10002	0	12472	0	0	2793									
22936	0	301					1306	0	6929					6860	0	6544	0	0	0	0	0									
22954	0	0					1277	0	14427					9431	0	3965	0	4367	66	0	0									
23036	0	5138					0	0	85456					0	0	42341	0	1113	0	0	4462									
23045	0	0					212	530	22411					0	0	22411	530	0	0	0	0									
23241	0	8909					26299	0	356693					169720	0	0	0	24341	2716	0	142134									
23456	0	0					290	720	18324					230	0	993	0	9646	0	0	0									
23504	0	0					1205	121950	298859					0	19982	65807	62407	40522	0	0	16535									
23540	0	0					625	38687	43261					5000	38687	2908	0	27892	3275	0	0									
23643	0	0					266	300	38255					0	0	31402	300	6614	0	0	0									
23755	0	0					747	0	31151					2000	0	3439	0	9609	0	0	0									
23812	0	5020					11497	0	53332					101819	0	2028	0	3866	130	0	0									
24006	0	7263					1177	264437	95908					0	228656	57306	18767	6463	12	0	0									
24453	0	0					3724	0	9998					49611	0	9667	0	0	0	0	0									
24659	0	0					0	50	628					0	0	628	50	0	0	0	0									
24668	0	0					834	0	46040					10000	0	12577	0	33203	0	0	7837									
24855	0	0					29	0	0					0	0	0	0	0	0	0	0									
24949	0	20738					3167	0	32259					7600	0	0	0	11521	0	0	2944									
25357	0	0					3909	53791	8261					38000	0	0	0	971	0	0	0									
25647	200	0					0	2683	1414					0	0	1213	2483	201	0	2000	0									
26149	0	0					0	0	29892					0	0	5404	0	7432	0	0	1089									
26242	0	0					1983	0	104351					0	0	51540	0	52473	0	0	6248									
26457	0	0					0	0	4599					0	0	4283	0	316	0	0	0									
26765	0	0					2084	2259	76391					19000	0	4015	105	529	0	0	0									
26859	1000	0					494	1000	0					1306	0	0	0	0	0	0	0									
26916	0	0					5203	5	109396					60991	0	3033	0	5747	0	0	4041									
27548	0	0					4114	0	144424					32203	0	14563	0	22685	0	8958	0									
27614	0	0					1486	0	90973					3000	0	17134	0	31180	3728	0	0									
27847	0	0					2256	2491	122533					32813	0	5020	952	44107	0	0	0									
28152	0	0					325	4609	4935					2223	207	1827	3134	811	0	0	0									
28255	0	8076					409	0	26532					13700	0	2017	0	0	1	0	0									
28349	0	0					1450	7140	10011					17000	0	0	7140	0	0	0	5									
28406	0	758					4724	0	532795					0	0	207830	0	988	50340	0	0									
28572	0	0					1122	159	2304					10250	155	2232	0	0	0	0	0									
28732	0	0					216	0	17065					5000	0	5189	0	1482	0	0	0									
29104	0	150					10551	0	321913					160105	0	20033	0	6265	2757	420	93217									
29636	0	0					4837	0	285656					86922	0	149375	0	98913	0	0	103004									
29953	0	5915					1502	3226	5915					17470	0	0	3226	0	0	0	2979									
30052	0	0					108	0	0					2413	0	0	0	0	0	0	0									
30258	0	0					2560	0	35298					28496	0	1025	0	1543	0	0	1000									
30418	0	0					0	0	367507					0	0	0	0	433	0	0	199276									
30502	0	0					5325	0	132325					63000	0	47494	0	35292	5227	0	21181									
30650	0	0					1342	0	26640					19000	0	24807	0	1833	0	0	0									
30810	0	0	0	0	0	62921	49011	76401	1540827	1436	63054602	0	57993015	19511214	0	0	64779	0	190445	0	0	11622	0	0	0	0	1287461	0	0	
31134	0	0					649	0	24404					10000	0	4926	0	11237	0	0	0									
31255	0	0					1039	0	118836					12490	0	0	0	1610	0	0	8671									
31657	0	0					146	51614	0					0	2000	0	0	0	0	0	0									
31826	0	0					774	0	38738					1000	0	9740	0	17700	98	0	0									
31835	0	0					1167	0	22896					11050	0	5262	0	13897	926	0	0									
32234	0	6107					82	0	34459					0	0	28227	0	125	0	0	19729									
32766	0	0					24	15017	43					0	0	0	15017	0	0	0	0									
33147	0	0					2138	0	28409					12500	0	15034	0	13375	0	0	3186									
33259	0	60593					1387	3015	60593					14000	0	0	3015	0	0	0	3857									
33268	0	0					0	1200	70163					0	0	6683	1200	20618	0	0	0									
33549	0	0					0	0	7500					0	0	4234	0	1148	18	0	0									
33727	0	1406					1306	0	72210					45	0	14947	0	16269	0	0	15333									
33754	0	0					0	5499	14787					0	5499	8940	0	5847	0	0	0									
33839	0	0					122	0	5369					0	0	2745	0	2624	0	0	0									
33857	0	0					961	0	11509					11427	0	3052	0	0	0	0	0									
34153	0	0					3460	0	68879					29573	0	41227	0	0	0	0	0									
34359	0	387					412	0	12357					0	0	6587	0	3920	0	0	0									
34425	0	0					2239	0	33705					30000	0	3501	0	29598	0	0	4664									
34434	0	0					475	12562	52160					0	0	17581	12562	701	0	0	0									
34452	0	0					57	2738	23602					0	0	0	151	7751	0	0	0									
34537	0	4192					14918	10229	365986					50000	0	0	4233	2064	3035	0	100690									
34555	0	0					1966	0	73289					2300	0	12469	0	34369	0	0	0									
34742	0	0					758	0	28410					0	0	1019	0	3157	0	0	0									
34836	0	406					0	0	8101					0	0	7506	0	189	0	0	0									
35057	0	1031					1922	0	17588					3806	0	670	0	10792	0	0	0									
35301	0	8178946	3088262	464031	4893299	1976298	305537	17935977	63034562	0	103910871	33957658	54409470	15759132	500158	1128022	179643	6037739	526953	1882223	8871719	389406	2319313	180928	12769824	5823981	29163918	2880300	469518	
35570	0	0					74077	658706	520038					1138225	15219	10003	10258	0	0	0	675000									
35646	0	0					111	17760	4843					0	4409	1204	13351	2746	893	0	0									
35842	0	0					418	0	42442					3000	0	30550	0	3839	0	0	0									
36054	0	0					6191	925	1945					28746	0	0	925	876	0	0	0									
36344	0	0					2308	0	113020					15000	0	4539	0	21547	0	0	25223									
36456	0	0					209	66	16184					0	0	10598	65	4471	0	0	0									
36858	0	0					774	0	106759					3989	0	69851	0	0	0	0	13920									
36933	0	0					209	0	13392					92	0	5477	0	2916	0	0	0									
37051	0	0					279	0	5853					2500	0	0	0	851	0	0	0									
37341	0	0					19	95	0					0	0	0	95	0	0	0	0									
37378	1676	541					513	4816	3576					0	243	502	0	209	0	0	0									
37435	0	0					2430	2000	223154					0	0	110045	2000	18430	3000	0	18985									
37640	0	0					10621	2101	257617					78038	0	5040	2101	22950	0	0	38358									
37659	0	0					0	4579	3099					0	0	2784	4579	0	0	0	0									
37743	0	0					276	0	17868					0	0	0	0	15825	0	0	0									
37949	0	0					696	0	49939					5255	0	11877	0	26024	0	0	8617									
38535	0	0					1527	0	80685					18000	0	2598	0	31161	0	0	7118									
38740	0	0					2032	0	35072					25140	0	6596	0	11132	0	0	0									
39327	27495	26105					0	39166	26501					42	8001	0	3670	396	0	0	6235									
39420	0	0					4985	0	248112					42504	0	64695	0	23099	0	0	1589									
39475	0	0					11009	0	45169					68661	0	3171	0	20448	2861	0	0									
39756	0	0					4953	0	18512					42238	0	1037	0	2330	0	0	5426									
40033	0	0					434	356	26172					0	0	8836	210	3179	3	0	0									
40350	0	0					262	1331	5907					1863	0	5527	1331	380	0	0	0									
40707	0	0					1060	828	10686					3681	828	4875	0	1700	0	0	0									
40855	0	0					586	0	5511					5000	0	695	0	4816	0	0	0									
41245	0	850					45	6634	1909					0	1100	1059	5507	0	0	0	293									
41553	495	1274					99	1699	42194					0	0	40920	1194	0	0	0	0									
41629	0	0					891	0	11451					12000	0	3500	0	4442	0	0	0									
41647	0	37713					6759	0	164254					73600	0	0	0	5106	0	0	21079									
41759	0	0					66	0	12863					0	0	4470	0	6160	0	0	0									
41825	1000	1001					0	2001	44878					0	1001	23931	0	0	0	0	0									
41937	0	0					130	0	21005					47	0	6620	0	6745	0	0	0									
41955	0	0					214	631	8918					1455	0	4697	624	0	0	0	0									
42037	0	0					0	0	4784					0	0	785	0	2700	0	0	0									
42055	0	0					412	607	15233					0	0	2998	180	0	0	0	0									
42354	0	0					240	0	44547					0	0	12707	0	7409	0	0	0									
42420	0	0					53001	31891	1043471					745189	0	75018	31785	158166	6257	0	162990									
42448	0	803					3509	0	114142					57544	0	32532	0	78015	2792	0	0									
42457	0	0					2	8263	0					0	5005	0	2052	0	0	0	0									
43052	0	0					1426	0	17695					10037	0	9749	0	16	441	0	0									
43351	0	1138					0	0	2128					0	0	0	0	636	0	0	0									
43454	0	0					25	0	3868					0	0	3818	0	50	0	0	0									
43511	0	0					3727	0	60690					30834	0	12531	0	0	0	0	0									
43744	0	0					661	0	6969					10500	0	3037	0	917	0	0	0									
43856	0	0					163	1614	12930					0	0	5285	1614	2432	29	0	0									
43959	0	6077					56	0	53981					0	0	13778	0	15696	0	0	0									
44040	0	0					1702	0	85127					95	0	27145	0	3810	193	0	0									
44134	0	14999	0	0	0	0	0	0	195607	0	2018875	48096	1766397	40000	0	32126	0	10675	0	0	924	0	116251	0	6967	0	14589	0	0	
44433	0	1905					4077	0	47498					47500	0	0	0	0	2361	0	1237									
44741	0	0					1155	28932	38674					0	0	26827	28932	6300	5547	0	9261									
44750	0	0					960	0	32090					5000	0	9590	0	9804	154	0	0									
44929	5019	9129					1237	5019	11470					0	0	1303	0	1016	0	0	0									
45038	0	0					229	3601	36018					3250	0	11858	3601	17909	0	0	5016									
45047	0	0					764	0	9180					1334	0	5000	0	377	0	0	0									
45056	0	0					182	1233	8096					100	0	3325	1203	4160	0	0	0									
45430	0	0					664	3455	5922					9169	0	0	3455	0	0	0	0									
45458	0	0					34	0	2280					0	0	2280	0	0	0	0	0									
45551	0	2010					2427	0	116788					13806	0	78458	0	30186	0	0	44502									
45560	0	0					2454	39496	91812					27636	31852	0	7644	6424	0	0	0									
45775	0	0					1320	11965	0					10000	6008	0	720	0	0	0	0									
46053	0	0					1853	0	53020					2025	0	21024	0	7030	0	0	457									
46941	0	0					516	7918	36941					4042	0	21631	7918	2022	0	0	0									
47153	0	0					0	4842	0					0	3798	0	1044	0	0	0	0									
47247	0	0					1669	1026	57877					27100	0	13844	933	21916	0	0	0									
47256	0	0					214	0	3291					0	0	1796	0	1495	0	0	0									
47452	490	13745					36	490	17076					2000	0	0	0	217	0	0	0									
47500	0	1037					2207	0	32371					22500	0	17429	0	1116	7685	0	0									
48057	0	14996					320	0	30251					0	0	4815	0	10028	0	0	0									
48150	0	0					120	0	2241					625	0	1529	0	547	0	0	0									
48374	0	0					6253	681	17990					103213	0	14688	0	0	3050	0	1611									
48440	0	0					378	0	17221					4500	0	2838	0	6738	0	0	0									
48730	0	0					1433	9009	9875					0	4995	0	4014	0	7977	0	0									
49054	0	0					942	0	12909					6500	0	12909	0	0	0	0	0									
49148	0	0					403	0	51886					0	0	14194	0	13004	0	0	0									
49241	0	0					2779	23925	49532					24474	16588	30878	4156	11879	0	0	0									
49344	0	759					2374	500	9926					39850	0	2947	0	4514	0	0	0									
49643	0	0					451	12432	0					0	308	0	9375	0	0	0	0									
49652	0	0					460	0	38721					2454	0	17266	0	21455	0	0	0									
49821	0	0					3934	0	116121					53695	0	20021	0	50996	502	0	21000									
49858	0	0					243	0	7157					37	0	7001	0	0	0	0	0									
49951	0	0					0	0	14008					0	0	0	0	14008	0	0	0									
50144	0	0					196	16889	0					0	1512	0	8105	0	0	0	0									
50461	0	0					0	818	0					0	0	0	818	0	0	0	0									
50546	0	0					38	0	13059					0	0	4044	0	170	0	0	0									
50854	0	0					0	1684	19651					0	0	997	1684	4261	0	0	0									
50957	9090	0					1291	14294	0					11325	5204	0	0	0	0	0	0									
51253	0	0					648	0	32449					17263	0	0	0	20805	0	0	0									
51356	0	6521					0	0	24952					0	0	18431	0	0	0	0	0									
51459	0	0					432	0	84598					1146	0	32853	0	22391	0	0	0									
51730	0	0					94	2160	9561					0	791	7840	0	0	409	0	0									
51842	0	0					1286	0	14808					19153	0	0	0	14796	12	0	0									
52410	0	0					376	0	30001					3265	0	6714	0	16091	0	0	0									
52719	0	0					4891	205302	0					371775	0	0	205302	0	0	153354	0									
52951	0	0					250	0	19361					0	0	5850	0	7170	0	0	0									
53015	0	0					9	14787	0					0	5398	0	9389	0	0	0	0									
53033	0	0					3912	0	610577					0	0	0	0	16160	0	0	150851									
53051	0	0					5	24065	0					0	0	0	0	0	0	0	0									
53239	0	5023					0	0	27522					0	0	0	0	11945	0	0	0									
53453	0	0					140	0	26270					0	0	2924	0	5780	0	0	0									
53752	0	0					47	14259	14099					0	1792	0	490	0	0	0	0									
54049	0	0					520	463	6868					4000	0	502	463	0	0	0	0									
54058	0	0					975	0	61352					6428	0	9302	0	16056	0	0	0									
54357	300	0					0	311	17					0	0	0	0	0	0	0	0									
54375	0	0					6187	0	138116					35015	0	0	0	48587	247	0	50914									
54441	0	0					136	0	9382					2000	0	6173	0	1251	0	0	2225									
54656	0	2334					631	0	234125					5000	0	0	0	92798	0	0	0									
55176	0	0					2473	11227	258					39100	1500	0	0	0	0	0	0									
55336	0	10304					1170	0	71519					419	0	58244	0	2971	0	0	0									
55635	0	0					315	0	9123					2590	0	4120	0	3138	0	0	0									
55653	0	1004					617	0	31408					5360	0	16372	0	8357	0	0	9874									
56258	0	0					315	0	43473					800	0	38664	0	301	0	0	0									
56351	0	30211					1960	89930	208479					528	0	53976	45114	3304	0	0	0									
56427	0	0					342	0	22148					0	0	11934	0	0	0	0	0									
56548	0	0					1672	0	17779					1500	0	6996	0	4511	134	0	0									
56557	0	0	0	0	0	2405	14371	285	530119	0	2337994	135289	1996752	0	0	72209	0	1749	0	0	142944	285	374362	0	0	0	79369	0	25	
56717	0	0					1741	0	94972					21947	0	24300	0	27254	120	0	17584									
57040	0	0					9	0	22849					0	0	10056	0	12791	2	0	0									
57228	0	0					486	0	12593					0	0	6482	0	1975	9	0	736									
57255	0	1005					30	1127	14961					0	0	9284	1127	2766	0	0	0									
57451	0	0					1036	0	185052					14000	0	47440	0	37406	0	0	62239									
57572	0	0					1110	0	12250					15162	0	1550	0	0	8	0	0									
57956	0	0					126	1229	36954					0	0	8827	1229	10251	116	0	5735									
58074	0	0					2942	0	21954					26500	0	13960	0	179	7	0	0									
58207	0	499					778	0	23262					3842	0	5134	0	5915	879	0	790									
58225	0	2641					577	0	36154					5000	0	7047	0	21990	0	0	0									
58243	0	30030	0	0	0	0	26235	236516	347068	0	5280379	434386	4429895	127855	22945	189154	34275	325	8853	0	343113	60073	6946	119223	111735	0	0	0	25	
58355	0	0					0	0	7					0	0	0	0	0	0	0	0									
58551	0	0					0	0	64537					0	0	14221	0	13715	0	0	0									
58636	0	0					988	0	49032					17083	0	30341	0	3098	0	0	0									
58757	0	0					178	0	10529					1075	0	4401	0	5718	0	0	0									
58971	0	9739					15660	0	831920					20144	0	204601	0	44206	0	0	192928									
59316	0	0					3583	169	125238					43196	0	38374	169	34952	450	0	21585									
59352	0	0					118	0	142248					0	0	0	0	32653	0	0	0									
59679	0	0					194	0	1587					0	0	0	0	0	1587	0	0									
59754	0	0					218	0	2092					0	0	500	0	1592	0	0	0									
60143	0	99962	0	0	0	32	610131	0	7293434	0	55941569	603906	49592044	7035730	0	0	0	44813	42413	0	360476	0	6016804	0	281856	0	807554	0	0	
60330	0	0					3434	0	45996					39700	0	15468	0	14898	0	0	0									
60433	0	101					253	0	8157					0	0	4994	0	0	0	0	0									
60545	0	0					120	0	70715					30	0	68449	0	0	0	0	0									
60554	0	0					240	0	15664					560	0	3505	0	11945	0	0	0									
60648	0	997					1003	229	4581					11	0	1107	229	1250	0	0	0									
61122	0	0					13861	0	158862					217160	0	22360	0	89944	0	0	41748									
61355	0	0					3205	367	172433					32000	0	79916	367	75335	0	0	10088									
61476	51	0					1255	1410	15402					2206	0	8460	0	1899	796	0	0									
61533	0	0					3454	487	113823					50000	0	1496	487	1877	59	0	0									
61757	0	0					41	2150	38998					0	0	38998	1472	0	0	0	10527									
61832	0	0					1600	0	34221					12000	0	33134	0	1087	0	0	0									
61953	0	0					149	9135	12573					0	1500	10588	7634	1985	0	0	0									
62044	0	0					401	1501	1470					173	1501	1470	0	0	0	0	0									
62110	6996	0					81	6996	0					0	0	0	0	0	0	0	0									
62147	0	0					770	0	10346					2000	0	0	0	2933	72	0	0									
63050	0	0					0	0	28019					0	0	9064	0	9535	0	0	0									
63069	0	15100	0	0	0	238919	123217	0	3907223	0	19744141	0	17764556	10730	0	611316	0	365826	1139	0	175000	0	448293	0	2156029	0	70601	0	0	
63078	0	24115					2430	0	96217					10000	0	52483	0	17915	0	0	0									
63201	300	0					19	30784	6147					0	3977	4026	16290	611	0	0	0									
63359	0	41933					0	0	74468					0	0	0	0	32535	0	0	0									
63573	0	0					3152	0	39788					8000	0	34970	0	0	0	0	0									
63733	0	0					917	0	173208					15521	0	98808	0	74392	8	0	0									
63742	0	0					318	0	80					7334	0	0	0	0	0	0	0									
63751	0	0					35	0	1120					112	0	1120	0	0	0	0	0									
64150	0	0					209	4185	5181					1998	0	2904	4185	0	1330	0	0									
64543	0	0					2707	0	76297					49433	0	0	0	34178	0	0	0									
64552	0	0					824	1	12253					505	0	0	0	2953	0	0	0									
64619	0	0	0	0	0	0	8292	337355	424298	0	2156880	581	1984109	123290	77710	216355	75052	23758	0	0	21060	158050	21435	26293	36700	0	126050	250	0	
64730	0	0					1116	0	60286					16800	0	49887	0	6234	0	0	0									
65205	15055	0					2556	135217	134122					0	120162	0	0	0	7212	0	0									
65241	0	0					1184	600	16571					18500	0	7535	600	3167	0	0	0									
65513	0	0	0	0	0	0	375	66837	48718	0	422880	0	374448	65000	0	0	149	890	0	0	0	0	1	0	0	50313	21458	16375	26369	
65559	0	4996					541	0	122304					712	0	23304	0	32640	12	0	0									
65746	0	0					6424	0	47316					44849	0	22049	0	2971	5000	0	7603									
65858	0	0					7412	0	433004					55519	0	38645	0	20371	0	0	0									
66015	0	0	0	0	0	0	0	0	70169	54251	364358	0	358871	35890	0	16735	0	0	0	0	10000	0	1183	0	52251	0	0	0	0	
