"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
6039																																							8844	2084	0	0	4708	0	1644	1421	2516	80633	71554	451	72005	0	1111	0	0	0	8628	469	80633	0	0	2529	0	0	5600	0	9367	62187	1	1231	0	59927	58816	30	600	0	0	0	8628	
6141																																							0	4182	0	11838	0	0	188	10	745	49575	44816	106	44922	0	424	0	0	0	4652	400	49574	0	0	452	0	0	3800	0	11536	33280	1	1231	0	22636	22212	0	10400	0	0	0	4652	
6329																																							25083	14035	0	0	37884	0	17028	5941	15170	486846	449816	2808	452624	0	6255	0	0	0	34222	2600	486846	0	0	15846	0	0	15400	0	100396	349420	2	1231	0	375548	369293	376	2412	0	0	0	34222	
6972																																							16336	13250	228	71028	42766	0	34879	959	22059	886283	739843	11003	792346	0	25100	0	41500	0	93937	2600	886283	0	0	18454	0	0	76637	0	147941	591902	2	1231	0	709878	684778	-3754	0	0	0	0	93937	
7009																																							2077	301	0	0	329495	0	565	0	10143	599641	544292	6310	550602	0	0	0	0	0	49038	500	599640	25	0	44293	0	0	552	0	63558	480734	2	1231	0	257035	257035	3693	0	0	0	0	49038	
7045																																							0	9372	0	21158	19041	0	1709	0	2156	121664	106842	482	107324	0	807	0	0	0	14340	100	121664	0	0	11674	0	0	2325	0	16458	90384	1	1231	0	69035	68228	241	0	0	0	0	14340	
7157																																							0	603	0	0	15717	0	148	39	722	45143	40360	416	40776	0	192	0	0	0	4367	200	45143	0	0	3829	0	0	200	0	3862	36498	4	1231	0	24755	24563	138	3351	0	0	0	4367	
7456																																							55	702	0	1209	15191	0	492	30	1054	51133	44782	89	46371	0	426	0	1500	0	4762	400	51133	0	0	1114	0	0	2900	0	9341	35441	1	12 31	0	28991	28565	348	3835	0	0	0	4762	
7634																																							868	8153	0	13	6495	0	832	678	1038	73761	67746	214	69960	0	1822	0	2000	0	3801	200	73761	0	0	-2407	0	0	5950	0	5630	62116	2	1231	0	57506	55684	58	0	0	0	0	3801	
8033																																							2495	1878	0	0	6266	0	2982	0	4129	134631	96705	1622	120986	0	897	0	22659	0	13645	774	134631	0	0	8396	0	0	4476	0	20252	76453	1	1231	0	115153	114256	-1	2625	0	0	0	13645	
8462																																							0	11079	0	0	69635	0	365	0	1160	118775	103562	191	103753	0	455	0	0	0	15022	350	118775	0	0	12859	0	0	350	0	20906	82656	4	1231	0	29941	29486	1463	7050	0	0	0	15022	
8631																																							259	2342	0	0	13005	0	1543	716	2602	55276	48532	339	48871	0	391	0	0	0	6405	500	55276	0	0	5119	0	0	800	0	14490	34042	1	1231	0	33693	33302	-14	1507	0	0	0	6405	
9357																																							436	5974	2941	0	25504	0	899	0	3156	295234	211485	1462	234446	0	6417	23238	15800	0	60788	500	295234	0	0	8392	0	0	51847	73070	70418	141067	1	1231	0	166100	159683	49	333	0	0	5699	60788	
9553																																							8622	1366	0	0	9758	0	1136	0	3181	86605	69207	927	77937	0	784	0	7803	0	8667	400	86604	0	0	7035	0	0	1200	0	10177	59030	2	1231	0	62876	62092	32	450	0	0	0	8667	
9807																																							283624	16612	0	319488	73254	17	9599	124525	126293	2614473	2038178	8348	2414683	1500	63530	0	305996	0	198290	20000	2614473	0	0	134778	0	0	112272	0	48260	1989918	1	1231	0	1724591	1661061	-68760	0	0	0	62161	199790	
9955																																							19140	2078	601	0	25001	0	1682	0	2397	101764	80110	180	90046	0	732	0	9756	0	11718	110	101764	0	0	8375	0	0	3023	0	13406	66704	4	1231	0	51597	50865	210	0	0	0	0	11718	
10157																																							38	1152	0	74	9899	0	193	600	1691	33383	29957	98	30055	0	913	0	0	0	3328	250	33383	0	0	470	0	0	2560	0	6448	23509	4	1231	0	19719	18806	48	930	0	0	0	3328	
10250																																							29200	10515	0	0	49677	0	12449	14828	8328	488458	412410	1239	446899	0	5657	0	33250	0	41559	1500	488458	0	0	11099	0	0	28200	0	41711	370699	4	1231	0	364898	359241	760	4220	0	0	0	41559	
10849																																							80	6014	0	56176	0	0	4114	7613	9210	308237	260494	667	281258	0	6419	694	20097	0	26979	16	308237	0	0	15467	0	0	11496	0	22904	237590	1	1231	0	230755	224336	0	0	0	0	0	26979	
10858																																							15021	6224	0	0	59698	0	6366	926	6430	408438	317933	3862	366859	0	3336	2957	10724	0	41579	2500	408438	0	0	23747	0	0	14755	0	53719	264214	2	1231	0	314152	310816	577	0	0	0	34340	41579	
11145																																							8635	3138	0	0	13835	85	5139	1262	5944	166239	138995	474	149385	0	1947	450	9916	0	16854	1000	166239	0	0	11650	0	0	4000	55	16493	122502	7	1231	0	128043	126096	204	1600	0	0	0	16854	
11640																																							12737	10001	0	0	86499	0	5883	638	14691	323879	264917	2105	294522	0	2701	0	27500	0	29357	650	323879	0	0	6090	0	0	21420	0	45161	219756	1	1210	0	194131	191430	1197	2000	0	0	0	29357	
11837																																							4526	1281	0	0	56499	0	882	2380	2806	112584	94747	185	101932	0	1042	0	7000	0	10652	314	112584	0	0	-69	0	0	10686	0	4878	89869	2	1231	0	45252	44210	-279	0	0	0	0	10652	
12030																																							20264	7845	137	999	5618	0	3295	4460	10602	335415	299206	1532	300738	0	10119	721	0	0	34677	300	335415	0	0	34082	0	0	300	0	27817	271389	1	1231	0	287633	277514	-5	3960	0	0	0	34677	
12142																																							769	11380	0	888	35959	0	6424	166	3654	166555	138390	2198	147352	0	1622	0	0	0	19203	1250	166555	0	0	4962	0	0	13250	0	37693	100697	4	1231	0	104937	103315	-259	4000	0	0	6764	19203	
12245																																							1556	1611	0	0	33802	0	1560	258	1751	122223	99031	851	109387	0	991	0	7900	0	12836	1419	122223	0	0	7339	0	0	3581	0	13319	85712	6	1231	0	82676	81685	497	0	0	1605	0	12836	
12311	840517	676154	452853	0	8604568	0	484910	151090	3671063	51418039	562372	47637556	597539	1459291	388920	2784700	1554551	3182944	39999	51418039	334405	236109	-2223263	218955	0	5505855	327408	2	0	36726487	35267196	-139647	0	947725	3780483	1503851	0	1503851				0	8604568					51418039	40048048		47637556				2784700					334405	236109						2974775	37073273		1231					0	0	200	947725		
12647																																							429	10356	0	8037	0	0	4238	239	1488	93506	77932	314	84446	0	777	0	6200	0	9060	125	93506	0	0	1670	0	0	7265	150	9220	68712	1	1231	0	69346	68569	0	0	0	0	0	9060	
12656																																							108	345	0	705	0	0	205	0	232	14537	13235	36	13271	0	216	0	0	0	1266	72	14537	0	0	806	0	0	388	0	2655	10580	4	1231	0	12418	12202	0	740	0	0	0	1266	
12937																																							15314	4055	0	0	622	0	11635	0	2273	196915	162262	1352	163614	0	1232	0	0	0	33301	750	196915	0	0	27207	0	0	5250	0	23338	138924	1	1231	0	164248	163016	94	0	0	0	0	33301	
12946																																							2224	8822	1932	0	81851	33	12450	2319	20476	657304	564373	5694	589159	0	7994	9959	19092	0	68145	1	657304	0	0	50220	1128	0	17119	149	58274	506099	2	1231	0	523465	515471	805	490	0	0	0	68145	
12955																																							11939	1892	0	3251	8	0	2952	764	1721	132167	117235	287	120222	0	827	0	2700	0	11946	1567	132168	0	0	2146	0	0	8233	1079	21406	95829	4	1209	0	104913	104086	0	4475	0	0	0	11946	
13037																																							182	2989	1100	0	44243	0	4473	1126	3907	159262	134272	318	134590	0	2107	7116	0	0	24672	900	159262	0	0	6184	0	0	17314	0	27562	106710	2	1231	0	93776	91669	274	2457	0	0	0	24672	
13103																																							21055	12413	4276	443	204548	0	16407	1187	36403	1186003	878849	17082	1020742	860	10039	4188	117757	0	164401	500	1186003	0	0	128045	0	0	34019	778	33771	845078	2	1031	0	894290	884251	1837	46	8	0	7054	165261	
13251																																							1728	2178	0	0	7552	0	99	88	888	36729	32881	117	32998	0	605	0	0	0	3732	25	36730	0	0	1894	0	0	1725	0	3645	29236	4	1231	0	20610	20005	88	4191	0	0	0	3732	
13457																																							650	416	0	0	4129	0	14	0	1540	19703	14135	90	14225	0	113	0	0	0	5478	50	19703	0	0	5346	0	0	50	0	2238	11897	5	1231	0	10827	10714	32	2240	0	0	0	5478	
14052																																							4163	1072	0	0	8242	0	2123	253	2371	65522	57644	234	58878	0	790	0	1000	0	6644	1000	65522	0	0	3959	0	0	1500	0	9370	48274	2	1231	0	47147	46357	185	941	0	0	0	6644	
14155																																							0	1693	0	0	6107	0	6041	1725	4267	113477	92205	589	99994	0	1613	0	7200	0	13483	176	113477	0	0	13051	0	0	160	0	11530	80675	6	1231	0	93794	92181	96	1463	0	0	0	13483	
14454																																							3068	702	0	1989	4891	0	435	0	417	21816	17588	107	18695	0	588	696	1000	0	3121	75	21816	0	0	-368	0	0	3696	0	3166	14422	1	1231	0	10206	9618	-282	0	0	0	0	3121	
14650																																							1973	1608	0	3250	26	0	248	74	1638	26107	23012	260	23272	0	204	92	0	0	2835	200	26107	0	0	2335	0	0	300	0	5853	17159	4	1231	0	15125	14921	0	2277	0	0	0	2835	
14753																																							1033	2802	0	7013	13808	0	157	0	744	37699	33892	518	34410	0	503	0	0	0	3289	300	37699	0	0	650	0	977	1277	0	7112	26780	1	1231	0	12578	12075	85	67	0	0	0	3289	
14865																																							10236	3230	572	0	26665	0	6567	2307	8414	238444	207057	1151	213208	0	3453	0	5000	0	25236	730	238444	0	0	10551	0	0	13492	0	34599	172458	2	1231	0	178846	175393	463	5060	0	0	0	25236	
14977																																							14867	448	0	61	6628	0	401	0	802	42978	34288	190	35648	0	328	0	1170	0	7329	0	42977	0	0	7246	0	0	0	0	6227	28061	1	0630	0	20099	19771	83	0	0	0	0	7329	
16337																																							362	11370	0	0	65853	0	19542	11151	28664	454537	401600	1056	433941	0	19510	0	29000	0	20596	350	454537	0	0	8543	0	0	9520	0	45682	355918	1	1231	0	318756	299246	2183	18349	0	0	2285	20596	
16458																																							17527	1525	0	27017	66440	0	10945	0	3247	269335	235976	1095	237147	0	2366	0	76	0	32188	941	269335	0	0	28006	0	0	2059	271	15575	220401	1	0930	0	144609	142243	1182	120	0	0	0	32188	
16551																																							175	2724	0	244	16418	0	2875	2025	7109	158745	124403	377	141546	658	2529	2409	16766	0	16541	175	158745	0	0	9526	0	0	6576	234	15165	109238	5	0331	0	126425	123896	264	636	0	0	0	17199	
16748																																							1273	1890	419	7226	11821	0	705	59	2279	55487	47078	524	49602	0	456	0	2000	0	5885	400	55487	0	0	2603	0	0	2600	70	10366	36712	2	1231	0	26276	25820	282	3925	0	0	0	5885	
16944																																							0	6662	0	0	13089	0	120	298	474	35628	31238	195	31433	0	188	0	0	0	4195	1000	35628	0	0	1531	0	0	1500	0	4309	26929	4	1210	0	15173	14985	164	0	0	0	0	4195	
16953																																							5577	3057	0	110	9209	0	88	150	388	31337	26033	210	26243	0	138	0	0	0	5094	100	31337	0	0	2635	0	0	2400	0	5917	20116	4	1231	0	12396	12258	-41	500	0	0	0	5094	
17110																																							4097	3948	0	100	15802	0	1649	0	3335	109742	91189	1828	93017	0	720	0	0	0	16725	300	109742	0	0	9439	0	0	6986	0	0	91189	1	1231	0	81531	80811	0	0	0	0	0	16725	
17147																																							157241	52678	15472	163485	473670	0	46754	18268	228526	4345939	3452735	46723	3814513	0	88568	132452	202229	0	531426	10870	4345939	0	0	108881	731	125	416220	3646	548774	2903960	2	1231	0	3134540	3045972	-4670	7044	0	0	112826	531426	
17259																																							17	1405	0	4	24369	0	975	141	2502	63687	51669	1306	56475	0	209	0	3500	0	7212	769	63687	0	0	4972	0	0	769	0	6336	45333	4	1231	0	33880	33671	702	603	0	0	0	7212	
17464																																							315292	28286	9322	2008	142186	1301	36821	29876	104450	2075283	1733884	23170	1995359	0	60098	0	238305	0	79924	750	2075283	0	0	811	0	0	76340	143	183033	1550851	1	1231	0	1465486	1405388	2023	210	0	0	0	79924	
17950																																							18	4913	0	168	105199	0	5756	0	4747	269382	232983	2303	245493	0	1946	1695	5157	0	23889	725	269382	0	0	9842	0	0	12050	308	29994	202989	8	0731	0	148524	146578	1272	0	0	5050	0	23889	
18050																																							4131	8887	714	17707	79945	0	12801	561	3668	319369	279814	943	281274	0	2310	0	517	0	38095	1214	319369	0	0	27311	0	0	7671	0	73839	205975	2	1231	0	192080	189770	1899	1185	0	0	0	38095	
18135																																							2280	6003	0	0	48679	0	12565	0	8452	244215	183092	644	225454	0	1384	0	26095	0	18761	456	244215	0	0	11901	0	0	6056	1175	44411	138681	2	1231	0	145645	144261	348	20800	0	0	15623	18761	
18377																																							11776	7	0	0	8707	0	194	413	458	39581	36468	184	36652	0	152	0	0	0	2929	0	39581	0	0	2775	0	0	0	0	0	36468	1	1231	0	18178	18026	154	0	0	0	0	2929	
18827																																							27512	6173	1794	0	65887	484	4061	1211	5256	373860	318668	1563	334231	0	2978	0	14000	0	39629	528	373860	0	0	32623	0	0	7248	0	41512	277156	2	1231	0	264460	261482	-770	0	0	0	0	39629	
18836																																							7635	2498	0	0	9018	0	4085	2564	6654	160807	140695	1459	147434	0	2090	0	5280	0	13373	180	160807	0	0	11377	0	0	1676	0	19231	121464	2	1231	0	124923	122833	140	5520	0	0	0	13373	
18854																																							8992	1305	0	0	9998	0	2037	1115	2209	116848	107290	253	107543	0	899	0	0	0	9305	40	116848	0	0	4208	0	0	5060	0	13927	93363	4	1231	0	89373	88474	-3	2718	0	0	0	9305	
18957																																							4064	738	0	0	5066	0	248	71	581	33520	30914	42	32181	0	578	0	1225	0	1339	200	33520	0	0	349	0	0	805	0	3217	27697	4	1231	0	23326	22748	-15	4	0	0	0	1339	
19356																																							39	2271	0	0	29823	0	852	1560	1271	80988	69299	1258	72690	0	876	0	2133	0	8298	2025	80988	0	0	3077	0	0	3200	0	10455	58844	5	1231	0	41168	40292	-4	4880	0	0	0	8298	
19730																																							208236	31793	6031	5947	90469	0	69069	11467	108437	2363226	2015695	12755	2110286	0	42815	17847	81836	0	252940	4083	2363226	0	0	90537	0	0	156304	2950	349747	1665948	3	1231	0	1848177	1805362	2016	5618	0	0	0	252940	
19936																																							6502	12763	0	3734	25870	0	6311	1451	6837	228770	205435	695	210262	0	2971	0	0	0	18508	420	228770	0	0	7825	0	0	9781	0	28238	177197	1	1231	0	152003	149032	482	16270	0	0	4132	18508	
19972																																							10062	5240	0	13894	0	0	277	0	3029	65948	53249	690	53939	0	240	0	0	0	12009	0	65948	0	0	136	0	0	11873	0	56	53193	1	1231	0	33686	33446	0	0	0	0	0	12009	
20053																																							6403	1872	343	0	11420	0	404	647	1730	73747	62535	197	65732	0	893	1320	3000	0	8015	150	73747	0	0	1780	0	0	6053	0	8730	53805	4	0930	0	50190	49297	32	311	0	0	0	8015	
