"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								7374										
242								1897										
279								6706										
354								186										
457								1082										
505								23889	3	0	0	0	1485	1732	0	1732	20669	
1155								22596										
1351								2485										
1454								34827	3940	0	0	0	6196	401	0	401	24290	
1557								2561										
1632								7458	5021	0	0	0	2437	0	0	0	0	
1669								21433										
1829								49713	4538	0	0	0	1407	6776	0	6776	36992	
1856								41439										
2040								2212										
2161								15982										
2376								39682	0	0	0	0	1865	31179	0	31179	6638	
2451								3338										
2554								4428										
2732								42860	2007	0	0	0	2743	16966	0	16966	21144	
2750								1120										
2938								12042	7105	0	0	0	3076	1861	0	1861	0	
3252								4997										
3458								5227										
3720								21043										
3953								2095										
4138								10568										
4156								1749										
4231								8459										
4437								6084										
4839								4431	1092	0	0	0	1740	529	0	529	1070	
5005								19628	1026	0	0	0	1342	1784	0	1784	15476	
5069								46119	0	0	0	0	195	2181	0	2181	43743	
5135								41753	4	0	0	0	3280	2522	0	2522	35947	
5210								39212	5574	0	0	0	7414	6787	0	6787	19437	
5331								7484	559	0	0	0	1233	1986	0	1986	3706	
5461								32922	6998	0	0	0	5744	394	0	394	19786	
5751								1376										
6039								10928										
6141								4182										
6329								39118	176	0	0	0	6955	6911	0	6911	25076	
