"IDRSSD"	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG419	RCONG420	RCONG421	RCONG422	RCONG423	RCONG424	RCONG425	RCONG426	RCONG427	RCONG428	RCONG429	RCONG430	RCONG431	RCONG432	RCONG433	RCONG434	RCONG435	RCONG436	RCONG437	RCONG438	RCONG439	RCONG440	RCONG441	RCONG442	RCONG443	RCONG444	RCONG445	RCONG446	RCONG447	RCONG448	RCONG449	RCONG450	RCONG451	RCONG452	RCONG453	RCONG454	RCONG455	RCONG456	RCONG457	RCONG458	RCONG459	RCONG460	RCONG461	RCONG462	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	RCONJ477	RCONJ478	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	584										
1632	0	0	0	0	0	0	0	0	0	0	0	940	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	17294	349	29169										
1669	0	825	0	0	0	0	0	0	0	0	0	355	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1920	0	52										
1829	0	0	0	0	0	0	0	0	0	0	0	465	3207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														3015	0	36551	500	1866										
1856	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																80	0	141										
2040	0	0	0	0	0	0	0	0	0	0	0	1	10228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																5959	0	4218										
2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																141	0	2139										
2376	0	0	0	0	0	0	0	0	0	0	0	9729	100760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	17217	0	4584										
2451	0	0	0	0	0	0	0	0	0	0	750	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																59	0	769										
2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	1233										
2732	0	0	0	0	0	0	0	0	0	0	0	526	5195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	50258	0	0										
2750	0	0	0	0	0	0	0	0	0	0	0	265	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																130	0	7794										
2938	0	0	0	0	0	0	0	0	0	0	0	3357	2283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	42783	0	21675										
3252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	7198										
3458	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																138	0	325										
3720	0	0	0	0	0	0	0	0	0	0	5000	274	1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																365	0	4049										
3953	0	0	0	0	0	0	0	0	0	0	0	118	2659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3774	0	10979										
4138	0	0	0	0	0	0	0	0	0	0	0	864	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3277	0	1744										
4156	0	0	0	0	0	0	0	0	0	0	0	3119	1878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3796	0	5184										
4231	0	0	0	0	0	0	0	0	0	0	0	204	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2024	0	2262										
4437	0	0	0	0	0	0	0	0	0	0	0	123	3785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																6711	0	2639										
4839	0	0	0	0	0	0	0	0	0	0	0	4513	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	2267	0	2550										
5005	0	0	0	0	0	0	0	0	0	0	0	2856	5680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0	0	2103										
5069	0	0	0	0	0	0	0	0	0	0	0	22	2991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	510	0	98										
5135	0	0	0	0	0	0	0	0	0	0	0	305	3746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														931	381	6559	0	22382										
5210	0	0	0	0	0	0	0	0	0	0	0	5554	12177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	19423	0	32973										
5331	0	0	0	0	0	0	0	0	0	0	0	175	3455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0	0	3094										
5461	0	0	0	0	0	0	0	0	0	0	0	193	3017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	15057	0	15644										
5751	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																439	0	9012										
6039	0	0	0	0	0	0	0	0	0	0	0	23	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1177	0	2866										
6141	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	2141										
6329	0	0	0	0	0	0	0	0	0	0	0	3754	4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														2707	880	10748	0	6281										
6972	0	0	0	0	0	0	0	0	0	0	0	10478	20189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	64955	0	16079										
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0	0	0										
7045	0	0	0	0	0	0	0	0	0	0	0	48	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																910	0	0										
7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	658										
7456	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4486	0	8182										
7634	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																90	0	607										
8033	0	0	0	0	0	0	0	0	0	0	0	6010	3917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																10722	0	5403										
8462	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1230	0	4851										
8631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1560	0	47										
9357	0	3174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	163531	0	3138										
9553	0	0	0	0	0	0	0	0	0	0	0	50	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3934	0	23923										
9807	0	0	0	0	0	0	0	0	0	0	53500	278777	32369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	13494	0	59351										
9955	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3782	0	8368										
10157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																782	0	2484										
10250	0	0	0	0	0	0	0	0	0	0	0	780	7046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														940	0	18298	0	2184										
10849	0	0	0	0	0	0	0	0	0	0	0	2048	1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13205										
10858	0	0	0	0	0	0	0	0	0	0	24750	736	4117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	28983	0	31012										
11145	0	0	0	0	0	0	0	0	0	0	0	153	4027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1352	0	2172										
11640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0	0	44914										
11837	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																870	0	964										
12030	0	0	0	0	0	0	0	0	0	0	0	278	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	1894	0	7117										
12142	0	0	0	0	0	0	0	0	0	0	0	337	3387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3542	0	2576										
12245	0	0	0	0	0	0	0	0	0	0	0	340	1836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																339	0	483										
12311																																																																																										
12647	0	0	0	0	0	0	0	0	0	0	0	204	4980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	5120										
12656	0	0	0	0	0	0	0	0	0	0	0	63	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																147	0	101										
12937	0	0	0	0	0	0	0	0	0	0	0	0	12064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1198	0	417										
12946	0	0	0	0	0	0	0	0	0	0	47500	2775	2665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	26342	0	6797										
12955	0	0	0	0	0	0	0	0	0	0	0	1642	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																8646	0	0										
13037	0	0	0	0	0	0	0	0	0	0	0	233	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														379	1677	750	1000	10837										
13103	0	0	0	0	0	0	0	0	0	0	0	7263	7206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	38270	0	11568										
13251	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0										
13457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																6617	0	0										
14052	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1288	0	155										
14155	0	0	0	0	0	0	0	0	0	0	7155	647	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																419	0	4444										
14454	0	24	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																53	0	1472										
14650	0	118	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																47	0	0										
14753	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																427	0	3653										
14865	0	0	0	0	0	0	0	0	0	0	0	1409	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																5944	0	24996										
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	5820										
16337	0	4633	0	0	0	0	0	0	0	0	0	1455	2385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	8259	0	1680										
16458	0	0	0	0	0	0	0	0	0	0	0	370	7436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																7393	0	4067										
16551	0	0	0	0	0	0	0	0	0	0	0	1446	1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2000	0	263										
16748	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																904	0	799										
16944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	115										
16953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0										
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3099	0	41486										
17147	0	0	0	0	0	0	0	0	0	0	0	11122	18704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222754	0	112049										
17259	0	0	0	0	0	0	0	0	0	0	0	110	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	670										
17464	14107	0	0	0	0	0	0	0	0	0	0	199	16702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														16600	11052	95904	0	77663										
17950	0	0	0	0	0	0	0	0	0	0	0	609	1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4150	0	7926										
18050	0	990	0	0	0	0	0	0	0	0	0	1429	8118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3131	0	1589										
18135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																6242	0	555										
18377	0	0	0	0	0	0	0	0	0	0	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0										
18827	0	0	0	0	0	0	0	0	0	0	0	1105	14420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	7892	0	0										
18836	0	0	0	0	0	0	0	0	0	0	0	738	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																516	0	1853										
18854	0	0	0	0	0	0	0	0	0	0	0	1860	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																6286	0	3790										
18957	15	0	0	0	0	0	0	0	0	0	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																800	0	1140										
19356	0	0	0	0	0	0	0	0	0	0	0	526	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2014	0	149										
19730	0	0	0	0	0	0	0	0	0	0	0	50071	57104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	82796	23108	88363										
19936	0	0	0	0	0	0	0	0	0	0	0	3988	6250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																12824	0	601										
19972	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	349										
20053	0	510	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4166	0	0										
20370	0	0	0	0	0	0	0	0	0	0	0	409	3335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	628										
20512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																72	0	168										
20633	0	0	0	0	0	0	0	0	0	0	0	2754	2820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1978	0	2553										
20857	0	0	0	0	0	0	0	0	0	0	0	80	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																28853	0	544										
20866	2257	0	0	0	0	0	0	0	0	0	0	2538	2592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																10140	0	0										
21256	0	0	0	0	0	0	0	0	0	0	850	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																14	0	49										
21359	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																100	0	1187										
21630	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2793	0	0										
21658	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4851	0	1569										
22048	0	0	0	0	0	0	0	0	0	0	0	156	4673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																5171	0	0										
22356	0	0	0	0	0	0	0	0	0	0	3405	2500	2575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																27503	0	0										
22459	0	0	0	0	0	0	0	0	0	0	0	560	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1634	0	3489										
22543	0	0	0	0	0	0	0	0	0	0	0	236	3298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1175	0	0										
22552	0	0	0	0	0	0	0	0	0	0	0	22	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																986	0	1858										
22730	0	0	0	0	0	0	0	0	0	0	0	112	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2099	0	942										
22936	0	0	0	0	0	0	0	0	0	0	0	452	1968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	2976	0	11226										
22954	0	0	0	0	0	0	0	0	0	0	400	251	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2057	0	6140										
23036	0	0	0	0	0	0	0	0	0	0	0	456	5402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	4897	0	1833			Credit Equivalent Adjustment Customer SWAPS							
23045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	927										
23241	0	0	0	0	0	0	0	0	0	0	0	6697	65969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	102429	0	109300										
23456	0	198	0	0	0	0	0	0	0	0	0	48	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1737	0	1267										
23504	24983	0	0	0	0	0	0	0	0	0	0	958	5540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	45413	0	10435										
23540	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																6941	0	0										
23643	0	0	0	0	0	0	0	0	0	0	0	593	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2012	0	6892										
23755	0	0	0	0	0	0	0	0	0	0	0	423	1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4183	0	923										
23812	0	0	0	0	0	0	0	0	0	0	0	29313	45594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0	0	0										
24006	0	0	0	0	0	0	0	0	0	0	0	2722	18621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	33469	0	0										
24453	0	7	0	0	0	0	0	0	0	0	0	5745	8329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	5306	0	1320										
24659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0										
24668	0	943	0	0	0	0	0	0	0	0	0	2948	6201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4007	0	1329										
24855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																22	0	502										
24949	43	0	0	0	0	0	0	0	0	0	0	2886	12605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														4634	0	25104	0	3239										
25357	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	8722										
25647	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	742										
