"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	
1351																																																												0	0	0									0	0	0	368	320	39	0	0	0		0	0	0	69	122	0	0	0	0	310	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	159	0	0	0	0	0	0	0	182	253	0	0	0	0	
1454																																																												0	0	0									395	36	6	391	24	3	0	0	0		0	0	0	0	374	0	0	0	0	17	0	0	0	0	0						0	0	0	0	0	0	36	6	395	4	0	3	2	0	2	0	0	0	51	20	0	296	14	39	0	0	0	0	72	13	246	0	28	0	0	0	
1557																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	13	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																												0	0	0									0	0	0	464	0	0	0	0	0		0	0	0	14	0	0	0	0	0	234	61	0	0	0	0						0	0	0	0	0	0	7	0	0	112	0	0	84	0	0	0	0	0	0	0	0	149	3	0	0	0	0	0	38	0	128	0	7	0	0	0	
1669																																																												0	0	0									0	0	0	67	4	36	0	0	0		0	0	0	0	0	0	0	0	0	22	0	0	0	0	0						0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	28	43	0	0	0	0	23	0	555	60	7	0	0	0	
1829																																																												91	0	0									0	0	0	35	0	30	0	0	0		0	0	0	0	0	0	0	0	0	0	69	1472	0	0	0						0	0	0	0	0	87	1	1	0	0	0	65	0	0	52	0	0	0	6	3	0	27	23	21	0	0	0	0	121	235	258	101	130	0	0	0	
1856																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	19	0	0	0	0	0	0	0	0	177	0	0	0	0	
2040																																																												0	0	0									0	0	0	1327	0	871	0	0	0		0	0	0	204	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	16	65	0	15	62	0	0	0	0	12	14	0	230	65	175	0	0	0	0	605	0	1101	0	39	0	0	0	
2161																																																												0	0	0									0	0	0	81	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	168	15	0	0	0	0	0	0	0	419	24	0	0	0	0	
2376																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	2652	0	76	0	0	0	
2451																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	132	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	33	0	0	0	0	
2554																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	70	0	0	70	0	0	0	0	0	0	530	26	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																												0	0	0									1887	20	0	0	0	36	0	0	0		0	0	0	0	0	269	0	0	0	344	0	0	0	0	0						0	0	0	0	0	0	20	0	1887	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	80	0	0	0	0	0	0	0	
2938																																																												0	0	0									0	0	0	293	136	693	0	0	0		1620	0	0	0	375	0	0	0	0	1209	2480	1145	0	0	0						0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	53	109	0	0	0	0	103	15	68	405	138	0	0	0	
2956																																																												0	0	0									0	0	0	18	43	106	0	0	0		14	0	0	113	266	0	0	0	0	105	55	0	0	0	0						0	0	0	0	130	146	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	47	0	0	0	0	0	458	0	1341	176	0	0	0	0	
3252																																																												0	0	0									0	0	0	417	0	74	0	0	0		0	0	0	152	0	3	0	0	0	60	0	0	0	0	0						0	0	0	0	0	0	833	88	180	0	0	0	0	0	0	0	0	0	0	0	0	399	37	48	0	0	0	0	0	0	74	0	0	0	0	0	
3458																																																												0	0	0									44	0	0	0	0	0	0	0	0		0	0	0	21	45	94	0	0	0	0	0	2	0	0	0						0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	14	0	14	0	0	0	0	0	
3506																																																												2267	0	932	0	0	0	0	0	0	0	0	0	0	0	1219	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	129	0	0	0	0	0	588	0	0	147	0	0	0	0	0	0	21	0	0	0	0	0	0	630	0	0	0	0	0	0	0	
3579																																																												0	0	0									0	0	0	75	44	130	0	0	0		75	0	0	0	0	0	0	0	0	80	0	0	0	0	0						0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	38	0	0	0	0	0	309	0	369	317	0	0	0	0	
3720																																																												0	0	0									0	0	0	70	0	0	0	0	0		0	0	0	30	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	30	0	0	28	0	0	0	0	0	0	0	0	185	6	4	0	0	0	0	61	0	78	0	0	0	0	0	
3953																																																												0	0	0									0	0	0	12	2	503	0	0	0		0	0	0	0	0	88	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	48	0	437	60	0	0	33	0	0	0	0	0	0	0	0	34	0	3	0	0	0	0	182	0	38	0	0	0	0	0	
4138																																																												0	0	0									0	0	0	240	45	20	0	0	0		163	108	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	100	0	0	0	0	0	0	0	1462	562	0	0	0	0	
4147																																																												0	0	0									0	0	0	44	0	175	0	0	0		0	0	0	0	0	0	0	0	0	1265	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	95	0	40	0	0	0	0	0	102	93	0	0	0	0	0	
4156																																																												0	0	0									0	235	0	522	267	198	0	0	0		85	0	1	188	57	0	0	0	0	166	83	0	0	0	0						0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	53	81	0	0	0	0	110	0	118	68	0	0	0	0	
4231																																																												0	0	0									0	0	0	106	0	14	0	0	0		0	0	0	440	0	0	0	0	0	95	0	4	0	0	0						0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	2	0	0	0	0	1	0	703	0	0	0	0	0	
4437																																																												0	0	0									0	0	0	44	0	0	0	0	0		0	0	0	0	0	0	0	0	0	41	0	149	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	33	0	0	0	0	59	0	333	0	0	0	0	0	
4745																																																												0	0	0									0	0	0	205	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	27	0	50	159	0	0	0	0	
4839																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	38	0	0	238	0	496	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	18	103	0	0	0	0	219	204	86	0	143	0	0	0	
5005																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	379	0	887	0	0	0	0	0	
5050																																																												0	0	0									0	0	0	51	25	0	0	0	0		211	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	541	82	158	0	0	0	0	0	0	0	0	0	0	0	0	
5069																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	2051	0	0	0	0	0	0	2724	0	3726	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	
5135																																																												0	0	18									95	0	0	53	0	5	264	0	310		0	0	0	141	0	112	0	0	0	35	0	20	0	0	0						0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	1	0	5	64	3	21	0	0	0	0	196	97	459	0	0	0	0	0	
5210																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	21	0	0	0	0	0	16	0	403	123	0	0	133	0	0	221	218	8	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	9	0	0	0	0	0	346	18	1928	1455	446	153	0	0	
5247																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	3	242	738	0	0	0	0	0	475	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	21	3	0	0	0	0	0	0	0	0	0	0	0	0	0	84	13	0	0	0	0	0	0	21	223	12	39	0	0	0	
5274																																																												0	0	0									0	0	0	216	0	449	0	0	0		40	0	503	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	193	0	0	0	0	524	4	88	0	0	0	0	0	
5331																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	181	0	0	0	0	0	0						0	0	0	191	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																												0	0	0									0	175	0	20	1000	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	100	0	0	175	0	0	0	0	14	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	651	0	0	0	
5751																																																												0	0	0									317	0	0	40	0	0	0	0	0		0	0	0	12	0	266	0	0	0	0	0	103	0	0	0						0	0	0	0	0	0	0	0	317	0	0	173	0	0	155	0	0	0	0	0	0	43	0	54	0	0	0	0	0	0	86	0	0	0	0	0	
5939																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	1098	0	0	0	0	1196	0	0	0	0	0	0	0	0	32	0	10825	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0	0	0	644	0	794	644	0	794	0	0	0	0	0	0	144	0	36	0	0	0	0	8119	1308	8322	0	1487	0	0	0	
6039																																																												0	0	0									9	0	52	8	35	0	0	0	0		0	0	0	0	0	23	0	0	0	244	0	13	0	0	0						0	0	0	0	0	0	1	52	9	0	0	0	0	0	0	0	0	0	7	23	0	57	1	179	0	0	0	0	62	0	40	0	0	0	0	0	
6057																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	95	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	31	0	0	0	0	143	0	37	0	0	0	0	0	
6141																																																												0	0	0									21	0	0	16	7	58	0	0	0		0	0	0	0	0	120	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	92	6	0	0	0	0	0	0	0	10	3	0	0	0	0	
6329																																																												0	0	0									0	0	0	200	0	114	0	0	0		7	0	146	132	0	0	0	0	0	260	0	1163	0	0	0						0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	112	0	9	513	44	57	0	0	0	0	440	75	289	0	18	0	0	0	
6842																																																												0	0	0									0	5	0	13	8	0	0	0	0		145	0	0	0	0	0	0	0	0	152	0	55	0	0	0						0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	33	0	0	0	0	0	0	0	382	134	8	0	0	0	
6972																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	65	152	0	0	0	0	0	0	5241	0	0	0	0	0	0	1068	0	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	48	0	0	0	0	0	0	0	0	0	29	0	0	4	0	0	0	0	0	0	272	98	10	0	0	0	0	0	
7009																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	58	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0	664	0	92	0	0	0	0	183	0	215	0	0	0	0	0	
7157																																																												0	0	0									27	4	0	254	2	18	0	0	0		0	0	0	88	0	68	0	0	0	0	0	33	0	0	0						0	0	0	0	0	0	4	0	27	0	0	0	0	0	0	0	0	0	0	0	0	39	6	11	0	0	0	0	18	0	602	20	0	0	0	0	
7166																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	8	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																												0	0	0									479	331	0	160	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	331	0	479	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																																																												0	0	0									0	0	0	234	344	94	0	0	0		3	0	0	0	0	0	0	0	0	68	0	0	0	0	0						0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	219	28	131	0	0	0	0	27	0	210	0	265	0	0	0	
8033																																																												0	0	0									277	29	437	479	89	0	0	0	0		0	0	0	0	0	0	0	0	0	50	0	0	0	0	0						0	0	0	0	0	0	29	437	277	26	435	277	21	409	249	0	0	0	0	0	0	258	158	2	0	0	0	0	0	0	255	115	0	0	0	0	
