"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	TEXT4087	
	MICR9999REPORT DATE	LEGAL NAME	CERTIFICATE NUMBER	CITY NAME	STATE ABBREVIATION	ZIP CODE	PRIMARY INTERNET WEB ADDRESS	
37	20020630							
242	20020630							
279	20020630							
354	20020630							
439	20020630							
457	20020630							
505	20020630							
1146	20020630							
1155	20020630							
1351	20020630							
1454	20020630							
1557	20020630							
1632	20020630							
1669	20020630							
1829	20020630							
1856	20020630							
2040	20020630							
2161	20020630							
2376	20020630							
2451	20020630							
2554	20020630							
2732	20020630							
2750	20020630							
2938	20020630							
2956	20020630							
3252	20020630							
3458	20020630							
3506	20020630							
3579	20020630							
3720	20020630							
3953	20020630							
4138	20020630							
4147	20020630							
4156	20020630							
4231	20020630							
4437	20020630							
4745	20020630							
4839	20020630							
5005	20020630							
5050	20020630							
5069	20020630							
5135	20020630							
5210	20020630							
5247	20020630							
5274	20020630							
5331	20020630							
5461	20020630							
5751	20020630							
5939	20020630							
6039	20020630							
6057	20020630							
6141	20020630							
6329	20020630							
6842	20020630							
6972	20020630							
7009	20020630							
7045	20020630							
7157	20020630							
7166	20020630							
7456	20020630							
7634	20020630							
8033	20020630							
8154	20020630							
8417	20020630							
8462	20020630							
8547	20020630							
8631	20020630							
9115	20020630							
9160	20020630							
9339	20020630							
9357	20020630							
9553	20020630							
9807	20020630							
9955	20020630							
10157	20020630							
10250	20020630							
10849	20020630							
10858	20020630							
11145	20020630							
11350	20020630							
11640	20020630							
11837	20020630							
12030	20020630							
12058	20020630							
12142	20020630							
12245	20020630							
12311	20020630							
12357	20020630							
12647	20020630							
12656	20020630							
12937	20020630							
12946	20020630							
12955	20020630							
13037	20020630							
13103	20020630							
13251	20020630							
13309	20020630							
13457	20020630							
14052	20020630							
14155	20020630							
14258	20020630							
14409	20020630							
14454	20020630							
14650	20020630							
14753	20020630							
14865	20020630							
14931	20020630							
14940	20020630							
15536	20020630							
15732	20020630							
16337	20020630							
16355	20020630							
16458	20020630							
16551	20020630							
16748	20020630							
16766	20020630							
16944	20020630							
16953	20020630							
17110	20020630							
17147	20020630							
17259	20020630							
17464	20020630							
17549	20020630							
17839	20020630							
17950	20020630							
18050	20020630							
18126	20020630							
18135	20020630							
18368	20020630							
18377	20020630							
18827	20020630							
18836	20020630							
18854	20020630							
18863	20020630							
18957	20020630							
19356	20020630							
19730	20020630							
19936	20020630							
19972	20020630							
20053	20020630							
20147	20020630							
20259	20020630							
20370	20020630							
20512	20020630							
20633	20020630							
20754	20020630							
20839	20020630							
20857	20020630							
20866	20020630							
21256	20020630							
21359	20020630							
21630	20020630							
21658	20020630							
22048	20020630							
22235	20020630							
22356	20020630							
22459	20020630							
22543	20020630							
22552	20020630							
22730	20020630							
22936	20020630							
22954	20020630							
23036	20020630							
23045	20020630							
23241	20020630							
23344	20020630							
23456	20020630							
23504	20020630							
23540	20020630							
23643	20020630							
23755	20020630							
23812	20020630							
24006	20020630							
24266	20020630							
24453	20020630							
24659	20020630							
24668	20020630							
24855	20020630							
24949	20020630							
25357	20020630							
25450	20020630							
25647	20020630							
25852	20020630							
26149	20020630							
26233	20020630							
26242	20020630							
26457	20020630							
26756	20020630							
26765	20020630							
26859	20020630							
26916	20020630							
27548	20020630							
27614	20020630							
27838	20020630							
27847	20020630							
28013	20020630							
28152	20020630							
28255	20020630							
28349	20020630							
28406	20020630							
28572	20020630							
28732	20020630							
29104	20020630							
29159	20020630							
29252	20020630							
29636	20020630							
29850	20020630							
29944	20020630							
29953	20020630							
30025	20020630							
30052	20020630							
30146	20020630							
30155	20020630							
30258	20020630							
30418	20020630							
30502	20020630							
30650	20020630							
30810	20020630							
30856	20020630							
31134	20020630							
31152	20020630							
31255	20020630							
31303	20020630							
31657	20020630							
31826	20020630							
31835	20020630							
32159	20020630							
32234	20020630							
32766	20020630							
33147	20020630							
33259	20020630							
33268	20020630							
33549	20020630							
33727	20020630							
33754	20020630							
33772	20020630							
33839	20020630							
33857	20020630							
34032	20020630							
34153	20020630							
34359	20020630							
34425	20020630							
34434	20020630							
34452	20020630							
34537	20020630							
34555	20020630							
34742	20020630							
34836	20020630							
34863	20020630							
35057	20020630							
35244	20020630							
35301	20020630							
35570	20020630							
35646	20020630							
35842	20020630							
35851	20020630							
35936	20020630							
36054	20020630							
36344	20020630							
36456	20020630							
36830	20020630							
36858	20020630							
36933	20020630							
37051	20020630							
37341	20020630							
37350	20020630							
37378	20020630							
37435	20020630							
37640	20020630							
37659	20020630							
37743	20020630							
37949	20020630							
38441	20020630							
38478	20020630							
38526	20020630							
38535	20020630							
38740	20020630							
39327	20020630							
39420	20020630							
39475	20020630							
39756	20020630							
39934	20020630							
40033	20020630							
40051	20020630							
40305	20020630							
40350	20020630							
40707	20020630							
40855	20020630							
41245	20020630							
41553	20020630							
41629	20020630							
41647	20020630							
41759	20020630							
41825	20020630							
41937	20020630							
41955	20020630							
42037	20020630							
42055	20020630							
42354	20020630							
42420	20020630							
42448	20020630							
42457	20020630							
42541	20020630							
43052	20020630							
43155	20020630							
43173	20020630							
43324	20020630							
43351	20020630							
43454	20020630							
43511	20020630							
43641	20020630							
43669	20020630							
43744	20020630							
43856	20020630							
43959	20020630							
44040	20020630							
44134	20020630							
44433	20020630							
44451	20020630							
44602	20020630							
44741	20020630							
44750	20020630							
44929	20020630							
45038	20020630							
45047	20020630							
45056	20020630							
45270	20020630							
45430	20020630							
45458	20020630							
45551	20020630							
45560	20020630							
45627	20020630							
45775	20020630							
46053	20020630							
46905	20020630							
46941	20020630							
47153	20020630							
47247	20020630							
47256	20020630							
47377	20020630							
47452	20020630							
47500	20020630							
47658	20020630							
48057	20020630							
48150	20020630							
48208	20020630							
48374	20020630							
48440	20020630							
48552	20020630							
48673	20020630							
48730	20020630							
49054	20020630							
49148	20020630							
49241	20020630							
49344	20020630							
49362	20020630							
49540	20020630							
49643	20020630							
49652	20020630							
49821	20020630							
49858	20020630							
49951	20020630							
50144	20020630							
50461	20020630							
50546	20020630							
50854	20020630							
50957	20020630							
51253	20020630							
51347	20020630							
51356	20020630							
51459	20020630							
51730	20020630							
51842	20020630							
51972	20020630							
52410	20020630							
52456	20020630							
52719	20020630							
52951	20020630							
53015	20020630							
53033	20020630							
53051	20020630							
53239	20020630							
53453	20020630							
53752	20020630							
54049	20020630							
54058	20020630							
54124	20020630							
54357	20020630							
54375	20020630							
54441	20020630							
54656	20020630							
55019	20020630							
55176	20020630							
55251	20020630							
55336	20020630							
55635	20020630							
55653	20020630							
55916	20020630							
56230	20020630							
56258	20020630							
56351	20020630							
56427	20020630							
56548	20020630							
56557	20020630							
56717	20020630							
56726	20020630							
57040	20020630							
57134	20020630							
57228	20020630							
57255	20020630							
57451	20020630							
57572	20020630							
57956	20020630							
58074	20020630							
58207	20020630							
58225	20020630							
58243	20020630							
58355	20020630							
58551	20020630							
58636	20020630							
58757	20020630							
58971	20020630							
59259	20020630							
59316	20020630							
59352	20020630							
59679	20020630							
59754	20020630							
60143	20020630							
60219	20020630							
60330	20020630							
60433	20020630							
60545	20020630							
60554	20020630							
60648	20020630							
61001	20020630							
61122	20020630							
61355	20020630							
61476	20020630							
61533	20020630							
61757	20020630							
61832	20020630							
61953	20020630							
62044	20020630							
62101	20020630							
62147	20020630							
62651	20020630							
63050	20020630							
63069	20020630							
63078	20020630							
63201	20020630							
63359	20020630							
63573	20020630							
63733	20020630							
63742	20020630							
63751	20020630							
64150	20020630							
64253	20020630							
64543	20020630							
64552	20020630							
64619	20020630							
64646	20020630							
64730	20020630							
64758	20020630							
65205	20020630							
65241	20020630							
65513	20020630							
65559	20020630							
65746	20020630							
65858	20020630							
66015	20020630							
66154	20020630							
66172	20020630							
66275	20020630							
66350	20020630							
66613	20020630							
66837	20020630							
66846	20020630							
66903	20020630							
67142	20020630							
67151	20020630							
67209	20020630							
67254	20020630							
67311	20020630							
67414	20020630							
67777	20020630							
67852	20020630							
68345	20020630							
68448	20020630							
68569	20020630							
68756	20020630							
68831	20020630							
68840	20020630							
68859	20020630							
68943	20020630							
69333	20020630							
69351	20020630							
69650	20020630							
69678	20020630							
69847	20020630							
70049	20020630							
70058	20020630							
70076	20020630							
70151	20020630							
70218	20020630							
70254	20020630							
70414	20020630							
70638	20020630							
70955	20020630							
71318	20020630							
71457	20020630							
71671	20020630							
71859	20020630							
72258	20020630							
72351	20020630							
72418	20020630							
72454	20020630							
72614	20020630							
72678	20020630							
73031	20020630							
73116	20020630							
73152	20020630							
73554	20020630							
73956	20020630							
74056	20020630							
74140	20020630							
74159	20020630							
74337	20020630							
74403	20020630							
74449	20020630							
74458	20020630							
75053	20020630							
75259	20020630							
75446	20020630							
75455	20020630							
75558	20020630							
75576	20020630							
75633	20020630							
75651	20020630							
75857	20020630							
76050	20020630							
76135	20020630							
76153	20020630							
76201	20020630							
76443	20020630							
76742	20020630							
76854	20020630							
77150	20020630							
77253	20020630							
77347	20020630							
77374	20020630							
77422	20020630							
77758	20020630							
77851	20020630							
78036	20020630							
78054	20020630							
78157	20020630							
78241	20020630							
78559	20020630							
78643	20020630							
78858	20020630							
79042	20020630							
79127	20020630							
79145	20020630							
79257	20020630							
79855	20020630							
80020	20020630							
80150	20020630							
80431	20020630							
80552	20020630							
80936	20020630							
81054	20020630							
81429	20020630							
82024	20020630							
82033	20020630							
82257	20020630							
82350	20020630							
82659	20020630							
83151	20020630							
83236	20020630							
83311	20020630							
83357	20020630							
83450	20020630							
83638	20020630							
83834	20020630							
83852	20020630							
83955	20020630							
84046	20020630							
84055	20020630							
84251	20020630							
84345	20020630							
84541	20020630							
84804	20020630							
84970	20020630							
85043	20020630							
85052	20020630							
85258	20020630							
85454	20020630							
85856	20020630							
85931	20020630							
86349	20020630							
86358	20020630							
86527	20020630							
86554	20020630							
87047	20020630							
87159	20020630							
87234	20020630							
87476	20020630							
87533	20020630							
87944	20020630							
88240	20020630							
88259	20020630							
88352	20020630							
88455	20020630							
88530	20020630							
88950	20020630							
89032	20020630							
89135	20020630							
89162	20020630							
89452	20020630							
89751	20020630							
89854	20020630							
89957	20020630							
90047	20020630							
90159	20020630							
90234	20020630							
90252	20020630							
90328	20020630							
90337	20020630							
90403	20020630							
90467	20020630							
90627	20020630							
90645	20020630							
90739	20020630							
91129	20020630							
91147	20020630							
91156	20020630							
91259	20020630							
91615	20020630							
91651	20020630							
91754	20020630							
91866	20020630							
91950	20020630							
91969	20020630							
92050	20020630							
92144	20020630							
92162	20020630							
92630	20020630							
92706	20020630							
92854	20020630							
92902	20020630							
93039	20020630							
93244	20020630							
93329	20020630							
93413	20020630							
93543	20020630							
93619	20020630							
93628	20020630							
93721	20020630							
93758	20020630							
94139	20020630							
94447	20020630							
94456	20020630							
94522	20020630							
94661	20020630							
94755	20020630							
94858	20020630							
95051	20020630							
95659	20020630							
95725	20020630							
95855	20020630							
96254	20020630							
96357	20020630							
96553	20020630							
97037	20020630							
97055	20020630							
97279	20020630							
97457	20020630							
97804	20020630							
97943	20020630							
98351	20020630							
98454	20020630							
98463	20020630							
98548	20020630							
98557	20020630							
98641	20020630							
98717	20020630							
99004	20020630							
99059	20020630							
99143	20020630							
99255	20020630							
99442	20020630							
99536	20020630							
99853	20020630							
99974	20020630							
100160	20020630							
100236	20020630							
100357	20020630							
100553	20020630							
100562	20020630							
100843	20020630							
101019	20020630							
101037	20020630							
101233	20020630							
101327	20020630							
101345	20020630							
101439	20020630							
101671	20020630							
101738	20020630							
101952	20020630							
102155	20020630							
102333	20020630							
102342	20020630							
102539	20020630							
102557	20020630							
103134	20020630							
103255	20020630							
103536	20020630							
103554	20020630							
103563	20020630							
103602	20020630							
104038	20020630							
104056	20020630							
104234	20020630							
104430	20020630							
104542	20020630							
104663	20020630							
105026	20020630							
105044	20020630							
105053	20020630							
105071	20020630							
105222	20020630							
105530	20020630							
105633	20020630							
106359	20020630							
106377	20020630							
106452	20020630							
106519	20020630							
106546	20020630							
106555	20020630							
106658	20020630							
107057	20020630							
107141	20020630							
107150	20020630							
107226	20020630							
107244	20020630							
107431	20020630							
107459	20020630							
107758	20020630							
108157	20020630							
108250	20020630							
108269	20020630							
108652	20020630							
108746	20020630							
108951	20020630							
109136	20020630							
109154	20020630							
109453	20020630							
109574	20020630							
109659	20020630							
109855	20020630							
110057	20020630							
110066	20020630							
110356	20020630							
110404	20020630							
110413	20020630							
110655	20020630							
110758	20020630							
110936	20020630							
110945	20020630							
111157	20020630							
111205	20020630							
111559	20020630							
111661	20020630							
111942	20020630							
111951	20020630							
111979	20020630							
112163	20020630							
112332	20020630							
112444	20020630							
112510	20020630							
112556	20020630							
112837	20020630							
112855	20020630							
112976	20020630							
113003	20020630							
113030	20020630							
113151	20020630							
113441	20020630							
