"IDRSSD"	RIAD3582	RIAD3583	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD3590	RIAD3591	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4658	RIAD4659	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD4668	RIAD4669	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	RIADC217	RIADC218	RIADC234	RIADC235	
83311	0	0	0	0	0	0	0	0	0	0	0	0	619	149		0	0	150	1299	266	0	260		0	0		0	0		0	0		0	0		0	0	0	118	6			0	0	394	309	0	5	14	247	
83357	0	0	0	0	0	0	0	0	0	0	0	0	10	3			0	0	156	132	0	0						0						0			0	0	0	0			0	0	24	6	1	0	0	0	
83450	0	4	0	0	0	0	0	48	0	0	0	0	367	166		0	0	22	767	223	0	242		0	0		0	199		0	0		0	2		0	0	0	0	0			7	7	175	71	0	49	104	16	
83638	0	0	0	0	0	0	0	0	0	0	0	0	261	190	190	0	0	0	570	412	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	71	0	0	0	0	
83834	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	12	0	0	0						0						0			0	0	0	0			2	0	6	0	0	0	4	0	
83852	0	0	0	0	0	0	0	0	0	0	0	0	17	0			0	8	1	0	0	0						0						8			0	0	0	0			0	0	1	9	0	0	0	0	
83955	0	0	0	0	0	0	0	0	0	0	0	0	18	0			0	0	209	0	0	0						0						0			0	0	0	0			0	0	209	18	0	0	0	0	
84046	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	1	0	0	0						0						0			0	0	0	0			0	0	0	1	0	0	1	0	
84055	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
84251	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	30	0	0	30						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
84345	0	0	0	0	0	0	0	0	0	0	0	0	2	1			0	0	12	0	0	0						0						0			0	0	0	0			0	0	12	1	0	0	0	0	
84541	0	0	0	5	88	80	0	0	0	0	0	0	295	19			0	76	852	238	0	303						303						76			0	0	0	0			0	0	223	49	66	0	0	0	
84804	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
84970	0	0	0	0	0	0	0	0	0	0	0	0	73	4		0	0	0	361	292	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	62	46	23	0	7	0	
85043	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	15	0	0	7						7						0			0	0	0	0			0	0	8	3	0	0	0	0	
85052	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0			0	0	0	0	0	0	0	0	
85258	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
85454	0	0	0	0	0	0	0	0	0	0	0	0	9	1			0	0	5	0	0	0						0						0			0	0	0	0			0	0	5	8	0	0	0	0	
85856	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
85931	0	0	0	0	0	0	0	6	0	0	0	0	37	0			0	0	87	3	0	0						0						0			0	0	0	0			0	0	84	31	0	0	0	0	
86349	0	0	0	0	0	0	30	0	0	0	0	0	75	15			0	0	238	14	0	0						0						0			0	0	0	0			14	7	174	43	10	0	6	0	
86358	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	1	1	0	0	0						0						0			0	0	0	0			0	0	1	1	0	0	0	0	
86527	7	0	0	0	0	0	0	3	0	0	0	0	69	3		0	0	0	322	49	0	3		0	0		0	0		0	0		0	0		0	0	0	17	3			0	0	246	60	0	0	0	0	
86554	0	0	0	0	0	0	4	0	0	0	0	0	27	0			0	0	62	7	0	0						0						0			0	0	0	0			0	0	35	27	0	0	16	0	
87047	0	0	0	0	0	0	0	0	0	0	0	0	9	4			0	0	47	0	0	0															0	0	0	0			0	0	0	5	0	0	0	47	
87159	0	0	0	0	0	0	0	3	0	0	0	0	29	16			0	1	11	0	0	0						0						0			0	0	0	0			4	4	7	5	0	0	0	0	
87234	0	0	0	0	0	0	0	0	0	0	0	0	27	7			0	0	34	0	0	0						0						0			0	0	0	0			0	0	21	7	13	0	13	0	
87476	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	32	0	0	0						0						0			0	0	0	0			0	0	1	4	0	0	31	0	
87533	0	0	0	0	0	0	8	0	0	0	0	0	6	0			0	2	72	0	0	9						0						0			0	0	0	0			0	0	0	1	0	3	0	55	
87944	106	0	0	7	119	0	1557	35	0	0	0	0	96	15		0	0	6	6178	1468	0	830		0	0		0	830		0	0		0	6		0	0	0	0	0			34	2	803	18	13	0	944	317	
88240	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	29	0	0	0						0						0			0	0	0	0			0	0	29	0	0	0	0	0	
88259	0	0	0	0	0	0	0	0	0	0	0	0	8	0			0	8	0	0	0	0						0						8			0	0	0	0			0	0	0	0	0	0	0	0	
88352	0	0	0	0	0	0	0	0	0	0	0	0	16	0			0	9	54	0	0	41						41						6			0	0	0	0			0	0	13	7	0	0	0	0	
88455	0	0	0	0	0	0	13	2	0	0	0	0	10	2			0	1	22	7	0	0						0						0			0	0	0	0			0	0	2	2	3	0	0	0	
88530	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	0	254	0	0	0						0						0			0	0	0	0			7	3	29	4	0	0	218	0	
88950	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	1	23	0	0	23						22						0			0	0	0	0			0	0	0	0	0	0	0	0	
89032	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	35	0	0	0						0						0			0	0	0	0			0	0	35	6	0	0	0	0	
89135	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	3	13	3	0	2						2						3			0	0	0	0			0	0	8	1	0	0	0	0	
89162	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
89452	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	1	12	0	0	0						0						0			0	0	0	0			0	0	7	0	0	0	0	5	
89751	0	12	0	0	0	0	0	0	0	0	0	0	21	6			0	0	33	30	0	0						0						0			0	0	0	0			0	2	3	1	0	0	0	0	
89854	0	0	0	0	0	0	0	0	8	4	0	0	8	0			0	0	19	0	0	0						0						0			0	0	0	0			0	0	11	4	0	0	0	0	
89957	0	0	0	0	0	0	0	0	0	0	0	0	23	1			0	1	93	7	0	2						0						0			0	0	0	0			0	0	84	21	0	0	0	0	
90047	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	4	0	0	0						0						0			0	0	0	0			0	0	4	0	0	0	0	0	
90159	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	2	0	0	0	0	
90234	0	0	0	0	0	0	11	11	0	0	0	0	559	547		0	0	0	11	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	1	0	0	0	0	
90252	0	0	0	0	0	0	0	0	0	0	0	0	3	3			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
90328	0	0	0	0	0	0	100	0	0	0	0	0	98	80			0	0	189	28	0	0						0						0			0	0	0	0			0	0	61	18	0	0	0	0	
90337	0	0	0	0	0	0	0	0	0	0	0	0	20	9			0	0	35	23	0	0						0						0			0	0	0	0			0	0	9	11	0	0	0	3	
90403	0	0	0	0	0	0	0	8	2738	54	0	0	731	640		0	0	0	3698	925	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	35	29	0	0	0	0	
90467	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	0	0	0	0	0	
90627	0	0	0	0	0	0	0	0	0	0	0	0	63	0			0	0	131	0	0	0															0	0	0	0			0	0	131	63	0	0	0	0	
90645	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
90739	0	0	0	0	0	0	0	22	0	0	0	0	69	2			0	0	38	0	0	0						0						0			0	0	0	10			0	0	38	32	3	0	0	0	
91129	0	0	0	0	0	0	0	0	0	0	0	0	8	0			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	8	0	0	0	0	
91147	0	0	0	0	0	0	10	0	0	0	0	0	12	0			0	0	141	91	0	0						0						0			0	0	0	0			12	0	28	12	0	0	0	0	
91156	0	0	0	0	0	0	0	0	0	0	0	0	79	48			0	3	1204	1082	0	0						0						3			0	0	0	0			41	7	81	21	0	0	0	0	
91259	0	0	0	0	0	0	0	0	0	0	0	0	23	3			0	0	18	0	0	12						12						0			0	0	0	0			0	0	6	20	0	0	0	0	
91615	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	17	0	0	0						0						0			0	0	0	0			0	0	2	4	0	0	15	0	
91651	0	0	0	0	0	0	0	0	0	0	0	0	13	0			0	0	53	15	0	0						0						0			0	0	0	0			0	0	38	13	0	0	0	0	
91754	0	0	0	0	0	0	0	0	0	0	0	0	2	1			0	0	23	8	0	0						0						0			0	0	0	0			0	0	15	1	0	0	0	0	
91866	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	2	0	0	0															0	0	0	0			0	0	2	3	0	0	0	0	
91950	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	10	0	0	1						0						0			0	0	0	0			0	0	9	5	0	0	0	0	
91969	0	0	0	0	0	0	0	0	0	0	0	0	25	7			0	0	167	158	0	0						0						0			0	0	0	0			5	18	4	0	0	0	0	0	
92050	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	1	3	0	0	0						0						1			0	0	0	0			0	0	3	0	0	0	0	0	
92144	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	1	0	0	0	0	
92162	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	43	0	0	0						0						0			0	0	0	0			40	5	3	0	0	0	0	0	
92630	0	0	0	0	0	0	0	2	0	0	0	0	47	33		0	0	0	30	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	30	12	0	0	0	0	
92706	0	0	0	0	0	0	2	0	0	0	0	0	24	0			0	0	70	0	0	0						0						0			0	0	0	0			0	0	42	15	9	0	26	0	
92854	0	0	0	0	0	0	0	0	0	0	0	0	3	1			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	2	0	0	0	0	
92902	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	8	0	0	0															0	0	0	0			0	0	8	5	0	0	0	0	
93039	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	3	140	84	0	0															0	0	0	0			0	0	56	4	0	0	0	0	
93244	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	22	10	0	0						0						0			0	0	0	0			3	0	4	5	0	0	5	0	
93329	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	51	12	0	0						0						0			0	0	0	0			0	0	39	3	0	0	0	0	
93413	0	0	0	0	0	0	17	5	0	0	0	0	87	66			0	0	450	378	0	0						0						0			0	0	0	0			11	3	41	13	0	0	3	0	
93543	0	0	0	0	0	0	0	0	0	0	0	0	60	0			0	0	180	23	0	0						0						0			0	0	0	0			5	0	152	60	0	0	0	0	
93619	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
93628	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	10	0	0	0						0						0			0	0	0	0			0	0	10	2	0	0	0	0	
93721	23	7	0	0	0	0	850	141	0	0	0	0	760	125		0	0	131	3743	419	0	460		0	0		0	0		0	0		0	6		0	0	0	0	0			295	52	1658	303	1	0	38	0	
93758	0	0	0	0	0	0	0	0	0	0	0	0	67	14			0	0	627	571	0	0						0						0			0	0	0	0			0	0	56	53	0	0	0	0	
94139	0	0	0	0	0	0	0	0	0	0	0	0	138	32			0	0	332	85	0	0						0						0			0	0	0	0			0	0	247	106	0	0	0	0	
94447	0	0	64	0	0	0	22	0	0	0	0	0	7	0			0	0	159	68	0	0						0						0			0	0	0	0			0	0	4	6	1	0	1	0	
94456	0	0	0	0	0	0	0	0	0	0	0	0	34	30			0	0	103	41	0	54						54						0			0	0	0	0			0	0	8	4	0	0	0	0	
94522	0	0	0	0	0	0	72	0	0	0	0	0	41	0			0	0	186	0	0	0															0	0	0	0			0	0	114	41	0	0	0	0	
94661	0	0	0	0	0	0	0	0	170	50	0	0	215	12			0	152	196	0	0	0						0						152			0	0	0	0			0	0	6	1	0	0	20	0	
94755	0	0	0	0	0	0	0	0	0	0	0	0	18	14			0	0	109	91	0	0						0						0			0	0	0	0			3	0	15	4	0	0	0	0	
94858	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	11	11	0	0						0						0			11	0	0	0			0	0	0	3	0	0	0	0	
95051	0	0	0	0	0	0	215	5	0	0	0	0	8	0			0	0	817	381	0	52						52						0			0	0	0	0			0	0	96	3	0	0	22	51	
95659	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	7	35	1	0	34						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
95725	0	0	0	0	0	1	0	0	0	0	0	0	40	5		0	0	0	110	2	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			2	1	106	33	0	0	0	0	
95855	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
96254	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	3	0	0	0						0						0			0	0	0	0			3	0	0	1	0	0	0	0	
96357	0	0	0	0	0	0	0	0	0	0	0	0	19	4			0	0	30	13	0	0						0						0			0	0	0	0			0	0	17	15	0	0	0	0	
96553	0	0	0	0	0	0	0	0	0	0	0	0	10	10			0	0	62	50	0	0						0						0			0	0	0	0			0	0	11	0	0	0	1	0	
97037	0	0	0	0	0	0	0	1	0	0	0	0	64	63		0	0	0	249	82	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	17	0	0	0	150	0	
97055	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
97279	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	1	0	0	0						0						0			0	0	0	0			0	0	1	2	1	0	0	0	
97457	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	14	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	14	0	
97804	0	0	0	0	0	0	0	0	0	0	0	0	35	21			0	0	133	131	0	0						0						0			0	0	0	0			0	0	2	14	0	0	0	0	
97943	0	0	0	0	0	0	0	0	0	0	0	0	4	1			0	0	273	0	0	264						264						0			0	0	0	0			4	1	5	2	0	0	0	0	
98351	0	0	0	0	0	0	217	68	0	0	0	0	92	2			0	0	235	0	0	0						0						0			0	0	0	0			1	1	17	21	0	0	0	0	
98454	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	130	128	0	0						0						0			0	0	0	0			0	0	2	4	0	0	0	0	
98463	0	0	0	0	0	0	0	0	0	0	0	0	9	2			0	0	73	0	0	0						0						0			0	0	0	0			0	0	12	1	0	6	0	61	
98548	0	0	0	0	0	0	0	0	0	0	0	0	13	10			0	0	11	0	0	0						0						0			0	0	0	0			0	0	0	2	1	0	11	0	
98557	0	0	0	0	0	0	0	0	0	0	0	0	15	0			0	2	42	0	0	0						0						0			0	0	0	0			0	0	42	13	0	0	0	0	
98641	0	0	0	0	0	0	0	0	0	0	0	0	88	78			0	0	254	58	0	0						0						0			0	0	0	0			9	0	135	10	0	0	7	45	
98717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99004	0	0	0	0	0	0	0	0	0	0	0	0	36	12			0	0	116	109	0	0						0						0			0	0	0	0			0	0	7	24	0	0	0	0	
99059	0	0	0	0	0	0	0	0	0	0	0	0	2	1			0	0	22	20	0	0						0						0			0	0	0	0			0	0	2	1	0	0	0	0	
99143	0	0	0	0	0	0	0	0	0	0	0	0	22	1			0	1	452	317	0	19						19						1			0	0	0	0			6	4	110	16	0	0	0	0	
99255	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
99442	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	1	0	0	0						0						0			0	0	0	0			0	0	1	1	0	0	0	0	
99536	0	0	0	0	0	0	0	0	0	0	0	0	47	0			0	0	68	0	0	0						0						0			0	0	0	0			0	0	68	47	0	0	0	0	
99853	0	0	0	0	0	0	0	0	0	0	0	0	27	13			0	0	339	263	0	0						0						0			0	0	0	0			0	0	76	14	0	0	0	0	
99974	0	0	0	0	0	0	0	0	0	0	0	0	14	2			0	1	365	145	0	157						157						1			0	0	0	0			2	3	8	4	4	0	53	0	
100160	0	0	0	0	0	0	0	0	0	0	0	0	145	95			0	0	373	342	0	0						0						0			0	0	0	0			0	0	31	50	0	0	0	0	
100236	0	0	0	0	0	0	0	0	0	0	0	0	12	0			0	0	85	39	4	0						0						0			0	0	0	0			2	0	40	11	1	0	0	0	
100357	0	0	0	11	0	0	131	24	0	0	0	0	264	48			0	88	1256	793	0	243						235						88			0	0	0	0			6	1	83	91	1	0	0	0	
100553	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	5	5	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
100562	1	0	60	0	0	0	0	11	443	14	0	0	98	21		0	0	5	843	208	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	107	33	1	13	24	0	
100843	0	0	0	0	0	0	0	0	0	0	0	0	48	3			0	0	95	0	0	0						0						0			0	0	0	0			17	4	74	41	0	0	4	0	
101019	0	0	0	0	0	150	59	0	0	0	0	0	839	687	687	0	0	0	7306	7247	0	0	7247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
101037	0	5	0	0	0	0	280	0	0	0	0	0	120	23		0	0	44	554	12	0	100		0	0		0	0		0	0		0	0		0	0	0	0	0			76	23	82	16	9	0	4	0	
101233	0	0	0	0	0	0	33	0	35	0	0	0	395	6		0	0	62	2452	590	0	182		0	0		0	0		0	0		0	0		0	0	0	2	0			0	11	1524	307	2	7	65	21	
101327	0	0	0	0	0	0	144	7	0	0	0	0	97	41		0	0	0	157	7	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			6	0	0	48	0	1	0	0	
101345	0	0	0	0	0	0	0	0	0	0	0	0	12	3			0	0	113	89	0	0						0						0			0	0	0	0			0	0	19	9	0	0	5	0	
101439	0	0	0	0	0	0	0	0	0	0	0	0	83	5			0	0	169	50	0	0						0						0			0	0	0	0			0	0	119	74	4	0	0	0	
101671	0	0	0	0	0	0	0	10	0	0	0	0	174	110			0	1	210	100	0	4						0						0			0	0	0	0			0	0	106	53	0	0	0	0	
101738	0	0	0	0	0	0	0	1	0	0	0	0	85	4			0	0	158	0	0	0						0						0			0	0	0	0			9	1	135	79	0	0	14	0	
101952	0	0	0	0	0	0	0	0	0	0	0	0	14	12			0	0	12	3	0	0						0						0			0	0	0	0			9	1	0	1	0	0	0	0	
102155	0	0	0	0	0	0	0	0	0	0	0	0	5	2			0	3	2	0	0	0						0						3			0	0	0	0			0	0	2	0	0	0	0	0	
102333	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
102342	0	0	0	0	0	0	0	0	0	0	0	0	15	0			0	0	51	0	0	36						36						0			0	0	0	0			1	0	14	15	0	0	0	0	
102539	0	0	0	0	0	0	2	0	0	0	0	0	3	0			0	0	129	99	0	0						0						0			0	0	0	0			0	0	22	3	0	0	6	0	
102557	0	0	0	0	0	0	15	0	0	0	0	0	4	1			0	0	39	0	0	0						0						0			0	0	0	0			0	0	23	3	0	0	1	0	
103134	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	1	6	0	0	6						0						0			0	0	0	0			0	0	0	0	3	0	0	0	
103255	3	0	0	0	0	0	0	0	0	0	0	0	98	18		0	0	18	324	142	0	74		0	0		0	0		0	0		0	0		0	0	0	0	0			8	0	88	58	4	0	9	0	
103536	0	0	0	0	0	0	0	0	0	0	0	0	71	7			0	0	146	0	0	0						0						0			0	0	0	0			0	0	119	49	15	0	27	0	
103554	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	12	4	0	0						0						0			0	0	0	0			0	0	8	2	0	0	0	0	
103563	0	0	0	0	0	0	0	0	0	0	0	0	31	30			0	0	27	27	0	0						0						0			0	0	0	0			0	0	0	1	0	0	0	0	
103602	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
104038	0	0	0	0	0	0	351	93	0	0	0	0	225	70		0	0	0	1228	286	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	541	58	2	2	32	18	
104056	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	4	0	0	0						0						0			0	0	0	0			0	0	4	2	0	0	0	0	
104234	0	0	0	17	0	0	0	0	0	0	0	0	43	0			0	0	4	0	0	0						0						0			0	0	0	8			0	0	4	10	8	0	0	0	
104430	0	0	0	0	0	0	0	0	0	0	0	0	42	0			0	0	250	0	0	0						0						0			0	0	0	0			0	0	250	42	0	0	0	0	
104542	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	5	0	0	0						0						0			0	0	0	0			0	0	5	1	0	0	0	0	
104663	0	0	0	0	0	0	0	0	0	0	0	0	1	1			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
105026	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	180	144	0	0						0						0			0	0	0	0			0	3	11	2	0	0	0	25	
105044	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	37	34	0	0						0						0			0	0	0	0			0	0	3	0	0	0	0	0	
105053	0	0	0	0	0	0	0	0	0	0	0	0	16	1			0	0	58	3	0	0						0						0			0	0	0	0			0	0	55	15	0	0	0	0	
105071	0	0	0	0	0	0	0	0	0	0	0	0	26	13			0	0	146	49	0	0															0	0	0	0			0	0	97	13	0	0	0	0	
105222	0	0	0	0	0	0	0	0	0	0	0	0	16	14			0	0	157	152	0	0															0	0	0	0			5	0	0	2	0	0	0	0	
105530	0	0	0	0	0	0	0	0	0	0	0	0	23	0			0	0	30	0	0	0						0						0			0	0	0	0			0	0	30	23	0	0	0	0	
105633	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	3	1	0	0	1						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
106359	37	63	0	0	0	10	44	0	0	0	0	0	271	37		0	0	0	733	252	0	5		0	0		0	0		0	0		0	0		0	252	14	0	0			11	1	384	160	0	0	0	0	
106377	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	1	0	
106452	0	0	0	0	0	0	117	0	0	0	0	0	12	1		0	0	0	158	20	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	21	11	0	0	0	0	
106519	0	0	0	0	0	0	0	0	0	0	0	0	23	1			0	0	32	7	0	0						0						0			0	0	0	0			0	0	25	22	0	0	0	0	
106546	40	0	0	0	0	0	0	0	0	0	0	0	55	1			0	20	84	13	0	31						0						0			0	0	0	0			0	0	0	0	34	0	0	0	
106555	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	1	0	0	0	0	0	
106658	0	0	0	0	0	0	0	0	0	0	0	0	35	0			0	0	31	2	0	0						0						0			0	0	0	0			0	0	26	35	0	0	0	3	
107057	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	3	0	0	0	0	
107141	0	0	0	0	0	0	0	0	0	0	0	0	26	20			0	0	33	20	0	0						0						0			0	0	0	0			0	0	13	5	1	0	0	0	
107150	0	0	0	0	0	0	0	0	0	0	0	0	14	0			0	13	9	7	0	0						0						13			0	0	0	0			2	1	0	0	0	0	0	0	
107226	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	0	0	0	0	0	
107244	84	2	1	0	0	0	13	94	0	0	0	0	151	7		0	0	1	709	74	0	14		0	0		0	14		0	0		0	1		0	0	0	0	0			0	0	323	40	7	0	189	11	
107431	0	0	0	0	0	0	0	0	0	0	0	0	32	0			0	0	104	57	0	0						0						0			0	0	0	0			0	0	44	17	15	0	3	0	
107459	30	5	0	0	0	0	0	0	0	0	0	0	6	0			0	0	30	0	0	0						0						0			0	0	0	0			0	0	0	1	0	0	0	0	
107758	0	0	0	0	0	0	0	0	0	0	0	0	5	3			0	0	6	0	0	0						0						0			0	0	0	0			0	0	4	2	0	0	2	0	
108157	0	0	0	0	0	0	0	0	0	0	0	0	68	59			0	5	108	107	0	1						0						0			0	0	0	0			0	0	0	4	0	0	0	0	
108250	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	1	22	15	0	4						0						0			0	0	0	0			0	0	3	0	0	0	0	0	
108269	0	0	0	0	0	0	0	0	0	0	0	0	23	2			0	0	51	25	0	0						0						0			0	0	0	0			0	0	26	13	8	0	0	0	
108652	0	0	0	0	0	0	8	0	0	0	0	0	0	0			0	0	51	8	0	0						0						0			0	0	0	0			0	0	35	0	0	0	0	0	
108746	0	0	0	0	0	0	0	0	0	0	0	0	7	1			0	0	14	0	0	0						0						0			0	0	0	0			0	0	14	6	0	0	0	0	
108951	0	0	0	0	0	0	0	0	0	0	0	0	10	5			0	0	127	111	0	0						0						0			0	0	10	0			0	0	6	5	0	0	0	0	
109136	0	0	0	0	0	0	0	0	0	0	0	0	29	0			0	0	56	6	0	0						0						0			0	0	0	0			0	0	40	29	0	0	0	10	
109154	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0						0			0	0	0	0			0	0	1	0	0	0	0	0	
109453	0	0	4	0	0	0	0	0	0	0	0	0	8	5			0	0	6	0	0	0						0						0			0	0	0	0			2	1	0	2	0	0	0	0	
109574	0	0	0	0	0	0	0	0	0	0	0	0	16	0			0	0	1	0	0	0						0						0			0	0	0	0			0	0	1	0	16	0	0	0	
109659	0	0	0	0	0	0	0	0	0	0	0	0	16	0			0	0	106	0	0	0						0						0			0	0	0	0			1	0	105	16	0	0	0	0	
109855	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	3	3	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
110057	0	0	0	0	0	0	0	0	0	0	0	0	81	70			0	10	391	375	0	0						0						10			0	0	0	0			0	0	13	1	0	0	3	0	
110066	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	7	0	0	0						0						0			0	0	0	0			0	0	4	0	0	0	3	0	
