"IDRSSD"	RIAD3582	RIAD3583	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD3590	RIAD3591	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4658	RIAD4659	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD4668	RIAD4669	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	RIADC217	RIADC218	RIADC234	RIADC235	
1351	0	0	0	0	0	0	0	0	0	0	0	0	9	6			0	0	50	0	0	0						0						0			0	0	0	0			0	0	50	3	0	0	0	0	
1454	0	0	0	0	0	0	0	0	0	0	0	0	34	6			0	3	70	0	0	10						0						0			0	0	0	0			3	4	57	21	0	0	0	0	
1557	0	0	0	0	0	0	0	0	0	0	0	0	48	45			0	1	60	60	0	0						0						1			0	0	0	0			0	0	0	2	0	0	0	0	
1632	0	0	0	95	0	0	22	1	0	0	0	0	186	4			0	23	112	36	0	3						0						23			0	0	0	0			0	0	45	55	8	0	6	0	
1669	0	0	0	0	0	0	0	0	0	0	0	0	25	5			0	0	114	15	0	0						0						0			0	0	0	0			0	0	92	20	0	0	7	0	
1829	0	0	0	0	0	0	0	0	0	0	0	0	36	26			0	0	73	29	0	0						0						0			0	0	0	0			16	2	28	8	0	0	0	0	
1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	0	0	0	0	0	
2040	0	0	0	0	0	0	0	0	0	0	0	0	61	40			0	0	355	234	0	0						0						0			0	0	0	0			16	0	97	12	9	0	8	0	
2161	0	0	0	0	0	0	0	0	0	0	0	0	43	0			0	0	57	0	0	0						0						0			0	0	0	0			2	1	55	42	0	0	0	0	
2376	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	
2451	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	2	0	0	0	0	
2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	2	0	0	0						0						0			0	0	0	0			0	0	2	0	0	0	0	0	
2732	0	0	0	0	0	0	0	0	0	0	0	0	17	3		0	0	0	244	186	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	58	14	0	0	0	0	
2750	0	0	0	3	0	0	0	0	0	0	0	0	8	0			0	3	271	0	0	253						253						3			0	0	0	0			0	0	8	2	0	0	10	0	
2938	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	386	184	0	0						0						0			0	0	0	0			0	0	160	5	0	0	42	0	
2956	0	0	0	0	0	0	47	0	0	0	0	0	6	0			0	0	102	11	0	0						0						0			0	0	0	0			0	0	33	6	0	0	11	0	
3252	0	0	0	0	0	0	0	0	0	0	0	0	69	9			0	0	132	13	0	0						0						0			0	0	0	0			0	0	119	60	0	0	0	0	
3458	0	0	0	1	0	0	0	0	0	0	0	0	5	0			0	0	18	0	0	0						0						0			0	0	0	0			0	0	0	2	2	0	18	0	
3506	0	0	0	0	0	0	0	0	634	9	0	0	46	0		0	0	0	665	31	0	0		0	0		0	0		0	0		0	0		0	0	0	0	28			0	0	0	9	0	0	0	0	
3579	0	0	0	0	0	3	0	0	0	0	0	0	19	0			0	0	46	30	0	0						0						0			0	0	0	0			0	0	12	16	0	0	4	0	
3720	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	15	0	0	0						0						0			0	0	0	0			0	0	13	3	0	0	2	0	
3953	0	0	1	0	0	0	0	0	0	0	0	0	24	5			0	8	110	81	0	14						14						8			0	0	0	0			0	0	8	10	1	0	6	0	
4138	0	0	0	0	0	0	24	1	0	0	0	0	25	13			0	0	99	29	0	0						0						0			0	0	0	0			0	0	46	11	0	0	0	0	
4147	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	8	5	0	0						0						0			0	0	0	0			3	3	0	2	0	0	0	0	
4156	0	0	0	7	0	0	0	0	0	0	0	0	37	9			0	5	17	0	0	0						0						5			0	0	0	0			0	0	17	16	0	0	0	0	
4231	0	0	0	0	0	0	0	0	0	0	0	0	37	0			0	0	36	0	0	0						0						0			0	0	0	0			0	0	36	34	3	0	0	0	
4437	0	0	0	0	0	0	0	0	0	0	0	0	11	0			0	2	54	1	0	0						0						0			0	0	0	0			0	0	45	9	0	0	8	0	
4745	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	2	0	0	0	0	
4839	0	0	0	0	0	0	0	0	0	0	0	0	34	0			0	0	200	6	0	0						0						0			0	0	0	0			0	0	194	34	0	0	0	0	
5005	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0						0			0	0	0	0			0	0	1	0	0	0	0	0	
5050	0	0	0	0	0	0	0	0	0	0	0	0	29	2			0	0	82	0	0	0						0						0			0	0	0	0			6	0	76	27	0	0	0	0	
5069	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	5	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
5135	0	0	0	0	0	0	0	0	0	0	0	0	3	1			0	0	20	7	0	0						0						0			0	0	0	0			1	0	6	2	0	0	6	0	
5210	0	0	0	0	0	0	87	0	0	0	0	0	50	25		0	0	0	115	4	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	24	25	0	0	0	0	
5247	0	0	0	0	0	0	0	0	0	0	0	0	20	0		0	0	1	80	0	0	16		0	0		0	0		0	0		0	0		0	0	0	52	12			5	1	7	6	0	0	0	0	
5274	0	0	0	0	0	0	0	0	0	0	0	0	16	0			0	0	62	0	0	0						0						0			0	0	0	0			0	0	62	16	0	0	0	0	
5331	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	2	0	0	0						0						0			0	0	0	0			0	0	2	1	0	0	0	0	
5461	0	0	0	0	0	0	0	0	0	0	0	0	20	16			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	4	0	0	0	0	
5751	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	5	0	0	0	0	
5939	134	16	0	0	50	11	2315	35	0	0	0	0	899	15		0	0	36	5379	431	0	127		0	0		0	0		0	0		0	0		0	0	0	568	317			0	1	87	26	80	362	319	1348	
6039	0	0	0	0	0	0	0	0	0	0	0	0	17	0			0	0	118	14	0	0						0						0			0	0	0	0			0	0	64	17	0	0	40	0	
6057	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	89	66	0	0						0						0			0	0	0	0			0	0	23	3	0	0	0	0	
6141	0	0	0	0	0	0	0	0	0	0	0	0	18	0			0	0	125	58	0	0						0						0			0	0	0	0			0	0	40	18	0	0	27	0	
6329	0	0	0	0	0	0	35	0	0	0	0	0	84	14			0	2	251	12	0	7						7						2			0	0	0	0			26	6	154	60	2	0	14	3	
6842	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	18	2	0	0						0						0			0	0	0	0			0	0	16	0	0	0	0	0	
6972	0	0	0	0	0	0	0	0	0	0	0	0	4	2		0	0	0	108	6	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			37	1	65	1	0	0	0	0	
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	
7045	0	0	0	0	0	0	0	0	0	0	0	0	24	0			0	0	71	0	0	0						0						0			0	0	0	0			0	1	71	23	0	0	0	0	
7157	0	0	0	0	0	0	0	0	0	0	0	0	5	2			0	0	9	0	0	0						0						0			0	0	0	0			0	0	9	3	0	0	0	0	
7166	0	0	0	0	0	0	0	0	0	0	0	0	11	11		0	0	0	13	13	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	
7456	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
7634	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	68	25	0	0						0						0			0	0	0	0			0	0	43	3	0	0	0	0	
8033	0	0	0	0	0	0	0	0	0	0	0	0	31	25			0	6	22	15	0	6						6						6			0	0	0	0			0	0	1	0	0	0	0	0	
8154	0	0	0	0	0	0	0	0	0	0	0	0	107	106			0	0	93	83	0	0						0						0			0	0	0	0			0	0	10	1	0	0	0	0	
8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	
8462	0	0	0	0	0	0	0	0	0	0	0	0	9	2			0	2	70	0	0	59						59						2			0	0	0	0			0	0	11	5	0	0	0	0	
8547	0	0	0	0	0	0	0	0	0	0	0	0	132	43		0	0	0	660	75	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			13	2	471	43	44	0	101	0	
8631	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	24	0	0	0															0	0	0	0			0	0	24	6	0	0	0	0	
9115	0	0	0	0	0	0	0	0	0	0	0	0	80	46		0	0	0	295	65	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	164	29	1	4	0	66	
9160	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	2	0	0	0						0						0			0	0	0	0			0	0	2	1	0	0	0	0	
9339	0	0	0	0	0	0	50	0	0	0	0	0	4	0			0	0	85	0	0	0						0						0			0	0	0	0			0	0	35	4	0	0	0	0	
9357	0	0	0	0	0	0	0	0	0	0	0	0	3	2			0	0	43	42	0	0						0						0			0	0	0	0			0	0	1	1	0	0	0	0	
9553	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	2	0	0	0	0	
9807	6	1	0	0	0	0	0	0	0	0	0	0	58	44		0	0	0	104	3	0	0		0	0		0	0		0	0		0	0		0	0	0	28	0			0	0	10	12	1	0	57	0	
9955	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	10	0	0	0															0	0	0	0			0	0	10	4	0	0	0	0	
10157	0	0	0	0	0	0	0	0	0	0	0	0	18	0			0	6	119	98	0	14						14						6			0	0	0	0			0	0	7	12	0	0	0	0	
10250	0	0	0	0	0	0	0	0	0	0	0	0	25	3			0	0	356	290	0	0						0						0			0	0	0	0			2	0	64	22	0	0	0	0	
10849	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	4	0	0	0						0						0			0	0	0	0			3	0	1	0	1	0	0	0	
10858	0	0	0	0	0	0	0	0	0	0	0	0	27	7		0	0	0	3675	139	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			3430	0	106	20	0	0	0	0	
11145	0	0	0	0	0	0	0	0	0	0	0	0	33	20			0	0	71	47	0	0						0						0			0	0	0	0			0	0	24	13	0	0	0	0	
11350	0	0	0	0	0	0	0	0	0	0	0	0	1	1			0	0	12	0	0	0						0						0			0	0	0	0			0	0	12	0	0	0	0	0	
11640	0	0	0	0	0	0	0	0	0	0	0	0	19	7			0	5	130	38	0	37						4						4			0	0	0	0			0	0	55	7	0	0	0	0	
11837	0	0	0	0	0	0	0	0	0	0	0	0	25	0			0	0	5	0	0	0															0	0	0	0			1	0	4	23	2	0	0	0	
12030	78	0	240	14	0	0	25	0	0	0	0	0	1444	474			0	0	1073	362	0	0						0						0			0	0	0	0			0	0	8	429	512	15	360	0	
12058	0	0	0	0	0	0	0	0	0	0	0	0	54	11			0	10	831	527	0	14						2						1			0	0	0	0			0	0	272	33	0	0	18	0	
12142	0	0	0	0	0	0	0	0	0	0	0	0	90	0			0	68	168	0	0	88						0						0			0	0	0	0			0	0	80	22	0	0	0	0	
12245	0	0	0	0	0	0	0	0	0	0	0	0	6	2			0	0	6	0	0	0						0						0			0	0	0	0			4	0	2	2	2	0	0	0	
12311	302	62	0	6	0	3	6313	524	28768	7569	0	9	24327	3076	3076	0	0	20	125007	43650	0	57	43650	0	0	0	0	92	28768	0	0	0	9	0	7569	0	0	0	5422	247	0	0	0	0	39725	12811	0	0	678	0	
12357	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
12647	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	15	0	0	0						0						0			0	0	0	0			0	0	5	0	0	0	10	0	
12656	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	23	12	0	0						0						0			0	0	0	0			0	0	11	3	0	0	0	0	
12937	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
12946	0	0	0	0	0	0	103	1	0	0	0	0	184	7		0	0	0	573	86	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	254	158	15	3	107	23	
12955	0	0	0	0	0	0	0	0	36	0	0	0	50	0			0	0	150	0	0	0						0						0			0	0	0	0			0	0	114	50	0	0	0	0	
13037	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	59	25	0	0															0	0	5	0			0	0	29	5	0	0	0	0	
13103	0	0	0	0	0	0	0	0	0	0	0	0	10	1		0	0	0	71	63	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	8	3	6	0	0	0	
13251	0	0	0	0	0	0	0	0	0	0	0	0	18	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	18	0	0	0	0	
13309	260	248	0	0	3757	0	14375	814	0	0	0	0	2880	1214		0	0	0	36641	16098	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			225	42	1848	559	0	3	55	23	
13457	0	0	0	0	0	0	0	0	0	0	0	0	3	3			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	0	0	0	0	0	
14052	0	0	0	0	0	0	0	0	0	0	0	0	14	0			0	0	5	0	0	0						0						0			0	0	0	0			0	0	5	14	0	0	0	0	
14155	0	0	0	0	0	0	0	0	0	0	0	0	38	13			0	0	65	13	0	0						0						0			0	12	0	0			0	0	52	25	0	0	0	0	
14258	0	0	0	0	0	0	0	0	0	0	0	0	77	59		0	0	0	154	132	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	22	18	0	0	0	0	
14409	0	0	0	0	0	1	9	25	5842	1791	0	0	7791	2809	2809	0	0	760	38764	26852	0	1897	26852	0	0	0	0	0	5842	0	0	0	0	0	1791	0	0	0	0	0	0	0	0	0	4156	2126	279	0	8	0	
14454	0	0	0	0	0	0	349	0	9	2	0	0	10	8			0	0	386	10	0	16						16						0			0	0	0	0			0	0	2	0	0	0	0	0	
14650	0	0	0	0	0	0	0	0	0	0	0	0	91	0			0	5	51	0	0	15						15						5			0	0	0	0			0	0	36	86	0	0	0	0	
14753	0	0	0	0	0	0	0	0	0	0	0	0	1	1			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	0	0	0	0	0	
14865	0	0	0	0	0	0	0	0	0	0	0	0	7	2			0	0	8	0	0	0						0						0			0	0	0	0			1	4	7	1	0	0	0	0	
14931	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0			0	0	0	0	0	0	0	0	
14940	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	25	0	0	0						0						0			0	0	1	0			0	0	22	0	0	0	0	2	
15536	0	0	0	0	0	0	0	0	800	6	0	0	109	23		0	0	0	1111	266	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	45	80	0	0	0	0	
15732	0	0	0	0	0	0	0	0	0	0	0	0	5	4			0	0	73	27	0	0						0						0			0	0	0	0			0	0	46	1	0	0	0	0	
16337	0	0	0	0	0	0	0	0	0	0	0	0	17	2			0	0	102	0	0	0						0						0			0	0	0	0			1	1	101	14	0	0	0	0	
16355	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	4	0	0	0						0						0			0	0	0	0			0	0	4	1	0	0	0	0	
16458	0	0	0	0	0	0	0	0	0	0	0	0	19	3			0	13	437	395	0	20						0						0			0	0	0	0			0	0	22	3	0	0	0	0	
16551	0	0	0	0	0	0	15	57	0	0	0	0	58	0			0	0	21	0	0	0						0						0			0	0	0	0			0	0	6	1	0	0	0	0	
16748	0	0	0	0	0	0	0	0	0	0	0	0	19	3			0	0	170	74	0	0															0	0	0	0			0	0	56	14	2	0	40	0	
16766	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1845	1845	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	
16944	0	0	0	0	0	0	0	0	0	0	0	0	20	19			0	0	1	0	0	0						0						0			0	0	0	0			0	0	1	1	0	0	0	0	
16953	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	3	0	0	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0			0	0	0	0	0	0	0	0	
17147	0	0	0	0	0	0	35	0	0	0	0	0	303	160		0	0	67	1462	987	0	155		0	0		0	42		0	0		0	0		0	0	0	21	0			0	2	264	69	5	0	0	0	
17259	0	0	0	0	0	0	0	0	0	0	0	0	9	2			0	0	25	1	0	0						0						0			0	0	0	0			0	0	24	7	0	0	0	0	
17464	0	0	0	0	0	0	0	0	0	0	0	0	158	13		0	0	0	1149	103	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			175	10	675	119	0	16	140	56	
17549	0	0	0	0	0	0	0	0	316	38	0	0	50	3			0	0	433	115	0	0						0						0			0	0	0	0			0	0	2	9	0	0	0	0	
17839	0	0	0	0	0	0	77	1	0	0	0	0	144	117			0	7	378	225	0	0						0						7			0	0	0	0			3	0	25	15	4	0	48	0	
17950	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	11	0	0	0						0						0			0	0	0	0			0	0	11	0	0	0	0	0	
18050	0	0	0	0	0	0	0	0	0	0	0	0	47	16			0	0	136	31	0	17						0						0			0	0	0	0			12	2	76	29	0	0	0	0	
18126	100	0	0	0	0	0	63	76	0	0	0	0	123	8		0	0	0	360	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	44	22	17	0	153	0	
18135	0	0	0	0	0	0	0	0	0	0	0	0	55	0			0	0	238	0	0	0						0						0			0	0	0	0			0	0	0	0	0	55	0	238	
18368	0	0	0	0	0	0	0	0	130	20	0	0	78	10		0	0	0	357	4	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			5	2	4	1	0	45	0	214	
18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
18827	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	28	0	0	0						0						0			0	0	0	0			0	0	20	1	0	0	8	0	
18836	0	4	0	0	0	0	0	0	0	0	0	0	32	0			0	0	139	0	0	0															0	0	0	0			0	0	124	28	0	0	15	0	
18854	0	0	0	0	0	0	12	0	0	0	0	0	5	0			0	0	50	7	0	29						0						0			0	0	0	0			0	0	2	5	0	0	0	0	
18863	0	0	0	0	0	0	0	0	0	0	0	0	21	16		0	0	0	28	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	1	28	4	0	0	0	0	
18957	0	0	0	0	0	0	0	0	0	0	0	0	10	7			0	2	16	13	0	3						0						0			0	0	0	0			0	0	0	1	0	0	0	0	
19356	0	0	0	0	0	0	2	0	0	0	0	0	24	21			0	0	63	9	0	49						0						0			0	0	0	0			0	0	3	2	1	0	0	0	
19730	0	0	0	0	0	0	0	0	0	0	0	0	2	0		0	0	0	9	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	9	0	2	0	0	0	
19936	0	0	0	0	0	0	0	0	0	0	0	0	75	1			0	68	221	55	0	88						0						0			0	0	0	0			0	0	73	6	0	0	5	0	
19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
20053	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	29	29	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
20147	0	0	16	0	0	0	0	0	0	0	0	0	4	0			0	0	56	0	0	0						0						0			0	0	0	0			18	2	22	2	0	0	0	0	
20259	0	0	0	0	0	0	0	0	0	0	0	0	17	12			0	0	34	23	0	0						0						0			0	0	0	0			0	0	11	5	0	0	0	0	
20370	0	0	0	0	0	0	170	6	0	0	0	0	41	25			0	0	322	85	0	0						0						0			0	0	0	0			0	0	17	10	0	0	0	50	
20512	0	0	0	0	0	0	0	0	0	0	0	0	49	0			0	0	23	0	0	0						0						0			0	0	0	0			0	0	15	49	0	0	8	0	
20633	0	0	0	0	0	0	0	0	0	0	0	0	90	11			0	0	63	16	0	0						0						0			0	0	0	0			0	0	9	23	56	0	38	0	
20754	0	0	0	0	0	0	0	0	0	0	0	0	2	1			0	0	8	3	0	0						0						0			0	0	0	0			0	0	2	1	0	0	3	0	
20839	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	5	1	0	1						0						0			0	0	0	0			0	0	2	1	0	0	1	0	
20857	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	311	311	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
20866	0	0	0	0	0	0	0	0	0	0	0	0	2	1			0	0	48	0	0	0															0	0	0	0			12	0	35	1	0	0	1	0	
21256	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0															0	0	0	0			0	0	0	1	0	0	0	0	
21359	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
21630	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
21658	0	0	0	0	0	0	0	0	0	0	0	0	17	14			0	0	0	0	0	0						0						0			0	0	0	0			0	3	0	0	0	0	0	0	
22048	20	0	0	0	0	0	0	0	0	0	0	0	7	0			0	0	232	0	0	0						0						0			0	0	0	0			0	0	179	7	0	0	33	0	
22235	0	0	0	0	0	0	0	0	0	0	0	0	7	1			0	0	266	99	0	0						0						0			0	0	0	0			0	0	56	5	1	0	111	0	
22356	0	0	0	0	0	0	0	0	0	0	0	0	48	16			0	6	30	0	0	0						0						6			0	0	0	0			14	3	16	18	5	0	0	0	
22459	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	0	42	0	0	0						0						0			0	0	0	0			1	0	41	5	2	0	0	0	
22543	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	1	2	0	0	2						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
22552	0	0	0	0	0	0	0	0	0	0	0	0	39	39			0	0	277	60	0	191						191						0			0	0	0	0			0	0	26	0	0	0	0	0	
