"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON2702	RCON2710	RCON2722	RCON3510	RCON3512	RCON3514	RCON3520	RCON3779	RCON5514	RCON5515	RCON5516	RCON5517	RCON5596	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA531	RCONA532	RCONA533	RCONA545	TEXTA545	
	UNPOSTED DEBITS	UNPOSTED DEBITS FOR DEMAND DEPOSITS	UNPOSTED DEBITS FOR TIME&SAVING DEPS	DEMAND DEPS OF CONSOL SUBS	DEM DEP OF INSURED BR-PR,US TERR&POS	RES BALS PASSED THRU AS DEMAND DEPS	RES BALS PASSED THRU AS TIME&SVG DEP	TIME & SVG DEPS OF CONSOL SUBS	TIM&SAV DEP OF INS BR-PR,US TERR&POS	TOTAL DEPOSITS $100,000 OR LESS	TOTAL DEPOSITS > $100,000	TOT DEPS - NUM OF ACCTS > $100,000	UNPOSTED CREDITS	UNPOSTED CREDITS-DEMAND DEPOSITS	UNPOSTED CREDITS-TIME & SAVINGS DEPS	UNINVESTED TRUST FUNDS HELD	# OF DEP ACCTS OF $100,000 OR LESS	INT ACCRD&UNPD ON DEPS OF CNSLD SUBS	INT ACCRD&UNPD ON DEPS IN INSRD BRCH	UNAMORTZD PREMIUMS ON TIME&SVGS DEPS	UNAMORTZD DISCOUNT ON TIME&SVGS DEPS	DEPOSITS IN LIFELINE ACCOUNTS	ESTIMATE OF UNINSURED DEPOSITS	BENFT-RESPNSV DEPSTRY INSTN INVSTMT	AMT DEM DEP REDUC IF BALS REP NET BS	INCR IN DEM DEP IF RECIP BAL GROSS	DECR IN DEM DEP IF CIPC INCLUDED	AMT OF ASSETS NETTED AGST DMND DEPS	AMT OF ASSETS NETTED AGST SVGS DEPS	TOTL DEPS PURCHD/ACQRD FROM OTH FDIC	AMT OF PURCHD/ACQRD DPS RPTD IN A531	TOTL DEPS SOLD OR TRNSFRD DURING QTR	PB/PSA FDIC CERTIFICATE NUMBER	PB/PSA FDIC CERTIFICATE NUMBER	
37	0	0	0	0		0	0	0		42683	14004	99	0	0	0	0	6676	0		0	0		5156	0	0	0	0	0	0	0	0	0	0		
242	0			0		0	0	0		16701	3572	24	0			0	2983	0		0	0		406	0	0	0	0	0	0	0	0	0			
279	0	0	0	0		0	0	0		63523	12746	105	0	0	0	0	5854	0		0	0		6983	0	0	0	0	0	0	0	0	0	0		
354	0	0	0	0		0	0	0		6118	652	2	0	0	0	0	924	0		0	0		491	0	0	0	0	0	0	0	0	0	0		
439	0	0	0	0		0	0	0		99491	28547	147	0	0	0	0	16610	0		0	0		12247	0	0	0	0	0	0	0	0	0	0		
457	0	0	0	0		0	0	0		15248	2633	15	0	0	0	0	3030	0		0	0		1400	0	0	0	0	0	0	0	0	0	0		
505	0	0	0	0		0	0	0		143308	73626	327	0	0	0	0	25114	0		0	0		51749	0	0	0	0	0	0	0	0	0	0		
1146	0	0	0	1682		0	0	6		168825	119012	575	0	0	0	0	20554	0		0	0		62867	0	0	0	0	0	0						
1155	0	0	0	0		0	0	0		80000	26423	121	0	0	0	0	12255	0		0	0		12167	0	0	0	0	0	0	0	0	0	0		
1351	0	12	0	0		0	0	0		40108	35520	194	0	0	0	0	5318	0		0	0		16120	0	0	0	0	0	0	0	0	0	0		
1454	0	0	0	0		0	0	0		170146	91152	336	0	0	0	0	30547	0		0	0		57642	0	0	0	0	0	0	0	0	0	0		
1557	0	0	0	0		0	0	0		24111	4598	29	0	0	0	0	3486	0		0	0		6453	0	0	0	0	0	0	0	0	0	0		
1632	8	0	0	0		0	0	0		94717	78785	198	4	0	0	0	14896	0		54	0		59686	0	0	0	0	0	0	0	0	0	0		
1669	0	0	0	0		0	0	0		144125	56204	185	0	0	0	0	15628	0		0	0		30838	0	0	0	0	0	0	0	0	0	0		
1829	0	0	0	0		0	0	0		170780	61011	292	0	0	0	0	36364	0		0	0		30901	0	0	0	0	0	0	0	0	0	0		
1856	0	0	0	0		0	0	0		6548	1283	6	0	0	0	0	890	0		0	0		526	0	0	0	0	0	0	0	0	0	0		
2040	2	0	0	0		0	0	0		63197	38992	141	0	0	0	0	10801	0		0	0		25476	0	0	0	0	0	0	0	0	0	0		
2161	0	0	0	0		0	0	0		55224	30362	178	0	0	0	0	8270	0		0	0		12560	0	0	0	0	0	0	0	0	0	0		
2376	0	0	0	110		0	0	0		506278	80524	594	0	0	0	0	48757	0		0	0		21000	0	0	0	0	0	0	0	0	0	0		
2451	0	0	0	191		0	0	0		8385	1696	11	0	0	0	0	986	0		0	0		182	0	0	0	0	0	0	0	0	0	0		
2554	0	0	0	0		0	0	0		5047	600	5	0	0	0	0	1028	0		0	0		100	0	0	0	0	0	0	0	0	0	0		
2732	0	0	0	0		0	0	0		190791	172424	510	0	0	0	0	16415	0		0	0		95113	0	0	0	0	0	0	0	0	0	0		
2750	0	0	0	0		0	0	0		25048	11495	64	0	0	0	0	2559	0		0	0		5009	0	0	0	0	0	0	0	0	0	0		
2938	0	0	0	0		0	0	0		77411	96389	261	0	0	0	0	13599	0		0	0		21950	0	0	0	0	0	0	0	0	0	0		
2956	0	0	0	0		0	0	0		78426	25219	123	0	0	0	0	10565	0		0	0		11419	0	0	0	0	0	0	0	0	0	0		
3252	0	0	0	0		0	0	0		43127	28939	108	0	0	0	0	7286	0		0	0		1589	0	0	0	0	0	0	0	0	0	0		
3458	0	0	0	0		0	0	0		11546	6271	36	0	0	0	0	2317	0		0	0		1079	0	0	0	0	0	0	0	0	0	0		
3506	0	0	0	2683		0	0	17864		490872	302380	1117	0	0	0	0	54701	0		0	0		190860	0	0	0	0	0	0						
3579	0	0	0	0		0	0	0		95670	64661	313	0	0	0	0	14349	0		0	0		35361	0	0	0	0	0	0	0	0	0	0		
3720	0	0	0	0		0	0	0		72485	28286	139	0	0	0	0	13688	0		0	0		9929	0	0	0	0	0	0	0	0	0	0		
3953	0	177	0	0		0	0	0		39359	20014	113	0	0	0	0	5042	0		0	0		19681	0	0	0	0	0	0	0	0	0	0		
4138	15	0	0	0		0	0	0		98846	39452	207	6	0	0	0	13310	0		0	0		20700	0	0	0	0	0	0	0	0	0	0		
4147	0	0	0	0		0	0	0		58410	20279	102	0	0	0	0	9076	0		0	0		5001	0	0	0	0	0	0	0	0	0	0		
4156	0	0	0	0		0	0	0		38767	19401	76	0	0	0	0	6212	0		0	0		11801	0	0	0	0	0	0	0	0	0	0		
4231	0	0	0	0		0	0	0		50322	24240	99	0	0	0	0	7595	0		0	0		13940	0	0	0	0	0	0	0	0	0	0		
4437	0	0	0	0		0	0	0		89454	36929	219	0	0	0	0	11211	0		0	0		15029	0	0	0	0	0	0	0	0	0	0		
4745	0	0	0	0		0	0	0		5415	2594	13	0	0	0	0	1415	0		0	0		195	0	0	0	0	0	0	0	0	0	0		
4839	0	0	0	0		0	0	0		106397	64195	243	0	0	0	0	13852	0		40	0		36795	0	0	0	0	0	0	0	0	0	0		
5005	0	0	0	117		0	0	80		166889	62673	333	0	0	0	0	20276	0		0	0		28302	0	0	0	0	0	0	0	0	0	0		
5050	0	0	0	0		0	0	0		48154	28278	94	0	0	0	0	7751	0		0	0		21064	0	0	0	0	0	0	0	0	0	0		
5069	0	144	0	322		0	0	0		160956	88263	389	0	0	0	0	1692	0		0	0		40174	0	0	0	0	0	0	0	0	0	0		
5135	0	0	0	0		0	0	0		44457	25331	148	0	0	0	0	5514	0		0	0		10531	0	0	0	0	0	0	0	0	0	0		
5210	0	0	0	0		0	0	0		451408	92806	440	0	0	0	0	85654	0		0	0		74078	0	0	0	0	0	0	0	0	0	0		
5247	0	0	0	0		0	0	0		605516	197159	897	0	0	0	0	104970	0		0	0		133090	0	0	0	0	0	0	0	0	0	0		
5274	0	0	0	10		0	0	127		51343	21345	69	0	0	0	0	4247	0		0	0		16095	0	0	0	0	0	0	0	0	0	0		
5331	0	0	0	2199		0	0	60		134685	59091	276	0	0	0	0	18185	0		0	0		38403	0	0	0	0	0	0	0	0	0	0		
5461	0	0	0	0		0	0	0		111926	123285	508	0	0	0	0	14716	0		0	0		72485	0	0	0	0	0	0	0	0	0	0		
5751	0	1	0	0		0	0	0		32997	37773	113	0	0	0	0	3803	0		0	0		15125	0	0	0	0	0	0	0	0	0	0		
5939	0	0	0	0		0	0	0		1649868	418809	2640	0	0	0	0	148963	0		0	0		154809	0	0	0	0	0	0	0	0	0	0		
6039	0	0	0	0		0	0	0		48797	22704	92	0	0	0	0	6102	0		0	0		13504	0	0	0	0	0	0	0	0	0	0		
6057	0	0	0	0		0	0	0		8310	3899	17	0	0	0	0	1576	0		0	0		1410	0	0	0	0	0	0	0	0	0	0		
6141	0	0	0	0		0	0	0		18922	8749	36	0	0	0	0	4156	0		0	0		5149	0	0	0	0	0	0	0	0	0	0		
6329	0	0	0	0		0	0	0		111342	76225	340	0	0	0	0	17150	0		0	0		41225	0	0	0	0	0	0	0	0	0	0		
6842	0	0	0	0		0	0	0		16058	4156	33	0	0	0	0	2310	0		0	0		856	0	0	0	0	0	0	0	0	0	0		
6972	0	0	0	0		0	0	0		343644	196516	707	0	0	0	0	62757	0		0	0		125816	0	0	0	0	0	0	0	0	0	0		
7009	0	0	0	0		0	0	7142		54169	380160	571	0	0	0	0	3226	3		0	0		323060	0	0	0	0	0	0	0	0	0	0		
7045	0	0	0	0		0	0	0		51834	30573	98	0	0	0	0	9747	0		0	0		8965	0	0	0	0	0	0	0	0	0	0		
7157	0	0	0	0		0	0	0		21946	4121	26	0	0	0	0	3660	0		0	0		2047	0	0	0	0	0	0	0	0	0	0		
7166	0	0	0	0		0	0	0		189000	210377	684	0	0	0	0	23434	0		0	0		141977	0	0	0	0	0	0	0	0	0	0		
7456	0	0	0	0		0	0	0		27789	7879	30	0	0	0	0	4525	0		0	0		3987	0	0	0	0	0	0	0	0	0			
7634	0	0	0	0		0	0	0		23773	9043	48	0	0	0	0	3020	0		0	0		6399	0	0	0	0	0	0	0	0	0	0		
8033	0	0	0	0		0	0	0		27226	9844	37	0	0	0	0	3948	0		0	0		7816	0	0	0	0	0	0	0	0	0	0		
8154	0	0	0	0		0	0	0		28217	7026	39	0	0	0	0	4058	0		0	0		1054	0	0	0	0	0	0	0	0	0	0		
8417	0	0	0	0		0	0	0		383848	1200895	574	0	0	0	0	7058	0		0	0		346872	0	0	0	0	0	0	0	0	0	0		
8462	26	0	0	0		0	0	0		26843	27126	134	0	0	0	0	4172	0		0	0		13726	0	0	0	0	0	0	0	0	0	0		
8547	0			0		0	0	0		204482	66313	319	0			0	31071	0		0	0		60487	0	0	0	0	0	0	0	0	0			
8631	0	0	0	0		0	0	0		30726	8499	48	0	0	0	0	4692	0		0	0		3699	0	0	0	0	0	0						
9115	0	0	0	0		0	0	0		934517	799802	1975	0	0	0	0	205350	0		0	0		253085	0	0	0	0	0	0	0	0	0	0		
9160	1	0	0	0		0	0	0		88467	26357	172	0	0	0	0	13891	0		0	0		9157	0	0	0	0	0	0	0	0	0	0		
9339	0	41	1	0		0	0	0		179338	78244	409	0	0	0	0	20075	0		0	0		77835	0	0	0	42	0	0	0	0	0	0		
9357	0	0	0	0		0	0	0		50050	185872	376	0	0	0	0	5372	0		0	0		160200	0	0	0	0	0	0	0	0	0	0		
9553	0	0	0	0		0	0	0		32960	11302	61	0	0	0	0	3882	0		0	0		5363	0	0	0	0	0	0	0	0	0	0		
9807	0	0	0	0		0	0	0		719095	645426	1835	0	0	0	0	67680	0		0	0		352483	0	0	0	0	0	0	0	0	0	0		
9955		7	0	0		0	0	0		51131	25626	98	0			0	4614	0		0	0		1823	0	0	0	0	0	0	0	0	0			
10157	0	0	0	0		0	0	0		47650	14700	58	0	0	0	0	5527	0		0	0		5121	0	0	0	0	0	0	0	0	0	0		
10250	0	0	0	0		0	0	0		146867	60558	329	0	0	0	0	23813	0		0	0		28379	0	0	0	0	0	0	0	0	0	0		
10849	0	0	0	0		0	0	0		91313	55405	287	0	0	0	0	9806	0		0	0		10510	0	0	0	0	0	0	0	0	0	0		
10858	0	0	0	0		0	0	0		195846	88979	399	0	0	0	0	24401	0		0	0		91369	0	0	0	0	0	0						
11145	0	0	0	0		0	0	0		68644	30548	136	0	0	0	0	27748	0		0	0		24885	0	0	0	0	0	0	0	0	0	0		
11350	42	0	0	0		0	0	0		29386	8586	57	0	0	0	0	4900	0		0	0		960	0	0	0	0	0	0	0	0	0	0		
11640	0	0	0	0		0	0	0		73807	51863	152	0	0	0	0	12454	0		0	0		49664	0	0	0	0	0	0	0	0	0	0		
11837	0			0		0	0	0		36916	28054	74	0			0	2089	0		0	0		16306	0	0	0	0	0	0	0	0	0			
12030	0	0	0	0		0	0	0		109923	56606	431	0	0	0	0	16106	0		0	0		7320	0	0	0	0	0	0	0	0	0	0		
12058	0	0	0	0		0	0	0		65992	22207	135	0	0	0	0	10682	0		0	0		4094	0	0	0	0	0	0	0	0	0			
12142	0	0	0	0		0	0	0		83708	72436	199	0	0	0	0	18594	0		0	0		22580	0	0	0	0	0	0	0	0	0	0		
12245	0	0	0	0		0	0	0		52704	19839	110	0	0	0	0	9854	0		0	0		9881	0	0	0	0	0	0	0	0	0	0		
12311	0	0	0	64815	0	0	0	0	0	9978009	6698613	18969	0	192	0	75722	1874470	0	0	0	0		4211966	0	910	0	0	0	0	0	0	0	0		
12357	0	0	0	0		0	0	0		21520	5651	30	0	0	0	0	3322	0		0	0		6051	0	0	0	0	0	0	0	0	0	0		
12647	0	0	0	0		0	0	0		26050	15458	56	0	0	0	0	4319	0		0	0		11946	0	0	0	0	0	0	0	0	0	0		
12656	0			0		0	0	0		6061	4548	12	0			0	1513	0		0	0		3348	0	0	0	0	0	0	0	0	0			
12937	0	0	0	0		0	0	0		51331	50630	165	0	0	0	0	5842	0		0	0		30000	0	0	0	0	0	0	0	0	0	0		
12946	0	0	0	0		0	0	0		209145	132255	522	0	0	0	0	24950	0		0	0		65077	0	0	0	0	0	0	0	0	0	0		
12955	1	0	0	0		0	0	0		45020	31129	110	0	0	0	0	7638	0		0	0		20129	0	0	0	0	0	0	0	0	0	0		
13037	0			0		0	0	0		84874	26667	134	0			0	12306	0		0	0		13267	0	0	0	0	0	0	0	0	0			
13103	0	0	0	1683		0	0	0		404036	159326	748	0	0	0	0	56947	0		0	0		115167	0	0	0	0	0	0	0	0	0	0		
13251	0	0	0	0		0	0	0		16861	10719	58	0	0	0	0	2834	0		0	0		4919	0	0	0	0	0	0	0	0	0	0		
13309	0	0	0	7484		0	0	30060		1059860	472580	1806	0	0	0	0	164175	0		0	0		412519	0	0	0	0	0	0	0	0	0	0		
13457	0	0	0	0		0	0	0		15091	1268	5	0	0	0	0	1693	0		0	0		2333	0	0	0	0	0	0	0	0	0	0		
14052	0	0	0	0		0	0	0		40533	11422	79	0	0	0	0	7090	0		0	0		14942	0	0	0	0	0	0	0	0	0	0		
14155	0	5	2	0		0	0	0		48952	12860	55	0	1	0	0	8493	0		0	0		1300	0	0	0	0	0	0	0	0	0	0		
14258	0	0	0	0		0	0	0		163332	240331	684	89	0	0	0	23196	0		0	0		171932	0	0	0	0	0	0						
14409	0	0	0	226022	0	0	0	21	0	6911232	6668356	19522	0	0	0	0	1469075	0	0	0	108		4716156	0	0	0	0	0	0	0	0	0	0		
14454	0	17	0	0		0	0	0		19712	9152	72	0	0	0	0	2436	0		0	0		2585	0	0	0	0	0	0	0	0	0	0		
14650	0	0	0	0		0	0	0		19006	5881	25	0	0	0	0	3402	0		0	0		3381	0	0	0	0	0	0	0	0	0			
14753	0	0	0	0		0	0	0		19020	3520	20	0	0	0	0	3763	0		0	0		480	0	0	0	0	0	0	0	0	0	0		
14865	0	0	0	0		0	0	0		39353	27392	101	0	0	0	0	7428	0		0	0		6598	0	0	0	0	0	0	0	0	0	0		
14931	0			0		0	0	35		14516	9709	32	0			0	2020	0		0	0		1030	0	0	0	0	0	0	0	0	0			
14940	0	0	0	0		0	0	0		78029	42504	211	0	0	0	0	6264	0		0	0		23004	0	0	0	0	0	0	0	0	0	0		
15536	0			0		0	0	0		659455	245635	1405	0			0	65352	0		0	0		105135	0	0	0	0	0	0	0	0	0			
15732	0	0	0	0		0	0	0		128651	123004	489	0	0	0	0	8663	0		241	0		28444	0	0	0	0	0	0	0	0	0	0		
16337	0	0	0	0		0	0	0		122402	46840	188	0	0	0	0	19970	0		0	0		28040	0	0	0	0	0	0	0	0	0	0		
16355	0	0	0	0		0	0	0		21289	12685	68	0	0	0	0	3267	0		0	0		9380	0	0	0	0	0	0	0	0	0	0		
16458	2738	0	0	0		0	0	0		97574	43729	218	0	0	0	0	14603	0		0	0		23629	0	0	0	0	0	0	0	0	0	0		
16551	0	0	0	0		0	0	0		37939	14998	71	0	0	0	0	9023	0		0	0		8000	0	0	0	0	0	0	0	0	0	0		
16748	0	0	0	0		0	0	0		37142	5312	32	0	0	0	0	6170	0		0	0		1100	0	0	0	0	0	0						
16766	0	0	0	0		0	0	0		66893	292430	380	0	0	0	0	4588	0		0	0		223797	0	0	0	0	0	0						
16944	0	0	0	0		0	0	0		21690	3881	23	0	0	0	0	4413	0		0	0		1479	0	0	0	0	0	0	0	0	0	0		
16953	28	0	0	0		0	0	0		20865	6022	23	0	0	0	0	3415	0		0	0		3722	0	0	0	0	0	0	0	0	0	0		
17110	0			0		0	0	0		10579	73132	149	0			0	237	0		0	0		61187	0	0	0	0	0	0	0	0	0			
17147	0	0	0	0		0	0	0		322854	318508	703	0	0	0	0	60834	0		0	0		221401	0	0	0	0	0	0	0	0	0	0		
17259	0	5	3	0		0	0	0		35542	6949	54	0	0	0	0	4413	0		0	0		1506	0	0	0	0	0	0	0	0	0	0		
17464	0	0	0	0		0	0	0		235172	217197	732	0	0	0	0	42666	0		0	0		186577	0	0	0	0	0	0	0	0	0	0		
17549	0	0	0	0		0	0	0		95270	77416	330	0	0	0	0	14114	0		0	0		54607	0	0	0	0	0	0	0	0	0	0		
17839	0	0	0	0		0	0	0		85689	51154	222	0	0	0	0	15529	0		0	0		39731	0	0	0	0	0	0	0	0	0	0		
17950	0	0	0	0		0	0	0		21768	19655	75	0	0	0	0	4204	0		0	0		12155	0	0	0	0	0	0	0	0	0	0		
18050	0	0	0	0		0	0	0		124101	54021	237	0	0	0	0	25368	0		0	0		30321	0	0	0	0	0	0	0	0	0	0		
18126	0	0	0	0		0	0	0		478886	298648	922	0	0	0	0	64942	0		0	0		198148	0	0	0	0	0	0	0	0	0	0		
18135	0	0	0	0		0	0	0		101811	19889	100	0	0	0	0	7922	0		0	0		9889	0	0	0	0	0	0	0	0	0	0		
18368	0	0	0	0		0	0	0		166795	185972	680	0	0	0	0	16770	0		0	0		153539	0	0	0	0	0	0	0	0	0	0		
18377	0	0	0	0		0	0	0		12075	901	8	0	0	0	0	2055	0		0	0		101	0	0	0	0	0	0	0	0	0	0		
18827	0	0	0	0		0	0	0		89851	36305	121	0	0	0	0	17841	0		0	0		14491	0	0	0	0	0	0	0	0	0	0		
18836	0			0		0	0	0		77760	26646	161	0			0	13626	0		0	0		15272	0	0	0	0	0	0	0	0	0			
18854	0	0	0	0		0	0	0		14861	6967	42	0	0	0	0	2125	0		0	0		3559	0	0	0	0	0	0	0	0	0	0		
18863	0			0		0	0	0		228279	293910	964	0			0	25205	0		0	89		197510	0	0	0	0	0	0	0	0	0			
18957	0	0	0	0		0	0	0		29573	12812	62	0	0	0	0	3882	0		0	0		9626	0	0	0	0	0	0	0	0	0	0		
19356	0	0	0	0		0	0	0		59617	14831	79	0	0	0	0	7031	0		0	0		4749	0	0	0	0	0	0	0	0	0	0		
19730	0	0	0	0		0	0	0		453333	301954	947	0	0	0	0	58828	0		0	0		220461	0	0	0	0	0	0	0	0	0	0		
19936	0	0	0	0		0	0	0		67097	66374	222	0	0	0	0	12324	0		0	0		53603	0	0	0	0	0	0	0	0	0	0		
19972	0	0	0	0		0	0	0		31501	4663	38	0	0	0	0	3678	0		0	0		979	0	0	0	0	0	0	0	0	0	0		
20053	0	0	0	0		0	0	210		15960	3434	18	0	0	0	0	2840	0		0	0		1439	0	0	0	0	0	0	0	0	0	0		
20147	0	0	0	0		0	0	0		31927	4972	47	0	0	0	0	6889	0		0	0		5072	0	0	0	0	0	0	0	0	0	0		
20259	0	25	0	0		0	0	0		19204	7578	39	0	0	0	0	4225	0		0	0		3678	0	0	0	0	0	0	0	0	0	0		
20370	0	0	0	0		0	0	0		52022	28103	106	0	0	0	0	8146	0		0	0		18562	0	0	0	0	0	0	0	0	0	0		
20512	0	0	0	0		0	0	0		53805	16223	76	0	0	0	0	10742	0		0	0		8623	0	0	0	0	0	0	0	0	0	0		
20633	0	0	0	0		0	0	0		95124	45522	242	0	0	0	0	8926	0		0	0		21322	0	0	0	0	0	0	0	0	0	0		
20754	0	0	0	0		0	0	0		9573	1196	9	0	0	0	0	1758	0		0	0		1094	0	0	0	0	0	0	0	0	0	0		
20839	0	0	0	0		0	0	0		47546	18312	128	0	0	0	0	5355	0		0	0		5512	0	0	0	0	0	0	0	0	0	0		
20857	0	0	0	0		0	0	0		16596	30590	57	0	0	0	0	3552	0		0	0		25666	0	0	0	0	0	0	0	0	0	0		
20866	55			0		0	0	0		49225	22097	128	0			0	8424	0		0	0		9297	0	0	0	0	0	0	0	0	0			
21256	0			0		0	0	0		5457	2195	6	0			0	504	0		0	0		785	0	0	0	0	0	0	0	0	0			
21359	0			0		0	0	0		9926	2824	21	0			0	1876	0		0	0		724	0	0	0	0	0	0	0	0	0			
21630	0	0	0	0		0	0	0		25240	19182	79	0	0	0	0	4890	0		0	0		18736	0	0	0	0	0	0	0	0	0	0		
21658	0	0	0	0		0	0	0		54163	14098	75	0	0	0	0	9324	0		0	0		9888	0	0	0	0	0	0	0	0	0	0		
22048	453	0	0	0		0	0	0		82579	69554	389	0	0	0	0	13742	0		0	0		23350	0	0	0	0	0	0	0	0	0	0		
22235	0	0	0	0		0	0	0		141933	55727	355	0	0	0	0	13054	0		0	0		20227	0	0	0	0	0	0	0	0	0	0		
22356	24	0	0	0		0	0	0		114715	68100	208	86	0	0	0	17590	0		0	0		66611	0	0	0	0	0	0	0	0	0	0		
22459	0	0	0	0		0	0	0		61532	13101	72	0	0	0	0	9160	0		0	0		11566	0	0	0	0	0	0	0	0	0	0		
22543	0	0	0	0		0	0	0		34797	12083	64	0	0	0	0	6737	0		0	0		6388	0	0	0	0	0	0	0	0	0	0		
22552	0	0	0	0		0	0	0		27704	6276	34	0	1	3	0	4205	0		0	0		2416	0	0	0	0	0	0	0	0	0	0		
22730	0	0	0	0		0	0	0		61301	11901	79	0	0	0	0	10134	0		0	0		4001	0	0	0	0	0	0	0	0	0	0		
22936	0	0	0	0		0	0	0		64502	51380	318	0	0	0	0	10914	0		0	0		19580	0	0	0	0	0	0	0	0	0	0		
22954	0	1	6	0		0	0	0		31272	10623	39	0	0	2	0	5110	0		0	0		6532	0	0	0	0	0	0	0	0	0	0		
23036	0	0	0	0		0	0	0		143081	97741	395	0	0	0	0	18030	0		0	0		67215	0	0	0	0	0	0	0	0	0	0		
23045	0	0	0	0		0	0	0		13233	6267	34	0	0	0	0	2379	0		0	0		2867	0	0	0	0	0	0	0	0	0	0		
23241	0	0	0	2258		0	0	118920		1321668	503832	1759	0	0	0	0	188424	0		0	0		327932	0	0	0	0	0	0	0	0	0	0		
23344	0	0	0	0		0	0	0		50289	26100	76	0	0	0	0	8194	0		0	0		23413	0	0	0	0	0	0	0	0	0	0		
23456	0	0	0	0		0	0	0		43173	7652	52	0	0	0	0	8020	0		0	0		2453	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	94		0	0	2760		174685	225576	542	0	0	0	0	23111	0		0	0		163276	0	0	0	0	0	0	0	0	0	0		
23540	0	0	0	0		0	0	0		76002	48193	139	0	0	0	0	12714	0		0	0		34293	0	0	0	0	0	0	0	0	0	0		
23643	0	0	0	0		0	0	0		82433	49397	237	0	0	0	0	9941	0		0	0		23987	0	0	0	0	0	0	0	0	0	0		
23755	0	0	0	0		0	0	0		50097	36431	143	0	0	0	0	9124	0		0	0		22940	0	0	0	0	0	0	0	0	0	0		
23812	0	0	0	0		0	0	0		286840	241042	890	0	0	0	0	45203	0		0	0		89000	0	0	0	0	0	0	0	0	0	0		
24006	0	0	0	2338		0	0	17610		517122	156477	978	0	0	0	0	64679	0		0	0		58677	0	0	0	0	0	0	0	0	0	0		
24266	0	0	0	8899		0	0	13210		1028488	572979	2597	0	0	0	0	162554	0		0	0		441854	0	0	0	0	0	0	0	0	0	0		
24453	0	13	1	0		0	0	0		17742	23048	55	0	0	0	0	2695	0		0	0		17548	0	0	0	0	0	0	0	0	0	0		
24659	0	0	0	0		0	0	0		18167	5513	33	0	0	0	0	4832	0		0	0		1568	0	0	0	0	0	0	0	0	0	0		
24668	0	0	0	0		0	0	0		85046	28126	207	0	0	0	0	11106	0		88	0		17519	0	0	0	0	0	0	0	0	0	0		
24855	0	0	0	0		0	0	0		5900	784	4	0	0	0	0	1008	0		0	0		484	0	0	0	0	0	0	0	0	0	0		
24949	0	0	0	0		0	0	0		173712	80107	302	0	0	0	0	21462	0		0	0		46006	0	0	0	0	0	0	0	0	0	0		
25357	0	0	0	0		0	0	0		30023	4981	22	0	0	0	0	3737	0		0	0		2781	0	0	0	0	0	0	0	0	0	0		
25450	0	0	0	0		0	0	0		1569151	1111526	3639	0	1761	0	0	248205	0		0	0		881532	0	0	0	0	0	0	0	0	0	0		
25647	0	0	21	0		0	0	0		39796	43160	209	0	0	0	0	4442	0		0	0		22260	0	0	0	0	0	0	0	0	0	0		
25852	0	0	0	0		0	0	0		197774	63442	256	0	0	0	0	34765	0		0	0		53837	0	0	0	0	0	0	0	0	0	0		
26149	0	0	0	0		0	0	0		36495	9538	57	0	0	0	0	5394	0		0	0		4328	0	0	0	0	0	0	0	0	0	0		
26233	0	0	0	0		0	0	0		209148	138068	462	0	0	0	0	24711	0		0	0		91868	0	0	0	0	0	0	0	0	0	0		
26242	0	0	0	0		0	0	0		142820	58278	258	0	0	0	0	18709	0		0	0		5292	0	0	0	0	0	0	0	0	0	0		
26457	0	0	0	0		0	0	0		15792	4119	20	0	0	0	0	913	0		0	0		2119	0	0	0	0	0	0	0	0	0	0		
26756	0	0	0	0		0	0	0		13150	4370	32	0	0	0	0	1716	0		0	0		1170	0	0	0	0	0	0	0	0	0	0		
26765	0	0	0	0		0	0	0		22709	20004	59	0	0	0	0	3166	0		0	0		19471	0	0	0	0	0	0	0	0	0	0		
26859	0	0	0	0		0	0	0		154215	99298	641	0	0	0	0	9807	0		0	0		28788	0	0	0	0	0	0	0	0	0	0		
26916	0	0	0	0		0	0	0		186539	75924	397	0	0	0	0	33393	0		0	0		45695	0	0	0	0	0	0	0	0	0	0		
27548	0	214	174	759		0	0	300		169172	71296	270	0	106	12	0	30008	0		0	0		62255	0	0	0	0	0	0	0	0	0	0		
27614	0	0	0	0		0	0	0		142667	55668	213	0	0	0	0	31002	0		0	0		61006	0	0	0	0	0	0						
27838	0	0	0	0		0	0	0		97114	74612	252	0	0	0	0	10105	0		0	0		33593	0	0	0	0	0	0	0	0	0	0		
27847	0	0	0	0		0	0	0		96759	48858	307	0	0	0	0	14862	0		0	0		31097	0	0	0	0	0	0	0	0	0	0		
28013	0	0	0	0		0	0	0		515892	132747	892	0	0	0	0	43081	0		0	0		50000	0	0	0	0	2520	0	0	0	0	0		
28152	0	0	0	0		0	0	0		22783	14996	75	0	0	0	0	5806	0		0	0		1944	0	0	0	0	0	0	0	0	0	0		
28255	0	0	0	0		0	0	0		58788	30423	105	0	0	0	0	8779	0		0	0		12857	0	0	0	0	0	0	0	0	0	0		
