"IDRSSD"	RCFD3561	RCFD3562	RCFD7701	RCFD7702	RCON3561	RCON3562	RCON7701	RCON7702	
	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	
37					1	203	0.0700	0.0700	
242					1	7	0.0850	0.0850	
279					2	14	0.0750	0.0850	
354					0	0	0.0000	0.0000	
439					1	5	0.0575	0.0575	
457					0	0	0.0000	0.0000	
505					0	0	0.0000	0.0000	
1146					1	100	0.0475	0.0475	
1155					1	4	0.0750	0.0750	
1351					0	0	0.0000	0.0000	
1454					0	0	0.0000	0.0000	
1557					0	0	0.0000	0.0000	
1632					0	0	0.0000	0.0000	
1669					2	37	0.0650	0.0700	
1829					2	103	0.0475	0.0724	
1856					0	0	0.0000	0.0000	
2040					5	43	0.0650	0.0750	
2161					4	6	0.0590	0.0900	
2376					0	0	0.0000	0.0000	
2451					0	0	0.0000	0.0000	
2554					0	0	0.0000	0.0000	
2732					0	0	0.0000	0.0000	
2750					1	98	0.0700	0.0700	
2938					0	0	0.0000	0.0000	
2956					0	0	0.0000	0.0000	
3252					2	5	0.0500	0.0775	
3458					0	0	0.0000	0.0000	
3506					0	0	0.0000	0.0000	
3579					0	0	0.0000	0.0000	
3720					0	0	0.0000	0.0000	
3953					0	0	0.0000	0.0000	
4138					1	17	0.0740	0.0740	
4147					0	0	0.0000	0.0000	
4156					0	0	0.0000	0.0000	
4231					0	0	0.0000	0.0000	
4437					5	497	0.0475	0.0701	
4745					1	200	0.0800	0.0800	
4839					0	0	0.0000	0.0000	
5005					0	0	0.0000	0.0000	
5050					0	0	0.0000	0.0000	
5069					0	0	0.0000	0.0000	
5135					0	0	0.0000	0.0000	
5210					2	236	0.0363	0.0400	
5247					0	0	0.0000	0.0000	
5274					1	367	0.0640	0.0640	
5331					0	0	0.0000	0.0000	
5461					0	0	0.0000	0.0000	
5751					1	84	0.0588	0.0588	
5939					0	0	0.0000	0.0000	
6039					2	31	0.0675	0.0675	
6057					0	0	0.0000	0.0000	
6141					1	29	0.0600	0.0600	
6329					0	0	0.0000	0.0000	
6842					0	0	0.0000	0.0000	
6972					0	0	0.0000	0.0000	
7009					0	0	0.0000	0.0000	
7045					0	0	0.0000	0.0000	
7157					3	77	0.0480	0.0700	
7166					0	0	0.0000	0.0000	
7456					1	25	0.0800	0.0800	
7634					0	0	0.0000	0.0000	
8033					0	0	0.0000	0.0000	
8154					0	0	0.0000	0.0000	
8417					0	0	0.0000	0.0000	
8462					4	108	0.0330	0.0575	
8547					0	0	0.0000	0.0000	
8631					0	0	0.0000	0.0000	
9115					0	0	0.0000	0.0000	
9160					0	0	0.0000	0.0000	
9339					0	0	0.0000	0.0000	
9357					0	0	0.0000	0.0000	
9553					1	5	0.0725	0.0725	
9807					1	20	0.0550	0.0550	
9955					0	0	0.0000	0.0000	
10157					4	38	0.0795	0.1045	
10250					0	0	0.0000	0.0000	
10849					0	0	0.0000	0.0000	
10858					0	0	0.0000	0.0000	
11145					0	0	0.0000	0.0000	
11350					0	0	0.0000	0.0000	
11640					0	0	0.0000	0.0000	
11837					0	0	0	0	
12030					0	0	0.0000	0.0000	
12058					2	131	0.0850	0.0900	
12142					0	0	0.0000	0.0000	
12245					1	570	0.0625	0.0625	
12311	0	0	0.0000	0.0000					
12357					1	67	0.0575	0.0575	
12647					0	0	0.0000	0.0000	
12656					1	159	0.0700	0.0700	
12937					0	0	0.0000	0.0000	
12946					3	2413	0.0400	0.0525	
12955					2	248	0.0500	0.0500	
13037					0	0	0.0000	0.0000	
13103					0	0	0.0000	0.0000	
13251					0	0	0.0000	0.0000	
13309					0	0	0.0000	0.0000	
13457					0	0	0.0000	0.0000	
14052					3	66	0.0690	0.0800	
14155					0	0	0.0000	0.0000	
14258					7	567	0.0375	0.1800	
14409	2	5	0.1800	0.1800					
14454					0	0	0.0000	0.0000	
14650					0	0	0.0000	0.0000	
14753					1	2	0.0825	0.0825	
14865					0	0	0.0000	0.0000	
14931					0	0	0.0000	0.0000	
14940					0	0	0.0000	0.0000	
15536					0	0	0.0000	0.0000	
15732					0	0	0.0000	0.0000	
16337					1	22	0.0700	0.0700	
16355					0	0	0.0000	0.0000	
16458					0	0	0.0000	0.0000	
16551					1	62	0.0575	0.0575	
16748					1	20	0.0425	0.0425	
16766					0	0	0.0000	0.0000	
16944					1	21	0.0625	0.0625	
16953					1	104	0.0750	0.0750	
17110					1	4	0.0375	0.0375	
17147					2	55	0.0500	0.0600	
17259					3	558	0.0675	0.0725	
17464					6	570	0.0500	0.1488	
17549					0	0	0.0000	0.0000	
17839					2	225	0.0475	0.0750	
17950					2	88	0.0700	0.0850	
18050					2	40	0.0400	0.0415	
18126					2	2010	0.0525	0.0600	
18135					1	126	0.0625	0.0625	
18368					0	0	0.0000	0.0000	
18377					0	0	0.0000	0.0000	
18827					0	0	0.0000	0.0000	
18836					4	294	0.0520	0.0600	
18854					0	0	0.0000	0.0000	
18863					0	0	0.0000	0.0000	
18957					0	0	0.0000	0.0000	
19356					0	0	0.0000	0.0000	
19730					4	100	0.0475	0.0650	
19936					0	0	0.0000	0.0000	
19972					0	0	0.0000	0.0000	
20053					0	0	0.0000	0.0000	
20147					0	0	0.0000	0.0000	
20259					0	0	0.0000	0.0000	
20370					0	0	0.0000	0.0000	
20512					0	0	0.0000	0.0000	
20633					4	52	0.0525	0.1199	
20754					0	0	0.0000	0.0000	
20839					1	4	0.0600	0.0600	
20857					0	0	0.0000	0.0000	
20866					0	0	0.0000	0.0000	
21256					0	0	0.0000	0.0000	
21359					0	0	0.0000	0.0000	
21630					2	63	0.0649	0.0850	
21658					0	0	0.0000	0.0000	
22048					6	173	0.0700	0.0900	
22235					0	0	0.0000	0.0000	
22356					4	219	0.0450	0.0700	
22459					0	0	0.0000	0.0000	
22543					0	0	0.0000	0.0000	
22552					5	251	0.0775	0.0900	
22730					1	12	0.0575	0.0575	
22936					0	0	0.0000	0.0000	
22954					3	161	0.0575	0.0675	
23036					0	0	0.0000	0.0000	
23045					0	0	0.0000	0.0000	
23241					0	0	0.0000	0.0000	
23344					0	0	0.0000	0.0000	
23456					2	7	0.0751	0.0990	
23504					0	0	0.0000	0.0000	
23540					3	13	0.0625	0.0950	
23643					2	115	0.0700	0.0850	
23755					2	125	0.1800	0.1800	
23812					1	50	0.0475	0.0475	
24006					0	0	0.0000	0.0000	
24266					0	0	0.0000	0.0000	
24453					0	0	0.0000	0.0000	
24659					0	0	0.0000	0.0000	
24668					6	44	0.0650	0.1800	
24855					0	0	0.0000	0.0000	
24949					0	0	0.0000	0.0000	
25357					2	86	0.0775	0.0900	
25450					1	27	0.0525	0.0525	
25647					0	0	0.0000	0.0000	
25852					1	10	0.0875	0.0875	
26149					1	5	0.0600	0.0600	
26233					0	0	0.0000	0.0000	
26242					4	120	0.0505	0.0650	
26457					0	0	0.0000	0.0000	
26756					0	0	0.0000	0.0000	
26765					0	0	0.0000	0.0000	
26859					0	0	0.0000	0.0000	
26916					0	0	0.0000	0.0000	
27548					0	0	0.0000	0.0000	
27614					0	0	0.0000	0.0000	
27838					0	0	0.0000	0.0000	
27847					0	0	0.0000	0.0000	
