"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	BROKERED DEPS/PARTICIPATNS LE 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	TIME DEPOSITS GE 100000	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	TIME DEPS GE 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	BROKERED DEPS GE 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	
37	6090	0	2748	6192	0	13285	0	0	0	0	0	0	43402	0	930	7821		26657	2834	3429	14723	5094	0	0	3248	11475	6958	4976	1414	3680	1823	904	10537	42472	0	0	
242	2546	0	1364	2696	0	6949	0	0	0	0	0	0	13324	0	254	1453		8409	916	1026	5824	953	0	0	1859	3964	2310	276	130	823	500	0	5585	13070	0	0	
279	8212	0	0	1612	0	7902	0	0	0	0	0	0	68367	0	0	16273		42179	1703	7973	33285	12544	0	0	14503	18782	6945	1949	5768	6776	3580	149	7902	68367	0	0	
354	762	0	57	1167	0	1167	0	0	0	0	0	0	5603	0	1233	600		3016	1225	0	2964	600	0	0	1201	1764	52	0	400	200	0	0	1110	4370	0	0	
439	15025	0	4600	28335	0	42530	0	0	0	0	0	0	85508	0	6162	20341		43998	6144	8426	40339	18487	0	0	13464	26875	3589	70	6688	11800	1853	0	37915	79346	15	0	
457	1812	0	180	2230	0	3789	0	0	0	0	0	0	14092	0	469	507		8584	3189	578	6512	400	0	0	1958	4554	1929	143	200	200	107	0	3609	13623	0	0	
505	60787	19	8319	40392	0	62422	0	0	0	0	0	0	154512	0	16552	25427		50320	17978	7879	39836	16766	0	0	8057	31754	9971	538	5652	11114	8661	0	54084	137760	0	200	
1146	56230	0	975	44827	0	76445	0	0	0	0	0	0	211392	0	10711	42101		78931	34130	11006	73499	39143	0	0	33477	40099	1699	3656	22980	16163	2748	210	75221	200452	249	229	
1155	558	15	482	8251	0	37924	0	0	0	0	0	0	68499	0	10526	13357		43900	10684	7394	29131	10514	0	0	12204	17483	12592	1621	5688	4825	1770	1074	37365	57973	62	0	
